"outcome","tau","n_e","n_o","alpha_o_id","normalized_bias","coverage","rmse","avg_bias","sd_est","avg_se","n_sims","prop_na","estimator"
"Ybin",0.2,1000,500,"02km",-4.46153495158534,0.006,0.094654725092249,-0.0923675091690201,0.020703078687347,0.0196617467642925,500,0,"PTE"
"Ybin",0.2,1000,500,"05km",-4.46153495158534,0.006,0.094654725092249,-0.0923675091690201,0.020703078687347,0.0196617467642925,500,0,"PTE"
"Ybin",0.2,1000,500,"10km",-4.46153495158534,0.006,0.094654725092249,-0.0923675091690201,0.020703078687347,0.0196617467642925,500,0,"PTE"
"Ybin",0,1000,1000,"02km",0.0162522949756626,0.944,0.0210650588039817,0.000342653077919408,0.0210833656682039,0.0208611246804875,500,0,"Common practice"
"Ybin",0,1000,1000,"05km",0.015493074045392,0.942,0.0210037650192496,0.000325699622804576,0.0210222723941249,0.0207295794564856,500,0,"Common practice"
"Ybin",0,1000,1000,"10km",0.0162990352014889,0.944,0.0210625515744583,0.000343597356416392,0.021080840195069,0.0208540620853211,500,0,"Common practice"
"Ybin",0.05,1000,1000,"02km",-0.724787241885326,0.852,0.0279479533135148,-0.0164121496936409,0.0226440929767878,0.0217111080124533,500,0,"Common practice"
"Ybin",0.05,1000,1000,"05km",-0.7412139538959,0.848,0.027966160324088,-0.0166638518734894,0.0224818377823331,0.021655865752304,500,0,"Common practice"
"Ybin",0.05,1000,1000,"10km",-0.725821054380812,0.85,0.0279449130359072,-0.016425688224942,0.022630492909791,0.0217129619606493,500,0,"Common practice"
"Ybin",0.1,1000,1000,"02km",-1.3474035925526,0.692,0.039444793554773,-0.0316857654661295,0.0235161651944999,0.0224587450171495,500,0,"Common practice"
"Ybin",0.1,1000,1000,"05km",-1.37897272848156,0.69,0.0398729565054827,-0.0322899693708521,0.0234159593615806,0.0223728872121793,500,0,"Common practice"
"Ybin",0.1,1000,1000,"10km",-1.34857927957365,0.692,0.0394619712418966,-0.0317093673292484,0.0235131651579825,0.0224564555979437,500,0,"Common practice"
"Ybin",0.15,1000,1000,"02km",-2.08107099216346,0.408,0.0556516235087386,-0.050170418350641,0.0241079802368896,0.0230444944622899,500,0,"Common practice"
"Ybin",0.15,1000,1000,"05km",-2.11831847056214,0.392,0.0564056038724917,-0.0510169365797733,0.0240836952935763,0.022967516184515,500,0,"Common practice"
"Ybin",0.15,1000,1000,"10km",-2.08195093088408,0.404,0.0556858761894645,-0.0502052707541763,0.0241145312357852,0.0230364255612784,500,0,"Common practice"
"Ybin",0.2,1000,1000,"02km",-2.63951745554077,0.222,0.0705550746739085,-0.0659870138887226,0.0249996505043774,0.0235885556598162,500,0,"Common practice"
"Ybin",0.2,1000,1000,"05km",-2.68404510527467,0.206,0.0715251613913945,-0.0670326171607832,0.0249744749181193,0.023510212695674,500,0,"Common practice"
"Ybin",0.2,1000,1000,"10km",-2.63893695862781,0.222,0.0705884060630508,-0.066016367523217,0.0250162730516852,0.0235762594622164,500,0,"Common practice"
"Ybin",0,1000,2000,"02km",0.0142691007808442,0.936,0.0211448493927046,0.000301989354651371,0.0211638672464057,0.0208419212273011,500,0,"Common practice"
"Ybin",0,1000,2000,"05km",0.0143296698740554,0.94,0.0210666669993296,0.000302149633217192,0.0210855962400256,0.0207547995132624,500,0,"Common practice"
"Ybin",0,1000,2000,"10km",0.0144282898303209,0.934,0.0211359288385626,0.000305228888015591,0.0211548902610867,0.0208410181985593,500,0,"Common practice"
"Ybin",0.05,1000,2000,"02km",-0.721445553620687,0.854,0.0278975947098471,-0.0163329734637908,0.0226392322772262,0.0217560561751843,500,0,"Common practice"
"Ybin",0.05,1000,2000,"05km",-0.736899626995635,0.852,0.0279669711003518,-0.0166015823235047,0.022528960139646,0.0216569385484483,500,0,"Common practice"
"Ybin",0.05,1000,2000,"10km",-0.722010945284034,0.854,0.0279006743944837,-0.0163431866649749,0.0226356494617206,0.0217540882932669,500,0,"Common practice"
"Ybin",0.1,1000,2000,"02km",-1.35197479575158,0.7,0.0393709562871998,-0.0316643876525902,0.0234208416843951,0.022494206333804,500,0,"Common practice"
"Ybin",0.1,1000,2000,"05km",-1.38082866055171,0.688,0.0397573871218308,-0.032211273675572,0.0233274950005036,0.0223750629983193,500,0,"Common practice"
"Ybin",0.1,1000,2000,"10km",-1.35295073839122,0.696,0.0393859520151293,-0.0316845180448877,0.0234188260856884,0.0224807541086616,500,0,"Common practice"
"Ybin",0.15,1000,2000,"02km",-2.08853809482908,0.406,0.0555823696591727,-0.0501415106415315,0.0240079464031203,0.0231450317778044,500,0,"Common practice"
"Ybin",0.15,1000,2000,"05km",-2.12778915271902,0.4,0.0562954004263489,-0.0509584529853437,0.0239490143655568,0.0230358580849184,500,0,"Common practice"
"Ybin",0.15,1000,2000,"10km",-2.08966306675074,0.406,0.0556060883523296,-0.0501679351798323,0.0240076670627286,0.0231595166155227,500,0,"Common practice"
"Ybin",0.2,1000,2000,"02km",-2.61507237064834,0.224,0.0705264764707969,-0.0658827869248622,0.025193485145701,0.0235628819006083,500,0,"Common practice"
"Ybin",0.2,1000,2000,"05km",-2.66600144717137,0.202,0.0715848360980323,-0.0670331771086837,0.0251437136989577,0.0234868133853159,500,0,"Common practice"
"Ybin",0.2,1000,2000,"10km",-2.61731343640505,0.222,0.0705784046120851,-0.0659384834561066,0.0251931933481665,0.0235355386472892,500,0,"Common practice"
"Ybin",0,1000,500,"02km",0.0149036849102568,0.94,0.0210214924125334,0.000313576574053734,0.0210402042140551,0.0208258835197305,500,0,"Common practice"
"Ybin",0,1000,500,"05km",0.0148645420519716,0.942,0.0209290116884132,0.000311377274799634,0.0209476533963139,0.0207346255402902,500,0,"Common practice"
"Ybin",0,1000,500,"10km",0.0147241431566511,0.94,0.0210236072262996,0.00030983097096229,0.0210423769767775,0.0208239412096594,500,0,"Common practice"
"Ybin",0.05,1000,500,"02km",-0.708467513290319,0.848,0.0279760459827383,-0.0161834580165408,0.0228429077028252,0.0217612412504735,500,0,"Common practice"
"Ybin",0.05,1000,500,"05km",-0.725234931963795,0.85,0.0280669563144842,-0.0164887007389168,0.0227356681431058,0.0216458091774641,500,0,"Common practice"
"Ybin",0.05,1000,500,"10km",-0.709440989604343,0.848,0.0279812852276193,-0.0162012771236401,0.0228366803737625,0.0217579572446318,500,0,"Common practice"
"Ybin",0.1,1000,500,"02km",-1.32945375741513,0.69,0.0393842933701511,-0.0314857179556029,0.0236831990432078,0.0224658697094933,500,0,"Common practice"
"Ybin",0.1,1000,500,"05km",-1.35820971180977,0.682,0.0397809458046292,-0.0320460018154858,0.0235942958858581,0.0223900594550935,500,0,"Common practice"
"Ybin",0.1,1000,500,"10km",-1.33074380326752,0.692,0.0393819400025869,-0.0314948514655392,0.0236671036064241,0.0224611233687766,500,0,"Common practice"
"Ybin",0.15,1000,500,"02km",-2.04796789976009,0.414,0.0557395254632983,-0.0500970156490623,0.024461816835572,0.0231176548101645,500,0,"Common practice"
"Ybin",0.15,1000,500,"05km",-2.08922947830369,0.394,0.0563987692619285,-0.0508811290547969,0.0243540164367721,0.0230542509822064,500,0,"Common practice"
"Ybin",0.15,1000,500,"10km",-2.0500689910317,0.412,0.0557597537183023,-0.0501250665584693,0.0244504291210432,0.0231143036892533,500,0,"Common practice"
"Ybin",0.2,1000,500,"02km",-2.56148612671224,0.222,0.0702127990485361,-0.0654139019411832,0.0255374804723789,0.0236779996152018,500,0,"Common practice"
"Ybin",0.2,1000,500,"05km",-2.60481450546162,0.21,0.0712258777883817,-0.0665027281031568,0.0255306963178061,0.0236473460632514,500,0,"Common practice"
"Ybin",0.2,1000,500,"10km",-2.56206709182835,0.222,0.0702710065132061,-0.0654700908574322,0.0255536207721677,0.0236748018276603,500,0,"Common practice"
"Ybin",0,1000,1000,"02km",0.0168246262477996,0.94,0.0315782600969058,0.000531749108311715,0.0316054039168484,0.0318007612108177,500,0,"RSV"
"Ybin",0,1000,1000,"05km",0.00523141570420289,0.95,0.0317858291506163,0.000166449138304493,0.0318172264862775,0.0318443248420312,500,0,"RSV"
"Ybin",0,1000,1000,"10km",0.0212402568976081,0.944,0.031886532930717,0.000677803262726933,0.0319112554049787,0.0317564021230424,500,0,"RSV"
"Ybin",0.05,1000,1000,"02km",0.0236450473265061,0.95,0.0347571207280636,0.000822426500143446,0.0347821887935706,0.0330357070310587,500,0,"RSV"
"Ybin",0.05,1000,1000,"05km",0.0131252734444775,0.954,0.0341734750984302,0.000448946668872968,0.0342047478684616,0.0331838619777111,500,0,"RSV"
"Ybin",0.05,1000,1000,"10km",0.0212487181662137,0.944,0.0346492549889738,0.000736822957166477,0.0346761132319998,0.0330062225779766,500,0,"RSV"
"Ybin",0.1,1000,1000,"02km",0.0632377081761881,0.946,0.0352083420653666,0.00222427280155316,0.035173203863683,0.0341334410981247,500,0,"RSV"
"Ybin",0.1,1000,1000,"05km",0.0737061231248845,0.94,0.0353507074033101,0.00260110315315909,0.0352901908672078,0.0343319701753766,500,0,"RSV"
"Ybin",0.1,1000,1000,"10km",0.0699571833172175,0.946,0.0352366817978044,0.00246149978185375,0.0351858045898189,0.0341610584641988,500,0,"RSV"
"Ybin",0.15,1000,1000,"02km",-9.7628843919767e-05,0.95,0.0362413477666501,-3.54174438468647e-06,0.036277643393966,0.0353721304757637,500,0,"RSV"
"Ybin",0.15,1000,1000,"05km",-0.00807669870622889,0.954,0.0364916136032121,-0.000295017301414564,0.0365269662946621,0.0354236756708556,500,0,"RSV"
"Ybin",0.15,1000,1000,"10km",-0.00537154999551163,0.954,0.0362213237109932,-0.000194756692881409,0.0362570753402919,0.0353332901632049,500,0,"RSV"
"Ybin",0.2,1000,1000,"02km",0.0415601848034511,0.94,0.0376653747238651,0.00156559345739689,0.037670512409918,0.0363075742227307,500,0,"RSV"
"Ybin",0.2,1000,1000,"05km",0.0413056727329223,0.94,0.0380689273126577,0.0015726937311103,0.0380745216590263,0.0365643715917155,500,0,"RSV"
"Ybin",0.2,1000,1000,"10km",0.0438036960943961,0.946,0.037520499521831,0.00164360331977107,0.0375220236262515,0.0362818037675815,500,0,"RSV"
"Ybin",0,1000,2000,"02km",0.0219626572428818,0.942,0.0316981021730989,0.000696703427096208,0.031722182766478,0.0315784267862474,500,0,"RSV"
"Ybin",0,1000,2000,"05km",0.0116693162703953,0.938,0.031897540052042,0.000372569847929095,0.0319273074185411,0.031720098961046,500,0,"RSV"
"Ybin",0,1000,2000,"10km",0.0166193941414793,0.938,0.0316204182234107,0.000525965717634667,0.0316477070798834,0.03148624132974,500,0,"RSV"
"Ybin",0.05,1000,2000,"02km",0.0122108960253281,0.946,0.0339606967322533,0.000415074844429148,0.0339921692534429,0.0326983514991444,500,0,"RSV"
"Ybin",0.05,1000,2000,"05km",0.0134435649971286,0.946,0.0343721518575498,0.000462505160120054,0.0344034607054632,0.0329264461884876,500,0,"RSV"
"Ybin",0.05,1000,2000,"10km",0.00999249620281235,0.952,0.0341219071723642,0.000341287430688415,0.0341543718167599,0.0326973690484414,500,0,"RSV"
"Ybin",0.1,1000,2000,"02km",0.0610044647480325,0.944,0.0346420495885035,0.00211150295110827,0.0346122691155383,0.0337758875749771,500,0,"RSV"
"Ybin",0.1,1000,2000,"05km",0.0568242167960704,0.95,0.0350355077562568,0.00198964303641717,0.0350139984077134,0.0339470420594613,500,0,"RSV"
"Ybin",0.1,1000,2000,"10km",0.0483638553501079,0.946,0.0347031483011524,0.00167809357943533,0.034697266528641,0.0337991589639866,500,0,"RSV"
"Ybin",0.15,1000,2000,"02km",-0.025193553977954,0.942,0.0364173047464092,-0.000918108286587595,0.0364421902281433,0.0347740955909713,500,0,"RSV"
"Ybin",0.15,1000,2000,"05km",-0.0406821222515102,0.944,0.0361237729491375,-0.00146984529170891,0.0361300052790226,0.0348854539725966,500,0,"RSV"
"Ybin",0.15,1000,2000,"10km",-0.0336147656415114,0.948,0.0361668344515368,-0.00121626888509083,0.0361825781581187,0.0347632951792159,500,0,"RSV"
"Ybin",0.2,1000,2000,"02km",0.00900280430349991,0.934,0.0368321756028273,0.000331911482637918,0.0368675660881448,0.0355440050229656,500,0,"RSV"
"Ybin",0.2,1000,2000,"05km",0.00270599469253949,0.926,0.0373583315041925,0.000101192318882129,0.0373956087796916,0.0356271005775741,500,0,"RSV"
"Ybin",0.2,1000,2000,"10km",0.00954628254266577,0.934,0.036741516752118,0.000351080142932999,0.0367766343981436,0.0355293898707302,500,0,"RSV"
"Ybin",0,1000,500,"02km",0.0172717198012736,0.94,0.0319541970892883,0.000552374122836674,0.0319814198697192,0.0325879943104159,500,0,"RSV"
"Ybin",0,1000,500,"05km",0.0191276790222692,0.942,0.0326384481266718,0.000624808478013764,0.0326651486197744,0.0329570256616177,500,0,"RSV"
"Ybin",0,1000,500,"10km",0.00867108321923631,0.94,0.0319808086022311,0.000277575521872592,0.0320116316329206,0.0325893522762825,500,0,"RSV"
"Ybin",0.05,1000,500,"02km",0.034255545217314,0.958,0.0347624844607554,0.00119130029926147,0.0347768599712533,0.0338381055485009,500,0,"RSV"
"Ybin",0.05,1000,500,"05km",0.0311614770696085,0.956,0.0347618604974175,0.00108378865115252,0.0347797586337627,0.034235926130521,500,0,"RSV"
"Ybin",0.05,1000,500,"10km",0.0353025770120737,0.956,0.0347005599197011,0.00122548111573523,0.0347136447097364,0.0339230628973568,500,0,"RSV"
"Ybin",0.1,1000,500,"02km",0.0914002721210023,0.944,0.0361956234918196,0.0032978292077046,0.0360811749371894,0.0350326398567831,500,0,"RSV"
"Ybin",0.1,1000,500,"05km",0.101225001736985,0.948,0.0363913984456627,0.00366862377367388,0.0362422693081908,0.0353299936806463,500,0,"RSV"
"Ybin",0.1,1000,500,"10km",0.0988400721073199,0.938,0.0365186857978685,0.00359556892809705,0.0363776437171454,0.0350827247587258,500,0,"RSV"
"Ybin",0.15,1000,500,"02km",0.015400016303681,0.948,0.0373295012631167,0.000575382305091867,0.0373624477887297,0.0361105936236808,500,0,"RSV"
"Ybin",0.15,1000,500,"05km",0.0147734559078517,0.956,0.0371289310966899,0.000549011944162999,0.0371620525073768,0.036512312747164,500,0,"RSV"
"Ybin",0.15,1000,500,"10km",0.00420959550306958,0.952,0.0365496748609002,0.00015401207012537,0.036585954639363,0.0360513152350401,500,0,"RSV"
"Ybin",0.2,1000,500,"02km",0.0515985674713462,0.944,0.0374441113069201,0.00193142291055979,0.0374317157473869,0.0375285864637107,500,0,"RSV"
"Ybin",0.2,1000,500,"05km",0.0518534138999703,0.942,0.0382893323508936,0.00198474919166913,0.0382761527620512,0.0378885146564804,500,0,"RSV"
"Ybin",0.2,1000,500,"10km",0.0537585056872745,0.942,0.0377736723319818,0.00202975316301111,0.0377568746947441,0.0375184079443919,500,0,"RSV"
