lon,lat,Y,S_e,S_o_02km,S_o_05km,S_o_10km,Y0,Y1,R0,R1
32.395,1.635,0,0,0,0,0,1,0,0.996,0.004
32.405,1.635,0,0,0,0,0,1,0,0.996,0.004
32.415,1.635,0,0,0,0,0,1,0,0.992,0.008
32.425,1.635,0,0,0,0,0,1,0,0.982,0.018
32.435,1.635,0,0,0,0,0,1,0,0.884,0.116
32.665,1.635,0,0,0,0,0,1,0,1,0
32.675,1.635,0,0,0,0,0,1,0,1,0
32.705,1.635,0,0,0,0,0,1,0,1,0
32.715,1.635,0,0,0,0,0,1,0,1,0
32.725,1.635,0,0,0,0,0,1,0,1,0
32.735,1.635,0,0,0,0,0,1,0,0.996,0.004
32.785,1.635,0,0,0,0,0,1,0,0.98,0.02
32.795,1.635,0,0,0,0,0,1,0,0.994,0.006
32.815,1.635,0,0,0,0,0,1,0,1,0
32.855,1.635,0,0,0,0,0,1,0,1,0
32.875,1.635,0,0,0,0,0,1,0,1,0
32.885,1.635,0,0,0,0,0,1,0,1,0
32.915,1.635,0,0,0,0,0,1,0,0.99,0.01
32.925,1.635,0,0,0,0,0,1,0,1,0
32.955,1.635,0,0,0,0,0,1,0,1,0
32.965,1.635,0,0,0,0,0,1,0,1,0
32.975,1.635,0,0,0,0,0,1,0,1,0
32.985,1.635,0,0,0,0,0,1,0,0.998,0.002
32.995,1.635,0,0,0,0,0,1,0,0.988,0.012
33.015,1.635,0,0,0,0,0,1,0,0.996,0.004
33.055,1.635,0,0,0,0,0,1,0,0.978,0.022
33.065,1.635,0,0,0,0,0,1,0,1,0
33.085,1.635,0,0,0,0,0,1,0,0.88,0.12
33.125,1.635,0,0,0,0,0,1,0,0.986,0.014
33.135,1.635,0,0,0,0,0,1,0,1,0
33.145,1.635,0,0,0,0,0,1,0,0.944,0.056
33.315,1.635,0,0,0,0,0,1,0,0.876,0.124
33.335,1.635,0,0,0,0,0,1,0,1,0
33.355,1.635,0,0,0,0,0,1,0,1,0
33.365,1.635,0,0,0,0,0,1,0,0.91,0.09
33.375,1.635,0,0,0,0,0,1,0,0.984,0.016
33.385,1.635,0,0,0,0,0,1,0,1,0
33.395,1.635,0,0,0,0,0,1,0,1,0
33.405,1.635,0,0,0,0,0,1,0,0.974,0.026
33.415,1.635,0,0,0,0,0,1,0,0.944,0.056
33.445,1.635,0,0,0,0,0,1,0,1,0
33.455,1.635,0,0,0,0,0,1,0,1,0
33.465,1.635,0,0,0,0,0,1,0,1,0
33.475,1.635,0,0,0,0,0,1,0,0.882,0.118
33.495,1.635,0,0,0,0,0,1,0,0.996,0.004
33.515,1.635,0,0,0,0,0,1,0,1,0
33.525,1.635,0,0,0,0,0,1,0,1,0
33.535,1.635,0,0,0,0,0,1,0,1,0
33.555,1.635,0,0,0,0,0,1,0,0.996,0.004
33.565,1.635,0,0,0,0,0,1,0,1,0
33.585,1.635,0,0,0,0,0,1,0,1,0
33.595,1.635,0,0,0,0,0,1,0,1,0
33.605,1.635,0,0,0,0,0,1,0,1,0
33.615,1.635,0,0,0,0,0,1,0,1,0
33.655,1.635,0,0,0,0,0,1,0,1,0
33.665,1.635,0,0,0,0,0,1,0,0.998,0.002
33.675,1.635,0,0,0,0,0,1,0,0.996,0.004
33.685,1.635,0,0,0,0,0,1,0,1,0
33.715,1.635,0,0,0,0,0,1,0,0.796,0.204
33.745,1.635,0,0,0,0,0,1,0,0.902,0.098
33.785,1.635,0,0,0,0,0,1,0,0.998,0.002
33.795,1.635,0,0,0,0,0,1,0,1,0
33.815,1.635,0,0,0,0,0,1,0,1,0
33.845,1.635,0,0,0,0,0,1,0,1,0
33.855,1.635,0,0,0,0,0,1,0,1,0
33.865,1.635,0,0,0,0,0,1,0,1,0
33.875,1.635,0,0,0,0,0,1,0,0.822,0.178
33.885,1.635,0,0,0,0,0,1,0,0.852,0.148
34.005,1.635,0,0,0,0,0,1,0,0.678,0.322
34.015,1.635,0,0,0,0,0,1,0,0.88,0.12
34.025,1.635,0,0,0,0,0,1,0,0.744,0.256
34.035,1.635,0,0,0,0,0,1,0,0.732,0.268
34.095,1.635,0,0,0,0,0,1,0,0.86,0.14
34.125,1.635,0,0,0,0,0,1,0,0.958,0.042
34.145,1.635,0,0,0,0,0,1,0,0.822,0.178
34.155,1.635,0,0,0,0,0,1,0,0.71,0.29
34.165,1.635,0,0,0,0,0,1,0,0.826,0.174
34.235,1.635,0,0,0,0,0,1,0,0.85,0.15
34.245,1.635,0,0,0,0,0,1,0,0.922,0.078
34.255,1.635,0,0,0,0,0,1,0,0.844,0.156
34.275,1.635,0,0,0,0,0,1,0,0.998,0.002
34.285,1.635,0,0,0,0,0,1,0,0.964,0.036
34.295,1.635,0,0,0,0,0,1,0,1,0
34.305,1.635,0,0,0,0,0,1,0,0.998,0.002
34.345,1.635,0,0,0,0,0,1,0,1,0
34.355,1.635,0,0,0,0,0,1,0,0.994,0.006
34.365,1.635,0,0,0,0,0,1,0,0.994,0.006
34.375,1.635,0,0,0,0,0,1,0,1,0
34.385,1.635,0,0,0,0,0,1,0,1,0
34.445,1.635,0,0,0,0,0,1,0,1,0
34.455,1.635,0,0,0,0,0,1,0,1,0
34.465,1.635,0,0,0,0,0,1,0,1,0
34.485,1.635,0,0,0,0,0,1,0,1,0
34.495,1.635,0,0,0,0,0,1,0,1,0
34.515,1.635,0,0,0,0,0,1,0,0.996,0.004
34.525,1.635,0,0,0,0,0,1,0,0.998,0.002
34.535,1.635,0,0,0,0,0,1,0,0.998,0.002
34.545,1.635,0,0,0,0,0,1,0,1,0
34.565,1.635,0,0,0,0,0,1,0,0.984,0.016
34.605,1.635,0,0,0,0,0,1,0,0.998,0.002
34.615,1.635,0,0,0,0,0,1,0,0.982,0.018
34.625,1.635,0,0,0,0,0,1,0,0.996,0.004
34.635,1.635,0,0,0,0,0,1,0,1,0
34.645,1.635,0,0,0,0,0,1,0,0.998,0.002
34.655,1.635,0,0,0,0,0,1,0,0.976,0.024
34.665,1.635,0,0,0,0,0,1,0,0.994,0.006
34.675,1.635,0,0,0,0,0,1,0,0.998,0.002
34.685,1.635,0,0,0,0,0,1,0,0.994,0.006
34.705,1.635,0,0,0,0,0,1,0,0.944,0.056
34.725,1.635,0,0,0,0,0,1,0,1,0
34.745,1.635,0,0,0,0,0,1,0,0.996,0.004
34.765,1.635,0,0,0,0,0,1,0,0.998,0.002
34.785,1.635,0,0,0,0,0,1,0,0.998,0.002
34.835,1.635,0,0,0,0,0,1,0,1,0
34.845,1.635,0,0,0,0,0,1,0,1,0
34.875,1.635,0,0,0,0,0,1,0,0.99,0.01
34.885,1.635,0,0,0,0,0,1,0,0.998,0.002
34.895,1.635,0,0,0,0,0,1,0,0.982,0.018
34.905,1.635,0,0,0,0,0,1,0,0.956,0.044
34.935,1.635,0,0,0,0,0,1,0,1,0
34.945,1.635,0,0,0,0,0,1,0,1,0
31.225,1.625,0,0,0,0,1,1,0,0.85,0.15
31.235,1.625,0,0,0,0,1,1,0,0.836,0.164
31.255,1.625,0,0,0,0,1,1,0,0.972,0.028
31.265,1.625,0,0,0,0,1,1,0,0.974,0.026
31.295,1.625,0,0,0,0,1,1,0,0.98,0.02
31.305,1.625,0,0,0,1,1,1,0,0.992,0.008
31.325,1.625,0,0,0,1,1,1,0,0.994,0.006
31.345,1.625,0,0,1,1,1,1,0,0.982,0.018
31.355,1.625,0,1,0,0,0,1,0,0.99,0.01
31.365,1.625,0,1,0,0,0,1,0,0.984,0.016
31.395,1.625,0,1,0,0,0,1,0,0.946,0.054
31.425,1.625,0,1,0,0,0,1,0,0.968,0.032
31.445,1.625,0,1,0,0,0,1,0,0.96,0.04
31.465,1.625,0,0,1,1,1,1,0,0.994,0.006
31.495,1.625,0,0,0,1,1,1,0,0.99,0.01
31.505,1.625,0,0,0,1,1,1,0,0.984,0.016
31.515,1.625,0,0,0,1,1,1,0,0.99,0.01
31.535,1.625,0,0,0,0,1,1,0,0.94,0.06
31.545,1.625,0,0,0,0,1,1,0,0.99,0.01
31.565,1.625,0,0,0,0,1,1,0,0.976,0.024
31.595,1.625,0,0,0,0,0,1,0,0.87,0.13
31.605,1.625,0,0,0,0,0,1,0,0.87,0.13
31.615,1.625,0,0,0,0,0,1,0,0.944,0.056
31.625,1.625,0,0,0,0,0,1,0,0.934,0.066
31.635,1.625,0,0,0,0,0,1,0,0.962,0.038
31.655,1.625,0,0,0,0,0,1,0,1,0
31.665,1.625,0,0,0,0,0,1,0,0.968,0.032
31.675,1.625,0,0,0,0,0,1,0,0.976,0.024
31.695,1.625,0,0,0,0,0,1,0,0.99,0.01
31.715,1.625,0,0,0,0,0,1,0,0.998,0.002
31.725,1.625,0,0,0,0,0,1,0,0.994,0.006
31.735,1.625,0,0,0,0,0,1,0,0.962,0.038
31.755,1.625,0,0,0,0,0,1,0,0.896,0.104
31.765,1.625,0,0,0,0,0,1,0,0.978,0.022
31.775,1.625,0,0,0,0,0,1,0,0.95,0.05
31.795,1.625,0,0,0,0,0,1,0,0.986,0.014
31.825,1.625,0,0,0,0,0,1,0,0.996,0.004
31.855,1.625,0,0,0,0,0,1,0,0.996,0.004
31.875,1.625,0,0,0,0,0,1,0,0.964,0.036
31.885,1.625,0,0,0,0,0,1,0,0.998,0.002
31.905,1.625,0,0,0,0,0,1,0,0.994,0.006
31.915,1.625,0,0,0,0,0,1,0,0.996,0.004
31.925,1.625,0,0,0,0,0,1,0,1,0
31.965,1.625,0,0,0,0,0,1,0,0.994,0.006
31.985,1.625,0,0,0,0,0,1,0,1,0
32.035,1.625,0,0,0,0,0,1,0,0.786,0.214
32.065,1.625,0,0,0,0,0,1,0,0.934,0.066
32.075,1.625,0,0,0,0,0,1,0,0.992,0.008
32.095,1.625,0,0,0,0,0,1,0,0.906,0.094
32.105,1.625,0,0,0,0,0,1,0,0.996,0.004
32.125,1.625,0,0,0,0,0,1,0,1,0
32.145,1.625,0,0,0,0,0,1,0,1,0
32.245,1.625,0,0,0,0,0,1,0,0.966,0.034
32.265,1.625,0,0,0,0,0,1,0,1,0
32.295,1.625,0,0,0,0,0,1,0,0.956,0.044
32.415,1.625,0,0,0,0,0,1,0,0.928,0.072
32.435,1.625,0,0,0,0,0,1,0,0.962,0.038
32.445,1.625,0,0,0,0,0,1,0,0.92,0.08
32.685,1.625,0,0,0,0,0,1,0,1,0
32.695,1.625,0,0,0,0,0,1,0,1,0
32.705,1.625,0,0,0,0,0,1,0,1,0
32.715,1.625,0,0,0,0,0,1,0,1,0
32.735,1.625,0,0,0,0,0,1,0,0.998,0.002
32.755,1.625,0,0,0,0,0,1,0,0.974,0.026
32.775,1.625,0,0,0,0,0,1,0,1,0
32.785,1.625,0,0,0,0,0,1,0,1,0
32.835,1.625,0,0,0,0,0,1,0,0.996,0.004
32.845,1.625,0,0,0,0,0,1,0,0.998,0.002
32.855,1.625,0,0,0,0,0,1,0,0.998,0.002
32.885,1.625,0,0,0,0,0,1,0,1,0
32.895,1.625,0,0,0,0,0,1,0,1,0
32.915,1.625,0,0,0,0,0,1,0,0.996,0.004
32.925,1.625,0,0,0,0,0,1,0,0.998,0.002
32.935,1.625,0,0,0,0,0,1,0,1,0
32.995,1.625,0,0,0,0,0,1,0,1,0
33.005,1.625,0,0,0,0,0,1,0,1,0
33.025,1.625,0,0,0,0,0,1,0,0.99,0.01
33.035,1.625,0,0,0,0,0,1,0,0.96,0.04
33.065,1.625,0,0,0,0,0,1,0,0.91,0.09
33.115,1.625,0,0,0,0,0,1,0,0.946,0.054
33.125,1.625,0,0,0,0,0,1,0,1,0
33.135,1.625,0,0,0,0,0,1,0,0.91,0.09
33.235,1.625,0,0,0,0,0,1,0,0.968,0.032
33.295,1.625,0,0,0,0,0,1,0,0.93,0.07
33.315,1.625,0,0,0,0,0,1,0,0.942,0.058
33.325,1.625,0,0,0,0,0,1,0,1,0
33.335,1.625,0,0,0,0,0,1,0,0.996,0.004
33.375,1.625,0,0,0,0,0,1,0,1,0
33.405,1.625,0,0,0,0,0,1,0,1,0
33.415,1.625,0,0,0,0,0,1,0,0.96,0.04
33.425,1.625,0,0,0,0,0,1,0,0.982,0.018
33.435,1.625,0,0,0,0,0,1,0,1,0
33.455,1.625,0,0,0,0,0,1,0,1,0
33.475,1.625,0,0,0,0,0,1,0,0.998,0.002
33.515,1.625,0,0,0,0,0,1,0,1,0
33.525,1.625,0,0,0,0,0,1,0,1,0
33.575,1.625,0,0,0,0,0,1,0,1,0
33.585,1.625,0,0,0,0,0,1,0,1,0
33.605,1.625,0,0,0,0,0,1,0,1,0
33.615,1.625,0,0,0,0,0,1,0,1,0
33.635,1.625,0,0,0,0,0,1,0,1,0
33.655,1.625,0,0,0,0,0,1,0,1,0
33.675,1.625,0,0,0,0,0,1,0,0.994,0.006
33.695,1.625,0,0,0,0,0,1,0,1,0
33.705,1.625,0,0,0,0,0,1,0,0.988,0.012
33.715,1.625,0,0,0,0,0,1,0,0.89,0.11
33.785,1.625,0,0,0,0,0,1,0,0.992,0.008
33.825,1.625,0,0,0,0,0,1,0,1,0
33.835,1.625,0,0,0,0,0,1,0,1,0
33.855,1.625,0,0,0,0,0,1,0,1,0
33.865,1.625,0,0,0,0,0,1,0,1,0
33.875,1.625,0,0,0,0,0,1,0,0.778,0.222
33.915,1.625,0,0,0,0,0,1,0,0.86,0.14
33.995,1.625,0,0,0,0,0,1,0,0.754,0.246
34.005,1.625,0,0,0,0,0,1,0,0.886,0.114
34.025,1.625,0,0,0,0,0,1,0,0.842,0.158
34.035,1.625,0,0,0,0,0,1,0,0.898,0.102
34.055,1.625,0,0,0,0,0,1,0,0.708,0.292
34.075,1.625,0,0,0,0,0,1,0,0.976,0.024
34.115,1.625,0,0,0,0,0,1,0,0.962,0.038
34.135,1.625,0,0,0,0,0,1,0,0.988,0.012
34.145,1.625,0,0,0,0,0,1,0,0.98,0.02
34.175,1.625,0,0,0,0,0,1,0,0.86,0.14
34.205,1.625,0,0,0,0,0,1,0,0.76,0.24
34.225,1.625,0,0,0,0,0,1,0,0.846,0.154
34.235,1.625,0,0,0,0,0,1,0,0.964,0.036
34.245,1.625,0,0,0,0,0,1,0,0.872,0.128
34.255,1.625,0,0,0,0,0,1,0,0.904,0.096
34.275,1.625,0,0,0,0,0,1,0,0.998,0.002
34.285,1.625,0,0,0,0,0,1,0,1,0
34.295,1.625,0,0,0,0,0,1,0,0.996,0.004
34.305,1.625,0,0,0,0,0,1,0,0.998,0.002
34.315,1.625,0,0,0,0,0,1,0,1,0
34.325,1.625,0,0,0,0,0,1,0,0.996,0.004
34.335,1.625,0,0,0,0,0,1,0,0.994,0.006
34.345,1.625,0,0,0,0,0,1,0,0.998,0.002
34.395,1.625,0,0,0,0,0,1,0,0.998,0.002
34.415,1.625,0,0,0,0,0,1,0,1,0
34.445,1.625,0,0,0,0,0,1,0,1,0
34.455,1.625,0,0,0,0,0,1,0,0.992,0.008
34.465,1.625,0,0,0,0,0,1,0,0.996,0.004
34.495,1.625,0,0,0,0,0,1,0,1,0
34.515,1.625,0,0,0,0,0,1,0,1,0
34.525,1.625,0,0,0,0,0,1,0,1,0
34.545,1.625,0,0,0,0,0,1,0,0.992,0.008
34.555,1.625,0,0,0,0,0,1,0,0.918,0.082
34.575,1.625,0,0,0,0,0,1,0,0.998,0.002
34.585,1.625,0,0,0,0,0,1,0,1,0
34.595,1.625,0,0,0,0,0,1,0,1,0
34.605,1.625,0,0,0,0,0,1,0,0.996,0.004
34.635,1.625,0,0,0,0,0,1,0,1,0
34.665,1.625,0,0,0,0,0,1,0,0.978,0.022
34.675,1.625,0,0,0,0,0,1,0,0.994,0.006
34.685,1.625,0,0,0,0,0,1,0,1,0
34.695,1.625,0,0,0,0,0,1,0,0.996,0.004
34.705,1.625,0,0,0,0,0,1,0,0.966,0.034
34.715,1.625,0,0,0,0,0,1,0,0.984,0.016
34.725,1.625,0,0,0,0,0,1,0,1,0
34.735,1.625,0,0,0,0,0,1,0,1,0
34.745,1.625,0,0,0,0,0,1,0,1,0
34.755,1.625,0,0,0,0,0,1,0,0.876,0.124
34.765,1.625,0,0,0,0,0,1,0,0.956,0.044
34.775,1.625,0,0,0,0,0,1,0,0.986,0.014
34.795,1.625,0,0,0,0,0,1,0,0.988,0.012
34.815,1.625,0,0,0,0,0,1,0,1,0
34.845,1.625,0,0,0,0,0,1,0,0.998,0.002
34.855,1.625,0,0,0,0,0,1,0,1,0
34.875,1.625,0,0,0,0,0,1,0,0.974,0.026
34.885,1.625,0,0,0,0,0,1,0,1,0
34.895,1.625,0,0,0,0,0,1,0,0.964,0.036
34.935,1.625,0,0,0,0,0,1,0,0.99,0.01
34.955,1.625,0,0,0,0,0,1,0,1,0
31.175,1.615,0,0,0,0,1,1,0,0.89,0.11
31.215,1.615,0,0,0,0,1,1,0,0.864,0.136
31.255,1.615,0,0,0,0,1,1,0,0.92,0.08
31.265,1.615,0,0,0,0,1,1,0,0.98,0.02
31.275,1.615,0,0,0,1,1,1,0,0.948,0.052
31.285,1.615,0,0,0,1,1,1,0,0.954,0.046
31.295,1.615,0,0,0,1,1,1,0,0.972,0.028
31.345,1.615,0,0,1,1,1,1,0,0.996,0.004
31.365,1.615,0,1,0,0,0,1,0,1,0
31.375,1.615,0,1,0,0,0,1,0,0.996,0.004
31.385,1.615,0,1,0,0,0,1,0,0.998,0.002
31.415,1.615,0,1,0,0,0,1,0,0.996,0.004
31.435,1.615,0,1,0,0,0,1,0,0.892,0.108
31.465,1.615,0,0,1,1,1,1,0,0.99,0.01
31.495,1.615,0,0,0,1,1,1,0,0.996,0.004
31.545,1.615,0,0,0,0,1,1,0,0.906,0.094
31.555,1.615,0,0,0,0,1,1,0,0.858,0.142
31.565,1.615,0,0,0,0,1,1,0,0.932,0.068
31.615,1.615,0,0,0,0,0,1,0,0.988,0.012
31.625,1.615,0,0,0,0,0,1,0,0.768,0.232
31.635,1.615,0,0,0,0,0,1,0,0.94,0.06
31.655,1.615,0,0,0,0,0,1,0,0.988,0.012
31.665,1.615,0,0,0,0,0,1,0,0.99,0.01
31.675,1.615,0,0,0,0,0,1,0,0.988,0.012
31.685,1.615,0,0,0,0,0,1,0,0.968,0.032
31.705,1.615,0,0,0,0,0,1,0,0.982,0.018
31.715,1.615,0,0,0,0,0,1,0,1,0
31.725,1.615,0,0,0,0,0,1,0,0.956,0.044
31.745,1.615,0,0,0,0,0,1,0,0.932,0.068
31.755,1.615,0,0,0,0,0,1,0,0.946,0.054
31.785,1.615,0,0,0,0,0,1,0,0.978,0.022
31.815,1.615,0,0,0,0,0,1,0,0.996,0.004
31.895,1.615,0,0,0,0,0,1,0,1,0
31.915,1.615,0,0,0,0,0,1,0,1,0
31.925,1.615,0,0,0,0,0,1,0,0.998,0.002
31.965,1.615,0,0,0,0,0,1,0,1,0
31.985,1.615,0,0,0,0,0,1,0,0.984,0.016
32.005,1.615,0,0,0,0,0,1,0,0.978,0.022
32.025,1.615,0,0,0,0,0,1,0,1,0
32.035,1.615,0,0,0,0,0,1,0,0.88,0.12
32.045,1.615,0,0,0,0,0,1,0,0.86,0.14
32.055,1.615,0,0,0,0,0,1,0,0.972,0.028
32.075,1.615,0,0,0,0,0,1,0,0.996,0.004
32.095,1.615,0,0,0,0,0,1,0,0.978,0.022
32.105,1.615,0,0,0,0,0,1,0,1,0
32.115,1.615,0,0,0,0,0,1,0,1,0
32.155,1.615,0,0,0,0,0,1,0,1,0
32.195,1.615,0,0,0,0,0,1,0,0.998,0.002
32.235,1.615,0,0,0,0,0,1,0,0.982,0.018
32.255,1.615,0,0,0,0,0,1,0,0.992,0.008
32.265,1.615,0,0,0,0,0,1,0,0.998,0.002
32.275,1.615,0,0,0,0,0,1,0,0.99,0.01
32.285,1.615,0,0,0,0,0,1,0,0.928,0.072
32.305,1.615,0,0,0,0,0,1,0,0.986,0.014
32.325,1.615,0,0,0,0,0,1,0,0.852,0.148
32.345,1.615,0,0,0,0,0,1,0,0.81,0.19
32.355,1.615,1,0,0,0,0,0,1,0.712,0.288
32.395,1.615,0,0,0,0,0,1,0,0.746,0.254
32.405,1.615,0,0,0,0,0,1,0,0.782,0.218
32.415,1.615,0,0,0,0,0,1,0,0.97,0.03
32.445,1.615,0,0,0,0,0,1,0,0.988,0.012
32.455,1.615,0,0,0,0,0,1,0,0.922,0.078
32.625,1.615,0,0,0,0,0,1,0,0.92,0.08
32.635,1.615,0,0,0,0,0,1,0,1,0
32.645,1.615,0,0,0,0,0,1,0,0.978,0.022
32.725,1.615,0,0,0,0,0,1,0,1,0
32.735,1.615,0,0,0,0,0,1,0,0.986,0.014
32.745,1.615,0,0,0,0,0,1,0,0.996,0.004
32.775,1.615,0,0,0,0,0,1,0,0.986,0.014
32.815,1.615,0,0,0,0,0,1,0,1,0
32.825,1.615,0,0,0,0,0,1,0,0.942,0.058
32.835,1.615,0,0,0,0,0,1,0,0.878,0.122
32.845,1.615,0,0,0,0,0,1,0,1,0
32.855,1.615,0,0,0,0,0,1,0,1,0
32.875,1.615,0,0,0,0,0,1,0,1,0
32.885,1.615,0,0,0,0,0,1,0,0.998,0.002
32.895,1.615,0,0,0,0,0,1,0,1,0
32.905,1.615,0,0,0,0,0,1,0,1,0
32.945,1.615,0,0,0,0,0,1,0,0.996,0.004
32.955,1.615,0,0,0,0,0,1,0,0.998,0.002
32.965,1.615,0,0,0,0,0,1,0,1,0
33.005,1.615,0,0,0,0,0,1,0,0.998,0.002
33.055,1.615,0,0,0,0,0,1,0,0.926,0.074
33.125,1.615,0,0,0,0,0,1,0,0.908,0.092
33.155,1.615,0,0,0,0,0,1,0,0.776,0.224
33.255,1.615,0,0,0,0,0,1,0,0.92,0.08
33.265,1.615,0,0,0,0,0,1,0,0.968,0.032
33.325,1.615,0,0,0,0,0,1,0,0.98,0.02
33.335,1.615,0,0,0,0,0,1,0,1,0
33.355,1.615,0,0,0,0,0,1,0,0.996,0.004
33.375,1.615,0,0,0,0,0,1,0,1,0
33.385,1.615,0,0,0,0,0,1,0,1,0
33.405,1.615,0,0,0,0,0,1,0,0.982,0.018
33.415,1.615,0,0,0,0,0,1,0,1,0
33.425,1.615,0,0,0,0,0,1,0,0.96,0.04
33.435,1.615,0,0,0,0,0,1,0,0.956,0.044
33.445,1.615,0,0,0,0,0,1,0,1,0
33.465,1.615,0,0,0,0,0,1,0,1,0
33.495,1.615,0,0,0,0,0,1,0,1,0
33.505,1.615,0,0,0,0,0,1,0,0.988,0.012
33.535,1.615,0,0,0,0,0,1,0,1,0
33.545,1.615,0,0,0,0,0,1,0,1,0
33.565,1.615,0,0,0,0,0,1,0,1,0
33.595,1.615,0,0,0,0,0,1,0,1,0
33.615,1.615,0,0,0,0,0,1,0,1,0
33.625,1.615,0,0,0,0,0,1,0,1,0
33.645,1.615,0,0,0,0,0,1,0,1,0
33.665,1.615,0,0,0,0,0,1,0,0.988,0.012
33.675,1.615,0,0,0,0,0,1,0,0.998,0.002
33.685,1.615,0,0,0,0,0,1,0,1,0
33.715,1.615,0,0,0,0,0,1,0,0.862,0.138
33.745,1.615,0,0,0,0,0,1,0,0.94,0.06
33.765,1.615,0,0,0,0,0,1,0,0.998,0.002
33.775,1.615,0,0,0,0,0,1,0,0.998,0.002
33.785,1.615,0,0,0,0,0,1,0,1,0
33.795,1.615,0,0,0,0,0,1,0,1,0
33.825,1.615,0,0,0,0,0,1,0,1,0
33.835,1.615,0,0,0,0,0,1,0,1,0
33.855,1.615,0,0,0,0,0,1,0,1,0
33.865,1.615,0,0,0,0,0,1,0,1,0
33.885,1.615,0,0,0,0,0,1,0,0.854,0.146
33.965,1.615,0,0,0,0,0,1,0,0.69,0.31
34.005,1.615,0,0,0,0,0,1,0,1,0
34.015,1.615,0,0,0,0,0,1,0,0.998,0.002
34.035,1.615,0,0,0,0,0,1,0,1,0
34.075,1.615,0,0,0,0,0,1,0,0.954,0.046
34.095,1.615,0,0,0,0,0,1,0,0.998,0.002
34.185,1.615,0,0,0,0,0,1,0,1,0
34.195,1.615,0,0,0,0,0,1,0,0.95,0.05
34.215,1.615,0,0,0,0,0,1,0,0.976,0.024
34.225,1.615,0,0,0,0,0,1,0,0.864,0.136
34.265,1.615,0,0,0,0,0,1,0,0.996,0.004
34.275,1.615,0,0,0,0,0,1,0,0.998,0.002
34.295,1.615,0,0,0,0,0,1,0,0.968,0.032
34.305,1.615,0,0,0,0,0,1,0,0.996,0.004
34.315,1.615,0,0,0,0,0,1,0,1,0
34.325,1.615,0,0,0,0,0,1,0,0.994,0.006
34.335,1.615,0,0,0,0,0,1,0,1,0
34.355,1.615,0,0,0,0,0,1,0,1,0
34.395,1.615,0,0,0,0,0,1,0,1,0
34.415,1.615,0,0,0,0,0,1,0,1,0
34.435,1.615,0,0,0,0,0,1,0,1,0
34.455,1.615,0,0,0,0,0,1,0,0.996,0.004
34.465,1.615,0,0,0,0,0,1,0,1,0
34.495,1.615,0,0,0,0,0,1,0,1,0
34.525,1.615,0,0,0,0,0,1,0,1,0
34.555,1.615,0,0,0,0,0,1,0,0.944,0.056
34.565,1.615,0,0,0,0,0,1,0,1,0
34.625,1.615,0,0,0,0,0,1,0,0.974,0.026
34.635,1.615,0,0,0,0,0,1,0,1,0
34.685,1.615,0,0,0,0,0,1,0,1,0
34.695,1.615,0,0,0,0,0,1,0,0.956,0.044
34.735,1.615,0,0,0,0,0,1,0,0.988,0.012
34.745,1.615,0,0,0,0,0,1,0,0.948,0.052
34.775,1.615,0,0,0,0,0,1,0,0.998,0.002
34.785,1.615,0,0,0,0,0,1,0,0.996,0.004
34.825,1.615,0,0,0,0,0,1,0,1,0
34.885,1.615,0,0,0,0,0,1,0,0.998,0.002
34.895,1.615,0,0,0,0,0,1,0,0.994,0.006
34.905,1.615,0,0,0,0,0,1,0,0.982,0.018
34.915,1.615,0,0,0,0,0,1,0,0.956,0.044
34.925,1.615,0,0,0,0,0,1,0,0.916,0.084
34.945,1.615,0,0,0,0,0,1,0,0.998,0.002
31.165,1.605,0,0,0,0,1,1,0,0.906,0.094
31.175,1.605,0,0,0,0,1,1,0,0.738,0.262
31.205,1.605,0,0,0,0,1,1,0,0.932,0.068
31.225,1.605,0,0,0,0,1,1,0,0.89,0.11
31.235,1.605,0,0,0,0,1,1,0,0.898,0.102
31.245,1.605,0,0,0,0,1,1,0,0.964,0.036
31.265,1.605,0,0,0,1,1,1,0,0.946,0.054
31.275,1.605,0,0,0,1,1,1,0,0.958,0.042
31.285,1.605,0,0,0,1,1,1,0,0.954,0.046
31.295,1.605,0,0,0,1,1,1,0,0.916,0.084
31.315,1.605,0,0,0,1,1,1,0,0.984,0.016
31.335,1.605,0,0,1,1,1,1,0,0.994,0.006
31.405,1.605,0,1,0,0,0,1,0,0.958,0.042
31.415,1.605,0,1,0,0,0,1,0,0.992,0.008
31.425,1.605,0,1,0,0,0,1,0,0.986,0.014
31.435,1.605,0,1,0,0,0,1,0,0.988,0.012
31.455,1.605,0,1,0,0,0,1,0,0.994,0.006
31.465,1.605,0,1,0,0,0,1,0,0.988,0.012
31.495,1.605,0,0,1,1,1,1,0,1,0
31.515,1.605,0,0,0,1,1,1,0,0.994,0.006
31.525,1.605,0,0,0,1,1,1,0,0.998,0.002
31.545,1.605,0,0,0,0,1,1,0,0.982,0.018
31.555,1.605,0,0,0,0,1,1,0,0.968,0.032
31.565,1.605,0,0,0,0,1,1,0,0.948,0.052
31.585,1.605,0,0,0,0,0,1,0,0.858,0.142
31.615,1.605,0,0,0,0,0,1,0,0.96,0.04
31.625,1.605,0,0,0,0,0,1,0,0.954,0.046
31.645,1.605,0,0,0,0,0,1,0,0.992,0.008
31.685,1.605,0,0,0,0,0,1,0,0.994,0.006
31.695,1.605,0,0,0,0,0,1,0,0.996,0.004
