lon,lat,Y,S_e,S_o_02km,S_o_05km,S_o_10km,Y0,Y1,R0,R1
29.745,-0.005,0,0,0,0,0,1,0,0.868,0.132
29.795,-0.005,0,0,0,0,0,1,0,0.896,0.104
29.825,-0.005,0,0,0,0,0,1,0,0.978,0.022
29.845,-0.005,0,0,0,0,0,1,0,0.99,0.01
29.855,-0.005,0,0,0,0,0,1,0,0.95,0.05
29.875,-0.005,0,0,0,0,0,1,0,0.972,0.028
29.895,-0.005,0,0,0,0,0,1,0,0.932,0.068
29.955,-0.005,0,0,0,0,0,1,0,0.998,0.002
29.975,-0.005,0,0,0,0,0,1,0,0.996,0.004
29.765,-0.015,0,0,0,0,0,1,0,0.974,0.026
29.775,-0.015,0,0,0,0,0,1,0,0.884,0.116
29.785,-0.015,0,0,0,0,0,1,0,0.968,0.032
29.795,-0.015,0,0,0,0,0,1,0,0.966,0.034
29.805,-0.015,0,0,0,0,0,1,0,0.978,0.022
29.815,-0.015,0,0,0,0,0,1,0,0.964,0.036
29.825,-0.015,0,0,0,0,0,1,0,0.97,0.03
29.835,-0.015,0,0,0,0,0,1,0,0.948,0.052
29.895,-0.015,0,0,0,0,0,1,0,0.984,0.016
29.905,-0.015,0,0,0,0,0,1,0,0.954,0.046
29.915,-0.015,0,0,0,0,0,1,0,0.914,0.086
29.955,-0.015,0,0,0,0,0,1,0,0.958,0.042
29.975,-0.015,0,0,0,0,0,1,0,0.98,0.02
29.995,-0.015,0,0,0,0,0,1,0,0.982,0.018
29.785,-0.025,0,0,0,0,0,1,0,1,0
29.815,-0.025,0,0,0,0,0,1,0,0.992,0.008
29.835,-0.025,0,0,0,0,0,1,0,0.902,0.098
29.845,-0.025,0,0,0,0,0,1,0,0.996,0.004
29.855,-0.025,0,0,0,0,0,1,0,0.964,0.036
29.865,-0.025,0,0,0,0,0,1,0,0.98,0.02
29.875,-0.025,0,0,0,0,0,1,0,0.972,0.028
29.885,-0.025,0,0,0,0,0,1,0,0.986,0.014
29.895,-0.025,0,0,0,0,0,1,0,0.954,0.046
29.905,-0.025,0,0,0,0,0,1,0,0.96,0.04
29.915,-0.025,0,0,0,0,0,1,0,0.852,0.148
29.945,-0.025,0,0,0,0,0,1,0,0.926,0.074
29.955,-0.025,0,0,0,0,0,1,0,0.996,0.004
29.765,-0.035,0,0,0,0,0,1,0,0.944,0.056
29.775,-0.035,0,0,0,0,0,1,0,0.966,0.034
29.795,-0.035,0,0,0,0,0,1,0,0.998,0.002
29.805,-0.035,0,0,0,0,0,1,0,0.99,0.01
29.815,-0.035,0,0,0,0,0,1,0,0.982,0.018
29.845,-0.035,0,0,0,0,0,1,0,0.988,0.012
29.875,-0.035,0,0,0,0,0,1,0,0.948,0.052
29.895,-0.035,0,0,0,0,0,1,0,0.842,0.158
29.905,-0.035,0,0,0,0,0,1,0,0.85,0.15
29.915,-0.035,0,0,0,0,0,1,0,0.686,0.314
29.925,-0.035,0,0,0,0,0,1,0,0.724,0.276
29.965,-0.035,0,0,0,0,0,1,0,0.56,0.44
29.975,-0.035,0,0,0,0,0,1,0,0.934,0.066
29.995,-0.035,0,0,0,0,0,1,0,0.89,0.11
29.765,-0.045,0,0,0,0,0,1,0,0.984,0.016
29.775,-0.045,0,0,0,0,0,1,0,0.96,0.04
29.785,-0.045,0,0,0,0,0,1,0,0.882,0.118
29.795,-0.045,0,0,0,0,0,1,0,0.974,0.026
29.805,-0.045,0,0,0,0,0,1,0,0.99,0.01
29.845,-0.045,0,0,0,0,0,1,0,0.998,0.002
29.855,-0.045,0,0,0,0,0,1,0,0.986,0.014
29.865,-0.045,0,0,0,0,0,1,0,0.984,0.016
29.885,-0.045,0,0,0,0,0,1,0,0.916,0.084
29.905,-0.045,0,0,0,0,0,1,0,0.872,0.128
29.915,-0.045,0,0,0,0,0,1,0,0.868,0.132
29.925,-0.045,0,0,0,0,0,1,0,0.81,0.19
29.935,-0.045,0,0,0,0,0,1,0,0.782,0.218
29.945,-0.045,0,0,0,0,0,1,0,0.708,0.292
29.955,-0.045,0,0,0,0,0,1,0,0.968,0.032
29.965,-0.045,0,0,0,0,0,1,0,0.912,0.088
29.985,-0.045,0,0,0,0,0,1,0,0.986,0.014
29.735,-0.055,0,0,0,0,0,1,0,0.872,0.128
29.755,-0.055,0,0,0,0,0,1,0,0.956,0.044
29.765,-0.055,0,0,0,0,0,1,0,0.98,0.02
29.795,-0.055,0,0,0,0,0,1,0,0.816,0.184
29.805,-0.055,0,0,0,0,0,1,0,0.962,0.038
29.855,-0.055,0,0,0,0,0,1,0,1,0
29.875,-0.055,0,0,0,0,0,1,0,0.94,0.06
29.885,-0.055,0,0,0,0,0,1,0,0.982,0.018
29.905,-0.055,0,0,0,0,0,1,0,0.808,0.192
29.945,-0.055,0,0,0,0,0,1,0,0.904,0.096
29.965,-0.055,0,0,0,0,0,1,0,0.998,0.002
29.975,-0.055,0,0,0,0,0,1,0,0.918,0.082
29.735,-0.065,1,0,0,0,0,0,1,0.316,0.684
29.765,-0.065,0,0,0,0,0,1,0,0.898,0.102
29.775,-0.065,0,0,0,0,0,1,0,0.976,0.024
29.795,-0.065,0,0,0,0,0,1,0,0.976,0.024
29.815,-0.065,0,0,0,0,0,1,0,0.988,0.012
29.825,-0.065,0,0,0,0,0,1,0,1,0
29.835,-0.065,0,0,0,0,0,1,0,0.886,0.114
29.845,-0.065,0,0,0,0,0,1,0,0.994,0.006
29.895,-0.065,0,0,0,0,0,1,0,0.968,0.032
29.905,-0.065,0,0,0,0,0,1,0,0.898,0.102
29.925,-0.065,0,0,0,0,0,1,0,0.77,0.23
29.945,-0.065,0,0,0,0,0,1,0,0.778,0.222
29.955,-0.065,0,0,0,0,0,1,0,0.956,0.044
29.995,-0.065,0,0,0,0,0,1,0,0.998,0.002
29.735,-0.075,0,0,0,0,0,1,0,0.582,0.418
29.755,-0.075,0,0,0,0,0,1,0,0.954,0.046
29.775,-0.075,0,0,0,0,0,1,0,0.976,0.024
29.795,-0.075,0,0,0,0,0,1,0,0.89,0.11
29.805,-0.075,0,0,0,0,0,1,0,0.998,0.002
29.845,-0.075,0,0,0,0,0,1,0,0.992,0.008
29.865,-0.075,0,0,0,0,0,1,0,0.96,0.04
29.905,-0.075,0,0,0,0,0,1,0,0.828,0.172
29.915,-0.075,0,0,0,0,0,1,0,0.742,0.258
29.935,-0.075,0,0,0,0,0,1,0,0.848,0.152
29.985,-0.075,0,0,0,0,0,1,0,0.934,0.066
29.995,-0.075,0,0,0,0,0,1,0,0.838,0.162
29.745,-0.085,0,0,0,0,0,1,0,0.93,0.07
29.785,-0.085,0,0,0,0,0,1,0,0.734,0.266
29.815,-0.085,0,0,0,0,0,1,0,1,0
29.825,-0.085,0,0,0,0,0,1,0,0.984,0.016
29.835,-0.085,0,0,0,0,0,1,0,0.89,0.11
29.875,-0.085,0,0,0,0,0,1,0,0.992,0.008
29.895,-0.085,0,0,0,0,0,1,0,0.95,0.05
29.925,-0.085,0,0,0,0,0,1,0,0.992,0.008
29.935,-0.085,0,0,0,0,0,1,0,0.956,0.044
29.955,-0.085,0,0,0,0,0,1,0,0.994,0.006
29.965,-0.085,0,0,0,0,0,1,0,0.998,0.002
29.975,-0.085,0,0,0,0,0,1,0,1,0
29.985,-0.085,0,0,0,0,0,1,0,0.854,0.146
29.785,-0.095,0,0,0,0,0,1,0,0.918,0.082
29.795,-0.095,0,0,0,0,0,1,0,0.912,0.088
29.815,-0.095,0,0,0,0,0,1,0,0.998,0.002
29.825,-0.095,0,0,0,0,0,1,0,0.992,0.008
29.855,-0.095,0,0,0,0,0,1,0,0.994,0.006
29.865,-0.095,0,0,0,0,0,1,0,0.998,0.002
29.915,-0.095,0,0,0,0,0,1,0,0.914,0.086
29.925,-0.095,0,0,0,0,0,1,0,0.99,0.01
29.935,-0.095,0,0,0,0,0,1,0,0.938,0.062
29.945,-0.095,0,0,0,0,0,1,0,0.996,0.004
29.965,-0.095,0,0,0,0,0,1,0,1,0
29.975,-0.095,0,0,0,0,0,1,0,0.994,0.006
29.985,-0.095,0,0,0,0,0,1,0,0.948,0.052
29.995,-0.095,0,0,0,0,0,1,0,0.95,0.05
29.775,-0.105,0,0,0,0,0,1,0,0.894,0.106
29.795,-0.105,0,0,0,0,0,1,0,0.992,0.008
29.815,-0.105,0,0,0,0,0,1,0,0.992,0.008
29.835,-0.105,0,0,0,0,0,1,0,0.996,0.004
29.845,-0.105,0,0,0,0,0,1,0,1,0
29.875,-0.105,0,0,0,0,0,1,0,0.992,0.008
29.885,-0.105,0,0,0,0,0,1,0,0.984,0.016
29.905,-0.105,0,0,0,0,0,1,0,0.95,0.05
29.965,-0.105,0,0,0,0,0,1,0,0.998,0.002
29.975,-0.105,0,0,0,0,0,1,0,1,0
29.775,-0.115,0,0,0,0,0,1,0,0.984,0.016
29.785,-0.115,0,0,0,0,0,1,0,0.988,0.012
29.795,-0.115,0,0,0,0,0,1,0,0.994,0.006
29.805,-0.115,0,0,0,0,0,1,0,0.988,0.012
29.815,-0.115,0,0,0,0,0,1,0,0.978,0.022
29.855,-0.115,0,0,0,0,0,1,0,0.98,0.02
29.865,-0.115,0,0,0,0,0,1,0,1,0
29.915,-0.115,0,0,0,0,0,1,0,0.98,0.02
29.925,-0.115,0,0,0,0,0,1,0,0.99,0.01
29.935,-0.115,0,0,0,0,0,1,0,0.972,0.028
29.945,-0.115,0,0,0,0,0,1,0,0.812,0.188
29.975,-0.115,0,0,0,0,0,1,0,0.998,0.002
29.985,-0.115,0,0,0,0,0,1,0,1,0
29.775,-0.125,0,0,0,0,0,1,0,0.948,0.052
29.795,-0.125,0,0,0,0,0,1,0,0.94,0.06
29.825,-0.125,0,0,0,0,0,1,0,0.99,0.01
29.835,-0.125,0,0,0,0,0,1,0,0.986,0.014
29.905,-0.125,0,0,0,0,0,1,0,0.976,0.024
29.915,-0.125,0,0,0,0,0,1,0,0.99,0.01
29.945,-0.125,0,0,0,0,0,1,0,0.994,0.006
29.955,-0.125,0,0,0,0,0,1,0,1,0
29.965,-0.125,0,0,0,0,0,1,0,1,0
29.785,-0.135,0,0,0,0,0,1,0,0.968,0.032
29.815,-0.135,0,0,0,0,0,1,0,0.94,0.06
29.835,-0.135,0,0,0,0,0,1,0,0.986,0.014
29.855,-0.135,0,0,0,0,0,1,0,0.992,0.008
29.865,-0.135,0,0,0,0,0,1,0,0.986,0.014
29.885,-0.135,0,0,0,0,0,1,0,0.942,0.058
29.905,-0.135,0,0,0,0,0,1,0,0.856,0.144
29.915,-0.135,0,0,0,0,0,1,0,0.974,0.026
29.925,-0.135,0,0,0,0,0,1,0,0.946,0.054
29.935,-0.135,0,0,0,0,0,1,0,0.85,0.15
29.945,-0.135,0,0,0,0,0,1,0,1,0
29.955,-0.135,0,0,0,0,0,1,0,0.998,0.002
29.965,-0.135,0,0,0,0,0,1,0,1,0
29.985,-0.135,0,0,0,0,0,1,0,0.984,0.016
29.825,-0.145,0,0,0,0,0,1,0,0.988,0.012
29.835,-0.145,0,0,0,0,0,1,0,0.938,0.062
29.845,-0.145,0,0,0,0,0,1,0,0.766,0.234
29.855,-0.145,0,0,0,0,0,1,0,0.75,0.25
29.885,-0.145,0,0,0,0,0,1,0,0.904,0.096
29.895,-0.145,0,0,0,0,0,1,0,0.998,0.002
29.915,-0.145,0,0,0,0,0,1,0,0.954,0.046
29.935,-0.145,0,0,0,0,0,1,0,0.876,0.124
29.945,-0.145,0,0,0,0,0,1,0,0.89,0.11
29.975,-0.145,0,0,0,0,0,1,0,0.998,0.002
29.985,-0.145,0,0,0,0,0,1,0,1,0
29.995,-0.145,0,0,0,0,0,1,0,0.998,0.002
29.815,-0.155,0,0,0,0,0,1,0,0.85,0.15
29.925,-0.155,0,0,0,0,0,1,0,0.952,0.048
29.945,-0.155,0,0,0,0,0,1,0,0.91,0.09
29.845,-0.165,0,0,0,0,0,1,0,0.742,0.258
29.865,-0.165,0,0,0,0,0,1,0,0.98,0.02
29.875,-0.165,0,0,0,0,0,1,0,0.994,0.006
29.945,-0.165,0,0,0,0,0,1,0,0.996,0.004
29.955,-0.165,0,0,0,0,0,1,0,0.976,0.024
29.975,-0.165,0,0,0,0,0,1,0,0.982,0.018
29.825,-0.175,1,0,0,0,0,0,1,0.736,0.264
29.875,-0.175,0,0,0,0,0,1,0,0.922,0.078
29.895,-0.175,0,0,0,0,0,1,0,0.862,0.138
29.915,-0.175,0,0,0,0,0,1,0,1,0
29.935,-0.175,0,0,0,0,0,1,0,0.972,0.028
29.885,-0.185,0,0,0,0,0,1,0,0.942,0.058
29.895,-0.185,0,0,0,0,0,1,0,1,0
29.905,-0.185,0,0,0,0,0,1,0,0.944,0.056
29.935,-0.185,0,0,0,0,0,1,0,0.974,0.026
29.955,-0.185,0,0,0,0,0,1,0,0.954,0.046
29.975,-0.185,0,0,0,0,0,1,0,0.906,0.094
29.885,-0.195,0,0,0,0,0,1,0,0.942,0.058
29.885,-0.205,0,0,0,0,0,1,0,0.918,0.082
29.915,-0.205,0,0,0,0,0,1,0,1,0
29.935,-0.205,0,0,0,0,0,1,0,1,0
29.955,-0.205,0,0,0,0,0,1,0,0.966,0.034
29.965,-0.205,0,0,0,0,0,1,0,0.998,0.002
29.975,-0.205,0,0,0,0,0,1,0,1,0
29.995,-0.205,0,0,0,0,0,1,0,0.992,0.008
29.885,-0.215,0,0,0,0,0,1,0,0.98,0.02
29.895,-0.215,0,0,0,0,0,1,0,1,0
29.905,-0.215,0,0,0,0,0,1,0,1,0
29.965,-0.215,0,0,0,0,0,1,0,1,0
29.895,-0.225,0,0,0,0,0,1,0,1,0
29.915,-0.225,0,0,0,0,0,1,0,0.964,0.036
29.935,-0.225,0,0,0,0,0,1,0,1,0
29.945,-0.225,0,0,0,0,0,1,0,1,0
29.995,-0.225,0,0,0,0,0,1,0,0.996,0.004
29.885,-0.235,0,0,0,0,0,1,0,0.968,0.032
29.895,-0.235,0,0,0,0,0,1,0,0.964,0.036
29.945,-0.235,0,0,0,0,0,1,0,1,0
29.975,-0.235,0,0,0,0,0,1,0,1,0
29.985,-0.235,0,0,0,0,0,1,0,0.996,0.004
29.995,-0.235,0,0,0,0,0,1,0,0.992,0.008
29.885,-0.245,0,0,0,0,0,1,0,0.824,0.176
29.915,-0.245,0,0,0,0,0,1,0,0.73,0.27
29.935,-0.245,0,0,0,0,0,1,0,1,0
29.945,-0.245,0,0,0,0,0,1,0,1,0
29.955,-0.245,0,0,0,0,0,1,0,0.986,0.014
29.965,-0.245,0,0,0,0,0,1,0,0.998,0.002
29.975,-0.245,0,0,0,0,0,1,0,0.998,0.002
29.885,-0.255,0,0,0,0,0,1,0,0.846,0.154
29.905,-0.255,0,0,0,0,0,1,0,0.496,0.504
29.915,-0.255,0,0,0,0,0,1,0,0.844,0.156
29.935,-0.255,0,0,0,0,0,1,0,1,0
29.965,-0.255,0,0,0,0,0,1,0,1,0
29.975,-0.255,0,0,0,0,0,1,0,0.984,0.016
29.985,-0.255,0,0,0,0,0,1,0,0.946,0.054
29.895,-0.265,0,0,0,0,0,1,0,0.614,0.386
29.915,-0.265,0,0,0,0,0,1,0,0.866,0.134
29.925,-0.265,0,0,0,0,0,1,0,0.99,0.01
29.945,-0.265,0,0,0,0,0,1,0,1,0
29.995,-0.265,0,0,0,0,0,1,0,0.382,0.618
29.915,-0.275,0,0,0,0,0,1,0,0.812,0.188
29.935,-0.275,0,0,0,0,0,1,0,0.994,0.006
29.955,-0.275,0,0,0,0,0,1,0,0.922,0.078
29.985,-0.275,1,0,0,0,0,0,1,0.596,0.404
29.995,-0.275,1,0,0,0,0,0,1,0.018,0.982
29.885,-0.285,0,0,0,0,0,1,0,0.412,0.588
29.905,-0.285,1,0,0,0,0,0,1,0.558,0.442
29.915,-0.285,0,0,0,0,0,1,0,0.908,0.092
29.935,-0.285,0,0,0,0,0,1,0,0.776,0.224
29.955,-0.285,0,0,0,0,0,1,0,0.59,0.41
29.975,-0.285,1,0,0,0,0,0,1,0.482,0.518
29.985,-0.285,1,0,0,0,0,0,1,0.008,0.992
29.865,-0.295,0,0,0,0,0,1,0,0.856,0.144
29.875,-0.295,0,0,0,0,0,1,0,0.964,0.036
29.885,-0.295,1,0,0,0,0,0,1,0.686,0.314
29.905,-0.295,0,0,0,0,0,1,0,0.892,0.108
29.925,-0.295,0,0,0,0,0,1,0,0.924,0.076
29.935,-0.295,0,0,0,0,0,1,0,0.942,0.058
29.965,-0.295,1,0,0,0,0,0,1,0.018,0.982
29.975,-0.295,1,0,0,0,0,0,1,0.008,0.992
29.995,-0.295,1,0,0,0,0,0,1,0.004,0.996
29.865,-0.305,0,0,0,0,0,1,0,0.98,0.02
29.875,-0.305,0,0,0,0,0,1,0,0.954,0.046
29.905,-0.305,0,0,0,0,0,1,0,0.948,0.052
29.915,-0.305,0,0,0,0,0,1,0,0.918,0.082
29.925,-0.305,0,0,0,0,0,1,0,0.92,0.08
29.985,-0.305,1,0,0,0,0,0,1,0.004,0.996
29.995,-0.305,1,0,0,0,0,0,1,0.002,0.998
29.855,-0.315,0,0,0,0,0,1,0,0.978,0.022
29.865,-0.315,0,0,0,0,0,1,0,0.966,0.034
29.875,-0.315,1,0,0,0,0,0,1,0.876,0.124
29.885,-0.315,1,0,0,0,0,0,1,0.42,0.58
29.905,-0.315,1,0,0,0,0,0,1,0.408,0.592
29.915,-0.315,1,0,0,0,0,0,1,0.054,0.946
29.965,-0.315,1,0,0,0,0,0,1,0.002,0.998
29.975,-0.315,1,0,0,0,0,0,1,0.002,0.998
29.995,-0.315,1,0,0,0,0,0,1,0.006,0.994
29.855,-0.325,0,0,0,0,0,1,0,0.898,0.102
29.895,-0.325,1,0,0,0,0,0,1,0.824,0.176
29.905,-0.325,0,0,0,0,0,1,0,0.96,0.04
29.925,-0.325,1,0,0,0,0,0,1,0.04,0.96
29.935,-0.325,1,0,0,0,0,0,1,0.008,0.992
29.955,-0.325,1,0,0,0,0,0,1,0.002,0.998
29.965,-0.325,1,0,0,0,0,0,1,0,1
29.875,-0.335,1,0,0,0,0,0,1,0.582,0.418
29.885,-0.335,1,0,0,0,0,0,1,0.904,0.096
29.895,-0.335,0,0,0,0,0,1,0,0.972,0.028
29.915,-0.335,1,0,0,0,0,0,1,0.154,0.846
29.925,-0.335,1,0,0,0,0,0,1,0.016,0.984
29.945,-0.335,1,0,0,0,0,0,1,0.09,0.91
29.965,-0.335,1,0,0,0,0,0,1,0.004,0.996
29.985,-0.335,1,0,0,0,0,0,1,0.008,0.992
29.995,-0.335,1,0,0,0,0,0,1,0.006,0.994
29.835,-0.345,0,0,0,0,0,1,0,0.892,0.108
29.855,-0.345,0,0,0,0,0,1,0,0.986,0.014
29.865,-0.345,1,0,0,0,0,0,1,0.394,0.606
29.885,-0.345,1,0,0,0,0,0,1,0.118,0.882
29.895,-0.345,1,0,0,0,0,0,1,0.264,0.736
29.905,-0.345,1,0,0,0,0,0,1,0.168,0.832
29.925,-0.345,1,0,0,0,0,0,1,0.07,0.93
29.965,-0.345,1,0,0,0,0,0,1,0.026,0.974
29.975,-0.345,1,0,0,0,0,0,1,0.016,0.984
29.985,-0.345,1,0,0,0,0,0,1,0.022,0.978
29.995,-0.345,1,0,0,0,0,0,1,0.006,0.994
29.835,-0.355,1,0,0,0,0,0,1,0.674,0.326
29.845,-0.355,1,0,0,0,0,0,1,0.408,0.592
29.875,-0.355,1,0,0,0,0,0,1,0.554,0.446
29.885,-0.355,1,0,0,0,0,0,1,0.506,0.494
29.895,-0.355,1,0,0,0,0,0,1,0.354,0.646
29.905,-0.355,1,0,0,0,0,0,1,0.224,0.776
29.915,-0.355,1,0,0,0,0,0,1,0.148,0.852
29.925,-0.355,1,0,0,0,0,0,1,0.068,0.932
29.935,-0.355,1,0,0,0,0,0,1,0.17,0.83
29.945,-0.355,1,0,0,0,0,0,1,0.116,0.884
29.955,-0.355,1,0,0,0,0,0,1,0.044,0.956
29.965,-0.355,1,0,0,0,0,0,1,0.022,0.978
29.985,-0.355,1,0,0,0,0,0,1,0.02,0.98
29.825,-0.365,0,0,0,0,0,1,0,0.992,0.008
29.835,-0.365,1,0,0,0,0,0,1,0.978,0.022
29.855,-0.365,1,0,0,0,0,0,1,0.466,0.534
29.865,-0.365,1,0,0,0,0,0,1,0.818,0.182
29.885,-0.365,1,0,0,0,0,0,1,0.028,0.972
29.895,-0.365,1,0,0,0,0,0,1,0.306,0.694
29.915,-0.365,1,0,0,0,0,0,1,0.188,0.812
29.925,-0.365,1,0,0,0,0,0,1,0.072,0.928
29.935,-0.365,1,0,0,0,0,0,1,0.066,0.934
29.955,-0.365,1,0,0,0,0,0,1,0.034,0.966
29.965,-0.365,1,0,0,0,0,0,1,0.008,0.992
29.975,-0.365,1,0,0,0,0,0,1,0,1
29.985,-0.365,1,0,0,0,0,0,1,0.004,0.996
29.995,-0.365,1,0,0,0,0,0,1,0.004,0.996
29.865,-0.375,1,0,0,0,0,0,1,0.324,0.676
29.885,-0.375,1,0,0,0,0,0,1,0.018,0.982
29.915,-0.375,1,0,0,0,0,0,1,0.03,0.97
29.945,-0.375,1,0,0,0,0,0,1,0.196,0.804
29.975,-0.375,1,0,0,0,0,0,1,0,1
29.825,-0.385,0,0,0,0,0,1,0,0.99,0.01
29.835,-0.385,1,0,0,0,0,0,1,0.76,0.24
29.855,-0.385,1,0,0,0,0,0,1,0.246,0.754
29.865,-0.385,1,0,0,0,0,0,1,0.068,0.932
29.885,-0.385,1,0,0,0,0,0,1,0.084,0.916
29.895,-0.385,1,0,0,0,0,0,1,0.028,0.972
29.905,-0.385,1,0,0,0,0,0,1,0.026,0.974
29.915,-0.385,1,0,0,0,0,0,1,0.006,0.994
29.925,-0.385,1,0,0,0,0,0,1,0.006,0.994
29.945,-0.385,1,0,0,0,0,0,1,0.026,0.974
29.955,-0.385,1,0,0,0,0,0,1,0.01,0.99
29.975,-0.385,1,0,0,0,0,0,1,0.002,0.998
29.995,-0.385,1,0,0,0,0,0,1,0,1
29.815,-0.395,1,0,0,0,0,0,1,0.992,0.008
29.825,-0.395,1,0,0,0,0,0,1,0.518,0.482
29.845,-0.395,1,0,0,0,0,0,1,0.252,0.748
29.855,-0.395,1,0,0,0,0,0,1,0.23,0.77
29.875,-0.395,1,0,0,0,0,0,1,0.306,0.694
29.885,-0.395,1,0,0,0,0,0,1,0.026,0.974
29.895,-0.395,1,0,0,0,0,0,1,0.128,0.872
29.905,-0.395,1,0,0,0,0,0,1,0.056,0.944
29.945,-0.395,1,0,0,0,0,0,1,0.02,0.98
29.965,-0.395,1,0,0,0,0,0,1,0,1
29.975,-0.395,1,0,0,0,0,0,1,0.012,0.988
29.995,-0.395,1,0,0,0,0,0,1,0.016,0.984
29.785,-0.405,0,0,0,0,0,1,0,0.97,0.03
29.815,-0.405,1,0,0,0,0,0,1,0.488,0.512
29.905,-0.405,1,0,0,0,0,0,1,0.446,0.554
29.915,-0.405,1,0,0,0,0,0,1,0.388,0.612
29.985,-0.405,1,0,0,0,0,0,1,0.004,0.996
29.995,-0.405,1,0,0,0,0,0,1,0.002,0.998
29.755,-0.415,0,0,0,0,0,1,0,0.974,0.026
29.805,-0.415,1,0,0,0,0,0,1,0.672,0.328
29.825,-0.415,0,0,0,0,0,1,0,0.992,0.008
29.885,-0.415,1,0,0,0,0,0,1,0.098,0.902
29.905,-0.415,1,0,0,0,0,0,1,0.218,0.782
29.935,-0.415,1,0,0,0,0,0,1,0.004,0.996
29.945,-0.415,1,0,0,0,0,0,1,0.028,0.972
29.955,-0.415,1,0,0,0,0,0,1,0.012,0.988
29.965,-0.415,1,0,0,0,0,0,1,0.014,0.986
29.745,-0.425,0,0,0,0,0,1,0,0.618,0.382
29.755,-0.425,0,0,0,0,0,1,0,0.986,0.014
29.765,-0.425,0,0,0,0,0,1,0,0.952,0.048
29.775,-0.425,0,0,0,0,0,1,0,0.886,0.114
29.785,-0.425,1,0,0,0,0,0,1,0.888,0.112
29.795,-0.425,1,0,0,0,0,0,1,0.368,0.632
29.805,-0.425,0,0,0,0,0,1,0,0.982,0.018
29.815,-0.425,0,0,0,0,0,1,0,1,0
29.835,-0.425,0,0,0,0,0,1,0,0.994,0.006
29.865,-0.425,1,0,0,0,0,0,1,0.764,0.236
29.875,-0.425,1,0,0,0,0,0,1,0.078,0.922
29.895,-0.425,1,0,0,0,0,0,1,0.142,0.858
29.905,-0.425,1,0,0,0,0,0,1,0.084,0.916
29.915,-0.425,1,0,0,0,0,0,1,0.116,0.884
29.925,-0.425,1,0,0,0,0,0,1,0.014,0.986
29.955,-0.425,1,0,0,0,0,0,1,0.022,0.978
29.965,-0.425,1,0,0,0,0,0,1,0.014,0.986
29.975,-0.425,1,0,0,0,0,0,1,0.006,0.994
29.735,-0.435,1,0,0,0,0,0,1,0.708,0.292
29.745,-0.435,0,0,0,0,0,1,0,0.996,0.004
29.775,-0.435,0,0,0,0,0,1,0,0.986,0.014
29.805,-0.435,0,0,0,0,0,1,0,0.788,0.212
29.815,-0.435,0,0,0,0,0,1,0,0.934,0.066
29.875,-0.435,1,0,0,0,0,0,1,0.13,0.87
29.885,-0.435,1,0,0,0,0,0,1,0.09,0.91
29.895,-0.435,1,0,0,0,0,0,1,0.098,0.902
29.905,-0.435,1,0,0,0,0,0,1,0.028,0.972
29.915,-0.435,1,0,0,0,0,0,1,0.018,0.982
29.945,-0.435,1,0,0,0,0,0,1,0.152,0.848
29.965,-0.435,1,0,0,0,0,0,1,0.002,0.998
29.975,-0.435,1,0,0,0,0,0,1,0.004,0.996
29.995,-0.435,1,0,0,0,0,0,1,0.012,0.988
29.685,-0.445,0,0,0,0,0,1,0,0.728,0.272
29.695,-0.445,1,0,0,0,0,0,1,0.584,0.416
29.725,-0.445,0,0,0,0,0,1,0,0.958,0.042
29.735,-0.445,0,0,0,0,0,1,0,0.978,0.022
29.805,-0.445,0,0,0,0,0,1,0,0.974,0.026
29.835,-0.445,0,0,0,0,0,1,0,0.918,0.082
29.845,-0.445,0,0,0,0,0,1,0,0.708,0.292
29.915,-0.445,1,0,0,0,0,0,1,0.032,0.968
29.925,-0.445,1,0,0,0,0,0,1,0.01,0.99
29.935,-0.445,1,0,0,0,0,0,1,0.006,0.994
29.945,-0.445,1,0,0,0,0,0,1,0.02,0.98
29.955,-0.445,1,0,0,0,0,0,1,0.024,0.976
29.665,-0.455,0,0,0,0,0,1,0,0.878,0.122
29.675,-0.455,0,0,0,0,0,1,0,0.968,0.032
29.705,-0.455,0,0,0,0,0,1,0,0.648,0.352
29.725,-0.455,0,0,0,0,0,1,0,0.974,0.026
29.735,-0.455,0,0,0,0,0,1,0,0.906,0.094
29.755,-0.455,0,0,0,0,0,1,0,0.998,0.002
29.775,-0.455,0,0,0,0,0,1,0,0.974,0.026
29.785,-0.455,0,0,0,0,0,1,0,1,0
29.795,-0.455,0,0,0,0,0,1,0,1,0
29.825,-0.455,0,0,0,0,0,1,0,0.956,0.044
29.865,-0.455,1,0,0,0,0,0,1,0.318,0.682
29.885,-0.455,1,0,0,0,0,0,1,0.122,0.878
29.905,-0.455,1,0,0,0,0,0,1,0.014,0.986
29.915,-0.455,1,0,0,0,0,0,1,0.002,0.998
29.945,-0.455,1,0,0,0,0,0,1,0.008,0.992
29.975,-0.455,1,0,0,0,0,0,1,0.578,0.422
29.985,-0.455,0,0,0,0,0,1,0,0.956,0.044
29.995,-0.455,0,0,0,0,0,1,0,1,0
29.655,-0.465,0,0,0,0,0,1,0,0.904,0.096
29.665,-0.465,0,0,0,0,0,1,0,0.914,0.086
29.685,-0.465,0,0,0,0,0,1,0,0.916,0.084
29.695,-0.465,0,0,0,0,0,1,0,0.894,0.106
29.715,-0.465,0,0,0,0,0,1,0,0.998,0.002
