"outcome","tau","n_e","n_o","n_eo","alpha_o_id","normalized_bias","coverage","rmse","avg_bias","sd_est","avg_se","n_sims","prop_na","estimator"
"Ybin",0.15,1000,1000,250,"05km",-0.0186625461450883,0.95,0.035150577264393,-0.000656541702342075,0.0351796425438374,0.0344757610749699,500,0,"RSV"
"Ybin",0.15,1000,1000,250,"10km",-0.0255845348128,0.942,0.0353683418713207,-0.000905491917614356,0.0353921587490165,0.0343687317098582,500,0,"RSV"
"Ybin",0.2,1000,1000,250,"02km",0.0106819538706678,0.934,0.0364032030165696,0.000389224527032926,0.0364375779698618,0.0352626601060184,500,0,"RSV"
"Ybin",0.2,1000,1000,250,"05km",0.0185145159420789,0.94,0.0365397167784769,0.000677076431273591,0.0365700315034845,0.0354150758296896,500,0,"RSV"
"Ybin",0.2,1000,1000,250,"10km",0.0130028552715084,0.934,0.0363073900726671,0.000472532522573549,0.036340673852531,0.0353319588384188,500,0,"RSV"
"Ybin",0,1000,1000,500,"02km",0.0182452947747451,0.944,0.0310192118924414,0.000566427009447128,0.0310451004733105,0.0312722704775587,500,0,"RSV"
"Ybin",0,1000,1000,500,"05km",0.0136344729693283,0.938,0.0315375307401495,0.000430388171443349,0.031566175855241,0.0312725178514787,500,0,"RSV"
"Ybin",0,1000,1000,500,"10km",0.0114078658769221,0.944,0.0311101670642716,0.000355232886665369,0.031139293755548,0.0312641700947239,500,0,"RSV"
"Ybin",0.05,1000,1000,500,"02km",0.00421700984487428,0.938,0.0339376239337264,0.000143257348233738,0.0339713098862848,0.0322516135424085,500,0,"RSV"
"Ybin",0.05,1000,1000,500,"05km",0.000844462789273631,0.95,0.0337834149825211,2.85573983460855e-05,0.0338172370752408,0.0322820700903834,500,0,"RSV"
"Ybin",0.05,1000,1000,500,"10km",0.00373193641196343,0.944,0.0338284111829415,0.000126371032849101,0.0338620541454016,0.0322353183018697,500,0,"RSV"
"Ybin",0.1,1000,1000,500,"02km",0.0381500033422148,0.94,0.0343195081760816,0.00130964600188901,0.0343288568061492,0.0332238805685938,500,0,"RSV"
"Ybin",0.1,1000,1000,500,"05km",0.0344787094743986,0.948,0.0341629967998436,0.00117837409789721,0.0341768620653329,0.03323925672555,500,0,"RSV"
"Ybin",0.1,1000,1000,500,"10km",0.0413809045402705,0.94,0.0344483898899389,0.00142571058031223,0.0344533449945438,0.0332444290294574,500,0,"RSV"
"Ybin",0.15,1000,1000,500,"02km",-0.0375292506655803,0.94,0.0352105713816429,-0.0013218173813645,0.0352209905053286,0.0341180313916427,500,0,"RSV"
"Ybin",0.15,1000,1000,500,"05km",-0.0355337597139057,0.944,0.0352522663820842,-0.00125310763884752,0.0352652702370004,0.0341561008465063,500,0,"RSV"
"Ybin",0.15,1000,1000,500,"10km",-0.0347582075193722,0.938,0.0351918404107304,-0.00122368988776397,0.0352057823201025,0.0341332302413625,500,0,"RSV"
"Ybin",0.2,1000,1000,500,"02km",-0.002865612169156,0.936,0.0360677492241367,-0.000103459266924609,0.0361037226314823,0.0346338869077155,500,0,"RSV"
"Ybin",0.2,1000,1000,500,"05km",-0.00333064822636912,0.93,0.0364029873525891,-0.000121366298459116,0.0364392425168906,0.0346582799671122,500,0,"RSV"
"Ybin",0.2,1000,1000,500,"10km",-0.00404222564558209,0.93,0.036114884386361,-0.000146129519472335,0.0361507575986129,0.0346351264551642,500,0,"RSV"
