"sample","Y_var","efficient","simple"
"full","Ycons",0.514673494819074,0.434734013699817
"full","Ycons",1.26388309972558,0.731998435442577
"full","Ycons",0.867566533485516,0.655629270958055
"full","Ycons",-0.164478302075401,0.227387753250615
"full","Ycons",-0.0659020498494748,0.248802050947403
"full","Ycons",0.145159774438825,0.450691795925446
"full","Ycons",-0.0161709799301919,0.266580690572601
"full","Ycons",0.053304982758534,0.340301423641074
"full","Ycons",-0.0639836293706036,0.194348869360152
"full","Ycons",0.253215993202772,0.527808010641114
"full","Ycons",-0.17566348237434,0.130862947782763
"full","Ycons",0.126130815338502,0.46637510213124
"full","Ycons",0.278740479764434,0.496687604281228
"full","Ycons",-0.139639611668377,0.133783599951074
"full","Ycons",-0.04909535870114,0.218209879954149
"full","Ycons",0.373263196039366,0.629192747206933
"full","Ycons",0.00467440504260309,0.285964138252248
"full","Ycons",-0.227818911528842,0.104766446369649
"full","Ycons",-0.0124326346122973,0.268014909333238
"full","Ycons",0.453939389472248,0.629618793326953
"full","Ycons",0.0109386241613071,0.291109355446497
"full","Ycons",0.108846098573438,0.372063448912777
"full","Ycons",0.388607579309843,0.662518836964552
"full","Ycons",0.330856483483483,0.628429493741314
"full","Ycons",-0.00294804971020085,0.279423642965565
"full","Ycons",-0.0108842502039699,0.272276720214632
"full","Ycons",-0.161060007129586,0.202685053240646
"full","Ycons",0.0121927000977308,0.2904701129751
"full","Ycons",0.0317985609048845,0.300734598259994
"full","Ycons",0.00391553712149727,0.284023928495719
"full","Ycons",-0.121836869223506,0.184839459103791
"full","Ycons",-0.0855221682764095,0.234745453672691
"full","Ycons",-0.0158382340321784,0.262647025760567
"full","Ycons",0.0110669543578206,0.29192565335988
"full","Ycons",-0.0605889650963226,0.223188139965313
"full","Ycons",-0.0230059406586243,0.257200674871036
"full","Ycons",-0.0652602599949243,0.210569980639868
"full","Ycons",-0.160422814418698,0.175716268865883
"full","Ycons",0.00438180406304754,0.285845952805375
"full","Ycons",-0.14115159293665,0.198381472316842
"full","Ycons",0.490801777025686,0.629831113052726
"full","Ycons",0.0342674206297228,0.305729206437286
"full","Ycons",0.142773968176177,0.389570956512051
"full","Ycons",0.142170812215492,0.357469222323036
"full","Ycons",0.0174546026696823,0.295004892666783
"full","Ycons",0.924364646494392,0.629693305024994
"full","Ycons",0.409858783722916,0.601708251741102
"full","Ycons",0.1942295682182,0.435332305740968
"full","Ycons",0.457675558050221,0.572292637916584
"full","Ycons",0.216996787199029,0.49708130370722
"full","Ycons",-0.0961998432832832,0.21301812481004
"full","Ycons",0.423073295913408,0.569329978664381
"full","Ycons",-0.0534588170567424,0.224683114990354
"full","Ycons",-0.184514902611146,0.182631797472069
"full","Ycons",0.556966462706044,0.596700747473766
"full","Ycons",0.733769934208885,0.68763607081246
"full","Ycons",-0.0911906787097467,0.220608837007481
"full","Ycons",0.431769830149551,0.567515864726013
"full","Ycons",-0.104283127837395,0.208537671009257
"full","Ycons",0.374671937798265,0.576202893213819
"full","Ycons",-0.0817345623455755,0.174237463750417
"full","Ycons",-0.254714613752618,0.151623140398653
"full","Ycons",0.387585379637284,0.615294154289647
"full","Ycons",-0.214936718012355,0.152471713744517
"full","Ycons",0.339876843668638,0.589146413332183
"full","Ycons",0.283165492283392,0.544493643094486
"full","Ycons",0.0105525436889748,0.291455155423532
"full","Ycons",-0.0143033633990457,0.259912192985768
"full","Ycons",0.377485111994325,0.5959751380333
"full","Ycons",-0.0777275388897987,0.228972027648957
"full","Ycons",-0.0618469179569356,0.222867564280661
"full","Ycons",0.327701094467968,0.577799722192008
"full","Ycons",0.308654682751339,0.480308142383848
"full","Ycons",0.400791429679361,0.588954948378753
"full","Ycons",0.573096385467859,0.712296155552602
"full","Ycons",0.314848132600853,0.386021224284261
"full","Ycons",1.33155346658636,0.73490306593974
"full","Ycons",1.07463330601341,0.70672558094564
"full","Ycons",0.880869033923755,0.714664248557049
"full","Ycons",0.00846888443722738,0.28739219034045
"full","Ycons",1.27027338544529,0.6860273360324
"full","Ycons",0.839839716368589,0.637782153799497
"full","Ycons",0.0478918442222058,0.304869534700593
"full","Ycons",0.101563789063284,0.345796576276104
"full","Ycons",0.0133283873486834,0.288936429544358
"full","Ycons",-0.0381809454357059,0.237309159536742
"full","Ycons",1.05033762100999,0.872374198324165
"full","Ycons",0.052972651586777,0.303024988496674
"full","Ycons",0.633677665333914,0.699390073884355
"full","Ycons",-0.0547394122544812,0.237285246600906
"full","Ycons",0.158562802524327,0.421526986409842
"full","Ycons",0.213814884358131,0.543423488203802
"full","Ycons",1.13275586553701,0.641828747509465
"full","Ycons",-0.348956357998676,0.167771833156412
"full","Ycons",0.98738579288113,0.706580488099965
"full","Ycons",-0.234081309292055,0.191935361259558
"full","Ycons",-0.119164225782411,0.154790691980576
"full","Ycons",-0.152458687904739,0.200870199122041
"full","Ycons",-0.186861615334275,0.188358816160694
"full","Ycons",0.425233973331964,0.488069778013759
"full","Ycons",0.981688816011182,0.760780773078194
"full","Ycons",-0.0877336845427247,0.187677464776633
"full","Ycons",0.133523042162478,0.444397879491086
"full","Ycons",-0.0167523518034309,0.25998996034483
"full","Ycons",0.31822969893234,0.636384165297289
"full","Ycons",0.239978099227382,0.532777471217634
"full","Ycons",0.204315518008279,0.577610665721271
"full","Ycons",-0.0362918322809753,0.245058831577974
"full","Ycons",0.217261299081636,0.503086820089524
"full","Ycons",0.381979344985358,0.63006413158634
"full","Ycons",-0.0187152310904816,0.264276576296999
"full","Ycons",-0.0446688945570555,0.203977345107408
"full","Ycons",0.653678792192316,0.708200227182791
"full","Ycons",-0.0695278634411901,0.195931360794908
"full","Ycons",0.0837447594517885,0.359780413363687
"full","Ycons",0.0820183405084614,0.334483072267915
"full","Ycons",0.251128674926646,0.460759520812883
"full","Ycons",0.0140082623530776,0.291590273153154
"full","Ycons",0.127617151427064,0.439635484686796
"full","Ycons",0.477997093441826,0.640098295072091
"full","Ycons",0.324960483266398,0.50198301029711
"full","Ycons",0.874870026179855,0.749465619151622
"full","Ycons",1.08033128408602,0.625361414463635
"full","Ycons",0.664492169015805,0.691873208577115
"full","Ycons",0.701805567640572,0.6145606594281
"full","Ycons",0.438754107700228,0.574460371337727
"full","Ycons",-0.0725041331280687,0.218836597964074
"full","Ycons",0.656374201829579,0.556579614035922
"full","Ycons",0.217012844720387,0.528300025006154
"full","Ycons",0.576460270688776,0.639591612540357
"full","Ycons",0.65179101345663,0.689041988284013
"full","Ycons",-0.0401273470814001,0.246240852671328
"full","Ycons",0.0707399663169531,0.329182346753686
"full","Ycons",0.092762699520161,0.313005298907955
"full","Ycons",0.410285929912202,0.434122487362707
"full","Ycons",1.25241444636575,0.723321383578062
"full","Ycons",0.812761624061811,0.764646968295192
"full","Ycons",1.1591356757328,0.81757419534942
"full","Ycons",0.425347015359039,0.641446879739168
"full","Ycons",-0.0382110387527552,0.231847597954573
"full","Ycons",0.0684363741977872,0.35196889590906
"full","Ycons",-0.00960633657395088,0.274413281881434
"full","Ycons",0.720526642026167,0.761872993074113
"full","Ycons",1.05498664712807,0.735473910286952
"full","Ycons",-0.204401272256493,0.214736979491015
"full","Ycons",0.84506116556068,0.601391024593868
"full","Ycons",0.0556286188524353,0.304974846791045
"full","Ycons",0.0709641938260744,0.333402360986452
"full","Ycons",0.588061145940442,0.676989014336717
"full","Ycons",0.0939722439916459,0.373993634762561
"full","Ycons",0.228196961403244,0.404803991073282
"full","Ycons",0.277864601430174,0.443968276817142
"full","Ycons",0.872497704904299,0.702887562861179
"full","Ycons",0.343594410680112,0.699665298321061
"full","Ycons",0.257390868692167,0.436262333871344
"full","Ycons",1.07064882071574,0.712952846087883
"full","Ycons",0.527467886405349,0.697488912127618
"full","Ycons",-0.0734687794574949,0.246795639365759
"full","Ycons",0.0747181237448922,0.312595656278065
"full","Ycons",0.636297370479568,0.708325688067146
"full","Ycons",0.897654527640817,0.733907259694564
"full","Ycons",0.787512159261617,0.769212567563034
"full","Ycons",0.895548729231633,0.783581256268641
"full","Ycons",1.12538099708676,0.733671776602604
"full","Ycons",0.62606936784079,0.471835271218772
"full","Ycons",0.387997334066042,0.487377681998911
"full","Ycons",0.265300409360599,0.368037526920778
"full","Ycons",1.39378763208769,0.754326318350044
"full","Ycons",0.465430517074582,0.684093047790591
"full","Ycons",0.952655517725295,0.752214761305273
"full","Ycons",1.29401707817581,0.74671161894668
"full","Ycons",0.874691327448575,0.774138334570178
"full","Ycons",0.580380743638196,0.684173057104003
"full","Ycons",0.838965422836466,0.71823689201267
"full","Ycons",0.829530673954196,0.726253986260003
"full","Ycons",0.582718313739574,0.669074827864122
"full","Ycons",0.627218626924629,0.624669751646599
"full","Ycons",0.753890229275624,0.72761181743546
"full","Ycons",1.99123199318022,0.878194143775926
"full","Ycons",1.72568581530425,0.828936086214567
"full","Ycons",1.42093265754525,0.722425738396128
"full","Ycons",1.19907812744658,0.803236012048219
"full","Ycons",0.968150445540316,0.777970812853499
"full","Ycons",0.451867825772069,0.415229734965798
"full","Ycons",0.781223056271077,0.69636449457003
"full","Ycons",1.37805971017689,0.714065211647176
"full","Ycons",1.11614016050561,0.833879656170429
"full","Ycons",0.721852321292601,0.768212834867237
"full","Ycons",0.685598973188086,0.658467933601864
"full","Ycons",0.979303519825107,0.768392148503936
"full","Ycons",1.43761822837152,0.732802550067666
"full","Ycons",1.43469895245151,0.715254772132765
"full","Ycons",1.4167258505822,0.733681302658427
"full","Ycons",0.599996234529617,0.467211159055732
"full","Ycons",1.03228119831844,0.652688462389655
"full","Ycons",1.38176365385301,0.704691948451197
"full","Ycons",0.47247730302874,0.71179092761664
"full","Ycons",0.272913811465336,0.614548496159104
"full","Ycons",0.460052759100835,0.687290944047694
"full","Ycons",0.696909985817354,0.680347342670983
"full","Ycons",1.06908227751237,0.687351504124335
"full","Ycons",0.575347125579954,0.459505749899718
"full","Ycons",0.323305528295092,0.581632457395518
"full","Ycons",1.14982006040919,0.642426405796978
"full","Ycons",0.0101763496051305,0.291284098131966
"full","Ycons",-0.211335613788998,0.108828169420697
"full","Ycons",1.12566793009831,0.725273267252644
"full","Ycons",0.384969289977122,0.640646534884709
"full","Ycons",0.453340888222518,0.840178783010228
"full","Ycons",0.4772467900145,0.694556389571821
"full","Ycons",0.250341841554935,0.557440809806429
"full","Ycons",0.478472582383882,0.585383761712427
"full","Ycons",0.0778626644801199,0.372960869794274
"full","Ycons",0.322307364566422,0.571312066569886
"full","Ycons",0.268361382808444,0.43983250329003
"full","Ycons",0.651799151465973,0.671881897061907
"full","Ycons",0.402723575682343,0.637149749539727
"full","Ycons",0.248355987240798,0.516471979506236
"full","Ycons",0.307077480918768,0.561332998659603
"full","Ycons",0.031315066589794,0.302951422944805
"full","Ycons",0.0523243285535003,0.348898312336449
"full","Ycons",0.785327790993072,0.514151314875284
"full","Ycons",0.152395069542665,0.342434853851602
"full","Ycons",-0.0322975602171337,0.252929491493591
"full","Ycons",0.576930023912425,0.454555625473171
"full","Ycons",0.829497212526856,0.526326533568759
"full","Ycons",0.662638788167355,0.507768370218061
"full","Ycons",0.114579638342029,0.324312674377386
"full","Ycons",0.217847045825771,0.513560554883409
"full","Ycons",-0.0613823653530363,0.227978359085308
"full","Ycons",0.104376108889478,0.33007704473194
"full","Ycons",0.0498340757775642,0.331381548016567
"full","Ycons",0.158636724230867,0.33058136383428
"full","Ycons",0.54204706029367,0.59727640766272
"full","Ycons",1.40585527868676,0.768478628469029
"full","Ycons",0.156612290966906,0.376571895645036
"full","Ycons",0.0799613451749088,0.383963982246082
"full","Ycons",-0.0332335660359507,0.259245342997134
"full","Ycons",-0.15518940712282,0.146294152007999
"full","Ycons",-0.0672917635380038,0.221658159045334
"full","Ycons",0.119148511539335,0.398153270405665
"full","Ycons",-0.0582780797929223,0.221968959931788
"full","Ycons",-0.0833057209168288,0.191738618709816
"full","Ycons",-0.0286381044785711,0.250080903760697
"full","Ycons",1.04781000233897,0.714108607302278
"full","Ycons",0.00670822133528549,0.289888134043361
"full","Ycons",0.311016382095561,0.612582136293264
"full","Ycons",0.446179876624896,0.608871617006221
"full","Ycons",0.954052205225362,0.832371368844417
"full","Ycons",-0.0385152641938567,0.249259970342895
"full","Ycons",0.321305395645778,0.44227600593137
"full","Ycons",-0.110668573488875,0.181582860882164
"full","Ycons",1.83246266549464,0.824903587835814
"full","Ycons",0.578955767189785,0.628666680396923
"full","Ycons",1.62877140708171,0.787280048626514
"full","Ycons",0.507539440960071,0.437288062875953
"full","Ycons",1.61313004741731,0.767923074195777
"full","Ycons",0.937251277070487,0.591374782669872
"full","Ycons",1.65765686082995,0.770895572899653
"full","Ycons",0.282572197170468,0.367133852334144
"full","Ycons",0.0730296932343997,0.319596134996834
"full","Ycons",1.07826570524261,0.871718578961241
"full","Ycons",1.42998779857226,0.748614486148415
"full","Ycons",1.61420768586308,0.778455689815188
"full","Ycons",1.31782237674491,0.691347624775533
"full","Ycons",0.338227012267195,0.607889058556126
"full","Ycons",0.208538200449195,0.538804071233366
"full","Ycons",-0.0471841137917408,0.216643990600468
"full","Ycons",0.08110656865912,0.350390150815637
"full","Ycons",1.44032924717986,0.728862860550559
"full","Ycons",0.33949020499276,0.659963067018855
"full","Ycons",0.0139348016870937,0.29485687846511
"full","Ycons",0.0138726336217836,0.295885760970625
"full","Ycons",-0.143344572897044,0.121083655407941
"full","Ycons",-0.000144240653943045,0.281540723757621
"full","Ycons",0.163976681947146,0.369599820342179
"full","Ycons",0.973855259282487,0.563810801506332
"full","Ycons",-0.107597065369214,0.152091124675286
"full","Ycons",0.225396526710732,0.568218791689874
"full","Ycons",-0.103320302567046,0.154358083105068
"full","Ycons",-9.73856547229429e-06,0.281712184095468
"full","Ycons",-0.0768113989539256,0.196561045035392
"full","Ycons",0.122163385288804,0.413345153018047
"full","Ycons",0.368021991547419,0.638375705898782
"full","Ycons",-0.130458796439092,0.149058945539907
"full","Ycons",-0.0553980540362317,0.211286508016921
"full","Ycons",-0.0366354220619301,0.233911541406138
"full","Ycons",0.0451600441360435,0.331962065645856
"full","Ycons",-0.0353695991076605,0.237705418673948
"full","Ycons",-0.0386471194470853,0.225782449400084
"full","Ycons",0.0576843976498087,0.331080389255586
"full","Ycons",0.555716696934149,0.727173719143671
"full","Ycons",0.0820002924923031,0.34805673116207
"full","Ycons",0.296825749713366,0.52151114995973
"full","Ycons",0.0895031501438857,0.344045649197507
"full","Ycons",0.368798362353993,0.695249319720284
"full","Ycons",0.132916727698338,0.444698064081498
"full","Ycons",0.0124809978007758,0.292364089875348
"full","Ycons",0.296358127368736,0.549692332087501
"full","Ycons",0.11941995092031,0.418716684741372
"full","Ycons",-0.0574388652538605,0.233724492320827
"full","Ycons",0.317999083519702,0.644378087488512
"full","Ycons",0.51080429902481,0.620035769119869
"full","Ycons",0.469974790442563,0.661828236847303
"full","Ycons",0.148402184421876,0.40931868775913
"full","Ycons",-0.172493827597109,0.121280831898378
"full","Ycons",0.0343824268068413,0.319697362824809
"full","Ycons",0.25398444412631,0.531139387194635
"full","Ycons",0.687353378382953,0.658584746308708
"full","Ycons",0.952529629368204,0.873004585159874
"full","Ycons",0.421302631510961,0.645083991466193
"full","Ycons",0.193736124426983,0.489874124110262
"full","Ycons",0.0927646775505731,0.380405714920786
"full","Ycons",0.213196046786543,0.569083957296637
"full","Ycons",0.146907906550425,0.441584008884792
"full","Ycons",0.290704029530524,0.611375161850545
"full","Ycons",0.294014939266753,0.626830248580426
"full","Ycons",0.139610957730623,0.482932609273761
"full","Ycons",0.115113508298215,0.475894321845582
"full","Ycons",0.26078517987712,0.573346301279587
"full","Ycons",0.0530086750944203,0.362051763153204
"full","Ycons",-0.00766497983793685,0.269130814040887
"full","Ycons",0.0880242324527458,0.426446851027165
"full","Ycons",-0.0838791879307029,0.174062393946927
"full","Ycons",0.0283141126763072,0.319117409730575
"full","Ycons",-0.0525431441210124,0.202405236815913
"full","Ycons",-0.0376348763989369,0.224591233073169
"full","Ycons",-0.0445419739101401,0.218096660730814
"full","Ycons",0.134846940593899,0.428227077873172
"full","Ycons",-0.105140917623538,0.140067709228314
"full","Ycons",-0.0923465585815282,0.0830847733421766
"full","Ycons",-0.0547395166772703,0.188083681613373
"full","Ycons",-0.0173446556036881,0.248789914255181
"full","Ycons",-0.027349608013835,0.23716158910528
"full","Ycons",0.0153695497690106,0.29963522677162
"full","Ycons",0.0253906381675765,0.331779692785351
"full","Ycons",-0.0132053737889732,0.26043952595089
"full","Ycons",0.0253209037012053,0.340116843604369
"full","Ycons",0.0445648490632807,0.358062692262477
"full","Ycons",-0.0338236721121461,0.209066060601632
"full","Ycons",0.00481595358588409,0.287674687010989
"full","Ycons",0.0362909182189796,0.348121499728902
"full","Ycons",0.0255906549254954,0.326257180323617
"full","Ycons",-0.013535544765284,0.261948973240398
"full","Ycons",0.228978418599726,0.613113692323846
"full","Ycons",0.117959648718041,0.451111478204174
"full","Ycons",0.132182126381924,0.475569323097269
"full","Ycons",-0.128561459179476,0.136040639775333
"full","Ycons",0.104032436728438,0.424539877420154
"full","Ycons",0.469118751793648,0.652048908281467
"full","Ycons",0.322209119400473,0.61538415451583
"full","Ycons",0.526925871471097,0.676940030777713
"full","Ycons",0.31887661619811,0.629259440959093
"full","Ycons",0.427498595635802,0.751045263938541
"full","Ycons",0.378743907942058,0.748822495034306
"full","Ycons",0.369533295286332,0.756383592413072
"full","Ycons",0.0621151176861193,0.357042216535192
"full","Ycons",0.795287933939967,0.845899541096359
"full","Ycons",0.399259427639465,0.69609631594844
"full","Ycons",0.257333447007107,0.509059993179718
"full","Ycons",0.00832200699449537,0.290128552645034
"full","Ycons",0.0670567399269351,0.354074371965018
"full","Ycons",0.011396929585917,0.296145463901617
"full","Ycons",0.0301723479099879,0.312266800659114
"full","Ycons",0.0587413836278129,0.351933259446062
"full","Ycons",0.312355365586641,0.63892495423644
"full","Ycons",-0.0261147373292796,0.245454844078267
"full","Ycons",0.0979108118227294,0.412386323334701
"full","Ycons",0.236954896921994,0.611428807802512
"full","Ycons",0.0874007276796162,0.402766430505757
"full","Ycons",0.146099260065294,0.460333433672348
"full","Ycons",0.0796189420846425,0.356059903982135
"full","Ycons",-0.0566654501057474,0.21410555962333
"full","Ycons",0.233615681313833,0.572263657797098
"full","Ycons",0.326766639773607,0.545460095703545
"full","Ycons",0.492848596650786,0.819088587904971
"full","Ycons",0.320687215632306,0.672878351476564
"full","Ycons",0.481092432163442,0.702810037611203
"full","Ycons",0.0554901342424557,0.341596380689396
"full","Ycons",0.325784721811191,0.62734748908853
"full","Ycons",0.389585501094349,0.757697081996215
"full","Ycons",0.372081295814865,0.629691785673027
"full","Ycons",0.369469654306227,0.703705022063621
"full","Ycons",0.466730582390788,0.71446057137483
"full","Ycons",0.391541209927455,0.688620367980137
"full","Ycons",0.0490819200732367,0.317501690005467
"full","Ycons",0.263733013020798,0.470879450349829
"full","Ycons",0.0967721987828779,0.3885889253395
"full","Ycons",-0.00610010763745421,0.27442275378185
"full","Ycons",0.160501419897873,0.433298751636056
"full","Ycons",0.015987358310966,0.301691286323384
"full","Ycons",-0.0118933624687956,0.269995681201582
"full","Ycons",-0.129418771677403,0.126290671709881
"full","Ycons",0.177081482454805,0.495713388643824
"full","Ycons",-0.125633538760945,0.138560704719376
"full","Ycons",-0.120349022644915,0.132011145133173
"full","Ycons",-0.195585793234152,0.0934535587045994
"full","Ycons",0.0131302650909599,0.296065554785461
"full","Ycons",0.221152667979784,0.624150799361132
"full","Ycons",0.149745253662372,0.46769093123848
"full","Ycons",0.113858878991043,0.417808475129754
"full","Ycons",0.162972327364449,0.467237559609302
"full","Ycons",-0.0468602779940373,0.211089257630637
"full","Ycons",-0.0762739021964861,0.191198612184961
"full","Ycons",-0.0957051233667601,0.182206304971545
"full","Ycons",0.106847342569087,0.436849037051678
"full","Ycons",-0.0516684154015984,0.207605366645384
"full","Ycons",-0.0293098233729825,0.244902393587119
"full","Ycons",-0.131909944907794,0.125805913549761
"full","Ycons",-0.100542651040317,0.138318528401668
"full","Ycons",-0.0674835778557649,0.198072098219109
"full","Ycons",-0.0653424393258799,0.215613554228963
"full","Ycons",0.464037892319483,0.751243201873942
"full","Ycons",-0.0510494280670184,0.22215513524422
"full","Ycons",-0.0787165600014229,0.218629153105654
"full","Ycons",-0.129856622899266,0.167222195159179
"full","Ycons",-0.0689632781094651,0.2135391206878
"full","Ycons",0.0821283785201861,0.381835414529915
"full","Ycons",-0.0435309829875993,0.227107234256323
"full","Ycons",-0.115441110666942,0.15656578235161
"full","Ycons",-0.0766299296296789,0.185431758451102
"full","Ycons",0.0224163319465916,0.305932953597568
"full","Ycons",-0.0319254965554389,0.231538776684951
"full","Ycons",0.0294710462444888,0.318102356375869
"full","Ycons",0.172184946920325,0.509188675425274
"full","Ycons",0.576339732696263,0.668709811321757
"full","Ycons",0.134215714414016,0.425036195349488
"full","Ycons",-0.0422349134084535,0.226940722280563
"full","Ycons",-0.0936276931060867,0.184083371588224
"full","Ycons",-0.0360742245477978,0.237670798981587
"full","Ycons",-0.102754614508459,0.172456882278656
"full","Ycons",-0.00608194924396834,0.275049607863284
"full","Ycons",0.189712167881573,0.411773966722656
"full","Ycons",0.627000148694127,0.754490594392802
"full","Ycons",-0.0967798846887647,0.176950111408758
"full","Ycons",-0.0194493535964183,0.259100794931231
"full","Ycons",1.05767704171528,0.753331262039118
"full","Ycons",0.229347797458505,0.563136073672738
"full","Ycons",0.179772880438567,0.429128891707682
"full","Ycons",0.622121569711527,0.730391535163343
"full","Ycons",0.43567156327371,0.637883118612066
"full","Ycons",0.953764679723824,0.790214618689445
"full","Ycons",1.49182577529633,0.774263850485299
"full","Ycons",1.24591230795008,0.680668426978916
"full","Ycons",1.76397628141009,0.827486798060936
"full","Ycons",1.49945697170768,0.792230872423016
"full","Ycons",1.26561100373137,0.701572281918919
"full","Ycons",1.34913103679174,0.740683151096604
"full","Ycons",1.71189165088021,0.806173697444111
"full","Ycons",1.21994943427076,0.701398638878152
"full","Ycons",1.33360088319395,0.776196803001483
"full","Ycons",-0.0195037252035278,0.27031340094718
"full","Ycons",-0.0967332963489085,0.208833719309542
"full","Ycons",-0.0502392210093389,0.254631326755974
"full","Ycons",-0.109771070270818,0.148701148638078
"full","Ycons",0.122338620242664,0.405669975639577
"full","Ycons",0.182270389550761,0.416468642584761
"full","Ycons",0.0986391534235555,0.3998062213974
"full","Ycons",0.309536266769352,0.537118403214411
"full","Ycons",0.875569702619441,0.725262330857786
"full","Ycons",0.371208580733099,0.398335698170619
"full","Ycons",0.42844258792664,0.598777679539415
"full","Ycons",0.0490095320825093,0.306616434563154
"full","Ycons",0.638913550308932,0.675512397359887
"full","Ycons",0.580685396441617,0.613538643497478
"full","Ycons",0.599273003301394,0.627077302882081
"full","Ycons",0.195193813033662,0.356847877750124
"full","Ycons",0.638431600818426,0.658823792164241
"full","Ycons",0.317475304945581,0.51974937000169
"full","Ycons",-0.0191001320560225,0.261423382853507
"full","Ycons",0.570269433412724,0.718844077055595
"full","Ycons",1.25053272089767,0.665168124854443
"full","Ycons",1.39218215339589,0.699818035395899
"full","Ycons",0.761670580028238,0.676964639340999
"full","Ycons",0.839938629494801,0.736876843403303
"full","Ycons",0.710160985467858,0.70627897973505
"full","Ycons",0.112674361728231,0.385266037985496
"full","Ycons",0.852467044172862,0.694970541756078
"full","Ycons",0.962869880806905,0.749713052809247
"full","Ycons",-0.042389607710349,0.244879340146909
"full","Ycons",0.400316199183555,0.658926283363202
"full","Ycons",0.37987142148322,0.590592988998137
"full","Ycons",0.526976973438883,0.617654140885665
"full","Ycons",0.504074742858429,0.581753491204253
"full","Ycons",0.638788010204296,0.584052253906573
"full","Ycons",0.295009623588258,0.560382615810834
"full","Ycons",0.846038462338464,0.684176272937753
"full","Ycons",0.343632363149049,0.608626079614421
"full","Ycons",0.196590683719316,0.45400262949316
"full","Ycons",0.0233438130739978,0.304651479706694
"full","Ycons",0.51081096014158,0.634533440222502
"full","Ycons",0.681831074263443,0.694972389602143
"full","Ycons",0.696245210093664,0.738031164590534
"full","Ycons",1.38820221143658,0.768467666746716
"full","Ycons",0.00931401437265239,0.284651004888073
"full","Ycons",-0.211783248187377,0.0762573848940865
"full","Ycons",-0.124061540581002,0.153377390774833
"full","Ycons",-0.0892307988606428,0.209896219289094
"full","Ycons",-0.0241790059452441,0.258107895167027
"full","Ycons",1.51369800826172,0.772864446636981
"full","Ycons",1.45007104151363,0.728344993713869
"full","Ycons",0.39108143992352,0.40834950352466
"full","Ycons",0.612485419764343,0.756115397848046
"full","Ycons",1.10826861329957,0.666474569173891
