"shrid2","lat","lon","Ycons","Ylowinc","Ymidinc","wave","D","R_PC1","R_PC1_scaled"
"11-28-532-04323-569664",19.455,78.395,0,0,0,"Holdout",NA,-58.6095596011604,-1.20195719995142
"11-28-532-04323-569665",19.435,78.415,0,0,0,"Holdout",NA,-29.1948420586411,-0.598724011110528
"11-28-532-04323-569666",19.445,78.395,1,0,1,"Holdout",NA,-4.79645308895901,-0.0983650340274758
"11-28-532-04323-569668",19.415,78.385,1,1,1,"Holdout",NA,-40.3998050234374,-0.828513929382825
"11-28-532-04323-569669",19.405,78.415,0,0,0,"Holdout",NA,-63.8991704002879,-1.31043584794362
"11-28-532-04324-569670",19.385,78.185,1,0,0,"Holdout",NA,-46.0095007271806,-0.943556836828885
"11-28-532-04324-569671",19.405,78.255,0,0,0,"Holdout",NA,-33.3684164685968,-0.684315130472564
"11-28-532-04324-569672",19.435,78.285,1,0,0,"Holdout",NA,5.29924986772271,0.108676324753084
"11-28-532-04324-569673",19.415,78.325,1,0,0,"Holdout",NA,-32.9047015287793,-0.674805325000017
"11-28-532-04324-569674",19.425,78.345,1,0,0,"Holdout",NA,-44.3795501360738,-0.910130022809503
"11-28-532-04324-569676",19.395,78.385,1,1,1,"Holdout",NA,-63.4180878351577,-1.30056986947758
"11-28-532-04324-569677",19.375,78.375,0,0,0,"Holdout",NA,-41.1011729524782,-0.842897491345451
"11-28-532-04324-569678",19.385,78.345,0,0,0,"Holdout",NA,-45.5525266886959,-0.934185272881207
"11-28-532-04324-569679",19.395,78.325,1,1,1,"Holdout",NA,43.5973068401644,0.894087879377097
"11-28-532-04324-569681",19.405,78.305,0,0,0,"Holdout",NA,-26.8665463380827,-0.550975626308028
"11-28-532-04324-569682",19.385,78.295,1,0,0,"Holdout",NA,6.90170459429711,0.141539257170753
"11-28-532-04324-569683",19.385,78.255,1,0,1,"Holdout",NA,-35.2699161499888,-0.723310837799277
"11-28-532-04324-569684",19.355,78.245,0,0,0,"Holdout",NA,5.11062900292575,0.104808112672213
"11-28-532-04324-569685",19.355,78.215,1,0,0,"Holdout",NA,0.809495455463842,0.0166010271642353
"11-28-532-04324-569686",19.335,78.195,0,0,0,"Holdout",NA,-29.8712792914556,-0.612596297608318
"11-28-532-04324-569687",19.315,78.245,0,0,0,"Holdout",NA,-48.3371376649535,-0.99129171139999
"11-28-532-04324-569688",19.355,78.275,1,0,0,"Holdout",NA,-47.9496676217392,-0.98334552631728
"11-28-532-04324-569689",19.365,78.305,1,0,0,"Holdout",NA,34.5194324263524,0.707920015530529
"11-28-532-04324-569690",19.345,78.335,0,0,0,"Holdout",NA,-7.04756936401585,-0.144530632833286
"11-28-532-04324-569692",19.365,78.355,0,0,0,"Holdout",NA,-60.5615724455424,-1.24198882463294
"11-28-532-04324-569694",19.335,78.385,0,0,0,"Holdout",NA,-57.840162704776,-1.18617850880406
"11-28-532-04324-569696",19.325,78.355,1,0,0,"Holdout",NA,-62.8176591883268,-1.28825635714228
"11-28-532-04324-569697",19.305,78.345,0,0,0,"Holdout",NA,-13.9431460345367,-0.285944219342909
"11-28-532-04324-569698",19.315,78.305,0,0,0,"Holdout",NA,-7.3289801494643,-0.150301768498108
"11-28-532-04324-569701",19.325,78.275,0,0,0,"Holdout",NA,-49.834156430544,-1.02199237688884
"11-28-532-04324-569703",19.275,78.275,1,0,1,"Holdout",NA,-54.7700820831491,-1.12321769605087
"11-28-532-04324-569704",19.285,78.295,1,0,1,"Holdout",NA,-27.1929517196213,-0.557669505277825
"11-28-532-04324-569706",19.285,78.325,1,1,1,"Holdout",NA,-38.0202518618765,-0.779714363669168
"11-28-532-04324-569708",19.275,78.335,1,1,1,"Holdout",NA,-20.0009650386476,-0.410177180954337
"11-28-532-04325-569709",19.375,78.415,0,0,1,"Holdout",NA,-53.9625000249694,-1.10665590858845
"11-28-532-04325-569712",19.355,78.445,0,0,0,"Holdout",NA,-59.9492930697294,-1.22943227909415
"11-28-532-04325-569713",19.355,78.425,0,0,0,"Holdout",NA,-18.5326817756853,-0.380065819403504
"11-28-532-04325-569716",19.335,78.405,0,0,0,"Holdout",NA,-64.5886292598538,-1.32457518026355
"11-28-532-04325-569717",19.335,78.425,0,0,1,"Holdout",NA,-65.6651458518764,-1.34665224205098
"11-28-532-04325-569718",19.335,78.455,0,0,0,"Holdout",NA,-21.8549526758253,-0.448198517478465
"11-28-532-04325-569719",19.345,78.475,1,1,1,"Holdout",NA,-31.5232533823444,-0.646474766687238
"11-28-532-04325-569720",19.325,78.485,1,0,1,"Holdout",NA,2.2857193808694,0.0468752347842263
"11-28-532-04325-569721",19.305,78.495,0,0,1,"Holdout",NA,-9.18323983576122,-0.188328684170071
"11-28-532-04325-569722",19.315,78.475,0,0,0,"Holdout",NA,-43.7121474822844,-0.896443016279378
"11-28-532-04325-569723",19.325,78.465,0,0,0,"Holdout",NA,-47.099646604158,-0.96591340621359
"11-28-532-04325-569725",19.305,78.435,1,0,1,"Holdout",NA,-51.3921133247578,-1.05394275356727
"11-28-532-04325-569726",19.325,78.425,0,1,1,"Holdout",NA,-44.7745043965958,-0.918229693244094
"11-28-532-04325-569727",19.315,78.395,0,1,1,"Holdout",NA,-21.4783591767753,-0.440475387144125
"11-28-532-04325-569728",19.285,78.385,0,0,0,"Holdout",NA,-18.2106980573142,-0.373462619324934
"11-28-532-04325-569729",19.295,78.365,1,1,1,"Holdout",NA,-59.5366827783804,-1.22097052108341
"11-28-532-04325-569730",19.275,78.345,1,0,0,"Holdout",NA,-23.8091811104121,-0.488275579194774
"11-28-532-04325-569731",19.265,78.365,1,1,1,"Holdout",NA,-46.9947070209797,-0.96376131893603
"11-28-532-04325-569732",19.275,78.415,0,0,0,"Holdout",NA,-24.0566379665317,-0.493350392107793
"11-28-532-04325-569733",19.285,78.405,1,1,1,"Holdout",NA,5.89512209479036,0.120896394626479
"11-28-532-04325-569734",19.305,78.415,0,0,0,"Holdout",NA,-38.0858078491507,-0.781058777301353
"11-28-532-04325-569735",19.285,78.425,1,0,0,"Holdout",NA,-27.3250074590922,-0.560377687150067
"11-28-532-04325-569736",19.295,78.445,0,0,0,"Holdout",NA,-39.9120053345262,-0.818510197018843
"11-28-532-04325-569737",19.295,78.475,0,0,0,"Holdout",NA,13.7641144112071,0.282272662174687
"11-28-532-04325-569738",19.275,78.475,0,1,1,"Holdout",NA,23.9310153661686,0.49077414021287
"11-28-532-04325-569739",19.245,78.475,1,0,0,"Holdout",NA,-27.8989403615529,-0.57214782821743
"11-28-532-04325-569740",19.215,78.425,0,0,0,"Holdout",NA,-40.7888055123938,-0.836491500647094
"11-28-532-04325-569741",19.225,78.385,1,0,1,"Holdout",NA,-28.1571186391366,-0.577442514642723
"11-28-532-04325-569743",19.235,78.345,0,0,0,"Holdout",NA,-32.3437939922374,-0.66330230643715
"11-28-532-04325-569744",19.205,78.345,1,1,1,"Holdout",NA,-33.0771673611034,-0.678342231783113
"11-28-532-04325-569745",19.195,78.365,1,1,1,"Holdout",NA,-33.2408904819225,-0.681699844179557
"11-28-532-04325-569746",19.215,78.365,1,0,1,"Holdout",NA,-38.0820901811931,-0.780982535852021
"11-28-532-04325-569747",19.215,78.385,1,1,1,"Holdout",NA,-26.9987816813185,-0.553687491470842
"11-28-532-04325-569748",19.215,78.405,0,0,1,"Holdout",NA,-28.934549988936,-0.59338597531225
"11-28-532-04325-569749",19.205,78.385,1,1,1,"Holdout",NA,-38.1587096600972,-0.782553838126805
"11-28-532-04325-569750",19.195,78.385,1,0,1,"Holdout",NA,-41.4353963243922,-0.849751700641646
"11-28-532-04325-569751",19.195,78.405,1,1,1,"Holdout",NA,-29.0119128780431,-0.594972523346462
"11-28-532-04326-569752",19.355,78.915,1,0,0,"Holdout",NA,-23.233634888533,-0.476472352383312
"11-28-532-04326-569753",19.345,78.935,0,0,0,"Holdout",NA,-27.4006092175414,-0.561928118146569
"11-28-532-04326-569754",19.365,78.955,1,0,0,"Holdout",NA,-30.5563576018311,-0.626645794197098
"11-28-532-04326-569755",19.365,78.965,0,0,0,"Holdout",NA,6.20758649885565,0.127304373849502
"11-28-532-04326-569756",19.365,78.995,1,0,1,"Holdout",NA,-4.74349032292736,-0.0972788805331606
"11-28-532-04326-569757",19.355,79.035,1,0,0,"Holdout",NA,-29.5335830323053,-0.605670866793882
"11-28-532-04326-569758",19.395,79.035,1,0,0,"Holdout",NA,-44.5192247470837,-0.91299445150503
"11-28-532-04326-569759",19.305,79.065,0,0,0,"Holdout",NA,-51.3678195962425,-1.05344454095313
"11-28-532-04326-569760",19.285,79.015,1,1,1,"Holdout",NA,-16.3571135690035,-0.335449550525161
"11-28-532-04326-569761",19.305,79.005,1,0,0,"Holdout",NA,-32.465085290036,-0.665789732544301
"11-28-532-04326-569762",19.325,78.985,1,1,1,"Holdout",NA,-22.069576069094,-0.452599986019993
"11-28-532-04326-569763",19.335,78.955,1,0,0,"Holdout",NA,3.99110635094441,0.0818490882192966
"11-28-532-04326-569764",19.325,78.935,1,0,0,"Holdout",NA,-47.5230924423815,-0.97459737820563
"11-28-532-04326-569765",19.315,78.915,1,0,1,"Holdout",NA,-13.9331545466357,-0.285739315212892
"11-28-532-04326-569766",19.295,78.925,0,0,1,"Holdout",NA,-28.8071470875907,-0.590773213237108
"11-28-532-04326-569767",19.295,78.945,1,1,1,"Holdout",NA,-16.5773939686252,-0.339967032214756
"11-28-532-04326-569768",19.315,78.955,1,0,0,"Holdout",NA,35.3716936190139,0.725398076852428
"11-28-532-04326-569769",19.305,78.975,0,0,0,"Holdout",NA,-53.8164012795547,-1.10365973458287
"11-28-532-04326-569770",19.285,78.975,0,0,1,"Holdout",NA,-51.0248140844324,-1.04641022867799
"11-28-532-04326-569771",19.285,78.955,1,0,0,"Holdout",NA,-10.9596728064047,-0.224759539713537
"11-28-532-04326-569772",19.275,78.945,0,0,1,"Holdout",NA,-42.2130822996363,-0.865700383136564
"11-28-532-04326-569773",19.255,78.985,1,0,0,"Holdout",NA,-41.3992325103481,-0.849010057862485
"11-28-532-04326-569774",19.245,79.015,1,0,0,"Holdout",NA,-30.4308021221963,-0.624070918805312
"11-28-532-04326-569775",19.275,79.015,1,0,0,"Holdout",NA,-28.2583841187109,-0.57951925388303
"11-28-532-04326-569776",19.265,79.055,1,0,1,"Holdout",NA,-53.972910411051,-1.10686940342769
"11-28-532-04326-569777",19.235,79.055,1,0,0,"Holdout",NA,-51.7394918410363,-1.06106674684739
"11-28-532-04327-569778",19.295,79.375,0,0,0,"Holdout",NA,11.9964473201183,0.246021576145211
"11-28-532-04327-569779",19.325,79.375,0,0,0,"Holdout",NA,-41.3257867420293,-0.847503841630228
"11-28-532-04327-569781",19.325,79.395,0,0,0,"Holdout",NA,-1.25914282769742,-0.0258223367965408
"11-28-532-04327-569782",19.325,79.425,0,0,0,"Holdout",NA,-30.6635140577745,-0.62884334481203
"11-28-532-04327-569783",19.305,79.425,1,0,0,"Holdout",NA,21.286025243458,0.43653102793858
"11-28-532-04327-569784",19.305,79.405,0,0,0,"Holdout",NA,54.156995465073,1.11064459569309
"11-28-532-04327-569785",19.305,79.395,1,0,0,"Holdout",NA,-2.55936213168802,-0.0524870646085612
"11-28-532-04327-569786",19.275,79.395,1,1,1,"Holdout",NA,-32.0130298051317,-0.656519037651594
"11-28-532-04327-569787",19.265,79.415,0,0,0,"Holdout",NA,-8.22713012720455,-0.168720911036072
"11-28-532-04327-569788",19.265,79.435,1,0,0,"Holdout",NA,-14.692044993955,-0.301302541473881
"11-28-532-04327-569789",19.295,79.455,1,0,1,"Holdout",NA,-3.68323073262676,-0.0755352152155641
"11-28-532-04327-569790",19.295,79.495,1,0,0,"Holdout",NA,-29.5189744351147,-0.605371275589071
"11-28-532-04327-569791",19.315,79.485,0,0,0,"Holdout",NA,-18.0267428689392,-0.369690090327268
"11-28-532-04327-569792",19.265,79.475,1,0,0,"Holdout",NA,-3.16956385748908,-0.0650010019720294
"11-28-532-04327-569793",19.235,79.445,0,0,0,"Holdout",NA,-73.3977032009061,-1.50523051909232
"11-28-532-04327-569794",19.225,79.395,0,0,0,"Holdout",NA,-46.4162151295083,-0.951897682716969
"11-28-532-04327-569795",19.215,79.345,0,1,1,"Holdout",NA,29.3823930348942,0.602570282056759
"11-28-532-04327-569796",19.215,79.425,1,0,1,"Holdout",NA,-75.6125232622793,-1.55065175988443
"11-28-532-04327-569798",19.195,79.455,0,0,0,"Holdout",NA,-72.228426846332,-1.48125115219932
"11-28-532-04327-569799",19.215,79.475,1,0,0,"Holdout",NA,-56.9628378080092,-1.1681864443091
"11-28-532-04327-569800",19.195,79.465,1,0,1,"Holdout",NA,-63.307896817678,-1.29831008647066
"11-28-532-04327-569803",19.205,79.495,0,1,1,"Holdout",NA,-78.2397695279888,-1.60453098345486
"11-28-532-04327-569805",19.245,79.495,1,0,0,"Holdout",NA,-49.9476565920533,-1.02432002338968
"11-28-532-04327-569806",19.225,79.525,1,0,0,"Holdout",NA,-65.6145884519021,-1.34561541748988
"11-28-532-04327-569808",19.215,79.535,1,0,0,"Holdout",NA,-70.0237544739801,-1.43603801888941
"11-28-532-04328-569809",19.275,79.525,0,0,0,"Buffer",0,4.63961421628074,0.0951486028935323
"11-28-532-04328-569810",19.245,79.545,1,0,0,"Buffer",0,-5.7855573169839,-0.118649454461056
"11-28-532-04328-569811",19.235,79.565,0,1,1,"Buffer",0,-71.7977272647069,-1.47241842138419
"11-28-532-04328-569812",19.235,79.605,1,0,1,"Buffer",0,-27.9383992676196,-0.57295704631379
"11-28-532-04328-569813",19.215,79.635,0,0,0,"Buffer",0,-67.2575022081388,-1.37930807840809
"11-28-532-04328-569814",19.195,79.655,0,0,0,"Buffer",0,-35.5505186450158,-0.729065397149615
"11-28-532-04328-569816",19.205,79.625,0,0,0,"Buffer",0,-58.6880005697909,-1.20356585709982
"11-28-532-04328-569817",19.215,79.605,1,1,1,"Buffer",0,-69.8954948605267,-1.43340768747415
"11-28-532-04328-569818",19.205,79.575,1,0,0,"Buffer",0,-69.292978846912,-1.42105136769324
"11-28-532-04328-569821",19.185,79.575,0,0,1,"Buffer",0,-70.8866141865474,-1.45373343327447
"11-28-532-04328-569822",19.185,79.605,0,0,0,"Buffer",0,-78.0580112290256,-1.60080350797857
"11-28-532-04328-569823",19.175,79.635,0,0,0,"Buffer",0,-78.500975969457,-1.60988777106993
"11-28-532-04328-569826",19.155,79.645,1,1,1,"Buffer",0,-47.1816764475567,-0.967595663537395
"11-28-532-04328-569827",19.155,79.625,1,0,1,"Buffer",0,-33.6275898970827,-0.689630225322697
"11-28-532-04328-569828",19.155,79.605,0,1,1,"Buffer",0,-35.8244690620461,-0.73468353655247
"11-28-532-04328-569829",19.175,79.615,1,0,1,"Buffer",0,-59.9996938886517,-1.23046589251147
"11-28-532-04328-569831",19.165,79.575,1,1,1,"Buffer",0,-0.759723931106314,-0.0155803192377262
"11-28-532-04328-569832",19.145,79.585,1,1,1,"Buffer",0,-50.834348312126,-1.04250418147467
"11-28-532-04328-569833",19.125,79.565,1,0,0,"Buffer",0,-30.7039903661878,-0.629673427662949
"11-28-532-04328-569834",19.105,79.565,0,1,1,"Buffer",0,-26.1517178635718,-0.536316017235455
"11-28-532-04328-569835",19.125,79.595,0,0,1,"Buffer",0,-8.51872375031013,-0.174700875006741
"11-28-532-04328-569836",19.105,79.605,0,0,1,"Buffer",0,19.6727387618077,0.403445959301323
"11-28-532-04328-569837",19.095,79.625,1,1,1,"Buffer",0,-38.7981145679546,-0.795666670536967
"11-28-532-04328-569838",19.115,79.645,0,0,1,"Buffer",0,19.9774944901864,0.409695850009323
"11-28-532-04328-569839",19.135,79.625,0,0,0,"Buffer",0,-39.7399760573734,-0.81498224305223
"11-28-532-04328-569841",19.135,79.675,1,0,1,"Buffer",0,-65.0751966050824,-1.33455363988411
"11-28-532-04328-569842",19.155,79.675,1,0,0,"Buffer",0,-46.4722698489086,-0.95304724558748
"11-28-532-04328-569843",19.175,79.715,1,0,0,"Buffer",0,-29.6548174260227,-0.608157125919561
"11-28-532-04329-569844",19.305,79.575,1,1,1,"Control",0,-8.8380562377546,-0.181249703987443
"11-28-532-04329-569845",19.275,79.575,1,0,1,"Control",0,-28.9602563293898,-0.593913157587686
"11-28-532-04329-569846",19.285,79.605,0,0,0,"Control",0,-64.3067848954248,-1.31879515281758
"11-28-532-04329-569847",19.255,79.595,1,1,1,"Control",0,-7.91091233814571,-0.162235957883405
"11-28-532-04329-569848",19.285,79.625,0,0,0,"Control",0,-69.3259141563153,-1.42172680072054
"11-28-532-04329-569849",19.285,79.645,1,0,1,"Control",0,-35.186361281604,-0.721597305462069
"11-28-532-04329-569850",19.295,79.665,1,0,0,"Control",0,-43.6817886814288,-0.895820421953153
"11-28-532-04329-569851",19.315,79.685,0,0,0,"Control",0,-39.7285086606564,-0.814747071176815
"11-28-532-04329-569852",19.265,79.675,1,0,0,"Control",0,-42.6394063550575,-0.874443381231295
"11-28-532-04329-569853",19.255,79.655,0,0,0,"Control",0,4.64275047047377,0.0952129207852525
"11-28-532-04329-569854",19.245,79.635,1,1,1,"Control",0,-12.20455823895,-0.250289487710841
"11-28-532-04329-569855",19.235,79.645,0,0,1,"Control",0,-40.4059402814551,-0.82863975045362
"11-28-532-04329-569856",19.205,79.665,0,0,0,"Control",0,0.471863183193393,0.0096769085843818
"11-28-532-04329-569857",19.215,79.665,1,0,1,"Control",0,9.84451491290124,0.2018900271579
"11-28-532-04329-569858",19.215,79.685,0,0,1,"Control",0,-26.1316037881779,-0.535903520402095
"11-28-532-04329-569859",19.185,79.675,1,0,0,"Control",0,-5.07366226292116,-0.104050003592233
"11-28-532-04329-569860",19.195,79.695,1,0,1,"Control",0,-25.1628932046749,-0.516037330169069
"11-28-532-04329-569861",19.215,79.715,1,0,1,"Control",0,-34.3299311653251,-0.704033748398655
"11-28-532-04329-569862",19.255,79.705,1,0,1,"Control",0,-28.8389035895469,-0.591424471435109
"11-28-532-04329-569863",19.265,79.735,0,0,0,"Control",0,-48.3634480154222,-0.991831280633989
"11-28-532-04329-569864",19.235,79.715,1,0,1,"Control",0,-62.8451574295256,-1.28882028748435
"11-28-532-04329-569865",19.255,79.745,1,0,1,"Control",0,-60.701776389411,-1.24486410881766
"11-28-532-04329-569866",19.235,79.745,1,0,1,"Control",0,-39.8211696362291,-0.816647350371916
"11-28-532-04329-569867",19.235,79.765,1,0,1,"Control",0,-58.4497679626582,-1.19868021388129
"11-28-532-04329-569868",19.225,79.765,0,1,1,"Control",0,-36.0098774415397,-0.738485867403959
"11-28-532-04329-569869",19.215,79.745,1,0,0,"Control",0,-58.6345543157779,-1.20246978829707
"11-28-532-04329-569870",19.195,79.735,1,0,0,"Control",0,-10.5309055097356,-0.215966435946128
"11-28-532-04329-569871",19.205,79.775,0,0,0,"Control",0,-27.9951023329787,-0.574119905378617
"11-28-532-04329-569873",19.195,79.825,1,0,0,"Control",0,-37.5346461760422,-0.769755625633977
"11-28-532-04329-569874",19.235,79.795,0,0,1,"Control",0,-69.7546747856257,-1.43051976775462
"11-28-532-04329-569875",19.225,79.815,1,1,1,"Control",0,-70.7989134004752,-1.45193487699835
"11-28-532-04329-569877",19.215,79.875,1,1,1,"Control",0,-45.9579988626697,-0.942500643312316
"11-28-532-04329-569879",19.185,79.885,1,1,1,"Control",0,-51.0209523208544,-1.04633103213448
"11-28-532-04329-569880",19.185,79.905,1,1,1,"Control",0,-42.3709790535681,-0.868938509161205
"11-28-532-04329-569882",19.175,79.935,1,0,0,"Control",0,-56.0883599808336,-1.15025276714578
"11-28-532-04330-569883",19.135,79.695,0,0,0,"Buffer",0,-16.0956884537566,-0.330088278376771
"11-28-532-04330-569884",19.135,79.715,0,0,0,"Buffer",0,-33.0473984372572,-0.677731734577617
"11-28-532-04330-569885",19.155,79.725,0,0,0,"Buffer",0,28.0007460403711,0.574235645793336
"11-28-532-04330-569886",19.175,79.735,1,1,1,"Buffer",0,-41.2043700849606,-0.845013844671525
"11-28-532-04330-569887",19.165,79.755,1,0,1,"Buffer",0,-18.7073263608602,-0.383647407765742
"11-28-532-04330-569888",19.185,79.765,1,0,0,"Buffer",0,-7.30906398435505,-0.14989333038304
"11-28-532-04330-569891",19.135,79.755,1,0,1,"Buffer",0,-53.1048423046531,-1.08906717598163
"11-28-532-04330-569892",19.125,79.735,1,0,0,"Buffer",0,-30.1273229724006,-0.617847208004303
"11-28-532-04330-569893",19.095,79.745,0,1,1,"Buffer",0,-46.9215956075076,-0.962261959609337
"11-28-532-04330-569894",19.085,79.715,1,0,1,"Buffer",0,-54.2295625868175,-1.11213279275606
"11-28-532-04330-569895",19.065,79.735,0,0,1,"Buffer",0,-44.3900096159976,-0.910344524458854
"11-28-532-04330-569897",19.095,79.785,0,0,0,"Buffer",0,-45.080190868927,-0.924498671527612
"11-28-532-04330-569898",19.085,79.815,1,1,1,"Buffer",0,-26.3592781158197,-0.540572635802645
"11-28-532-04330-569899",19.095,79.835,1,0,0,"Buffer",0,-61.2956359938073,-1.25704290408795
"11-28-532-04330-569900",19.125,79.805,0,0,0,"Buffer",0,-54.0379218354541,-1.10820264923557
"11-28-532-04330-569903",19.135,79.845,0,1,1,"Buffer",0,-37.0310442658483,-0.759427823378066
"11-28-532-04330-569904",19.155,79.865,0,1,1,"Buffer",0,-65.0218340013652,-1.33345928657071
"11-28-532-04330-569905",19.145,79.885,1,1,1,"Buffer",0,-28.2247166591827,-0.578828806016516
"11-28-532-04330-569906",19.155,79.915,1,0,0,"Buffer",0,-15.7750683984546,-0.323513044122469
"11-28-532-04330-569908",19.075,79.825,0,0,0,"Buffer",0,-31.0300511279977,-0.63636023921632
"11-28-532-04330-569910",19.055,79.785,1,0,1,"Buffer",0,-58.622475345854,-1.20222207435814
"11-28-532-04330-569911",19.045,79.815,0,0,0,"Buffer",0,-12.6281029627248,-0.258975487634861
"11-28-532-04330-569912",19.055,79.845,1,0,0,"Buffer",0,-50.6468305327467,-1.03865859132559
"11-28-532-04330-569914",19.015,79.845,1,0,1,"Buffer",0,-53.9829928628946,-1.10707617303437
"11-28-532-04330-569915",19.025,79.875,1,0,1,"Buffer",0,-9.87406372226974,-0.202496010284409
"11-28-532-04331-569916",19.075,79.605,0,0,0,"Treatment",1,-7.86380370066949,-0.16126986009356
"11-28-532-04331-569917",19.075,79.655,1,0,0,"Treatment",1,-31.2545841639888,-0.640964933417625
"11-28-532-04331-569919",19.095,79.675,0,0,0,"Treatment",1,-15.814484328216,-0.324321380866371
"11-28-532-04331-569920",19.115,79.685,0,0,1,"Treatment",1,-36.5790328091113,-0.750158031409268
"11-28-532-04331-569921",19.065,79.695,1,0,1,"Treatment",1,-50.6082256796248,-1.03786688803557
"11-28-532-04331-569922",19.035,79.695,1,1,1,"Treatment",1,-18.6110482666508,-0.381672949173662
"11-28-532-04331-569923",19.055,79.665,1,0,1,"Treatment",1,1.88938021034352,0.0387471627960019
"11-28-532-04331-569924",19.045,79.635,0,0,0,"Treatment",1,-66.5061478434913,-1.3638994011471
"11-28-532-04331-569925",19.055,79.615,0,0,0,"Treatment",1,-1.74795014564369,-0.0358467334852823
"11-28-532-04331-569926",19.045,79.615,1,0,1,"Treatment",1,-10.3496621989801,-0.212249521780794
"11-28-532-04331-569928",19.035,79.585,1,0,0,"Treatment",1,93.6444136322892,1.92044741449193
"11-28-532-04331-569929",19.035,79.565,0,0,0,"Treatment",1,14.8614777847556,0.304777247037214
"11-28-532-04331-569930",19.015,79.565,0,0,0,"Treatment",1,69.0097043337413,1.4152420109435
"11-28-532-04331-569932",19.015,79.625,0,0,0,"Treatment",1,22.1921014230842,0.45511271999048
"11-28-532-04331-569936",18.965,79.605,0,0,0,"Treatment",1,0.279835093660284,0.00573882158325262
"11-28-532-04331-569937",18.995,79.595,1,0,0,"Treatment",1,6.7765645861684,0.138972902214397
"11-28-532-04331-569939",18.985,79.555,0,0,1,"Treatment",1,-9.95402543127107,-0.204135854577876
"11-28-532-04331-569940",18.965,79.565,0,0,0,"Treatment",1,-26.0794878913907,-0.534834734391732
"11-28-532-04331-569942",18.965,79.635,1,0,1,"Treatment",1,14.4703873313558,0.29675681505487
"11-28-532-04331-569943",18.975,79.635,0,0,0,"Treatment",1,-22.4349337241525,-0.460092693131996
"11-28-532-04331-569944",18.975,79.665,0,0,0,"Treatment",1,0.287524310036694,0.00589651102928333
"11-28-532-04332-569945",19.205,79.365,0,0,1,"Holdout",NA,1.00526471491743,0.0206158375898836
"11-28-532-04332-569946",19.205,79.355,1,1,1,"Holdout",NA,-24.6344299166209,-0.505199674020327
"11-28-532-04332-569948",19.195,79.405,0,0,0,"Holdout",NA,-35.9631086716199,-0.737526739573609
"11-28-532-04332-569949",19.185,79.435,1,0,0,"Holdout",NA,-64.0906349916449,-1.31436237879769
"11-28-532-04332-569950",19.175,79.435,0,0,0,"Holdout",NA,-2.77913590733078,-0.0569941565197091
"11-28-532-04332-569952",19.185,79.515,0,0,0,"Holdout",NA,-72.5811396738102,-1.48848454083741
"11-28-532-04332-569954",19.155,79.535,0,0,0,"Holdout",NA,-35.3821211160994,-0.725611922601906
"11-28-532-04332-569955",19.165,79.515,0,0,0,"Holdout",NA,-67.9531906427432,-1.39357516603997
"11-28-532-04332-569956",19.145,79.495,0,0,0,"Holdout",NA,-14.5567774190099,-0.298528491698866
"11-28-532-04332-569957",19.155,79.475,0,0,0,"Holdout",NA,-23.4274762808465,-0.480447626361232
"11-28-532-04332-569958",19.145,79.435,0,0,0,"Holdout",NA,-18.2277521021291,-0.373812361450503
"11-28-532-04332-569961",19.125,79.425,0,0,0,"Holdout",NA,11.1741835036042,0.229158697098785
"11-28-532-04332-569962",19.115,79.455,0,0,0,"Holdout",NA,-20.4582520147772,-0.4195551625864
"11-28-532-04332-569963",19.115,79.465,0,0,0,"Holdout",NA,-7.68315477813174,-0.157565135564229
"11-28-532-04332-569965",19.135,79.465,0,0,0,"Holdout",NA,-35.5667518507177,-0.729398305613771
"11-28-532-04332-569966",19.145,79.475,0,0,0,"Holdout",NA,-43.6207006818859,-0.894567637230304
"11-28-532-04332-569968",19.115,79.475,1,1,1,"Holdout",NA,-34.9744369017921,-0.717251187936301
"11-28-532-04333-569969",19.225,79.095,1,0,1,"Holdout",NA,-63.0167103374872,-1.29233847213376
"11-28-532-04333-569970",19.285,79.125,1,0,1,"Holdout",NA,-32.8171842662545,-0.673010532400864
"11-28-532-04333-569971",19.285,79.185,1,0,1,"Holdout",NA,19.8424318736282,0.406926003494161
"11-28-532-04333-569972",19.245,79.175,1,0,0,"Holdout",NA,-29.9806994308944,-0.614840271548972
"11-28-532-04333-569973",19.245,79.245,0,0,0,"Holdout",NA,-47.2691962852406,-0.969390508947574
"11-28-532-04333-569977",19.245,79.285,0,1,1,"Holdout",NA,-49.0273140290594,-1.00544575820939
"11-28-532-04333-569978",19.235,79.275,0,0,1,"Holdout",NA,-50.0724061433824,-1.02687837090895
"11-28-532-04333-569980",19.255,79.305,0,0,1,"Holdout",NA,-20.125254655179,-0.412726096190789
"11-28-532-04333-569981",19.215,79.315,1,1,1,"Holdout",NA,-61.1072718837909,-1.25317995750061
"11-28-532-04333-569983",19.175,79.325,1,1,1,"Holdout",NA,-71.061075187475,-1.45731125671492
"11-28-532-04333-569985",19.195,79.285,1,1,1,"Holdout",NA,-55.8628698682717,-1.14562844534306
"11-28-532-04333-569986",19.185,79.275,0,0,0,"Holdout",NA,-62.3478386261913,-1.278621338364
"11-28-532-04333-569987",19.205,79.265,1,0,1,"Holdout",NA,-48.348764281142,-0.991530148527549
"11-28-532-04333-569988",19.205,79.265,1,0,1,"Holdout",NA,-48.3940782807641,-0.992459442118475
"11-28-532-04333-569989",19.205,79.245,1,0,0,"Holdout",NA,-50.503286821851,-1.03571481563451
