"shrid2","lat","lon","Ycons","Ylowinc","Ymidinc","wave","D","R_PC1","R_PC1_scaled"
"11-28-543-04812-582166",18.745,83.335,1,0,0,"Buffer",0,-27.8823646042267,-0.571807894749263
"11-28-543-04812-582167",18.725,83.335,1,0,0,"Buffer",0,-43.5029178262456,-0.892152161797096
"11-28-543-04812-582168",18.715,83.315,1,0,1,"Buffer",0,-66.0718134229401,-1.35499212752961
"11-28-543-04812-582169",18.705,83.335,1,0,0,"Buffer",0,-56.9454400174591,-1.16782965269085
"11-28-543-04812-582170",18.715,83.345,0,0,0,"Buffer",0,-53.0556044878614,-1.08805741326023
"11-28-543-04812-582171",18.735,83.345,1,0,1,"Buffer",0,-55.5276118048903,-1.13875301672927
"11-28-543-04812-582172",18.745,83.355,1,0,0,"Buffer",0,-54.046320657682,-1.10837489118581
"11-28-543-04812-582173",18.755,83.375,0,0,0,"Buffer",0,-5.84300761118149,-0.119827637597391
"11-28-543-04812-582174",18.755,83.395,0,0,0,"Buffer",0,-43.4078680582751,-0.89020289355923
"11-28-543-04812-582175",18.735,83.385,1,0,1,"Buffer",0,-19.9703933493016,-0.409550220738731
"11-28-543-04812-582176",18.725,83.395,1,0,0,"Buffer",0,-27.9099730852503,-0.572374085875281
"11-28-543-04812-582177",18.735,83.415,1,0,1,"Buffer",0,-54.7010956105706,-1.12180293047373
"11-28-543-04812-582179",18.755,83.425,0,0,0,"Buffer",0,-19.6132935789569,-0.402226865248813
"11-28-543-04813-582181",18.755,83.155,1,1,1,"Control",0,-62.236521177925,-1.2763384546615
"11-28-543-04813-582182",18.745,83.175,1,0,1,"Control",0,-40.4602572214505,-0.82975367517087
"11-28-543-04813-582183",18.725,83.165,1,0,0,"Control",0,-64.2851031572291,-1.31835050656005
"11-28-543-04813-582184",18.725,83.185,0,0,0,"Control",0,-43.0453532576837,-0.882768487335655
"11-28-543-04813-582185",18.735,83.185,0,1,1,"Control",0,-40.1604528527502,-0.823605326301019
"11-28-543-04813-582186",18.725,83.195,0,0,0,"Control",0,-57.9519032923775,-1.18847007019283
"11-28-543-04813-582187",18.715,83.205,1,0,0,"Control",0,-48.7107406849825,-0.998953513380814
"11-28-543-04813-582188",18.695,83.205,0,0,1,"Control",0,-44.1148059355171,-0.904700683292709
"11-28-543-04813-582190",18.685,83.185,1,0,1,"Control",0,-49.1136348379096,-1.00721601409272
"11-28-543-04813-582191",18.675,83.195,1,0,0,"Control",0,-49.962283069915,-1.02461998128896
"11-28-543-04813-582193",18.675,83.215,1,0,0,"Control",0,-65.8453005542402,-1.35034683117748
"11-28-543-04813-582194",18.705,83.225,1,0,1,"Control",0,-55.4938695067351,-1.13806103408196
"11-28-543-04813-582195",18.685,83.235,1,0,0,"Control",0,-57.3099633081547,-1.17530524876738
"11-28-543-04813-582196",18.695,83.245,1,0,0,"Control",0,-50.6885623320065,-1.03951442161895
"11-28-543-04813-582197",18.705,83.245,1,0,1,"Control",0,-49.8198187600122,-1.02169834181259
"11-28-543-04813-582198",18.725,83.255,1,0,1,"Control",0,-11.7035710747182,-0.240015308323905
"11-28-543-04813-582199",18.715,83.265,1,1,1,"Control",0,-39.0842079733901,-0.801533836761418
"11-28-543-04813-582200",18.715,83.285,1,1,1,"Control",0,-46.2912740511169,-0.949335407385706
"11-28-543-04813-582201",18.715,83.305,0,0,0,"Control",0,-64.5642023975144,-1.32407423735832
"11-28-543-04813-582202",18.705,83.295,1,0,1,"Control",0,-59.7690991819169,-1.22573688635759
"11-28-543-04813-582203",18.705,83.265,1,0,0,"Control",0,-57.4860189891986,-1.17891577569956
"11-28-543-04813-582204",18.695,83.265,1,0,0,"Control",0,-56.9865742911876,-1.16867322900859
"11-28-543-04813-582206",18.675,83.215,1,0,0,"Control",0,-65.8504938371453,-1.35045333434559
"11-28-543-04813-582209",18.645,83.205,0,0,0,"Control",0,-44.4771524681909,-0.912131638699787
"11-28-543-04813-582210",18.655,83.225,0,0,0,"Control",0,-57.3640488815839,-1.17641442864928
"11-28-543-04813-582211",18.665,83.235,0,1,1,"Control",0,-45.2862083200761,-0.928723650531198
"11-28-543-04813-582212",18.665,83.225,0,0,0,"Control",0,-50.4702438669639,-1.03503717502768
"11-28-543-04813-582214",18.675,83.255,1,0,0,"Control",0,-67.5774001377183,-1.38586850340231
"11-28-543-04813-582215",18.695,83.275,1,0,1,"Control",0,-59.3221556671534,-1.21657102708143
"11-28-543-04813-582216",18.675,83.285,1,0,0,"Control",0,-48.4811052119475,-0.994244179066464
"11-28-543-04813-582217",18.685,83.285,1,0,0,"Control",0,-66.1395036610884,-1.35638031010021
"11-28-543-04813-582218",18.695,83.305,0,0,0,"Control",0,-64.0572791140309,-1.31367832081241
"11-28-543-04813-582219",18.685,83.305,1,0,0,"Control",0,-44.2152605309312,-0.906760793026476
"11-28-543-04813-582221",18.665,83.315,1,0,0,"Control",0,-64.7030525201588,-1.32692175755404
"11-28-543-04813-582222",18.665,83.295,1,0,0,"Control",0,-41.6940659400346,-0.855056463363731
"11-28-543-04813-582223",18.675,83.295,0,0,0,"Control",0,-45.7665884642584,-0.938575223840105
"11-28-543-04813-582224",18.665,83.275,0,0,0,"Control",0,-59.9090891290343,-1.22860778192486
"11-28-543-04813-582226",18.655,83.265,1,0,0,"Control",0,-17.3868554239233,-0.35656736210803
"11-28-543-04813-582227",18.645,83.235,1,0,0,"Control",0,-18.5631349440936,-0.380690349007185
"11-28-543-04813-582228",18.625,83.225,0,0,0,"Control",0,-44.0908673124208,-0.904209753134159
"11-28-543-04813-582229",18.635,83.255,1,1,1,"Control",0,-12.5365216787169,-0.257097350613475
"11-28-543-04813-582230",18.655,83.275,1,0,0,"Control",0,-19.9794039909194,-0.409735009801171
"11-28-543-04813-582231",18.645,83.265,0,0,0,"Control",0,-38.7861482137246,-0.795421266105988
"11-28-543-04813-582232",18.655,83.305,0,0,0,"Control",0,-49.6024858608768,-1.01724130707833
"11-28-543-04813-582233",18.635,83.295,0,0,0,"Control",0,-31.4350621628185,-0.644666152665857
"11-28-543-04814-582234",18.695,83.325,1,0,0,"Holdout",NA,-3.45767532859973,-0.0709095544239946
"11-28-543-04814-582235",18.685,83.335,0,0,0,"Holdout",NA,-52.0789122124725,-1.06802753553159
"11-28-543-04814-582236",18.695,83.355,1,0,0,"Holdout",NA,-16.2212128197141,-0.332662515693321
"11-28-543-04814-582237",18.705,83.375,0,0,0,"Holdout",NA,-7.76176691010946,-0.159177302908211
"11-28-543-04814-582238",18.725,83.365,0,0,0,"Holdout",NA,-43.7495312973799,-0.897209678680895
"11-28-543-04814-582239",18.725,83.375,0,0,0,"Holdout",NA,4.24266186890086,0.0870079559544037
"11-28-543-04814-582240",18.715,83.375,0,0,0,"Holdout",NA,3.22764386830866,0.0661920992546728
"11-28-543-04814-582241",18.695,83.395,0,0,0,"Holdout",NA,-15.2211564095293,-0.312153489337228
"11-28-543-04814-582242",18.695,83.405,0,0,0,"Holdout",NA,-23.3641728278127,-0.479149407407301
"11-28-543-04814-582243",18.705,83.415,0,0,0,"Holdout",NA,-29.5782132176329,-0.606586136810492
"11-28-543-04814-582246",18.685,83.435,0,0,0,"Holdout",NA,-42.2208798516978,-0.865860294316686
"11-28-543-04814-582247",18.695,83.465,0,0,0,"Holdout",NA,-58.896260995228,-1.2078368347274
"11-28-543-04814-582248",18.675,83.455,1,0,0,"Holdout",NA,-38.3459700450092,-0.786394149663733
"11-28-543-04814-582249",18.665,83.455,0,0,0,"Holdout",NA,-17.9343055426141,-0.367794397701751
"11-28-543-04814-582250",18.665,83.435,1,0,0,"Holdout",NA,-8.25857587828263,-0.169365796395618
"11-28-543-04814-582252",18.675,83.405,0,0,0,"Holdout",NA,-57.6932681022059,-1.1831660134638
"11-28-543-04814-582253",18.665,83.395,1,0,0,"Holdout",NA,-48.0752889265029,-0.985921751642219
"11-28-543-04814-582254",18.685,83.385,0,0,0,"Holdout",NA,-13.439438573435,-0.275614252462754
"11-28-543-04814-582255",18.665,83.385,0,0,0,"Holdout",NA,-53.6477677873707,-1.10020142093126
"11-28-543-04814-582256",18.665,83.355,0,0,0,"Holdout",NA,-48.9546135483512,-1.0039548262382
"11-28-543-04814-582257",18.675,83.335,1,0,0,"Holdout",NA,-43.014756476679,-0.882141012543589
"11-28-543-04814-582258",18.665,83.335,0,0,0,"Holdout",NA,-58.222623104834,-1.19402195677866
"11-28-543-04814-582259",18.655,83.335,0,0,0,"Holdout",NA,-33.8160938833218,-0.693496040473357
"11-28-543-04814-582260",18.655,83.365,1,0,0,"Holdout",NA,-21.4447915823244,-0.439786987297584
"11-28-543-04814-582261",18.645,83.375,0,0,0,"Holdout",NA,-54.4865010270082,-1.1174020527579
"11-28-543-04814-582262",18.635,83.355,0,0,0,"Holdout",NA,-48.1286445033987,-0.987015960850475
"11-28-543-04814-582263",18.625,83.355,0,0,0,"Holdout",NA,-54.2547548916989,-1.11264943325706
"11-28-543-04814-582264",18.605,83.365,0,0,0,"Holdout",NA,-49.7497503036104,-1.0202613870524
"11-28-543-04814-582265",18.625,83.365,0,0,0,"Holdout",NA,-57.9058585344782,-1.18752579030651
"11-28-543-04814-582267",18.625,83.385,1,0,1,"Holdout",NA,-46.4790378748033,-0.953186043379324
"11-28-543-04814-582268",18.645,83.385,0,0,0,"Holdout",NA,-47.6737000746951,-0.97768601987533
"11-28-543-04814-582269",18.645,83.395,1,0,0,"Holdout",NA,-33.7403972928819,-0.691943664674764
"11-28-543-04814-582270",18.635,83.405,0,0,0,"Holdout",NA,-28.976936107154,-0.59425522429342
"11-28-543-04814-582271",18.655,83.415,0,0,0,"Holdout",NA,-16.5714583687398,-0.339845305706881
"11-28-543-04814-582272",18.645,83.415,0,0,0,"Holdout",NA,-22.5370598730941,-0.462187082867374
"11-28-543-04814-582273",18.645,83.435,0,0,0,"Holdout",NA,-23.9767879341499,-0.491712838063867
"11-28-543-04814-582274",18.635,83.415,0,0,1,"Holdout",NA,-13.3423504157728,-0.273623181195095
"11-28-543-04814-582275",18.635,83.435,0,0,0,"Holdout",NA,-7.17043792438244,-0.147050405235353
"11-28-543-04814-582276",18.635,83.455,0,0,1,"Holdout",NA,-42.5934266601623,-0.873500435648578
"11-28-543-04814-582277",18.615,83.435,0,0,0,"Holdout",NA,-25.8745649174502,-0.530632200783916
"11-28-543-04815-582278",18.685,83.475,0,0,0,"Buffer",0,-56.3012595583711,-1.15461888389924
"11-28-543-04815-582279",18.675,83.495,0,0,1,"Buffer",0,-46.2845313324319,-0.949197128590816
"11-28-543-04815-582280",18.675,83.515,0,0,0,"Buffer",0,-49.1473410482181,-1.00790725665518
"11-28-543-04815-582281",18.675,83.555,0,0,0,"Buffer",0,-33.6878140253916,-0.690865293887011
"11-28-543-04815-582282",18.655,83.545,0,0,0,"Buffer",0,-38.8933243887831,-0.79761922111796
"11-28-543-04815-582283",18.645,83.535,0,0,0,"Buffer",0,-38.674482638204,-0.793131243055191
"11-28-543-04815-582284",18.655,83.515,1,0,0,"Buffer",0,7.71681057996188,0.158255344356194
"11-28-543-04815-582285",18.655,83.485,0,0,0,"Buffer",0,-21.1422647986341,-0.433582807496384
"11-28-543-04815-582286",18.665,83.465,0,0,0,"Buffer",0,-11.6713414131846,-0.239354346631035
"11-28-543-04815-582287",18.645,83.465,0,0,0,"Buffer",0,-19.6286407851753,-0.402541603751183
"11-28-543-04815-582288",18.645,83.455,0,0,0,"Buffer",0,-20.3918832478646,-0.418194080575456
"11-28-543-04815-582289",18.645,83.455,0,0,1,"Buffer",0,-20.3904697163835,-0.418165092056302
"11-28-543-04815-582290",18.635,83.475,0,0,0,"Buffer",0,-20.5367080679362,-0.421164129086335
"11-28-543-04815-582291",18.635,83.495,0,0,0,"Buffer",0,-25.2386885555191,-0.517591731333145
"11-28-543-04815-582292",18.645,83.495,1,0,1,"Buffer",0,9.70347229250857,0.198997543504472
"11-28-543-04815-582293",18.625,83.505,0,0,0,"Buffer",0,-2.84621027879095,-0.0583697089766357
"11-28-543-04815-582294",18.635,83.525,1,0,0,"Buffer",0,-32.318218693678,-0.662777811551784
"11-28-543-04815-582295",18.615,83.545,0,0,0,"Buffer",0,-32.675739108873,-0.670109793571398
"11-28-543-04815-582296",18.595,83.565,0,0,0,"Buffer",0,-52.7817940791059,-1.08244214512881
"11-28-543-04815-582298",18.595,83.545,0,0,0,"Buffer",0,-58.1310193832813,-1.19214335961104
"11-28-543-04815-582300",18.585,83.515,0,0,0,"Buffer",0,-38.1282569085447,-0.781929317071946
"11-28-543-04815-582301",18.575,83.485,0,0,1,"Buffer",0,-32.8024603541697,-0.67270857633325
"11-28-543-04815-582302",18.565,83.515,0,0,0,"Buffer",0,-52.4555311862493,-1.07575118829831
"11-28-543-04815-582303",18.575,83.525,0,0,0,"Buffer",0,-65.9278478412951,-1.35203970016826
"11-28-543-04815-582304",18.575,83.535,0,0,0,"Buffer",0,-75.0083478042984,-1.53826140843502
"11-28-543-04815-582305",18.545,83.535,0,0,0,"Buffer",0,26.0827424963512,0.534901479405548
"11-28-543-04815-582306",18.545,83.545,1,0,0,"Buffer",0,-18.6796378994556,-0.383079576412507
"11-28-543-04815-582307",18.565,83.575,1,0,0,"Buffer",0,-44.8690067193987,-0.920167734547902
"11-28-543-04815-582309",18.575,83.615,1,0,0,"Buffer",0,34.2180355438251,0.701739007594932
"11-28-543-04815-582310",18.565,83.615,1,0,0,"Buffer",0,34.0340991328823,0.697966863682396
"11-28-543-04815-582311",18.565,83.655,0,0,0,"Buffer",0,-39.884055287251,-0.817937001096709
"11-28-543-04816-582312",18.615,83.275,0,0,0,"Buffer",0,-42.7449263681346,-0.876607371889476
"11-28-543-04816-582313",18.625,83.305,0,0,0,"Buffer",0,-53.5228332673871,-1.09763928009897
"11-28-543-04816-582314",18.625,83.325,1,0,0,"Buffer",0,35.7947212562613,0.734073472433424
"11-28-543-04816-582315",18.625,83.345,0,0,0,"Buffer",0,-53.052853926663,-1.08800100511011
"11-28-543-04816-582316",18.615,83.345,0,0,0,"Buffer",0,-46.639255655767,-0.956471768723448
"11-28-543-04816-582317",18.615,83.375,1,0,0,"Buffer",0,-36.0428764200094,-0.739162606148161
"11-28-543-04816-582318",18.615,83.385,1,1,1,"Buffer",0,-48.4904771867636,-0.994436378302982
"11-28-543-04816-582319",18.595,83.395,1,0,0,"Buffer",0,-20.2031407389179,-0.414323373832235
"11-28-543-04816-582320",18.605,83.415,1,0,0,"Buffer",0,-31.5514144788614,-0.64705229077968
"11-28-543-04816-582321",18.615,83.425,1,0,1,"Buffer",0,-36.3413964361321,-0.745284615682954
"11-28-543-04816-582322",18.615,83.455,0,0,0,"Buffer",0,-28.443563766764,-0.583316893939987
"11-28-543-04816-582323",18.605,83.495,0,0,0,"Buffer",0,-56.2550423477626,-1.15367106737527
"11-28-543-04816-582324",18.585,83.465,0,0,1,"Buffer",0,-14.9795808563518,-0.307199289417456
"11-28-543-04816-582325",18.575,83.465,0,0,0,"Buffer",0,-10.7634887629135,-0.220736222950973
"11-28-543-04816-582326",18.575,83.435,0,0,0,"Buffer",0,-29.4620592037527,-0.604204065451542
"11-28-543-04816-582327",18.585,83.445,1,0,0,"Buffer",0,-16.7336999358685,-0.343172534593583
"11-28-543-04816-582328",18.595,83.425,1,0,0,"Buffer",0,-14.531487378291,-0.298009846844069
"11-28-543-04816-582329",18.575,83.415,0,0,0,"Buffer",0,7.62964302703474,0.156467723555835
"11-28-543-04816-582330",18.575,83.395,1,0,0,"Buffer",0,-62.3679057691536,-1.27903287271317
"11-28-543-04816-582331",18.575,83.385,0,0,0,"Buffer",0,-43.6725668143735,-0.895631301107005
"11-28-543-04816-582335",18.595,83.285,1,0,0,"Buffer",0,-39.161077402892,-0.803110264990442
"11-28-543-04816-582336",18.585,83.295,0,0,0,"Buffer",0,-64.9023078253077,-1.33100805934989
"11-28-543-04816-582337",18.565,83.305,0,0,0,"Buffer",0,-53.7571588498983,-1.10244479856642
"11-28-543-04816-582339",18.565,83.315,0,0,1,"Buffer",0,-44.4699294577479,-0.9119835101442
"11-28-543-04816-582340",18.535,83.305,1,0,0,"Buffer",0,-45.7203686534793,-0.937627353992176
"11-28-543-04816-582341",18.515,83.325,0,0,0,"Buffer",0,20.4620784694131,0.419633635018734
"11-28-543-04816-582342",18.525,83.325,1,0,1,"Buffer",0,43.8025267516693,0.898296502541735
"11-28-543-04816-582343",18.555,83.325,0,0,0,"Buffer",0,12.9705197644709,0.265997726720837
"11-28-543-04816-582344",18.575,83.325,1,0,0,"Buffer",0,-1.534649674969,-0.0314723952676753
"11-28-543-04816-582346",18.545,83.345,0,0,0,"Buffer",0,-37.173045075065,-0.762339957442856
"11-28-543-04816-582347",18.555,83.345,1,0,0,"Buffer",0,-42.4089099655858,-0.869716391355008
"11-28-543-04816-582348",18.545,83.355,0,0,0,"Buffer",0,-23.3153696117958,-0.478148557421881
"11-28-543-04816-582349",18.535,83.345,1,0,0,"Buffer",0,-2.97638116320075,-0.0610392364872521
"11-28-543-04816-582350",18.545,83.365,0,0,0,"Buffer",0,-4.82846885402049,-0.0990216091594077
"11-28-543-04816-582351",18.545,83.375,0,0,0,"Buffer",0,-17.2781096317206,-0.354337217592493
"11-28-543-04816-582352",18.545,83.395,0,0,0,"Buffer",0,-39.9263477986766,-0.818804330401995
"11-28-543-04816-582353",18.555,83.425,0,0,0,"Buffer",0,-57.1899678150813,-1.17284439685444
"11-28-543-04816-802944",18.575,83.345,0,0,0,"Buffer",0,-16.7636826474898,-0.343787416130869
"11-28-543-04817-582354",18.765,83.135,1,0,1,"Treatment",1,-68.9702231910887,-1.41443233682214
"11-28-543-04817-582355",18.755,83.125,1,0,1,"Treatment",1,-73.2922281513111,-1.50306745053936
"11-28-543-04817-582356",18.735,83.155,1,1,1,"Treatment",1,-54.4303593224863,-1.11625070600787
"11-28-543-04817-582359",18.735,83.115,1,0,1,"Treatment",1,-40.1526419518185,-0.823445141364008
"11-28-543-04817-582360",18.725,83.135,1,0,1,"Treatment",1,-62.6072804972898,-1.2839419384002
"11-28-543-04817-582361",18.715,83.095,1,0,1,"Treatment",1,-22.7690331886811,-0.466944361351699
"11-28-543-04817-582362",18.715,83.115,1,0,1,"Treatment",1,-36.9798584805404,-0.758378111972542
"11-28-543-04817-582363",18.705,83.165,1,1,1,"Treatment",1,-54.6677125834729,-1.12111831571038
"11-28-543-04817-582364",18.705,83.195,1,1,1,"Treatment",1,-34.312928841273,-0.703685066955739
"11-28-543-04817-582365",18.695,83.195,1,0,1,"Treatment",1,-30.6428804323665,-0.628420193114781
"11-28-543-04817-582366",18.675,83.185,1,0,1,"Treatment",1,-50.8434051533981,-1.04268991799359
"11-28-543-04817-582368",18.685,83.155,1,1,1,"Treatment",1,-44.077326322315,-0.903932056276122
"11-28-543-04817-582369",18.685,83.145,1,1,1,"Treatment",1,-62.2329814434071,-1.27626586224793
"11-28-543-04817-582370",18.685,83.145,1,0,0,"Treatment",1,-62.2349050522463,-1.27630531136698
"11-28-543-04817-582371",18.675,83.145,1,1,1,"Treatment",1,-54.1445413493424,-1.11038918831291
"11-28-543-04817-582373",18.675,83.155,1,1,1,"Treatment",1,-47.8365332832569,-0.981025382067332
"11-28-543-04817-582374",18.685,83.165,1,1,1,"Treatment",1,-52.4318851985279,-1.07526625946784
"11-28-543-04817-582375",18.675,83.165,1,1,1,"Treatment",1,-37.8482719741,-0.77618742257344
"11-28-543-04817-582376",18.665,83.185,1,0,0,"Treatment",1,-58.1917310277567,-1.19338842609327
"11-28-543-04817-582377",18.665,83.175,1,0,0,"Treatment",1,-56.6917317601838,-1.16262663685872
"11-28-543-04817-582378",18.655,83.165,1,0,1,"Treatment",1,-53.4925057327565,-1.09701732697641
"11-28-543-04817-582379",18.655,83.155,0,0,0,"Treatment",1,-52.5441109408575,-1.07756777034645
"11-28-543-04817-582382",18.665,83.145,1,0,1,"Treatment",1,-51.0709159057241,-1.0473556788129
"11-28-543-04817-582384",18.675,83.145,0,0,1,"Treatment",1,-54.1560830023779,-1.11062588302722
"11-28-543-04817-582385",18.665,83.135,1,1,1,"Treatment",1,-43.8945420819018,-0.900183540926453
"11-28-543-04817-582386",18.645,83.105,1,1,1,"Treatment",1,-64.902588460173,-1.33101381457308
"11-28-543-04817-582387",18.645,83.125,1,0,0,"Treatment",1,-51.5553805579013,-1.05729101667876
"11-28-543-04817-582388",18.635,83.135,1,0,1,"Treatment",1,-50.5039544373215,-1.03572850700546
"11-28-543-04817-582389",18.655,83.135,1,0,1,"Treatment",1,-30.7938593274457,-0.63151644859283
"11-28-543-04817-582390",18.655,83.145,1,0,1,"Treatment",1,-31.7743172514286,-0.651623551751431
"11-28-543-04817-582391",18.635,83.145,1,0,0,"Treatment",1,-50.1609865884407,-1.02869496711675
"11-28-543-04817-582392",18.625,83.155,1,0,1,"Treatment",1,-49.1759936831398,-1.00849486115308
"11-28-543-04817-582394",18.625,83.165,1,0,0,"Treatment",1,-43.4977071459126,-0.892045301844803
"11-28-543-04817-582395",18.645,83.175,0,0,0,"Treatment",1,-59.1450079309511,-1.21293810442458
"11-28-543-04817-582396",18.625,83.185,1,0,1,"Treatment",1,-41.2773901847215,-0.846511331348546
"11-28-543-04817-582397",18.635,83.185,1,0,0,"Treatment",1,-20.1093618357326,-0.412400168323541
"11-28-543-04817-582398",18.645,83.185,1,0,1,"Treatment",1,-44.2758210658858,-0.90800276057438
"11-28-543-04817-582399",18.645,83.195,1,1,1,"Treatment",1,-34.623649038927,-0.710057276221294
"11-28-543-04817-582400",18.645,83.195,1,0,1,"Treatment",1,-34.6241974708712,-0.710068523392037
"11-28-543-04817-582401",18.635,83.195,1,1,1,"Treatment",1,-59.0084424839356,-1.21013743805851
"11-28-543-04817-582402",18.635,83.205,1,0,0,"Treatment",1,-82.1590291565095,-1.68490664846644
"11-28-543-04817-582403",18.625,83.215,1,0,0,"Treatment",1,-70.2173407376116,-1.44000806072161
"11-28-543-04817-582404",18.635,83.235,0,0,0,"Treatment",1,-31.3338853064413,-0.642591230898509
"11-28-543-04817-582405",18.615,83.205,1,0,0,"Treatment",1,-42.9984429256817,-0.881806456368599
"11-28-543-04817-582406",18.595,83.195,1,0,0,"Treatment",1,-20.9312519749939,-0.42925538404563
"11-28-543-04817-582407",18.605,83.185,1,0,1,"Treatment",1,-11.7873969316063,-0.241734398057974
"11-28-543-04817-582408",18.605,83.165,1,0,0,"Treatment",1,-47.2053305290583,-0.968080758354052
"11-28-543-04817-582410",18.615,83.125,1,0,0,"Treatment",1,-43.4319850820588,-0.890697482335796
"11-28-543-04817-582412",18.555,83.135,1,0,1,"Treatment",1,-52.5812230703383,-1.07832886105484
"11-28-543-04817-582413",18.575,83.155,1,1,1,"Treatment",1,-35.7630529671936,-0.733424023293827
"11-28-543-04817-582414",18.585,83.165,1,0,0,"Treatment",1,-7.7029257259817,-0.157970595582694
"11-28-543-04817-582415",18.575,83.165,0,0,0,"Treatment",1,-7.63324336044407,-0.156541558723562
"11-28-543-04817-582417",18.575,83.185,1,1,1,"Treatment",1,-43.1110832393265,-0.884116469221648
"11-28-543-04817-582418",18.585,83.185,1,1,1,"Treatment",1,-37.633708755609,-0.771787188088401
"11-28-543-04817-582419",18.585,83.205,1,1,1,"Treatment",1,-12.904735867816,-0.264648639152814
"11-28-543-04817-582420",18.605,83.215,1,0,0,"Treatment",1,-28.831582964872,-0.591274341019594
"11-28-543-04817-582421",18.585,83.215,0,1,1,"Treatment",1,16.8153740078073,0.344847495802712
"11-28-543-04817-582423",18.605,83.235,0,0,0,"Treatment",1,-24.6114215790154,-0.504727822035225
"11-28-543-04817-582424",18.615,83.255,0,0,0,"Treatment",1,26.403580463456,0.541481182566663
"11-28-543-04817-582425",18.575,83.265,0,0,0,"Treatment",1,-69.843876494355,-1.43234910475672
"11-28-543-04817-582426",18.565,83.245,1,0,1,"Treatment",1,-56.4389082529145,-1.15744176536425
"11-28-543-04817-582427",18.575,83.225,0,0,0,"Treatment",1,-56.6745315465779,-1.16227389712266
"11-28-543-04817-582428",18.555,83.205,1,1,1,"Treatment",1,-61.1487413332876,-1.25403040755927
"11-28-543-04817-582429",18.525,83.185,0,0,1,"Treatment",1,-48.0968654530894,-0.98636424023379
"11-28-543-04817-582430",18.505,83.175,1,0,0,"Treatment",1,-10.8498233619466,-0.222506761641571
"11-28-543-04817-582431",18.495,83.195,0,0,1,"Treatment",1,10.8539437618531,0.222591262265155
"11-28-543-04817-582432",18.545,83.195,1,0,0,"Treatment",1,-59.8946631337071,-1.22831193549523
"11-28-543-04817-582433",18.545,83.205,1,0,0,"Treatment",1,-67.9542597021526,-1.39359709017083
"11-28-543-04817-582434",18.555,83.225,1,0,1,"Treatment",1,-60.884809946722,-1.24861773712573
"11-28-543-04817-582435",18.545,83.225,1,0,0,"Treatment",1,-53.309266067364,-1.0932594718307
"11-28-543-04817-582436",18.555,83.265,1,0,0,"Treatment",1,-48.8482508003575,-1.00177355288232
"11-28-543-04817-582437",18.525,83.225,1,0,0,"Treatment",1,-37.1641341927156,-0.762157214230474
"11-28-543-04817-582438",18.525,83.245,0,0,0,"Treatment",1,-46.8014992668189,-0.959799039526659
"11-28-543-04817-582439",18.535,83.265,1,0,0,"Treatment",1,-67.7975111599547,-1.39038251152259
"11-28-543-04818-582440",18.525,83.095,1,1,1,"Buffer",0,-51.937435158299,-1.06512614256688
"11-28-543-04818-582441",18.525,83.095,1,1,1,"Buffer",0,-51.9376975353725,-1.06513152336167
"11-28-543-04818-582442",18.535,83.095,1,1,1,"Buffer",0,-43.896286186015,-0.900219308786008
"11-28-543-04818-582443",18.535,83.115,1,1,1,"Buffer",0,-42.0458335713972,-0.862270468043229
"11-28-543-04818-582444",18.535,83.165,0,0,1,"Buffer",0,-64.6982124750422,-1.3268224985404
"11-28-543-04818-582445",18.535,83.175,1,0,0,"Buffer",0,-54.9708277843255,-1.12733456269396
"11-28-543-04818-582446",18.525,83.155,0,0,0,"Buffer",0,-52.4676618793158,-1.0759999629687
"11-28-543-04818-582447",18.515,83.165,1,0,0,"Buffer",0,-59.7849765847008,-1.22606249806193
"11-28-543-04818-582448",18.515,83.145,1,1,1,"Buffer",0,-33.2563877167991,-0.68201765945007
"11-28-543-04818-582449",18.515,83.145,0,0,0,"Buffer",0,-33.2512855516785,-0.681913024913591
"11-28-543-04818-582450",18.515,83.135,0,0,0,"Buffer",0,-35.0964354395597,-0.719753118028444
"11-28-543-04818-582451",18.485,83.105,1,0,0,"Buffer",0,-53.0506416431427,-1.08795563588838
"11-28-543-04818-582452",18.485,83.075,1,0,0,"Buffer",0,16.8265037696231,0.345075743505636
"11-28-543-04818-582453",18.485,83.125,0,0,0,"Buffer",0,-34.8318808771173,-0.714327667585349
"11-28-543-04818-582454",18.495,83.125,0,0,1,"Buffer",0,-41.0738236980508,-0.842336616404641
"11-28-543-04818-582455",18.505,83.115,0,0,1,"Buffer",0,-45.8130257195924,-0.93952755301259
"11-28-543-04818-582457",18.485,83.135,1,0,0,"Buffer",0,-53.78917869333,-1.10310145733703
"11-28-543-04818-582458",18.475,83.135,1,1,1,"Buffer",0,2.79280418728982,0.0572744638214451
"11-28-543-04818-582459",18.455,83.125,1,0,0,"Buffer",0,-28.2776600230313,-0.579914561613393
"11-28-543-04818-582461",18.475,83.175,1,0,0,"Buffer",0,44.5491947333456,0.913609072072308
"11-28-543-04818-582462",18.475,83.205,1,0,0,"Buffer",0,15.3738053742652,0.315283994385859
"11-28-543-04818-582463",18.455,83.185,1,0,0,"Buffer",0,-20.0306745825327,-0.410786460403338
"11-28-543-04818-582464",18.455,83.155,1,0,0,"Buffer",0,-31.3364186821038,-0.642643185035998
"11-28-543-04818-582466",18.455,83.135,1,0,0,"Buffer",0,-32.6678131316191,-0.669947248664189
