shrid2,Ycons,Ylowinc,Ymidinc,wave,D,R_PC1,R_PC1_scaled
11-28-532-04306-568995,0,0,0,Holdout,NA,-88.17376555581892,-1.8095451512283462
11-28-532-04306-568996,1,0,0,Holdout,NA,29.643937523872317,0.608367387640723
11-28-532-04306-568997,1,0,0,Holdout,NA,13.719548075744468,0.28155927719556445
11-28-532-04306-568998,0,0,0,Holdout,NA,-25.40991871396629,-0.5214747823473185
11-28-532-04306-568999,0,0,0,Holdout,NA,-1.3596629957259136,-0.027903669143663056
11-28-532-04306-569000,1,1,1,Holdout,NA,20.551512438047418,0.42176819202685684
11-28-532-04306-569001,0,0,0,Holdout,NA,26.93587965890887,0.5527912993575453
11-28-532-04306-569002,0,0,0,Holdout,NA,17.70981873144044,0.3634495636269902
11-28-532-04306-569003,1,0,0,Holdout,NA,-28.878391451556396,-0.5926564766405104
11-28-532-04306-569004,0,0,0,Holdout,NA,7.327722455106079,0.1503831049360141
11-28-532-04306-569005,1,1,1,Holdout,NA,37.04853251362819,0.760328108338765
11-28-532-04306-569006,0,1,1,Holdout,NA,31.93313122347059,0.6553473406144695
11-28-532-04306-569007,0,0,1,Holdout,NA,38.97538444274343,0.7998719062415344
11-28-532-04306-569008,0,0,1,Holdout,NA,23.19186198121207,0.47595473700725627
11-28-532-04306-569009,0,0,0,Holdout,NA,-30.905964023104247,-0.6342673128396895
11-28-532-04306-569010,1,0,0,Holdout,NA,23.017541651805125,0.4723772499298877
11-28-532-04306-569011,1,1,1,Holdout,NA,23.241770944480344,0.4769789931668479
11-28-532-04306-569012,1,0,1,Holdout,NA,-4.071241468721162,-0.08355200906714612
11-28-532-04306-569013,1,0,1,Holdout,NA,33.54391477462343,0.6884046286444536
11-28-532-04306-569014,0,1,1,Holdout,NA,34.52529039495667,0.7085448992126139
11-28-532-04306-569015,1,1,1,Holdout,NA,-1.2482280527831375,-0.025616746730761746
11-28-532-04306-569016,1,1,1,Holdout,NA,35.19049109858107,0.7221964734677159
11-28-532-04307-569019,0,0,0,Holdout,NA,5.8798313175236006,0.12066877470407855
11-28-532-04307-569020,0,0,0,Holdout,NA,62.34988198289275,1.27957477953438
11-28-532-04307-569022,1,1,1,Holdout,NA,51.07890185474186,1.048266211595597
11-28-532-04307-569023,0,0,1,Holdout,NA,73.96111579554476,1.5178662000381566
11-28-532-04307-569024,0,0,1,Holdout,NA,67.36140275425751,1.3824236604337938
11-28-532-04307-569025,0,0,0,Holdout,NA,33.96259140345857,0.6969969152374725
11-28-532-04307-569026,1,1,1,Holdout,NA,64.44254527569814,1.3225214393575029
11-28-532-04307-569028,0,0,0,Holdout,NA,6.586745296101509,0.1351764091938565
11-28-532-04307-569029,1,1,1,Holdout,NA,47.83759597215856,0.9817465466305857
11-28-532-04307-569030,1,1,1,Holdout,NA,58.12209402410319,1.1928100468157108
11-28-532-04307-569031,0,0,0,Holdout,NA,20.09320901106009,0.4123626648967804
11-28-532-04307-569033,0,0,0,Holdout,NA,42.06607842676479,0.8633006401451119
11-28-532-04307-569034,1,1,1,Holdout,NA,66.69498261281417,1.368747060279224
11-28-532-04307-569035,0,0,1,Holdout,NA,57.10380111648714,1.1719121416180436
11-28-532-04307-569036,0,0,0,Holdout,NA,-14.770490437961204,-0.3031272304726189
11-28-532-04307-569038,0,0,0,Holdout,NA,48.46854026995639,0.9946950941671255
11-28-532-04307-569040,1,1,1,Holdout,NA,-3.9869122814666134,-0.08182136423257916
11-28-532-04307-569041,0,1,1,Holdout,NA,23.13855100893712,0.4748606631545712
11-28-532-04307-569042,0,0,0,Holdout,NA,27.289092413898587,0.5600401043066663
11-28-532-04307-569044,1,0,0,Holdout,NA,67.0336077021626,1.3756964900177873
11-28-532-04307-569045,1,0,0,Holdout,NA,37.72649582908529,0.7742416031573508
11-28-532-04307-569046,0,0,0,Holdout,NA,-2.619768818857316,-0.05376417728810118
11-28-532-04307-569047,0,0,0,Holdout,NA,26.837556084166156,0.5507734548569101
11-28-532-04307-569048,0,0,1,Holdout,NA,55.84654133652389,1.146110041363783
11-28-532-04307-569049,0,0,0,Holdout,NA,71.72039524737278,1.4718810367909834
11-28-532-04307-569050,0,0,0,Holdout,NA,70.5651293224783,1.4481721043257056
11-28-532-04307-569052,0,0,0,Holdout,NA,71.07715706290871,1.4586801880981255
11-28-532-04307-569054,0,1,1,Holdout,NA,52.27742338947427,1.0728628568465568
11-28-532-04307-569056,0,0,0,Holdout,NA,47.289555717371286,0.9704993964212589
11-28-532-04307-569057,0,0,1,Holdout,NA,53.85858740440209,1.1053122782642923
11-28-532-04307-569058,0,0,0,Holdout,NA,58.22337616800323,1.1948886085199208
11-28-532-04307-569059,0,0,1,Holdout,NA,28.43128901529301,0.5834808217215797
11-28-532-04307-569060,0,1,1,Holdout,NA,30.594552107846,0.6278763651724533
11-28-532-04307-569061,0,1,1,Holdout,NA,30.350787138065062,0.6228737012131016
11-28-532-04307-569062,0,0,0,Holdout,NA,-9.23579210654661,-0.18954144374807833
11-28-532-04307-569063,0,0,0,Holdout,NA,40.808988656884736,0.8375020289209473
11-28-532-04307-569064,0,0,0,Holdout,NA,58.51181956532604,1.2008081850259158
11-28-532-04307-569065,1,0,1,Holdout,NA,10.144788841037814,0.20819631941333003
11-28-532-04307-569066,0,0,1,Holdout,NA,30.79755933374124,0.6320425787731472
11-28-532-04307-569067,0,1,1,Holdout,NA,24.350384551502827,0.499730503942503
11-28-532-04307-569068,0,0,0,Holdout,NA,55.87793732655033,1.1467543652299832
11-28-532-04307-569069,0,0,0,Holdout,NA,24.48918099333129,0.5025789524207461
11-28-532-04307-569070,1,0,0,Holdout,NA,14.4290753058267,0.2961205421111133
11-28-532-04307-569071,1,1,1,Holdout,NA,35.726794277626794,0.7332027496669123
11-28-532-04307-569072,1,0,1,Holdout,NA,-29.828477468837345,-0.6121546066679983
11-28-532-04308-569074,1,0,0,Holdout,NA,73.083700179227165,1.4998594475295048
11-28-532-04308-569075,1,1,1,Holdout,NA,45.34075560554997,0.930505167175973
11-28-532-04308-569076,0,1,1,Holdout,NA,58.93394957883832,1.2094713436686704
11-28-532-04308-569077,1,1,1,Holdout,NA,61.72925888322047,1.2668380486748896
11-28-532-04308-569078,0,0,0,Holdout,NA,35.106048608554566,0.7204635033782353
11-28-532-04308-569079,0,1,1,Holdout,NA,38.44655028590138,0.7890189129698376
11-28-532-04308-569080,1,0,0,Holdout,NA,55.44651898849279,1.1379005870470746
11-28-532-04308-569082,1,1,1,Holdout,NA,9.259112998952741,0.19002004651058613
11-28-532-04308-569084,0,0,0,Holdout,NA,14.90414534526655,0.3058701618641455
11-28-532-04308-569085,1,1,1,Holdout,NA,67.31872157438633,1.3815477363808994
11-28-532-04308-569086,0,0,0,Holdout,NA,53.434517542704256,1.0966093091081026
11-28-532-04308-569087,1,0,1,Holdout,NA,65.16040228608584,1.3372536520993983
11-28-532-04308-569088,0,0,0,Holdout,NA,34.49252191486772,0.7078724084339305
11-28-532-04308-569089,0,0,0,Holdout,NA,52.18962595589714,1.0710610349642964
11-28-532-04308-569091,1,1,1,Holdout,NA,26.257990538726887,0.5388793272106916
11-28-532-04308-569092,0,0,1,Holdout,NA,55.41990042335051,1.1373543078314572
11-28-532-04308-569093,1,0,0,Holdout,NA,9.126685549355052,0.18730230560660563
11-28-532-04308-569096,1,0,1,Holdout,NA,37.68015682904511,0.7732906115295475
11-28-532-04308-569097,0,0,1,Holdout,NA,37.827000808031045,0.776304215502181
11-28-532-04308-569098,0,0,0,Holdout,NA,28.762006051338744,0.5902679585216556
11-28-532-04308-569099,1,0,1,Holdout,NA,7.271557611765867,0.1492304625452177
11-28-532-04308-569100,0,0,0,Holdout,NA,-1.6029680612898562,-0.03289689472368902
11-28-532-04308-569102,0,0,0,Holdout,NA,23.361459069696988,0.4794352914238196
11-28-532-04308-569103,1,1,1,Holdout,NA,14.70463514402857,0.3017757159142078
11-28-532-04308-569104,1,1,1,Holdout,NA,-4.771539740259234,-0.09792387278065723
11-28-532-04308-569105,1,0,1,Holdout,NA,6.200895093602736,0.12725780258075772
11-28-532-04308-569106,1,0,0,Holdout,NA,12.66310098012547,0.2598783530867214
11-28-532-04308-569107,0,1,1,Holdout,NA,-10.9496732523433,-0.2247145510505532
11-28-532-04308-569108,1,0,0,Holdout,NA,-2.5093616349703094,-0.05149834704932077
11-28-532-04308-569109,1,1,1,Holdout,NA,8.722119422723434,0.17899960164264678
11-28-532-04308-569110,1,1,1,Holdout,NA,9.722377906924239,0.19952739558056973
11-28-532-04308-569111,0,1,1,Holdout,NA,-9.033739107490577,-0.18539481325738516
11-28-532-04308-569112,1,1,1,Holdout,NA,5.3324514325798775,0.1094351769277332
11-28-532-04308-569113,1,1,1,Holdout,NA,-12.688660015060412,-0.2604028881051042
11-28-532-04308-569114,0,1,1,Holdout,NA,-19.37361241560725,-0.39759475153917656
11-28-532-04308-569115,0,1,1,Holdout,NA,4.3488278790092485,0.0892487731739892
11-28-532-04308-569116,0,0,1,Holdout,NA,0.6591852030592562,0.013528121209728457
11-28-532-04308-569117,0,0,1,Holdout,NA,35.71035916433847,0.7328654602319733
11-28-532-04308-569118,1,1,1,Holdout,NA,36.12446215374396,0.7413638843591984
11-28-532-04308-569119,0,0,0,Holdout,NA,5.196273550611873,0.10664046781594246
11-28-532-04309-569120,1,0,0,Holdout,NA,-7.6570141866619394,-0.15714099094009293
11-28-532-04309-569121,0,0,0,Holdout,NA,54.015697751719365,1.1085365736701158
11-28-532-04309-569122,0,0,0,Holdout,NA,53.906595858098704,1.1062975312367276
11-28-532-04309-569123,1,0,0,Holdout,NA,56.76380683398122,1.164934612627695
11-28-532-04309-569124,1,0,0,Holdout,NA,29.53747025005944,0.6061824141638826
11-28-532-04309-569125,0,0,0,Holdout,NA,23.91034974600194,0.4906998943995573
11-28-532-04309-569126,1,0,1,Holdout,NA,-24.11904927070606,-0.4949829281410734
11-28-532-04309-569127,0,0,0,Holdout,NA,9.581462607040152,0.19663546286076644
11-28-532-04309-569128,0,0,1,Holdout,NA,43.19988363142704,0.8865691452112272
11-28-532-04309-569129,0,0,0,Holdout,NA,56.37135677206327,1.1568805604709531
11-28-532-04309-569130,0,0,1,Holdout,NA,33.723224323699235,0.6920845069285863
11-28-532-04309-569131,1,0,0,Holdout,NA,54.786462662036584,1.1243545882168409
11-28-532-04309-569132,1,0,1,Holdout,NA,50.44969241980784,1.035353267763441
11-28-532-04309-569133,0,0,0,Holdout,NA,34.780140955636746,0.7137750670914544
11-28-532-04309-569134,1,0,1,Holdout,NA,29.508117217517402,0.6055800168705895
11-28-532-04309-569135,0,0,0,Holdout,NA,45.13408656242574,0.9262638039707495
11-28-532-04309-569136,1,0,1,Holdout,NA,60.62598116936687,1.2441960437091582
11-28-532-04309-569137,1,0,0,Holdout,NA,25.294394227563167,0.5191039323229233
11-28-532-04309-569138,1,1,1,Holdout,NA,47.99651855800839,0.9850080336821189
11-28-532-04309-569139,0,0,1,Holdout,NA,24.94878016573782,0.5120110714721924
11-28-532-04309-569140,1,0,0,Holdout,NA,19.725565879539612,0.4048177127011737
11-28-532-04309-569142,1,0,1,Holdout,NA,10.278099690853535,0.2109321898887432
11-28-532-04309-569143,0,0,0,Holdout,NA,37.84765834545874,0.7767281595909127
11-28-532-04309-569145,0,0,0,Holdout,NA,50.50753629841256,1.0365403681373173
11-28-532-04309-569146,1,0,1,Holdout,NA,54.36198481450408,1.1156432461757662
11-28-532-04309-569147,0,0,0,Holdout,NA,41.90051888250407,0.8599029461862789
11-28-532-04310-569148,1,0,0,Holdout,NA,-1.0147259546626022,-0.020824702444208358
11-28-532-04310-569149,0,0,1,Holdout,NA,10.560276479197988,0.2167231599796672
11-28-532-04310-569150,1,0,1,Holdout,NA,-6.171655992315317,-0.126657743440408
11-28-532-04310-569151,0,0,0,Holdout,NA,-27.19068094555509,-0.5580204560105595
11-28-532-04310-569152,1,0,0,Holdout,NA,35.148023116607185,0.7213249247663661
11-28-532-04310-569153,1,0,0,Holdout,NA,1.5113905157827008,0.031017495535173446
11-28-532-04310-569154,1,0,0,Holdout,NA,20.559806203625573,0.42193840074135114
11-28-532-04310-569155,1,0,0,Holdout,NA,-10.222873731095117,-0.20979881572611417
11-28-532-04310-569157,1,0,0,Holdout,NA,24.51487988183139,0.5031063575824082
11-28-532-04310-569158,1,0,0,Holdout,NA,-18.30268255345672,-0.37561660501062283
11-28-532-04310-569159,1,0,0,Holdout,NA,1.3033649583574687,0.02674829327985976
11-28-532-04310-569160,1,0,1,Holdout,NA,-22.712817824829695,-0.4661235584821979
11-28-532-04310-569161,0,0,0,Holdout,NA,-24.375770424300708,-0.5002514852427984
11-28-532-04310-569162,1,0,0,Holdout,NA,53.28693600290314,1.0935805685516062
11-28-532-04310-569163,1,0,1,Holdout,NA,35.8692824181085,0.7361269609908915
11-28-532-04310-569164,1,1,1,Holdout,NA,3.065578227452142,0.06291329606066791
11-28-532-04310-569166,1,0,0,Holdout,NA,4.785890773397323,0.09821839170322273
11-28-532-04310-569167,0,0,0,Holdout,NA,32.77636307898369,0.6726525572612403
11-28-532-04310-569168,0,0,0,Holdout,NA,43.750209431095286,0.8978632004906868
11-28-532-04311-569169,0,0,0,Holdout,NA,10.390227366048284,0.21323332889180321
11-28-532-04311-569170,0,1,1,Holdout,NA,-3.271681213171638,-0.06714304235891806
11-28-532-04311-569171,1,0,0,Holdout,NA,29.598961679595206,0.6074443713623433
11-28-532-04311-569172,1,0,1,Holdout,NA,44.288364035692574,0.9089074725507674
11-28-532-04311-569173,1,0,0,Holdout,NA,52.58387506360665,1.0791520080188632
11-28-532-04311-569174,1,0,1,Holdout,NA,34.24662583493488,0.7028260087895052
11-28-532-04311-569175,0,0,0,Holdout,NA,50.493938274996275,1.036261302848633
11-28-532-04311-569176,0,0,0,Holdout,NA,41.3558990139711,0.8487259908169114
11-28-532-04311-569177,0,0,0,Holdout,NA,-27.650494466451516,-0.5674569740265744
11-28-532-04311-569178,1,0,1,Holdout,NA,4.391303685948892,0.09012048246311427
11-28-532-04311-569179,1,0,0,Holdout,NA,-12.49715451927383,-0.25647271863633164
11-28-532-04311-569180,0,0,0,Holdout,NA,20.206438065965187,0.4146864069530497
11-28-532-04311-569181,1,0,1,Holdout,NA,47.19186600850949,0.9684945604263182
11-28-532-04311-569182,0,0,0,Holdout,NA,22.353043160717903,0.45874008682399514
11-28-532-04311-569183,0,0,1,Holdout,NA,35.89965644775841,0.736750311686303
11-28-532-04311-569184,1,0,1,Holdout,NA,8.790026672008748,0.18039322743261832
11-28-532-04311-569185,0,0,0,Holdout,NA,38.02286572860103,0.7803238512189836
11-28-532-04311-569186,0,0,0,Holdout,NA,53.69659459142664,1.101987782509736
11-28-532-04311-569187,0,1,1,Holdout,NA,37.9607179590844,0.7790484242903549
11-28-532-04311-569188,1,0,1,Holdout,NA,28.10138314181205,0.5767103319964777
11-28-532-04311-569189,1,0,1,Holdout,NA,18.137815718076457,0.3722331271623057
11-28-532-04311-569190,0,1,1,Holdout,NA,5.035537290914824,0.10334175966246971
11-28-532-04311-569191,1,1,1,Holdout,NA,54.28726389629201,1.1141097869388414
11-28-532-04311-569192,1,0,1,Holdout,NA,39.01136168746161,0.8006102488576623
11-28-532-04311-569193,0,0,1,Holdout,NA,55.72279509356714,1.1435704604293229
11-28-532-04311-569194,0,0,0,Holdout,NA,61.64990777423667,1.2652095663978642
11-28-532-04311-569195,1,0,0,Holdout,NA,-15.939791276704872,-0.3271241943057713
11-28-532-04311-569196,1,0,0,Holdout,NA,13.338054351135098,0.2737300763528953
11-28-532-04311-569197,1,0,0,Holdout,NA,0.6194372265185574,0.012712393790501628
11-28-532-04311-569198,1,0,1,Holdout,NA,37.30685816698927,0.7656295937696159
11-28-532-04311-569199,1,1,1,Holdout,NA,29.776974082807115,0.611097628984495
11-28-532-04311-569200,0,0,0,Holdout,NA,35.869478258627744,0.7361309801258324
11-28-532-04311-569201,0,0,0,Holdout,NA,39.466306399796736,0.8099468468025673
11-28-532-04311-569202,0,0,0,Holdout,NA,18.409765519484903,0.3778142140243002
11-28-532-04312-569203,1,1,1,Holdout,NA,39.460021675278874,0.8098178686115327
11-28-532-04312-569204,1,0,0,Holdout,NA,32.451233968954604,0.6659800986124841
11-28-532-04312-569205,1,0,1,Holdout,NA,20.88257818516261,0.42856248524608925
11-28-532-04312-569206,1,0,0,Holdout,NA,28.544818025251633,0.585810719602195
11-28-532-04312-569207,1,0,1,Holdout,NA,44.11827875371287,0.9054168991884806
11-28-532-04312-569208,1,1,1,Holdout,NA,34.71098311626509,0.7123557760799439
11-28-532-04312-569209,1,0,0,Holdout,NA,50.03782593975954,1.0269007423753416
11-28-532-04312-569210,1,0,0,Holdout,NA,37.4839967539177,0.7692649185065282
11-28-532-04312-569211,1,1,1,Holdout,NA,27.015549236444745,0.5544263174019907
11-28-532-04312-569212,1,1,1,Holdout,NA,21.521542398860706,0.4416756214200667
11-28-532-04312-569213,1,1,1,Holdout,NA,40.921782521949574,0.8398168397984205
11-28-532-04312-569214,1,0,0,Holdout,NA,22.600929149115263,0.46382732434339
11-28-532-04312-569215,1,0,1,Holdout,NA,39.605089702741715,0.8127950256382162
11-28-532-04312-569216,1,0,1,Holdout,NA,41.11424019888233,0.8437665503944806
11-28-532-04312-569217,1,0,1,Holdout,NA,37.88775756353439,0.7775510953607467
11-28-532-04312-569218,1,0,0,Holdout,NA,-3.245488004605143,-0.06660549251903276
11-28-532-04312-569219,0,0,0,Holdout,NA,29.010561500248702,0.5953689350371892
11-28-532-04312-569220,1,0,0,Holdout,NA,53.80234799935668,1.1041581056817062
11-28-532-04312-569221,1,0,1,Holdout,NA,15.296705999181004,0.31392648364394105
11-28-532-04312-569222,1,1,1,Holdout,NA,43.57346099596285,0.8942358826397936
11-28-532-04312-569223,1,1,1,Holdout,NA,49.41173495515458,1.0140517969063803
11-28-532-04312-569224,1,0,0,Holdout,NA,39.83820477813131,0.8175791272549542
11-28-532-04312-569225,1,1,1,Holdout,NA,7.073318769511645,0.14516210804629187
11-28-532-04312-569226,1,0,0,Holdout,NA,11.483728152118596,0.23567468696270544
11-28-532-04312-569227,1,0,0,Holdout,NA,20.710714508407992,0.425035414796243
11-28-532-04312-569228,1,1,1,Holdout,NA,3.961388833924196,0.08129755955607505
11-28-532-04312-569229,0,1,1,Holdout,NA,10.271833777459456,0.2108035977487932
11-28-532-04312-569230,1,0,0,Holdout,NA,56.48305685548586,1.1591729242264874
11-28-532-04312-569231,1,0,1,Holdout,NA,15.396199790001594,0.3159683438913947
11-28-532-04312-569232,1,0,1,Holdout,NA,65.33255969367087,1.340786750637039
11-28-532-04312-569233,1,0,1,Holdout,NA,64.41052444694556,1.3218642922452946
11-28-532-04312-569234,1,1,1,Holdout,NA,35.91421337852466,0.7370490561407196
11-28-532-04312-569235,1,1,1,Holdout,NA,18.764347078250292,0.3850911102341225
11-28-532-04312-569236,1,0,0,Holdout,NA,22.42810121921503,0.4602804650187781
11-28-532-04312-569237,0,0,0,Holdout,NA,19.876082114431323,0.40790668050596846
11-28-532-04312-569238,1,0,0,Holdout,NA,-43.500696946885384,-0.8927425832285485
11-28-532-04312-569239,1,0,0,Holdout,NA,15.817994269265546,0.3246246165361621
11-28-532-04312-569240,0,0,0,Holdout,NA,44.39579133372567,0.9111121481142976
11-28-532-04312-569242,0,0,0,Holdout,NA,-40.99278850458879,-0.8412740593101783
11-28-532-04312-569243,1,0,0,Holdout,NA,38.21838302432599,0.7843363528086588
11-28-532-04312-569244,1,0,0,Holdout,NA,29.528019199978857,0.60598845509068755
11-28-532-04312-569245,1,0,1,Holdout,NA,45.58198088473656,0.935455710362534
11-28-532-04312-569246,1,0,1,Holdout,NA,9.949226880925869,0.20418290119925525
11-28-532-04312-569247,1,0,0,Holdout,NA,33.79338874638899,0.6935244555353701
11-28-532-04312-569248,1,0,0,Holdout,NA,60.332900212643096,1.2381812929404488
11-28-532-04312-569249,0,0,0,Holdout,NA,66.13287756658484,1.3572112655394457
11-28-532-04312-569250,1,0,0,Holdout,NA,13.233842896350135,0.27159139789768966
11-28-532-04312-569251,1,0,0,Holdout,NA,-3.637166343599322,-0.07464370700040711
11-28-532-04312-569252,1,0,1,Holdout,NA,-3.7335678831081145,-0.07662210655371472
11-28-532-04312-569253,1,0,0,Holdout,NA,16.99539921698227,0.3487878968581792
11-28-532-04312-569254,1,0,0,Holdout,NA,46.55385331765741,0.9554009518696703
11-28-532-04312-569255,1,0,0,Holdout,NA,9.483769407899286,0.1946305552366112
11-28-532-04312-569256,0,0,0,Holdout,NA,-10.169405737570003,-0.20870151940651865
11-28-532-04313-569257,0,0,0,Holdout,NA,34.34109345283777,0.7047647194575445
11-28-532-04313-569258,0,0,0,Holdout,NA,31.51976923104566,0.6468641235897742
11-28-532-04313-569259,0,0,0,Holdout,NA,-10.988789274657718,-0.22551730919599708
11-28-532-04313-569260,0,0,0,Holdout,NA,-42.384032535652565,-0.8698258499104459
11-28-532-04313-569261,0,0,0,Holdout,NA,31.045442101029444,0.6371297501873642
11-28-532-04313-569262,0,0,0,Holdout,NA,18.128950882141933,0.3720511986625911
11-28-532-04313-569263,0,0,0,Holdout,NA,10.25685073823156,0.21049610848807493
11-28-532-04313-569266,0,1,1,Holdout,NA,-5.593633645463524,-0.11479528607053259
11-28-532-04313-569267,1,1,1,Holdout,NA,16.264534784427095,0.3337887394353487
11-28-532-04313-569268,0,0,0,Holdout,NA,24.541317872999173,0.5036489309705844
11-28-532-04313-569269,0,1,1,Holdout,NA,-0.4683374688273529,-0.009611450645358262
11-28-532-04313-569270,0,0,1,Holdout,NA,12.784816097242766,0.2623762502630801
11-28-532-04313-569271,0,0,0,Holdout,NA,22.66683261002584,0.4651798274080845
11-28-532-04313-569272,0,0,1,Holdout,NA,55.81307610124197,1.1454232514341776
11-28-532-04313-569273,1,1,1,Holdout,NA,18.71826650614336,0.38414542219078796
11-28-532-04313-569274,0,0,0,Holdout,NA,-10.159449712295892,-0.2084971969853687
11-28-532-04313-569275,0,0,0,Holdout,NA,28.297402104880256,0.580733129048786
11-28-532-04313-569276,0,0,0,Holdout,NA,12.416432182956664,0.2548160953611673
11-28-532-04313-569277,0,0,0,Holdout,NA,-9.583093121016994,-0.19666892506624567
11-28-532-04313-569278,0,0,0,Holdout,NA,-6.320857323529904,-0.12971972614869162
11-28-532-04313-569279,1,1,1,Holdout,NA,-17.292112796464238,-0.3548771980882078
11-28-532-04313-569280,0,0,0,Holdout,NA,26.37114610431435,0.5412015610832336
11-28-532-04313-569281,0,0,0,Holdout,NA,1.126360090340556,0.023115712787864652
11-28-532-04313-569282,0,0,0,Holdout,NA,20.019786575131405,0.41085585374849143
11-28-532-04313-569283,1,0,0,Holdout,NA,58.09690539577472,1.1922931134629096
11-28-532-04313-569284,0,0,0,Holdout,NA,35.33895081626549,0.7252432364203371
11-28-532-04313-569285,1,1,1,Holdout,NA,38.56908643818784,0.7915336598315872
11-28-532-04313-569286,1,0,1,Holdout,NA,-17.528247528157273,-0.3597232705688169
11-28-532-04313-569287,1,0,0,Holdout,NA,1.4686897887938688,0.030141170326768336
11-28-532-04313-569288,0,0,1,Holdout,NA,-7.364545234860656,-0.15113880003579483
11-28-532-04313-569290,0,0,1,Holdout,NA,25.639364929505906,0.5261835898274125
11-28-532-04313-569291,0,0,1,Holdout,NA,-19.71271145655571,-0.40455390794433216
11-28-532-04313-569293,1,0,1,Holdout,NA,26.770054440337002,0.5493881531005315
11-28-532-04313-569294,0,1,1,Holdout,NA,48.778118645691684,1.0010484130393054
11-28-532-04313-569295,1,0,0,Holdout,NA,28.134141208242085,0.5773826090609585
11-28-532-04313-569296,0,1,1,Holdout,NA,33.467496216530435,0.6868363296114096
11-28-532-04313-569297,1,0,1,Holdout,NA,24.778889384550723,0.5085244897503208
