"shrid2","y_05k_raw","y_10k_raw","y_cons_raw","lat","lon","d_name","sd_name","clusters","wave","tot_p","tot_m","tot_f","urban","y_05k","y_10k","y_cons","D"
"11-28-532-04308-569110",0,0,17431.482421875,19.615,78.745,"Adilabad","Bela","BELA ADILABAD","Holdout",356,0.491573034,0.508426966,0,1,1,1,NA
"11-28-532-04308-569111",0,0,21761.763671875,19.595,78.775,"Adilabad","Bela","BELA ADILABAD","Holdout",712,0.523876404,0.476123596,0,1,1,0,NA
"11-28-532-04308-569112",0,0,10662.189453125,19.625,78.775,"Adilabad","Bela","BELA ADILABAD","Holdout",219,0.621004566,0.378995434,0,1,1,1,NA
"11-28-532-04308-569113",0,0,14694.447265625,19.655,78.765,"Adilabad","Bela","BELA ADILABAD","Holdout",257,0.482490272,0.517509728,0,1,1,1,NA
"11-28-532-04308-569114",0,0,20236.49609375,19.675,78.765,"Adilabad","Bela","BELA ADILABAD","Holdout",367,0.539509537,0.460490463,0,1,1,0,NA
"11-28-532-04308-569115",0,0,25064.67578125,19.685,78.785,"Adilabad","Bela","BELA ADILABAD","Holdout",198,0.555555556,0.444444444,0,1,1,0,NA
"11-28-532-04308-569116",0.00990099,0,22952.814453125,19.675,78.795,"Adilabad","Bela","BELA ADILABAD","Holdout",385,0.467532468,0.532467532,0,0,1,0,NA
"11-28-532-04308-569117",0.111111112,0,20614.9921875,19.675,78.815,"Adilabad","Bela","BELA ADILABAD","Holdout",756,0.517195767,0.482804233,0,0,1,0,NA
"11-28-532-04308-569118",0,0,18858.748046875,19.665,78.815,"Adilabad","Bela","BELA ADILABAD","Holdout",414,0.526570048,0.473429952,0,1,1,1,NA
"11-28-532-04308-569119",0.043103449,0.00862069,19501.9140625,19.675,78.835,"Adilabad","Bela","BELA ADILABAD","Holdout",560,0.483928571,0.516071429,0,0,0,0,NA
"11-28-532-04309-569120",0.053333335,0.013333334,18345.5703125,19.665,78.285,"Adilabad","Talamadugu","TALAMADUGU ADILABAD","Holdout",335,0.552238806,0.447761194,0,0,0,1,NA
"11-28-532-04309-569121",0.171428576,0.028571429,19122.259765625,19.665,78.325,"Adilabad","Talamadugu","TALAMADUGU ADILABAD","Holdout",962,0.508316008,0.491683992,0,0,0,0,NA
"11-28-532-04309-569122",0.921348333,0.011235955,21320.681640625,19.665,78.355,"Adilabad","Talamadugu","TALAMADUGU ADILABAD","Holdout",369,0.47696477,0.52303523,0,0,0,0,NA
"11-28-532-04309-569123",0.102257639,0.014608234,18736.453125,19.685,78.345,"Adilabad","Talamadugu","TALAMADUGU ADILABAD","Holdout",3392,0.499705189,0.500294811,0,0,0,1,NA
"11-28-532-04309-569124",0.169381112,0.013029316,17838.92578125,19.695,78.375,"Adilabad","Talamadugu","TALAMADUGU ADILABAD","Holdout",1433,0.507327285,0.492672715,0,0,0,1,NA
"11-28-532-04309-569125",0.215538844,0.072681703,20538.59375,19.675,78.405,"Adilabad","Talamadugu","TALAMADUGU ADILABAD","Holdout",1622,0.508631319,0.491368681,0,0,0,0,NA
"11-28-532-04309-569126",0.008547009,0,18287.8125,19.665,78.425,"Adilabad","Talamadugu","TALAMADUGU ADILABAD","Holdout",1000,0.471,0.529,0,0,1,1,NA
"11-28-532-04309-569127",0.034965035,0.006993007,19268.142578125,19.665,78.445,"Adilabad","Talamadugu","TALAMADUGU ADILABAD","Holdout",1783,0.501402131,0.498597869,0,0,0,0,NA
"11-28-532-04309-569128",0.201017812,0,20175.85546875,19.645,78.455,"Adilabad","Talamadugu","TALAMADUGU ADILABAD","Holdout",1670,0.492215569,0.507784431,0,0,1,0,NA
"11-28-532-04309-569129",0.011204482,0.002801121,20744.78515625,19.645,78.415,"Adilabad","Talamadugu","TALAMADUGU ADILABAD","Holdout",1486,0.496635262,0.503364738,0,0,0,0,NA
"11-28-532-04309-569130",0.146153852,0,19375.69921875,19.665,78.385,"Adilabad","Talamadugu","TALAMADUGU ADILABAD","Holdout",564,0.50177305,0.49822695,0,0,1,0,NA
"11-28-532-04309-569131",0.152307689,0.041538462,18860.9375,19.645,78.385,"Adilabad","Talamadugu","TALAMADUGU ADILABAD","Holdout",2641,0.490344566,0.509655434,0,0,0,1,NA
"11-28-532-04309-569132",0.230769232,0,17209.060546875,19.645,78.365,"Adilabad","Talamadugu","TALAMADUGU ADILABAD","Holdout",269,0.501858736,0.498141264,0,0,1,1,NA
"11-28-532-04309-569133",0.736842096,0.493421048,24386.205078125,19.635,78.345,"Adilabad","Talamadugu","TALAMADUGU ADILABAD","Holdout",672,0.479166667,0.520833333,0,0,0,0,NA
"11-28-532-04309-569134",0.070175439,0,14848.7412109375,19.645,78.315,"Adilabad","Talamadugu","TALAMADUGU ADILABAD","Holdout",492,0.491869919,0.508130081,0,0,1,1,NA
"11-28-532-04309-569135",0.536585391,0.032520324,21109.9765625,19.635,78.315,"Adilabad","Talamadugu","TALAMADUGU ADILABAD","Holdout",501,0.50499002,0.49500998,0,0,0,0,NA
"11-28-532-04309-569136",0.015625,0,14595.640625,19.605,78.315,"Adilabad","Talamadugu","TALAMADUGU ADILABAD","Holdout",325,0.504615385,0.495384615,0,0,1,1,NA
"11-28-532-04309-569137",0.107876711,0.008561644,18491.716796875,19.605,78.355,"Adilabad","Talamadugu","TALAMADUGU ADILABAD","Holdout",2524,0.505546751,0.494453249,0,0,0,1,NA
"11-28-532-04309-569138",0,0,12452.96484375,19.625,78.395,"Adilabad","Talamadugu","TALAMADUGU ADILABAD","Holdout",534,0.485018727,0.514981273,0,1,1,1,NA
"11-28-532-04309-569139",0.011441648,0,20361.923828125,19.625,78.415,"Adilabad","Talamadugu","TALAMADUGU ADILABAD","Holdout",1714,0.492415403,0.507584597,0,0,1,0,NA
"11-28-532-04309-569140",0.045725647,0.003976143,18502.373046875,19.615,78.445,"Adilabad","Talamadugu","TALAMADUGU ADILABAD","Holdout",2201,0.477510223,0.522489777,0,0,0,1,NA
"11-28-532-04309-569142",0.093023255,0,16572.677734375,19.595,78.455,"Adilabad","Talamadugu","TALAMADUGU ADILABAD","Holdout",561,0.499108734,0.500891266,0,0,1,1,NA
"11-28-532-04309-569143",0.390557945,0.193133041,21223.904296875,19.585,78.435,"Adilabad","Talamadugu","TALAMADUGU ADILABAD","Holdout",1094,0.496343693,0.503656307,0,0,0,0,NA
"11-28-532-04309-569145",0.118393235,0.00845666,20211.904296875,19.605,78.395,"Adilabad","Talamadugu","TALAMADUGU ADILABAD","Holdout",2015,0.510669975,0.489330025,0,0,0,0,NA
"11-28-532-04309-569146",0.018018018,0,17607.44140625,19.575,78.385,"Adilabad","Talamadugu","TALAMADUGU ADILABAD","Holdout",493,0.486815416,0.513184584,0,0,1,1,NA
"11-28-532-04309-569147",0.144654095,0.018867925,21918.296875,19.575,78.415,"Adilabad","Talamadugu","TALAMADUGU ADILABAD","Holdout",657,0.488584475,0.511415525,0,0,0,0,NA
"11-28-532-04310-569148",0.033333335,0.01904762,17276.603515625,19.575,78.475,"Adilabad","Gudihathnoor","GUDIHATHNOOR ADILABAD","Holdout",817,0.515299878,0.484700122,0,0,0,1,NA
"11-28-532-04310-569149",0.085526317,0,20309.076171875,19.595,78.485,"Adilabad","Gudihathnoor","GUDIHATHNOOR ADILABAD","Holdout",636,0.512578616,0.487421384,0,0,1,0,NA
"11-28-532-04310-569150",0.003773585,0,17117.537109375,19.575,78.505,"Adilabad","Gudihathnoor","GUDIHATHNOOR ADILABAD","Holdout",1221,0.488124488,0.511875512,0,0,1,1,NA
"11-28-532-04310-569151",0.100917429,0.027522936,22736.923828125,19.605,78.515,"Adilabad","Gudihathnoor","GUDIHATHNOOR ADILABAD","Holdout",471,0.475583864,0.524416136,0,0,0,0,NA
"11-28-532-04310-569152",0.040435459,0.01244168,17922.72265625,19.535,78.565,"Adilabad","Gudihathnoor","GUDIHATHNOOR ADILABAD","Holdout",2967,0.500842602,0.499157398,0,0,0,1,NA
"11-28-532-04310-569153",0.102564104,0.006410256,16159.9677734375,19.535,78.535,"Adilabad","Gudihathnoor","GUDIHATHNOOR ADILABAD","Holdout",1464,0.489071038,0.510928962,0,0,0,1,NA
"11-28-532-04310-569154",0.120837301,0.019029496,17251.259765625,19.535,78.505,"Adilabad","Gudihathnoor","GUDIHATHNOOR ADILABAD","Holdout",5117,0.512800469,0.487199531,0,0,0,1,NA
"11-28-532-04310-569155",0.273195863,0.010309278,16422.96484375,19.545,78.485,"Adilabad","Gudihathnoor","GUDIHATHNOOR ADILABAD","Holdout",859,0.502910361,0.497089639,0,0,0,1,NA
"11-28-532-04310-569156",0,0,18328.177734375,19.555,78.485,"Adilabad","Gudihathnoor","GUDIHATHNOOR ADILABAD","Holdout",96,0.479166667,0.520833333,0,1,1,1,NA
"11-28-532-04310-569157",0.117801048,0.002617801,18432.26171875,19.535,78.455,"Adilabad","Gudihathnoor","GUDIHATHNOOR ADILABAD","Holdout",1713,0.518972563,0.481027437,0,0,0,1,NA
"11-28-532-04310-569158",0.032258064,0.032258064,16028.861328125,19.515,78.475,"Adilabad","Gudihathnoor","GUDIHATHNOOR ADILABAD","Holdout",136,0.433823529,0.566176471,0,0,0,1,NA
"11-28-532-04310-569159",0.157360405,0.049492385,16512.466796875,19.495,78.485,"Adilabad","Gudihathnoor","GUDIHATHNOOR ADILABAD","Holdout",3743,0.49452311,0.50547689,0,0,0,1,NA
"11-28-532-04310-569160",0.15463917,0,18410.98046875,19.515,78.495,"Adilabad","Gudihathnoor","GUDIHATHNOOR ADILABAD","Holdout",464,0.517241379,0.482758621,0,0,1,1,NA
"11-28-532-04310-569161",0.203883499,0.033980582,21041.9765625,19.505,78.525,"Adilabad","Gudihathnoor","GUDIHATHNOOR ADILABAD","Holdout",1032,0.510658915,0.489341085,0,0,0,0,NA
"11-28-532-04310-569162",0.02734375,0.00390625,14932.4775390625,19.495,78.555,"Adilabad","Gudihathnoor","GUDIHATHNOOR ADILABAD","Holdout",1157,0.499567848,0.500432152,0,0,0,1,NA
"11-28-532-04310-569163",0.03626943,0,16766.26171875,19.485,78.515,"Adilabad","Gudihathnoor","GUDIHATHNOOR ADILABAD","Holdout",944,0.486228814,0.513771186,0,0,1,1,NA
"11-28-532-04310-569164",0,0,18098.26171875,19.475,78.535,"Adilabad","Gudihathnoor","GUDIHATHNOOR ADILABAD","Holdout",561,0.525846702,0.474153298,0,1,1,1,NA
"11-28-532-04310-569165",0.090909094,0,22353.828125,19.465,78.545,"Adilabad","Gudihathnoor","GUDIHATHNOOR ADILABAD","Holdout",44,0.431818182,0.568181818,0,0,1,0,NA
"11-28-532-04310-569166",0.065789476,0.004385965,16680.39453125,19.455,78.555,"Adilabad","Gudihathnoor","GUDIHATHNOOR ADILABAD","Holdout",1111,0.510351035,0.489648965,0,0,0,1,NA
"11-28-532-04310-569167",0.220338985,0.118644066,21321.91796875,19.455,78.525,"Adilabad","Gudihathnoor","GUDIHATHNOOR ADILABAD","Holdout",265,0.528301887,0.471698113,0,0,0,0,NA
"11-28-532-04310-569168",0.290322572,0.129032254,24425.421875,19.455,78.545,"Adilabad","Gudihathnoor","GUDIHATHNOOR ADILABAD","Holdout",128,0.4765625,0.5234375,0,0,0,0,NA
"11-28-532-04311-569169",0.563636363,0.427272737,24827.591796875,19.545,78.585,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",586,0.515358362,0.484641638,0,0,0,0,NA
"11-28-532-04311-569170",0,0,19407.46484375,19.535,78.615,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",1030,0.494174757,0.505825243,0,1,1,0,NA
"11-28-532-04311-569171",0.062360801,0.006681514,14921.8544921875,19.545,78.645,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",2167,0.509921551,0.490078449,0,0,0,1,NA
"11-28-532-04311-569172",0.015625,0,14013.306640625,19.535,78.675,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",330,0.509090909,0.490909091,0,0,1,1,NA
"11-28-532-04311-569173",0.216666669,0.083333336,14938.37890625,19.525,78.705,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",356,0.488764045,0.511235955,0,0,0,1,NA
"11-28-532-04311-569174",0.007575758,0,16426.13671875,19.545,78.765,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",602,0.5,0.5,0,0,1,1,NA
"11-28-532-04311-569175",0.288256228,0.067615658,19309.4765625,19.515,78.745,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",1321,0.495836488,0.504163512,0,0,0,0,NA
"11-28-532-04311-569176",0.282393962,0.057524696,19977.173828125,19.495,78.695,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",8161,0.518196299,0.481803701,0,0,0,0,NA
"11-28-532-04311-569177",0.142857149,0.032467533,19065.677734375,19.515,78.665,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",1389,0.515478762,0.484521238,0,0,0,0,NA
"11-28-532-04311-569178",0.013513514,0,15935.7607421875,19.515,78.645,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",1408,0.492897727,0.507102273,0,0,1,1,NA
"11-28-532-04311-569179",0.086363636,0.006818182,17004.5078125,19.525,78.615,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",2140,0.515420561,0.484579439,0,0,0,1,NA
"11-28-532-04311-569180",0.058091287,0.012448133,21947.88671875,19.515,78.595,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",982,0.50101833,0.49898167,0,0,0,0,NA
"11-28-532-04311-569181",0.271604925,0,18821.25,19.495,78.595,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",1210,0.511570248,0.488429752,0,0,1,1,NA
"11-28-532-04311-569182",0.01459854,0.00729927,26477.234375,19.505,78.625,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",632,0.477848101,0.522151899,0,0,0,0,NA
"11-28-532-04311-569183",0.086956523,0,19101.50390625,19.505,78.655,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",576,0.473958333,0.526041667,0,0,1,0,NA
"11-28-532-04311-569184",0.025641026,0,9988.5693359375,19.495,78.665,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",370,0.583783784,0.416216216,0,0,1,1,NA
"11-28-532-04311-569185",0.366438359,0.051369864,19766.67578125,19.485,78.655,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",1467,0.510565781,0.489434219,0,0,0,0,NA
"11-28-532-04311-569186",0.429530203,0.208053693,22712.935546875,19.465,78.685,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",706,0.481586402,0.518413598,0,0,0,0,NA
"11-28-532-04311-569187",0,0,19315.99609375,19.465,78.665,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",434,0.506912442,0.493087558,0,1,1,0,NA
"11-28-532-04311-569188",0.029850746,0,16159.0966796875,19.455,78.635,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",1964,0.49287169,0.50712831,0,0,1,1,NA
"11-28-532-04311-569189",0.021739131,0,16619.708984375,19.485,78.635,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",637,0.53689168,0.46310832,0,0,1,1,NA
"11-28-532-04311-569190",0,0,18985.5703125,19.485,78.625,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",418,0.495215311,0.504784689,0,1,1,1,NA
"11-28-532-04311-569191",0,0,15918.3505859375,19.475,78.605,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",572,0.524475524,0.475524476,0,1,1,1,NA
"11-28-532-04311-569192",0.007092198,0,16922.091796875,19.475,78.585,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",688,0.484011628,0.515988372,0,0,1,1,NA
"11-28-532-04311-569193",0.02,0,21709.466796875,19.465,78.565,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",205,0.492682927,0.507317073,0,0,1,0,NA
"11-28-532-04311-569194",0.56410259,0.124542125,24319.56640625,19.455,78.585,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",1232,0.535714286,0.464285714,0,0,0,0,NA
"11-28-532-04311-569195",0.603773594,0.584905684,18380.03125,19.435,78.595,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",255,0.48627451,0.51372549,0,0,0,1,NA
"11-28-532-04311-569196",0.146987945,0.062650606,16496.037109375,19.435,78.615,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",2128,0.510338346,0.489661654,0,0,0,1,NA
"11-28-532-04311-569197",0.075000003,0.075000003,17197.671875,19.425,78.635,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",204,0.5,0.5,0,0,0,1,NA
"11-28-532-04311-569198",0.026595745,0,18860.03515625,19.425,78.645,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",1751,0.504283267,0.495716733,0,0,1,1,NA
"11-28-532-04311-569199",0,0,16152.0263671875,19.425,78.655,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",648,0.50308642,0.49691358,0,1,1,1,NA
"11-28-532-04311-569200",0.18693693,0.060810812,21314.7109375,19.435,78.645,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",1931,0.526152253,0.473847747,0,0,0,0,NA
"11-28-532-04311-569201",0.547169805,0.113207549,29435.369140625,19.435,78.655,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",455,0.571428571,0.428571429,0,0,0,0,NA
"11-28-532-04311-569202",0.238993704,0.040880505,19775.720703125,19.435,78.675,"Adilabad","Inderavelly","INDERAVELLY ADILABAD","Holdout",1604,0.493142145,0.506857855,0,0,0,0,NA
"11-28-532-04312-569203",0,0,12518.9638671875,19.645,78.815,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",405,0.501234568,0.498765432,0,1,1,1,NA
"11-28-532-04312-569204",0.049382716,0.00617284,16761.39453125,19.645,78.855,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",950,0.498947368,0.501052632,0,0,0,1,NA
"11-28-532-04312-569205",0.016194332,0,16581.1171875,19.635,78.875,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",1263,0.47189232,0.52810768,0,0,1,1,NA
"11-28-532-04312-569206",0.338797808,0.016393442,15245.9228515625,19.635,78.905,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",887,0.517474634,0.482525366,0,0,0,1,NA
"11-28-532-04312-569207",0.006289308,0,15776.775390625,19.655,78.915,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",707,0.533239038,0.466760962,0,0,1,1,NA
"11-28-532-04312-569208",0,0,17221.26953125,19.655,78.935,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",263,0.463878327,0.536121673,0,1,1,1,NA
"11-28-532-04312-569209",0.005494506,0.005494506,17455.853515625,19.645,78.955,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",870,0.487356322,0.512643678,0,0,0,1,NA
"11-28-532-04312-569210",0.035294119,0.01764706,17195.2421875,19.625,78.955,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",757,0.486129458,0.513870542,0,0,0,1,NA
"11-28-532-04312-569211",0,0,14578.2744140625,19.625,78.935,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",822,0.51946472,0.48053528,0,1,1,1,NA
"11-28-532-04312-569212",0,0,15493.5234375,19.635,78.925,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",357,0.523809524,0.476190476,0,1,1,1,NA
"11-28-532-04312-569213",0,0,16222.4716796875,19.615,78.895,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",706,0.514164306,0.485835694,0,1,1,1,NA
"11-28-532-04312-569214",0.182926834,0.134146348,13970.1513671875,19.615,78.865,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",468,0.547008547,0.452991453,0,0,0,1,NA
"11-28-532-04312-569215",0.013245033,0,16859.359375,19.605,78.835,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",743,0.479138627,0.520861373,0,0,1,1,NA
"11-28-532-04312-569216",0.02,0,16332.66015625,19.605,78.815,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",469,0.518123667,0.481876333,0,0,1,1,NA
"11-28-532-04312-569217",0.014814815,0,14903.5771484375,19.585,78.805,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",729,0.521262003,0.478737997,0,0,1,1,NA
"11-28-532-04312-569218",0.024875622,0.009950249,17357.345703125,19.575,78.845,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",1067,0.479850047,0.520149953,0,0,0,1,NA
"11-28-532-04312-569219",0.095238097,0.071428575,21507.583984375,19.585,78.855,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",184,0.456521739,0.543478261,0,0,0,0,NA
"11-28-532-04312-569220",0.032608695,0.021739131,17245.626953125,19.585,78.875,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",421,0.536817102,0.463182898,0,0,0,1,NA
"11-28-532-04312-569221",0.067961164,0,17842.2421875,19.585,78.885,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",429,0.501165501,0.498834499,0,0,1,1,NA
"11-28-532-04312-569222",0,0,14367.0693359375,19.605,78.895,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",285,0.480701754,0.519298246,0,1,1,1,NA
"11-28-532-04312-569223",0,0,17158.158203125,19.595,78.905,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",484,0.495867769,0.504132231,0,1,1,1,NA
"11-28-532-04312-569224",0.069230773,0.023076924,16823.65625,19.605,78.915,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",609,0.487684729,0.512315271,0,0,0,1,NA
"11-28-532-04312-569225",0,0,17297.833984375,19.605,78.945,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",551,0.508166969,0.491833031,0,1,1,1,NA
"11-28-532-04312-569226",0.01056338,0.003521127,14100.5390625,19.585,78.955,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",1484,0.496630728,0.503369272,0,0,0,1,NA
"11-28-532-04312-569227",0.273684204,0.010526316,15344.14453125,19.585,78.925,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",873,0.498281787,0.501718213,0,0,0,1,NA
"11-28-532-04312-569228",0,0,17624.603515625,19.555,78.925,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",182,0.456043956,0.543956044,0,1,1,1,NA
"11-28-532-04312-569229",0,0,19224.802734375,19.565,78.895,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",409,0.486552567,0.513447433,0,1,1,0,NA
"11-28-532-04312-569230",0.326923072,0.166666672,14876.7099609375,19.555,78.865,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",926,0.512958963,0.487041037,0,0,0,1,NA
"11-28-532-04312-569231",0.026785715,0,14381.873046875,19.565,78.835,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",565,0.488495575,0.511504425,0,0,1,1,NA
"11-28-532-04312-569232",0.017441861,0,13508.3173828125,19.555,78.805,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",964,0.519709544,0.480290456,0,0,1,1,NA
"11-28-532-04312-569233",0.089108914,0,16403.34765625,19.545,78.785,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",1182,0.521150592,0.478849408,0,0,1,1,NA
"11-28-532-04312-569234",0,0,16204.5927734375,19.525,78.785,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",305,0.491803279,0.508196721,0,1,1,1,NA
"11-28-532-04312-569235",0,0,14362.5888671875,19.525,78.805,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",727,0.481430536,0.518569464,0,1,1,1,NA
"11-28-532-04312-569236",0.042105265,0.010526316,13433.072265625,19.545,78.825,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",481,0.492723493,0.507276507,0,0,0,1,NA
"11-28-532-04312-569237",0.261682242,0.028037382,19713.23046875,19.535,78.855,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",469,0.498933902,0.501066098,0,0,0,0,NA
"11-28-532-04312-569238",0.022988506,0.005747126,16218.8017578125,19.545,78.895,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",822,0.48540146,0.51459854,0,0,0,1,NA
"11-28-532-04312-569239",0.211267605,0.140845075,16006.5712890625,19.525,78.955,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",1135,0.511013216,0.488986784,0,0,0,1,NA
"11-28-532-04312-569240",0.265151516,0.068181818,21794.0543451568,19.515,78.895,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",1908,0.981573728,1.018426272,0,0,0,0,NA
"11-28-532-04312-569242",0.216735259,0.072702333,19452.806640625,19.505,78.855,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",3491,0.49842452,0.50157548,0,0,0,0,NA
"11-28-532-04312-569243",0.057142857,0.01904762,12082.5791015625,19.515,78.825,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",552,0.509057971,0.490942029,0,0,0,1,NA
"11-28-532-04312-569244",0.004032258,0.004032258,17692.40234375,19.505,78.795,"Adilabad","Narnoor","NARNOOR ADILABAD","Holdout",1219,0.497949139,0.502050861,0,0,0,1,NA
