"S","Y","H"
"Ssynth",0.04,-1.21422566093326
"Ssynth",0.11,-0.740175800945307
"Ssynth",0.77,1.56634792181418
"Ssynth",0.12,-0.831014091236553
"Ssynth",0.21,-0.505606147627583
"Ssynth",0.79,1.37990405068947
"Ssynth",0.83,1.68594138667286
"Ssynth",0.2,-0.591176217489697
"Ssynth",0.26,-0.289597480481261
"Ssynth",0.12,-0.916019166689537
"Ssynth",0.17,-0.568696003599526
"Ssynth",0.19,-0.492951120361643
"Ssynth",0.11,-0.721116652178019
"Ssynth",0.26,-0.280818009148573
"Ssynth",0.22,-0.388135156685295
"Ssynth",0.17,-0.541330844366836
"Ssynth",0.2,-0.55369934607423
"Ssynth",0.09,-0.912979370422841
"Ssynth",0.12,-0.761376390265754
"Ssynth",0.03,-1.05221917489035
"Ssynth",0.17,-0.622979803247236
"Ssynth",0.08,-1.05483395795579
"Ssynth",0.17,-0.594421750908454
"Ssynth",0.86,1.85066325665786
"Ssynth",0.09,-0.895137438003537
"Ssynth",0.24,-0.441052212491723
"Ssynth",0.22,-0.435099134033125
"Ssynth",0.24,-0.376740331509988
"Ssynth",0.83,1.96265069925983
"Ssynth",0.84,1.70489801860836
"Ssynth",0.81,1.7496371396744
"Ssynth",0.78,1.30884368159947
"Ssynth",0.7,1.0464418780234
"Ssynth",0.78,1.4332129900006
"Ssynth",0.78,1.53086956074611
"Ssynth",0.07,-0.903054099607762
"Ssynth",0.11,-0.787480313828461
"Ssynth",0.87,1.66208648443623
"Ssynth",0.83,1.868604839071
"Ssynth",0.19,-0.604047183515127
"Ssynth",0.81,1.4861126234227
"Ssynth",0.19,-0.574061197608191
"Ssynth",0.81,1.6341392440116
"Ssynth",0.09,-0.861604348971086
"Ssynth",0.1,-0.997605936168118
"Ssynth",0.75,1.33388965760333
"Ssynth",0.11,-0.867743872234082
"Ssynth",0.84,1.75903454462026
"Ssynth",0.75,1.23059285992824
"Ssynth",0.1,-0.82055688231913
"Ssynth",0.11,-0.745307974325399
"Ssynth",0.77,1.3572549733724
"Ssynth",0.12,-0.876031517825893
"Ssynth",0.08,-0.912132031293246
"Ssynth",0.73,1.50208987323868
"Ssynth",0.74,1.57963522255143
"Ssynth",0.71,1.49752318553863
"Ssynth",0.82,1.85239552982701
"Ssynth",0.36,0.042087489213445
"Ssynth",0.86,1.77108886583894
"Ssynth",0.77,1.54455569816306
"Ssynth",0.9,1.9943252654947
"Ssynth",0.12,-0.960130979804435
"Ssynth",0.81,1.61630738653861
"Ssynth",0.93,2.0824248104107
"Ssynth",0.24,-0.367028107048846
"Ssynth",0.25,-0.324874278993943
"Ssynth",0.15,-0.720858095480338
"Ssynth",0.06,-0.989884675851847
"Ssynth",0.81,1.65235441564538
"Ssynth",0.23,-0.444284427113524
"Ssynth",0.85,1.55104983750366
"Ssynth",0.29,-0.197012047404068
"Ssynth",0.22,-0.385227322567464
"Ssynth",0.81,1.32127526500594
"Ssynth",0.86,1.59840894856795
"Ssynth",0.16,-0.562316181556817
"Ssynth",0.9,1.59811406790322
"Ssynth",0.28,-0.234503992849856
"Ssynth",0.07,-0.849215458194246
"Ssynth",0.1,-0.923538156224267
"Ssynth",0.14,-0.652591425716009
"Ssynth",0.85,1.89991155995858
"Ssynth",0.81,1.54858088147919
"Ssynth",0.1,-0.843927020760858
"Ssynth",0.72,1.37846320124538
"Ssynth",0.15,-0.680332727921475
"Ssynth",0.91,1.39797526590271
"Ssynth",0.75,1.48883505245356
"Ssynth",0.75,1.32008265376976
"Ssynth",0.14,-0.757571204121285
"Ssynth",0.79,1.63796487965897
"Ssynth",0.73,1.36764341793658
"Ssynth",0.19,-0.568946302207805
"Ssynth",0.15,-0.548491542668497
"Ssynth",0.85,1.92242870973042
"Ssynth",0.11,-0.758487367836206
"Ssynth",0.68,1.4541807587794
"Ssynth",0.16,-0.720574563718513
"Ssynth",0.85,1.87790002810815
"Ssynth",0.27,-0.271432996851684
"Ssynth",0.79,1.56374696373325
"Ssynth",0.74,1.50421519175377
"Ssynth",0.85,1.81473438617633
"Ssynth",0.85,1.75555530610008
"Ssynth",0.94,2.46714517863302
"Ssynth",0.86,1.58194408223269
"Ssynth",0.82,1.76646349010965
"Ssynth",0.74,1.35750146928772
"Ssynth",0.15,-0.686321890572253
"Ssynth",0.81,1.54858088147919
"Ssynth",0.79,1.69440207205424
"Ssynth",0.78,1.47940418279086
"Ssynth",0.65,1.50332060647209
"Ssynth",0.2,-0.50776980236434
"Ssynth",0.18,-0.671423305327004
"Ssynth",0.06,-1.23274897630919
"Ssynth",0.22,-0.455312156823016
"Ssynth",0.89,1.91550327318568
"Ssynth",0.83,1.58224155288136
"Ssynth",0.85,1.92242870973042
"Ssynth",0.83,1.61541229673147
"Ssynth",0.18,-0.551005438092927
"Ssynth",0.14,-0.68209866435191
"Ssynth",0.23,-0.381249991732406
"Ssynth",0.91,2.10061882396771
"Ssynth",0.84,1.77880016599728
"Ssynth",0.08,-1.23806213952848
"Ssynth",0.89,1.91550327318568
"Ssynth",0.21,-0.587981356703264
"Ssynth",0.27,-0.245978234776547
"Ssynth",0.78,1.51181871600098
"Ssynth",0.2,-0.465830976496738
"Ssynth",0.24,-0.360878169395339
"Ssynth",0.2,-0.485768657092095
"Ssynth",0.81,1.61630738653861
"Ssynth",0.86,1.50799961364575
"Ssynth",0.78,1.61780136226812
"Ssynth",0.8,1.7120539102038
"Ssynth",0.81,1.47124608753859
"Ssynth",0.18,-0.66402922278752
"Ssynth",0.19,-0.585649532255863
"Ssynth",0.8,1.67267611049848
"Ssynth",0.79,1.46631169333011
"Ssynth",0.73,1.36764341793658
"Ssynth",0.83,1.66775841623826
"Ssynth",0.86,1.89310073201244
"Ssynth",0.27,-0.27833244247746
"Ssynth",0.24,-0.383564572141537
"Ssynth",0.29,-0.173598550039157
"Ssynth",0.91,1.90235924405822
"Ssynth",0.88,1.67647102194554
"Ssynth",0.8,1.99182431923845
"Ssynth",0.91,2.07663423041831
"Ssynth",0.83,1.4605607060165
"Ssynth",0.84,1.63173719591006
"Ssynth",0.87,1.53912640022368
"Ssynth",0.82,1.44517488275486
"Ssynth",0.76,1.44213447606978
"Ssynth",0.82,1.65112689723712
"Ssynth",0.92,1.7347840772304
"Ssynth",0.84,1.68404488399754
"Ssynth",0.9,1.74015212467395
"Ssynth",0.93,2.42591255115954
"Ssynth",0.95,1.87905355361354
"Ssynth",0.84,1.8844392294443
"Ssynth",0.17,-0.667545403881841
"Ssynth",0.86,1.68047781076898
"Ssynth",0.83,2.0131979640546
"Ssynth",0.91,1.67268762805613
"Ssynth",0.9,1.95065072247453
"Ssynth",0.84,1.61499141366339
"Ssynth",0.7,1.26079020935451
"Ssynth",0.77,1.69924603027184
"Ssynth",0.84,2.39139477661573
"Ssynth",0.9,2.45947685707128
"Ssynth",0.17,-0.745757160327937
"Ssynth",0.91,1.94320803141073
"Ssynth",0.82,2.19757228669856
"Ssynth",0.85,2.05309292077337
"Ssynth",0.81,1.58651735829517
"Ssynth",0.75,1.33388965760333
"Ssynth",0.86,2.56303000096882
"Ssynth",0.88,2.19152299209858
"Ssynth",0.27,-0.317577025721433
"Ssynth",0.77,1.37129245234169
"Ssynth",0.78,1.95792818447637
"Ssynth",0.05,-1.00479348745864
"Ssynth",0.14,-0.752711250707728
"Ssynth",0.94,2.23768716723885
"Ssynth",0.81,1.65235441564538
"Ssynth",0.84,1.52108608625119
"Ssynth",0.9,1.95511227880255
"Ssynth",0.83,1.61570879686993
"Ssynth",0.85,1.66480870013426
"Ssynth",0.13,-0.688400478679448
"Ssynth",0.78,1.74299486503659
"Ssynth",0.72,1.27458993022741
"Ssynth",0.68,1.41120824510537
"Ssynth",0.81,1.6341392440116
"Ssynth",0.79,1.32753451046951
"Ssynth",0.72,1.33320209627456
"Ssynth",0.22,-0.413305760300164
"Ssynth",0.23,-0.390912884998149
"Ssynth",0.14,-0.844063187861742
"Ssynth",0.23,-0.381352037225322
"Ssynth",0.14,-0.675762886625117
"Ssynth",0.14,-0.688277655168693
"Ssynth",0.22,-0.531572592466805
"Ssynth",0.26,-0.368284348135804
"Ssynth",0.19,-0.537241520131706
"Ssynth",0.72,1.41553778354043
"Ssynth",0.07,-0.969788999749112
"Ssynth",0.18,-0.55119433547229
"Ssynth",0.19,-0.669072633118524
"Ssynth",0.06,-1.28057428163406
"Ssynth",0.25,-0.317232802755828
"Ssynth",0.89,2.07432684065641
"Ssynth",0.13,-0.765038693340206
"Ssynth",0.17,-0.524551955838871
"Ssynth",0.22,-0.497785891789047
"Ssynth",0.11,-0.714235252499198
"Ssynth",0.13,-0.841315416373046
"Ssynth",0.71,1.42695749821619
"Ssynth",0.14,-0.737257105323948
"Ssynth",0.09,-0.923661533227692
"Ssynth",0.04,-1.16647345463517
"Ssynth",0.81,1.61733004029682
"Ssynth",0.14,-0.636726624265944
"Ssynth",0.7,1.32020223899721
"Ssynth",0.91,1.86328521336407
"Ssynth",0.85,1.598489776866
"Ssynth",0.11,-0.850303727862198
"Ssynth",0.26,-0.338863990365037
"Ssynth",0.1,-0.889128860110038
"Ssynth",0.81,1.65235441564538
"Ssynth",0.31,-0.131094352923426
"Ssynth",0.93,2.07879227314109
"Ssynth",0.27,-0.273683707604349
"Ssynth",0.82,2.16665833197391
"Ssynth",0.25,-0.394552062509722
"Ssynth",0.87,2.04679030164969
"Ssynth",0.29,-0.229853032287301
"Ssynth",0.37,0.0645834882170293
"Ssynth",0.94,2.04642062672928
"Ssynth",0.91,1.61036439184392
"Ssynth",0.91,2.03022740539996
"Ssynth",0.84,1.38596897916901
"Ssynth",0.69,1.00695878227779
"Ssynth",0.73,0.953687457044012
"Ssynth",0.15,-0.692937033821576
"Ssynth",0.19,-0.56944680533285
"Ssynth",0.75,1.42290081278826
"Ssynth",0.77,1.33056037498852
"Ssynth",0.06,-0.827079434975647
"Ssynth",0.16,-0.634087260260066
"Ssynth",0.1,-0.836547897439901
"Ssynth",0.1,-0.70837374227471
"Ssynth",0.15,-0.65521911481469
"Ssynth",0.13,-0.906338872071139
"Ssynth",0.08,-0.671085630020023
"Ssynth",0.81,1.32481204056495
"Ssynth",0.12,-0.673838894519942
"Ssynth",0.29,-0.203648922820592
"Ssynth",0.13,-0.677058336792315
"Ssynth",0.8,1.25028435995664
"Ssynth",0.67,1.16827796494978
"Ssynth",0.13,-0.608155745389277
"Ssynth",0.1,-0.774116221786257
"Ssynth",0.08,-0.829042394957357
"Ssynth",0.12,-0.618518203070602
"Ssynth",0.08,-0.800482876171344
"Ssynth",0.06,-1.01012826245934
"Ssynth",0.29,-0.189045195298873
"Ssynth",0.78,1.5285431264792
"Ssynth",0.78,1.37576930454326
"Ssynth",0.15,-0.667281646585942
"Ssynth",0.23,-0.384255958273305
"Ssynth",0.83,1.76266714954648
"Ssynth",0.76,1.04886365617339
"Ssynth",0.21,-0.40461850931422
"Ssynth",0.81,1.90566101503231
"Ssynth",0.75,1.12805490373372
"Ssynth",0.24,-0.330091067237446
"Ssynth",0.81,1.54858088147919
"Ssynth",0.86,1.41499910537664
"Ssynth",0.85,1.81473438617633
"Ssynth",0.82,1.53244832292319
"Ssynth",0.63,1.0358209664754
"Ssynth",0.66,1.17987933855148
"Ssynth",0.74,1.56672363329076
"Ssynth",0.76,1.98786520692125
"Ssynth",0.88,1.7108978005607
"Ssynth",0.89,2.07432684065641
"Ssynth",0.92,1.76269337786281
"Ssynth",0.73,1.33515319122152
"Ssynth",0.83,1.53437071134436
"Ssynth",0.78,1.52363569679225
"Ssynth",0.87,1.47558441622085
"Ssynth",0.81,1.50107491045211
"Ssynth",0.29,-0.263349498131237
"Ssynth",0.71,1.91158367100889
"Ssynth",0.82,2.26204817497213
"Ssynth",0.19,-0.710283213203899
"Ssynth",0.13,-0.963813414392606
"Ssynth",0.15,-0.857200453543891
"Ssynth",0.75,1.82569518879325
"Ssynth",0.1,-1.07535341180259
"Ssynth",0.16,-0.62935487277237
"Ssynth",0.15,-0.718662976555742
"Ssynth",0.67,1.25463375961411
"Ssynth",0.81,2.18282947613881
"Ssynth",0.06,-1.37574048380487
"Ssynth",0.05,-1.2309613453707
"Ssynth",0.12,-1.05358614333955
"Ssynth",0.08,-1.15996546429145
"Ssynth",0.75,1.64697467155021
"Ssynth",0.71,1.74040195028686
"Ssynth",0.2,-0.629942460140521
"Ssynth",0.25,-0.455664216423752
"Ssynth",0.22,-0.512505237879684
"Ssynth",0.16,-0.766866474901059
"Ssynth",0.22,-0.493827735556964
"Ssynth",0.14,-0.937252988504309
"Ssynth",0.14,-0.971044892665585
"Ssynth",0.84,2.32901735386595
"Ssynth",0.12,-1.02286612718369
"Ssynth",0.16,-0.849627398691206
"Ssynth",0.75,1.91182280947696
"Ssynth",0.69,1.4914167643894
"Ssynth",0.12,-0.915321242076696
"Ssynth",0.73,1.78066208045912
"Ssynth",0.85,2.86244999239629
"Ssynth",0.64,1.26014029659719
"Ssynth",0.81,2.31668527685738
"Ssynth",0.73,1.67540109656853
"Ssynth",0.76,1.97878103926028
"Ssynth",0.79,2.0389104266988
"Ssynth",0.83,2.26235335124199
"Ssynth",0.76,1.69194212721609
"Ssynth",0.78,2.13598230588699
"Ssynth",0.86,2.68586966298466
"Ssynth",0.77,2.05625055377137
"Ssynth",0.67,1.68721956015395
"Ssynth",0.72,1.69531718235451
"Ssynth",0.7,1.57392841648407
"Ssynth",0.28,-0.294228681579372
"Ssynth",0.74,1.63802571999675
"Ssynth",0.87,2.28021881165284
"Ssynth",0.73,1.51733574884182
"Ssynth",0.76,1.72060126351663
"Ssynth",0.75,1.87619958085483
"Ssynth",0.67,1.4306453548928
"Ssynth",0.73,1.7727165763358
"Ssynth",0.22,-0.563992056229613
"Ssynth",0.74,1.9001114834381
"Ssynth",0.82,1.9976000392676
"Ssynth",0.78,1.22235244217482
"Ssynth",0.79,2.03085621205788
"Ssynth",0.8,1.90499525496766
"Ssynth",0.9,2.53838385856912
"Ssynth",0.73,1.6277118193286
"Ssynth",0.74,1.59325848940736
"Ssynth",0.9,2.21874508879321
"Ssynth",0.88,2.54199829158711
"Ssynth",0.74,1.9713792561573
"Ssynth",0.88,2.14353070873275
"Ssynth",0.83,2.3904797752966
"Ssynth",0.26,-0.399650852804435
"Ssynth",0.24,-0.545960129751129
"Ssynth",0.23,-0.531183731654276
"Ssynth",0.26,-0.38222710206016
"Ssynth",0.25,-0.465759114499381
"Ssynth",0.18,-0.642045795643277
"Ssynth",0.25,-0.455664216423752
"Ssynth",0.07,-1.31912550848569
"Ssynth",0.9,1.91810693338219
"Ssynth",0.11,-1.08620543904599
"Ssynth",0.21,-0.604300534135198
"Ssynth",0.1,-1.16419033046437
"Ssynth",0.81,1.96069063266479
"Ssynth",0.82,2.10730198065547
"Ssynth",0.72,1.46290448347773
"Ssynth",0.73,1.76373272157149
"Ssynth",0.8,2.32828547974538
"Ssynth",0.21,-0.431701362272875
"Ssynth",0.23,-0.357368907978501
"Ssynth",0.22,-0.570019126413769
"Ssynth",0.72,1.5509212393068
"Ssynth",0.17,-0.677427361189344
"Ssynth",0.16,-0.800437101259898
"Ssynth",0.1,-1.06075861221941
"Ssynth",0.06,-1.02705939649859
"Ssynth",0.17,-0.7165298563198
"Ssynth",0.23,-0.362637937182545
"Ssynth",0.73,1.78461477155119
"Ssynth",0.08,-0.97052072365894
"Ssynth",0.06,-1.00954641103859
"Ssynth",0.2,-0.484365909184752
"Ssynth",0.61,0.964200049338932
"Ssynth",0.75,1.20268258629665
"Ssynth",0.12,-0.705977923093731
"Ssynth",0.14,-0.623017466831227
"Ssynth",0.14,-0.783590289037878
"Ssynth",0.12,-0.867905779773812
"Ssynth",0.06,-0.845900727769358
"Ssynth",0.68,1.26861740049776
"Ssynth",0.92,1.32468717321131
"Ssynth",0.8,1.42263341238915
"Ssynth",0.7,1.37866853862157
"Ssynth",0.1,-0.900375809810187
"Ssynth",0.09,-0.853504325082319
"Ssynth",0.1,-0.762325322743453
"Ssynth",0.05,-1.16326386864463
"Ssynth",0.11,-0.825512286645695
"Ssynth",0.06,-0.864899490614688
"Ssynth",0.75,1.36315977139913
"Ssynth",0.1,-0.934678308973953
"Ssynth",0.1,-0.871368082933091
"Ssynth",0.91,1.84411611967528
"Ssynth",0.71,0.99311045702112
"Ssynth",0.18,-0.540927587608361
"Ssynth",0.82,1.51679264394152
"Ssynth",0.77,1.12950080472467
"Ssynth",0.86,1.61351140805158
"Ssynth",0.91,1.64203938113439
"Ssynth",0.92,1.87683047144511
"Ssynth",0.89,2.09912419858368
"Ssynth",0.96,2.33991859469075
"Ssynth",0.97,1.96041401531032
"Ssynth",0.94,2.21190115301089
"Ssynth",0.88,1.67718321647822
"Ssynth",0.92,1.82040906805487
"Ssynth",0.94,1.84693096728451
"Ssynth",0.15,-0.616531962218106
"Ssynth",0.21,-0.478325546050542
"Ssynth",0.27,-0.249391674713362
"Ssynth",0.04,-0.812813083051407
"Ssynth",0.85,1.7004929513669
"Ssynth",0.66,1.10569639141682
"Ssynth",0.85,1.72251368497
"Ssynth",0.86,1.85066325665786
"Ssynth",0.87,2.23571826977184
"Ssynth",0.3,-0.160876869034989
"Ssynth",0.82,1.58199890137992
"Ssynth",0.22,-0.400306801708655
"Ssynth",0.79,1.46631169333011
"Ssynth",0.86,1.91503410821932
"Ssynth",0.7,1.26079020935451
"Ssynth",0.12,-0.85740764137592
"Ssynth",0.81,1.95576212668133
"Ssynth",0.84,1.79899990566653
"Ssynth",0.08,-0.929957505773091
"Ssynth",0.82,1.63330510168518
"Ssynth",0.8,1.69214387018868
"Ssynth",0.88,2.37148135584097
"Ssynth",0.87,1.64569260179107
"Ssynth",0.81,1.72930654048844
"Ssynth",0.79,1.6359190956496
"Ssynth",0.68,1.35732932483664
"Ssynth",0.77,1.63786505712402
"Ssynth",0.72,1.64362944988354
"Ssynth",0.13,-0.855741383093303
"Ssynth",0.73,1.50208987323868
"Ssynth",0.74,1.48643158317055
"Ssynth",0.78,1.56308243433462
"Ssynth",0.78,1.63686989241762
"Ssynth",0.74,1.68478920243703
"Ssynth",0.74,1.47108772904386
"Ssynth",0.74,1.57963522255143
"Ssynth",0.71,1.28197248143131
"Ssynth",0.82,1.70691567176658
"Ssynth",0.78,1.81650189909233
"Ssynth",0.74,1.43542604311567
"Ssynth",0.81,1.58174621352396
"Ssynth",0.86,1.66342083203573
"Ssynth",0.82,2.05102718378952
"Ssynth",0.2,-0.610144115901761
"Ssynth",0.07,-1.05035712384753
"Ssynth",0.56,0.728189044203355
"Ssynth",0.76,1.4147775200338
"Ssynth",0.75,1.47516086001227
"Ssynth",0.87,2.29608313678916
"Ssynth",0.95,2.41566842020003
"Ssynth",0.08,-1.10483267399727
"Ssynth",0.86,1.89310073201244
"Ssynth",0.84,1.75903454462026
"Ssynth",0.27,-0.232694169501689
"Ssynth",0.08,-1.10483267399727
"Ssynth",0.17,-0.68906754527881
"Ssynth",0.21,-0.477685934261421
"Ssynth",0.81,1.7496371396744
"Ssynth",0.17,-0.56409194838904
"Ssynth",0.78,1.44829906487903
"Ssynth",0.14,-0.815942459223841
"Ssynth",0.16,-0.605902984088651
"Ssynth",0.19,-0.684162297515132
"Ssynth",0.71,1.06614642689202
"Ssynth",0.23,-0.458045649747667
"Ssynth",0.11,-0.794781110010814
"Ssynth",0.08,-0.895022870086613
"Ssynth",0.11,-0.841863262670996
"Ssynth",0.28,-0.261847033378185
"Ssynth",0.79,1.75706107534465
"Ssynth",0.83,1.8247860466042
"Ssynth",0.86,1.83012844503834
"Ssynth",0.85,1.63099948517063
"Ssynth",0.88,2.13731251369499
"Ssynth",0.74,1.1999227211682
"Ssynth",0.77,1.08228565758188
"Ssynth",0.78,1.61780136226812
"Ssynth",0.13,-0.810856323919207
"Ssynth",0.86,1.77108886583894
"Ssynth",0.16,-0.580396536403388
"Ssynth",0.81,1.26273325110124
"Ssynth",0.75,1.39199415278092
"Ssynth",0.91,2.10061882396771
"Ssynth",0.81,1.83579782646662
"Ssynth",0.82,1.78721451801911
"Ssynth",0.81,1.58174621352396
"Ssynth",0.28,-0.246138779300484
"Ssynth",0.69,1.38015211706409
"Ssynth",0.22,-0.435099134033125
"Ssynth",0.78,1.56308243433462
"Ssynth",0.19,-0.568456763492348
"Ssynth",0.93,1.35023411804222
"Ssynth",0.88,2.16408755719912
"Ssynth",0.95,2.19829955150847
"Ssynth",0.73,1.3087377005343
"Ssynth",0.94,2.23768716723885
"Ssynth",0.77,1.30456038717394
"Ssynth",0.24,-0.373435230390137
"Ssynth",0.87,1.73093811973972
"Ssynth",0.91,2.07663423041831
"Ssynth",0.16,-0.736364189738038
"Ssynth",0.86,1.7156247450885
"Ssynth",0.19,-0.579790709068054
"Ssynth",0.22,-0.40990240634472
"Ssynth",0.78,1.40392808357307
"Ssynth",0.21,-0.417905484748907
"Ssynth",0.87,1.88658677863644
"Ssynth",0.77,1.37129245234169
"Ssynth",0.93,2.07879227314109
"Ssynth",0.26,-0.332367503686668
"Ssynth",0.19,-0.604047183515127
"Ssynth",0.69,1.49248015217429
"Ssynth",0.15,-0.62706201014983
"Ssynth",0.19,-0.509641401289413
"Ssynth",0.14,-0.815942459223841
"Ssynth",0.82,1.68791969729309
"Ssynth",0.87,1.95216247425201
"Ssynth",0.26,-0.250210183394957
"Ssynth",0.94,1.68354500061811
"Ssynth",0.23,-0.372329106937648
"Ssynth",0.88,1.92250495330626
"Ssynth",0.82,1.6158505867941
"Ssynth",0.86,1.85066325665786
"Ssynth",0.87,1.92981860291815
"Ssynth",0.12,-0.652312942953399
"Ssynth",0.25,-0.304849209884985
"Ssynth",0.76,1.27880623779801
"Ssynth",0.16,-0.645419171973745
"Ssynth",0.79,1.27068766208306
"Ssynth",0.87,1.73093811973972
"Ssynth",0.12,-0.831851423365922
"Ssynth",0.79,1.76072502719378
"Ssynth",0.25,-0.371160253606061
"Ssynth",0.22,-0.423935413268176
"Ssynth",0.86,1.56660267661903
"Ssynth",0.9,1.8691873197333
"Ssynth",0.12,-0.806855558509467
"Ssynth",0.26,-0.27886328587441
"Ssynth",0.2,-0.446883858698454
"Ssynth",0.75,1.5756578203273
"Ssynth",0.31,-0.134202971319118
"Ssynth",0.22,-0.537718060046312
"Ssynth",0.26,-0.283033892762204
"Ssynth",0.91,2.22909662017491
"Ssynth",0.75,1.20711632975445
"Ssynth",0.82,1.72632892335925
"Ssynth",0.67,1.25280806687907
"Ssynth",0.16,-0.736364189738038
"Ssynth",0.2,-0.55369934607423
"Ssynth",0.21,-0.521016584624556
"Ssynth",0.13,-0.690048423761605
"Ssynth",0.14,-0.618177392114684
"Ssynth",0.16,-0.860804110114254
"Ssynth",0.85,1.75555530610008
"Ssynth",0.81,1.61733004029682
"Ssynth",0.16,-0.698226794732263
"Ssynth",0.17,-0.594421750908454
"Ssynth",0.13,-0.708457707223161
"Ssynth",0.93,2.15000854833573
"Ssynth",0.27,-0.256917712715536
"Ssynth",0.18,-0.515726821969707
"Ssynth",0.12,-0.783146697967518
"Ssynth",0.74,1.2872569853513
"Ssynth",0.73,1.24160342517799
"Ssynth",0.9,1.81134767894169
"Ssynth",0.12,-0.806313022651807
"Ssynth",0.85,2.01791869643034
"Ssynth",0.13,-0.690048423761605
"Ssynth",0.84,2.1086924201024
"Ssynth",0.11,-0.721736125021198
"Ssynth",0.03,-1.15079959423093
"Ssynth",0.14,-0.701011711902958
"Ssynth",0.79,1.29068987813182
"Ssynth",0.23,-0.401061231503799
"Ssynth",0.75,1.56090275905965
"Ssynth",0.26,-0.296560218212504
"Ssynth",0.9,1.9087940184344
"Ssynth",0.86,1.7156247450885
"Ssynth",0.88,1.78240993883807
"Ssynth",0.88,1.8599385529121
"Ssynth",0.27,-0.255005675093752
"Ssynth",0.88,1.7459464479526
"Ssynth",0.92,1.75139027054683
"Ssynth",0.85,1.68222521762627
"Ssynth",0.74,1.3943304098214
"Ssynth",0.11,-0.766199163152157
"Ssynth",0.73,1.33757040505765
"Ssynth",0.19,-0.597773029093827
"Ssynth",0.81,1.72930654048844
"Ssynth",0.94,2.32313042209703
"Ssynth",0.86,1.68047781076898
"Ssynth",0.23,-0.384476888687411
"Ssynth",0.88,1.88035070331855
"Ssynth",0.84,1.8844392294443
"Ssynth",0.79,1.69440207205424
"Ssynth",0.67,1.14272234708839
"Ssynth",0.68,1.13795056870783
"Ssynth",0.83,1.63298217875145
"Ssynth",0.11,-0.817590799202159
"Ssynth",0.88,2.01255599092583
"Ssynth",0.75,1.36444182274423
"Ssynth",0.26,-0.291866119919625
"Ssynth",0.19,-0.460833353529221
"Ssynth",0.72,1.18470245756583
