"shrid2","lat","lon","Ycons","Y05k","Y10k","wave","D","R_PC1","R_PC1_scaled"
"11-28-539-04631-576831",17.275,78.855,0,0,0,"Buffer",0,-16.4294139831226,-0.337049072468946
"11-28-539-04631-576832",17.275,78.885,0,0,0,"Buffer",0,-13.9791532185475,-0.286782025886795
"11-28-539-04631-576833",17.315,78.905,0,0,0,"Buffer",0,-32.98205635549,-0.676626172677621
"11-28-539-04631-576834",17.325,78.955,0,0,0,"Buffer",0,-23.911501012543,-0.490543926027856
"11-28-539-04631-576835",17.315,78.985,0,0,0,"Buffer",0,-55.9950019279355,-1.14873625328908
"11-28-539-04631-576836",17.295,78.955,0,0,0,"Buffer",0,-35.1492397773574,-0.721085893697546
"11-28-539-04631-576837",17.275,78.925,0,0,0,"Buffer",0,-9.59651902016388,-0.196872380110425
"11-28-539-04631-576838",17.225,78.895,0,0,0,"Buffer",0,-23.173509726962,-0.475404050768106
"11-28-539-04631-576839",17.245,78.945,0,0,0,"Buffer",0,23.5437644284626,0.482999817960183
"11-28-539-04631-576840",17.245,78.965,0,0,0,"Buffer",0,-28.4979830649154,-0.584635506119246
"11-28-539-04632-576842",17.345,79.065,0,0,0,"Holdout",NA,5.10727861781942,0.104775710365864
"11-28-539-04632-576843",17.305,79.025,0,0,0,"Holdout",NA,-36.294146203448,-0.744573624262616
"11-28-539-04632-576844",17.285,79.065,0,0,0,"Holdout",NA,-69.276989470049,-1.42121594040466
"11-28-539-04632-576845",17.315,79.075,0,0,1,"Holdout",NA,-65.3736043335334,-1.34113807876558
"11-28-539-04632-576846",17.325,79.085,0,0,0,"Holdout",NA,-39.0622370453475,-0.8013609480059
"11-28-539-04632-576847",17.345,79.095,0,0,0,"Holdout",NA,-60.493607266416,-1.2410250444959
"11-28-539-04632-576848",17.345,79.125,0,0,0,"Holdout",NA,-31.2310951904362,-0.640705242252666
"11-28-539-04632-576849",17.325,79.115,0,0,0,"Holdout",NA,-21.5278972209582,-0.441644345804701
"11-28-539-04632-576850",17.295,79.135,0,0,0,"Holdout",NA,-61.4930575871398,-1.26152874620582
"11-28-539-04632-576851",17.315,79.135,0,0,1,"Holdout",NA,-36.2791613387397,-0.744266210087272
"11-28-539-04632-576852",17.325,79.155,0,0,0,"Holdout",NA,-24.2369408926137,-0.497220318127714
"11-28-539-04632-576853",17.335,79.185,0,0,0,"Holdout",NA,-10.7673979679262,-0.220892936395761
"11-28-539-04632-576854",17.305,79.165,0,0,1,"Holdout",NA,-6.51010810434319,-0.133554726936426
"11-28-539-04632-576855",17.275,79.175,0,0,0,"Holdout",NA,-17.494552426415,-0.358900364592422
"11-28-539-04632-576856",17.295,79.205,0,0,0,"Holdout",NA,-11.3492289483853,-0.232829186373935
"11-28-539-04632-576857",17.335,79.215,0,0,0,"Holdout",NA,-29.4742986175205,-0.604664598561653
"11-28-539-04632-576858",17.345,79.205,0,0,0,"Holdout",NA,-44.4928395868374,-0.912769641671843
"11-28-539-04632-576859",17.365,79.215,0,0,1,"Holdout",NA,-8.59890215418764,-0.17640629168499
"11-28-539-04632-576860",17.355,79.225,0,0,1,"Holdout",NA,-16.5287603363732,-0.33908716075686
"11-28-539-04632-576861",17.325,79.265,0,0,1,"Holdout",NA,14.4680250055861,0.296811220022804
"11-28-539-04633-576863",17.275,78.995,0,0,0,"Control",0,-59.6685804762789,-1.2240996377429
"11-28-539-04633-576864",17.245,78.995,0,0,0,"Control",0,-60.7112781215211,-1.24549055737981
"11-28-539-04633-576865",17.205,78.985,0,0,0,"Control",0,-127.8289184124,-2.62240749608402
"11-28-539-04633-576866",17.185,79.015,0,0,0,"Control",0,-103.508980669579,-2.12348449936965
"11-28-539-04633-576867",17.225,79.035,0,0,0,"Control",0,-76.4001713531345,-1.5673478626502
"11-28-539-04633-576868",17.255,79.035,0,0,0,"Control",0,-60.4828328648073,-1.24080400787996
"11-28-539-04633-576869",17.225,79.085,0,0,0,"Control",0,-36.4261159912394,-0.747280981604437
"11-28-539-04633-576870",17.185,79.055,0,0,0,"Control",0,-49.8135479611232,-1.02192385887478
"11-28-539-04633-576871",17.145,79.065,0,0,0,"Control",0,-106.807513993002,-2.19115383914705
"11-28-539-04633-576872",17.145,79.115,0,0,0,"Control",0,-55.3190337434399,-1.13486878060644
"11-28-539-04633-576873",17.185,79.105,0,0,0,"Control",0,-63.1503470036832,-1.29552800273635
"11-28-539-04633-576874",17.275,79.135,0,0,0,"Control",0,-61.6993398367171,-1.26576062209368
"11-28-539-04633-576875",17.245,79.165,0,0,0,"Control",0,-50.4928017953013,-1.03585873658959
"11-28-539-04633-576876",17.215,79.165,0,0,0,"Control",0,-136.497577157268,-2.80024484271786
"11-28-539-04633-576877",17.185,79.145,0,0,0,"Control",0,-86.5162227974728,-1.77487843920424
"11-28-539-04634-576879",17.255,79.195,1,0,0,"Holdout",NA,-46.6255940576134,-0.956523053504882
"11-28-539-04634-576880",17.295,79.235,0,0,0,"Holdout",NA,-21.38058177491,-0.438622172615692
"11-28-539-04634-576881",17.345,79.265,0,0,0,"Holdout",NA,-70.5488741271717,-1.44730862663261
"11-28-539-04634-576882",17.285,79.275,0,0,0,"Holdout",NA,-36.92533361011,-0.757522420256682
"11-28-539-04634-576883",17.255,79.275,0,0,0,"Holdout",NA,-5.10787838600886,-0.104788014597296
"11-28-539-04634-576884",17.275,79.265,1,0,0,"Holdout",NA,-25.6651526296599,-0.526520051018685
"11-28-539-04634-576885",17.265,79.245,0,0,0,"Holdout",NA,-6.28070830328485,-0.128848594980003
"11-28-539-04634-576886",17.245,79.245,0,0,0,"Holdout",NA,-4.45401306647307,-0.0913739817111841
"11-28-539-04634-576887",17.245,79.215,0,0,1,"Holdout",NA,-9.65062235033047,-0.19798230875845
"11-28-539-04634-576888",17.225,79.235,0,0,0,"Holdout",NA,-11.6226831668186,-0.238439093749837
"11-28-539-04634-576889",17.215,79.235,0,0,0,"Holdout",NA,-23.2150327789865,-0.476255895282178
"11-28-539-04634-576890",17.215,79.205,0,0,0,"Holdout",NA,-55.9166377265212,-1.14712861339221
"11-28-539-04634-576891",17.195,79.185,0,0,0,"Holdout",NA,-56.2513307067353,-1.15399483264136
"11-28-539-04634-576892",17.165,79.175,0,0,0,"Holdout",NA,-16.0339586192592,-0.328936314233628
"11-28-539-04634-576893",17.145,79.155,0,0,0,"Holdout",NA,-65.3202003906718,-1.34004249803299
"11-28-539-04634-576894",17.125,79.175,0,0,1,"Holdout",NA,-16.6438174316146,-0.341447554576866
"11-28-539-04634-576895",17.155,79.225,0,0,0,"Holdout",NA,-40.6987987251966,-0.834934975466526
"11-28-539-04634-576896",17.175,79.215,0,0,0,"Holdout",NA,-68.058842417106,-1.39622567996402
"11-28-539-04634-576897",17.195,79.245,0,0,0,"Holdout",NA,-30.6063689882955,-0.627888997729589
"11-28-539-04635-576899",17.215,79.275,0,0,0,"Control",0,9.78852918650703,0.200811464519464
"11-28-539-04635-576900",17.255,79.295,0,0,0,"Control",0,-16.366643956649,-0.335761346733658
"11-28-539-04635-576901",17.255,79.325,0,1,1,"Control",0,-7.02623114802815,-0.144142980013047
"11-28-539-04635-576902",17.225,79.335,0,0,0,"Control",0,24.4063009661912,0.500694736373624
"11-28-539-04635-576903",17.215,79.355,0,0,0,"Control",0,6.83992833433527,0.140320981820169
"11-28-539-04635-576904",17.205,79.315,0,0,0,"Control",0,-20.6636168782913,-0.423913653270672
"11-28-539-04635-576905",17.185,79.305,0,0,0,"Control",0,-44.023899246401,-0.903149340731729
"11-28-539-04635-576906",17.195,79.275,0,0,1,"Control",0,-10.4114550464051,-0.213590775060377
"11-28-539-04635-576907",17.185,79.265,0,0,0,"Control",0,-47.6120572806256,-0.976760325186181
"11-28-539-04635-576908",17.165,79.265,0,0,0,"Control",0,-22.3310816175182,-0.458121656325951
"11-28-539-04635-576909",17.145,79.265,0,0,0,"Control",0,21.0972496907087,0.432809621037234
"11-28-539-04635-576910",17.165,79.295,0,0,0,"Control",0,-24.504776425534,-0.502714958291858
"11-28-539-04635-576911",17.155,79.325,0,0,0,"Control",0,-13.3331246935444,-0.273528764670999
"11-28-539-04635-576912",17.175,79.365,1,0,0,"Control",0,-0.419250659034792,-0.00860091820102832
"11-28-539-04635-576913",17.145,79.345,0,0,1,"Control",0,-26.3282196295181,-0.540122856177564
"11-28-539-04635-576914",17.135,79.355,0,0,0,"Control",0,-24.5953723051314,-0.504573530802064
"11-28-539-04635-576915",17.145,79.375,0,0,0,"Control",0,-60.4560922530373,-1.24025542480794
"11-28-539-04636-576916",17.255,79.465,0,0,0,"Buffer",0,-68.7169527246353,-1.409726798687
"11-28-539-04636-576917",17.255,79.485,0,0,0,"Buffer",0,70.0665905270244,1.43741458900816
"11-28-539-04636-576918",17.235,79.445,0,0,0,"Buffer",0,-33.7012535187224,-0.691380486923936
"11-28-539-04636-576919",17.205,79.435,0,0,0,"Buffer",0,-89.6393712918365,-1.83894976300736
"11-28-539-04636-576920",17.225,79.405,0,0,0,"Buffer",0,-70.2872392669135,-1.44194119313399
"11-28-539-04636-576921",17.205,79.385,0,0,0,"Buffer",0,1.50537763493317,0.0308827896168996
"11-28-539-04636-576922",17.185,79.385,0,0,0,"Buffer",0,0.947285876939968,0.019433549274097
"11-28-539-04636-576923",17.195,79.405,0,0,0,"Buffer",0,-56.1974648394481,-1.15288977553916
"11-28-539-04636-576924",17.145,79.395,0,0,0,"Buffer",0,-66.1021719105323,-1.35608462684761
"11-28-539-04636-576925",17.135,79.375,0,0,0,"Buffer",0,-47.905244708065,-0.982775058917982
"11-28-539-04636-576926",17.125,79.405,0,0,0,"Buffer",0,-80.5975639098172,-1.65345728015416
"11-28-539-04636-576927",17.125,79.445,0,0,0,"Buffer",0,-65.0297203476736,-1.33408330623443
"11-28-539-04636-576928",17.115,79.435,0,0,0,"Buffer",0,-37.9278744532647,-0.77808952396742
"11-28-539-04636-576929",17.095,79.435,1,0,0,"Buffer",0,-31.9559686886076,-0.655576006387466
"11-28-539-04636-576930",17.105,79.465,0,0,0,"Buffer",0,-3.31132724082681,-0.0679318067161946
"11-28-539-04637-576932",17.195,79.465,0,0,0,"Buffer",0,-35.2304727631872,-0.722752386644643
"11-28-539-04637-576933",17.215,79.475,0,0,0,"Buffer",0,-14.2276436603165,-0.291879801924435
"11-28-539-04637-576934",17.235,79.495,0,0,0,"Buffer",0,-7.528385573065,-0.154444667180265
"11-28-539-04637-576935",17.205,79.505,0,0,0,"Buffer",0,17.6369590863275,0.36182183414004
"11-28-539-04637-576936",17.165,79.505,0,0,0,"Buffer",0,-67.8980000983465,-1.39292600327395
"11-28-539-04637-576937",17.165,79.475,0,0,0,"Buffer",0,-31.7773483687234,-0.651911614388888
"11-28-539-04637-576938",17.165,79.445,0,0,0,"Buffer",0,-115.944466695282,-2.37859822618725
"11-28-539-04637-576939",17.135,79.465,0,0,0,"Buffer",0,-13.512750989727,-0.277213794251577
"11-28-539-04637-576940",17.105,79.505,1,0,0,"Buffer",0,8.15566861998067,0.167313365318592
"11-28-539-04637-576941",17.105,79.535,0,0,0,"Buffer",0,-34.496824068014,-0.707701599533173
"11-28-539-04637-576942",17.145,79.545,0,0,0,"Buffer",0,26.7746631460681,0.549281635262292
"11-28-539-04637-576943",17.115,79.555,0,0,0,"Buffer",0,-7.46419651523655,-0.153127830047427
"11-28-539-04637-576944",17.085,79.575,0,0,0,"Buffer",0,14.9991576195236,0.307707394108474
"11-28-539-04638-576945",17.265,79.515,0,0,0,"Treatment",1,14.7972192991076,0.303564633833392
"11-28-539-04638-576946",17.255,79.525,0,0,0,"Treatment",1,42.4172698376999,0.870189373166219
"11-28-539-04638-576947",17.245,79.545,0,0,0,"Treatment",1,19.1484133017395,0.392829284674017
"11-28-539-04638-576948",17.245,79.565,0,0,0,"Treatment",1,-68.9153957490693,-1.41379785304062
"11-28-539-04638-576949",17.235,79.595,0,0,0,"Treatment",1,-42.6783823044834,-0.875546089773998
"11-28-539-04638-576950",17.205,79.575,0,0,1,"Treatment",1,-48.6499690238067,-0.998053062145831
"11-28-539-04638-576951",17.195,79.565,0,0,0,"Treatment",1,-6.02153333635281,-0.123531626139767
"11-28-539-04638-576952",17.205,79.535,0,0,0,"Treatment",1,-48.5956774557322,-0.996939271801196
"11-28-539-04638-576954",17.165,79.545,0,0,0,"Treatment",1,-101.606955448423,-2.08446449310152
"11-28-539-04638-576957",17.125,79.585,0,0,0,"Treatment",1,25.5116968516583,0.523371909052481
"11-28-539-04638-576958",17.095,79.595,0,0,0,"Treatment",1,12.6399762882503,0.259308840130311
"11-28-539-04638-576960",17.075,79.625,0,0,0,"Treatment",1,-7.72560856843134,-0.158490692663953
"11-28-539-04638-576962",17.095,79.635,0,0,0,"Treatment",1,22.6394613117948,0.464448059083284
"11-28-539-04638-802927",17.155,79.595,0,NA,NA,"Treatment",1,6.08921423395794,0.124920098290089
"11-28-539-04639-576963",17.205,79.615,0,0,0,"Buffer",0,-19.796909591769,-0.406133172035948
"11-28-539-04639-576964",17.185,79.615,0,0,0,"Buffer",0,3.99893823841638,0.0820381314576064
"11-28-539-04639-576965",17.165,79.635,0,0,0,"Buffer",0,-73.5951600179282,-1.50980311578538
"11-28-539-04639-576966",17.205,79.635,0,0,0,"Buffer",0,-19.4866751619439,-0.399768719418958
"11-28-539-04639-576967",17.185,79.675,0,0,0,"Buffer",0,-20.4821354963963,-0.420190566646831
"11-28-539-04639-576968",17.175,79.715,0,0,0,"Buffer",0,-109.137968128228,-2.23896305531972
"11-28-539-04639-576969",17.145,79.695,0,0,0,"Buffer",0,-46.8435734702238,-0.960994896439336
"11-28-539-04639-576970",17.155,79.665,0,0,0,"Buffer",0,-88.0367665306947,-1.80607236099947
"11-28-539-04639-576971",17.125,79.655,0,0,0,"Buffer",0,-47.8202640154484,-0.981031681847223
"11-28-539-04639-576972",17.105,79.665,0,0,0,"Buffer",0,-51.9460938906142,-1.06567299248787
"11-28-539-04639-576973",17.105,79.685,0,0,1,"Buffer",0,-49.9457188569022,-1.02463534194262
"11-28-539-04639-576974",17.125,79.685,0,0,0,"Buffer",0,-22.0707083930835,-0.452780105258967
"11-28-539-04639-576975",17.115,79.705,0,0,0,"Buffer",0,-59.0598154252367,-1.21161083588934
"11-28-539-04639-576976",17.115,79.715,0,0,1,"Buffer",0,-49.1268617430933,-1.00783650596603
"11-28-539-04639-576977",17.105,79.735,0,1,1,"Buffer",0,-84.4404141050688,-1.73229326878267
"11-28-539-04640-576978",17.245,79.765,0,0,0,"Control",0,-35.4783730666706,-0.72783805600812
"11-28-539-04640-576979",17.265,79.805,0,0,1,"Control",0,-21.2723076255977,-0.436400930784697
"11-28-539-04640-576980",17.275,79.795,1,0,0,"Control",0,-8.85991610697933,-0.181760987280357
"11-28-539-04640-576981",17.265,79.845,0,0,0,"Control",0,26.2925485188443,0.539391064113716
"11-28-539-04640-576982",17.255,79.885,0,0,0,"Control",0,17.8790735834575,0.366788807811335
"11-28-539-04640-576983",17.225,79.885,0,0,0,"Control",0,52.8128238816452,1.0834539395051
"11-28-539-04640-576984",17.235,79.865,0,0,0,"Control",0,-23.4050991862976,-0.480155103516721
"11-28-539-04640-576986",17.245,79.805,0,0,0,"Control",0,1.56488350203921,0.032103551193372
"11-28-539-04640-576987",17.215,79.755,0,0,0,"Control",0,-47.105542472534,-0.966369184854917
"11-28-539-04640-576988",17.145,79.735,0,0,0,"Control",0,-49.1262036995625,-1.00782300621723
"11-28-539-04640-576989",17.175,79.755,0,0,0,"Control",0,-73.8852192358055,-1.51575367436568
"11-28-539-04640-576990",17.195,79.785,0,0,0,"Control",0,-37.0939573586585,-0.76098173281055
"11-28-539-04640-576991",17.215,79.805,0,0,0,"Control",0,8.70893446284311,0.17866360211688
"11-28-539-04640-576993",17.205,79.835,0,0,0,"Control",0,10.9405494263408,0.224445134819591
"11-28-539-04640-576994",17.215,79.855,0,0,0,"Control",0,-3.66580255975631,-0.0752038602161584
"11-28-539-04641-576995",17.185,79.885,0,0,0,"Buffer",0,11.4145529380446,0.234169306608732
"11-28-539-04641-576996",17.165,79.865,0,0,0,"Buffer",0,-60.7409414876158,-1.24609910069357
"11-28-539-04641-576997",17.135,79.855,0,0,0,"Buffer",0,-61.5216313737222,-1.26211493681946
"11-28-539-04641-576998",17.145,79.895,0,0,0,"Buffer",0,1.95418360829174,0.0400900344519512
"11-28-539-04641-576999",17.135,79.915,0,0,0,"Buffer",0,4.05424415379649,0.0831727311152729
"11-28-539-04641-577000",17.135,79.935,0,0,0,"Buffer",0,25.7193625977688,0.527632167341791
"11-28-539-04641-577001",17.105,79.955,0,0,1,"Buffer",0,16.7222366609803,0.343056323370969
"11-28-539-04641-577002",17.105,79.925,0,0,0,"Buffer",0,24.8188746581139,0.509158676738781
"11-28-539-04641-577003",17.115,79.895,0,0,0,"Buffer",0,-7.46320743994789,-0.153107539189276
"11-28-539-04641-577004",17.105,79.855,0,0,0,"Buffer",0,-15.7256733061563,-0.322611847704032
"11-28-539-04641-577005",17.085,79.855,0,0,0,"Buffer",0,40.2452982003826,0.825631422009918
"11-28-539-04641-577006",17.055,79.865,1,0,0,"Buffer",0,40.2641102392054,0.826017350579433
"11-28-539-04641-577007",17.055,79.895,0,0,0,"Buffer",0,-11.724690421798,-0.240531770379158
"11-28-539-04641-577008",17.085,79.895,0,0,0,"Buffer",0,-5.08322061821217,-0.104282161024334
"11-28-539-04641-577009",17.065,79.915,0,0,1,"Buffer",0,34.5273920196484,0.708328700399719
"11-28-539-04641-577010",17.065,79.935,0,0,0,"Buffer",0,20.2859176772028,0.416165162330586
"11-28-539-04642-577011",17.055,79.725,0,0,0,"Treatment",1,-6.48304964756773,-0.132999623280996
"11-28-539-04642-577012",17.075,79.765,0,0,0,"Treatment",1,4.45642568809113,0.0914234765914899
"11-28-539-04642-577013",17.095,79.775,0,0,1,"Treatment",1,-73.4275239193582,-1.50636406484946
"11-28-539-04642-577014",17.115,79.765,0,0,0,"Treatment",1,-55.4390264493688,-1.13733042837294
"11-28-539-04642-577015",17.155,79.805,0,0,0,"Treatment",1,-47.752433051868,-0.979640131096663
"11-28-539-04642-577016",17.115,79.815,0,0,0,"Treatment",1,-18.2105193881553,-0.373588411325001
"11-28-539-04642-577017",17.075,79.815,0,0,0,"Treatment",1,-84.1376971004631,-1.72608303598145
"11-28-539-04642-577018",17.045,79.795,0,0,0,"Treatment",1,7.83250129423409,0.160683594621534
"11-28-539-04642-577019",17.005,79.765,0,0,0,"Treatment",1,-39.846852536523,-0.817457317834862
"11-28-539-04642-577020",17.035,79.845,0,0,0,"Treatment",1,36.063515997178,0.739842250569891
"11-28-539-04642-577021",17.015,79.885,0,0,0,"Treatment",1,10.3532195762333,0.212396075649531
"11-28-539-04643-577023",17.055,79.625,0,0,0,"Treatment",1,-14.6031376328503,-0.299583052648423
"11-28-539-04643-577024",17.075,79.655,0,0,0,"Treatment",1,29.6047996458912,0.607341824335731
"11-28-539-04643-577025",17.075,79.675,0,0,0,"Treatment",1,-6.39188613686077,-0.131129405830857
"11-28-539-04643-577026",17.085,79.695,0,0,0,"Treatment",1,-35.7149379262434,-0.732691178984976
"11-28-539-04643-577027",17.085,79.715,0,0,0,"Treatment",1,-32.9312286446231,-0.675583443288673
"11-28-539-04643-577028",17.025,79.685,0,0,0,"Treatment",1,-99.5820046556056,-2.04292267138983
"11-28-539-04643-577029",17.045,79.675,0,0,0,"Treatment",1,-22.7241259760554,-0.466184952839156
"11-28-539-04643-577030",17.035,79.635,0,0,0,"Treatment",1,-16.7435711264504,-0.343493999468588
"11-28-539-04643-577031",17.025,79.615,1,0,0,"Treatment",1,-50.2149092113173,-1.03015777624042
"11-28-539-04643-577032",16.995,79.625,0,0,0,"Treatment",1,-47.7332798840619,-0.979247204273435
"11-28-539-04643-577033",17.005,79.645,0,0,0,"Treatment",1,-31.5515593728796,-0.647279558023334
"11-28-539-04643-577034",16.985,79.645,0,0,0,"Treatment",1,-152.767324198096,-3.13401835131949
"11-28-539-04643-577035",16.985,79.685,0,0,0,"Treatment",1,-57.3015578369276,-1.17554021949914
"11-28-539-04643-577036",17.005,79.705,0,0,0,"Treatment",1,5.98285677558961,0.122738177332347
"11-28-539-04643-577037",17.035,79.725,0,0,0,"Treatment",1,-74.8238991830811,-1.53501067317888
"11-28-539-04643-577038",17.035,79.765,0,0,0,"Treatment",1,10.9909948012498,0.225480020594634
"11-28-539-04644-577039",17.035,79.485,0,0,0,"Buffer",0,-55.2488402192108,-1.13342876197528
"11-28-539-04644-577040",17.035,79.505,0,0,0,"Buffer",0,-56.553735161808,-1.16019865349567
"11-28-539-04644-577041",17.065,79.525,0,0,0,"Buffer",0,-13.1946968950253,-0.270688921378797
"11-28-539-04644-577042",17.065,79.555,0,0,0,"Buffer",0,-18.2353545843025,-0.374097904836734
"11-28-539-04644-577043",17.045,79.575,0,0,0,"Buffer",0,-77.9745110662829,-1.59964540780993
"11-28-539-04644-577044",17.045,79.535,0,0,0,"Buffer",0,-33.0503757025046,-0.678027742603768
"11-28-539-04644-577045",17.025,79.525,0,0,0,"Buffer",0,-60.9366216829701,-1.25011347566839
"11-28-539-04644-577046",16.985,79.515,0,0,0,"Buffer",0,-19.0253946371747,-0.390305559431563
"11-28-539-04644-577047",16.965,79.495,0,0,0,"Buffer",0,-50.4065465779258,-1.03408921267097
"11-28-539-04644-577048",16.945,79.485,0,0,0,"Buffer",0,-106.698624691801,-2.18891997748836
"11-28-539-04644-577049",16.945,79.505,0,0,0,"Buffer",0,2.33514597006579,0.0479054690629134
"11-28-539-04644-577050",16.925,79.535,0,0,0,"Buffer",0,-69.4685061333063,-1.42514490060857
"11-28-539-04644-577051",16.905,79.545,0,0,0,"Buffer",0,-36.86440182689,-0.756272406041976
"11-28-539-04644-577052",16.905,79.555,0,0,0,"Buffer",0,-13.4301595400307,-0.275519432447643
"11-28-539-04644-577054",16.935,79.565,0,0,0,"Buffer",0,-102.27596421397,-2.09818919345497
"11-28-539-04644-577055",16.945,79.545,0,0,0,"Buffer",0,-20.7217784458517,-0.425106836571044
"11-28-539-04644-577056",16.975,79.555,0,0,0,"Buffer",0,-169.427937294647,-3.4758104685992
"11-28-539-04644-577057",17.005,79.555,0,0,0,"Buffer",0,-30.7600024678304,-0.631040785238906
"11-28-539-04644-577058",17.025,79.565,0,0,0,"Buffer",0,-22.1299595817226,-0.453995642112199
"11-28-539-04644-577059",17.035,79.595,0,0,0,"Buffer",0,-59.8525045121403,-1.22787283536002
"11-28-539-04644-577060",17.015,79.595,0,0,0,"Buffer",0,-52.4995390962727,-1.07702690891004
