"S","Y","H"
"Ssynth",0.15,-0.705462776727464
"Ssynth",0.21,-0.478890396734727
"Ssynth",0.06,-1.1880878396267
"Ssynth",0.29,-0.180031436990076
"Ssynth",0.87,1.60838935122802
"Ssynth",0.86,1.40521091649262
"Ssynth",0.87,1.75059499209871
"Ssynth",0.88,1.74535462762798
"Ssynth",0.21,-0.448794150378655
"Ssynth",0.17,-0.529457784478126
"Ssynth",0.26,-0.27316271564825
"Ssynth",0.9,1.73550854331557
"Ssynth",0.86,1.69861258032536
"Ssynth",0.11,-0.909239728332466
"Ssynth",0.86,1.51588011037114
"Ssynth",0.16,-0.669301323428385
"Ssynth",0.22,-0.4115618500793
"Ssynth",0.89,1.9919982516511
"Ssynth",0.18,-0.562016489169165
"Ssynth",0.22,-0.426890610392204
"Ssynth",0.23,-0.400556193953469
"Ssynth",0.79,1.37719861369739
"Ssynth",0.88,1.48720276130743
"Ssynth",0.79,1.62850895518959
"Ssynth",0.88,1.60631373191692
"Ssynth",0.79,1.57143338498397
"Ssynth",0.15,-0.720789178509551
"Ssynth",0.19,-0.523186784625752
"Ssynth",0.83,1.59989070219231
"Ssynth",0.85,1.74171953474312
"Ssynth",0.85,1.93998219209165
"Ssynth",0.73,1.21643484711195
"Ssynth",0.72,1.18476765690361
"Ssynth",0.18,-0.531274742793213
"Ssynth",0.13,-0.671377325877654
"Ssynth",0.23,-0.338346432508971
"Ssynth",0.89,1.62018138584123
"Ssynth",0.83,1.61898244255486
"Ssynth",0.84,1.72704966233659
"Ssynth",0.88,1.72671539771241
"Ssynth",0.91,1.80405230274707
"Ssynth",0.87,1.6417993790811
"Ssynth",0.78,1.30557218314799
"Ssynth",0.85,1.61279725910202
"Ssynth",0.77,1.59429079546312
"Ssynth",0.83,1.65413049589709
"Ssynth",0.8,1.37963600053131
"Ssynth",0.93,2.16301979599898
"Ssynth",0.87,1.81039580847982
"Ssynth",0.88,1.80368714720927
"Ssynth",0.88,1.57484445359225
"Ssynth",0.89,1.96836306857259
"Ssynth",0.19,-0.53336821913914
"Ssynth",0.79,1.37719861369739
"Ssynth",0.88,2.10725509498921
"Ssynth",0.86,1.54621796677274
"Ssynth",0.84,1.51640995939972
"Ssynth",0.77,1.51886489733941
"Ssynth",0.84,2.17534580133256
"Ssynth",0.87,2.04187785225435
"Ssynth",0.77,1.6773067807929
"Ssynth",0.92,2.38584835861129
"Ssynth",0.23,-0.504196501536476
"Ssynth",0.82,1.41177737742083
"Ssynth",0.85,1.91581916931997
"Ssynth",0.86,1.75801233050742
"Ssynth",0.8,1.26990788517953
"Ssynth",0.81,1.46951061763644
"Ssynth",0.75,1.46505311810565
"Ssynth",0.79,1.48444463870297
"Ssynth",0.15,-0.69806142248052
"Ssynth",0.8,1.50109793825274
"Ssynth",0.78,1.59210712703571
"Ssynth",0.08,-0.818167258285865
"Ssynth",0.14,-0.652494902755188
"Ssynth",0.86,1.45852602455597
"Ssynth",0.65,1.01743989765519
"Ssynth",0.89,1.68679113930391
"Ssynth",0.89,1.8170521893904
"Ssynth",0.75,1.26632329474524
"Ssynth",0.77,1.16897321229278
"Ssynth",0.11,-0.753901240652818
"Ssynth",0.86,2.00331677369992
"Ssynth",0.71,1.30516714110762
"Ssynth",0.68,1.32452842416339
"Ssynth",0.84,1.74717516987084
"Ssynth",0.74,1.13890985678596
"Ssynth",0.81,1.58613184630945
"Ssynth",0.2,-0.447960734738723
"Ssynth",0.17,-0.54807165602161
"Ssynth",0.24,-0.400172250493109
"Ssynth",0.34,-0.0219395547201092
"Ssynth",0.21,-0.465068563244155
"Ssynth",0.19,-0.52822267055094
"Ssynth",0.22,-0.579049504504739
"Ssynth",0.27,-0.354712446754767
"Ssynth",0.23,-0.396802542779877
"Ssynth",0.65,1.06547192022213
"Ssynth",0.1,-0.899628285129526
"Ssynth",0.21,-0.474180582109074
"Ssynth",0.25,-0.383867153662523
"Ssynth",0.19,-0.591739493029968
"Ssynth",0.34,-0.0208037854991806
"Ssynth",0.85,1.89223427928668
"Ssynth",0.22,-0.454480480152578
"Ssynth",0.13,-0.69656725200392
"Ssynth",0.17,-0.595818545420367
"Ssynth",0.1,-0.853355695352467
"Ssynth",0.14,-0.698367569470034
"Ssynth",0.75,1.42005244547239
"Ssynth",0.18,-0.586248554364788
"Ssynth",0.09,-0.876967955953865
"Ssynth",0.2,-0.568589834070007
"Ssynth",0.86,1.61054879925881
"Ssynth",0.17,-0.634073586744072
"Ssynth",0.67,1.08425184488573
"Ssynth",0.8,1.3388353789408
"Ssynth",0.89,2.17427632626298
"Ssynth",0.15,-0.706503077086575
"Ssynth",0.17,-0.584424825875336
"Ssynth",0.15,-0.724628341300843
"Ssynth",0.9,1.98074119274904
"Ssynth",0.22,-0.476767384673735
"Ssynth",0.89,1.9255678637573
"Ssynth",0.28,-0.2174833339977
"Ssynth",0.79,1.55325827377656
"Ssynth",0.3,-0.188465838401752
"Ssynth",0.87,1.91937724413551
"Ssynth",0.27,-0.264924270102614
"Ssynth",0.35,0.0079609862973642
"Ssynth",0.84,1.87816418016613
"Ssynth",0.96,1.94277691288198
"Ssynth",0.9,1.98074119274904
"Ssynth",0.82,1.51706993253182
"Ssynth",0.79,1.57143338498397
"Ssynth",0.79,1.31759771829705
"Ssynth",0.13,-0.703700474084269
"Ssynth",0.25,-0.347631549741717
"Ssynth",0.87,1.94271913877379
"Ssynth",0.81,1.60625417594264
"Ssynth",0.28,-0.223022706413314
"Ssynth",0.17,-0.59673871888433
"Ssynth",0.06,-0.931846670421199
"Ssynth",0.23,-0.33608881297791
"Ssynth",0.23,-0.386016291971276
"Ssynth",0.31,-0.129711568719923
"Ssynth",0.16,-0.512190237433771
"Ssynth",0.79,1.42902877996274
"Ssynth",0.12,-0.641569325512121
"Ssynth",0.2,-0.436108924031665
"Ssynth",0.07,-0.889565085855525
"Ssynth",0.83,1.29909907281703
"Ssynth",0.78,1.55444895968422
"Ssynth",0.08,-0.712605602674468
"Ssynth",0.11,-0.77820933064955
"Ssynth",0.09,-0.825711955194337
"Ssynth",0.17,-0.620145319385488
"Ssynth",0.11,-0.718442515090716
"Ssynth",0.08,-0.903354726821831
"Ssynth",0.21,-0.483707416035456
"Ssynth",0.88,2.14118088370357
"Ssynth",0.76,1.61710979100347
"Ssynth",0.23,-0.468732017610518
"Ssynth",0.22,-0.419513504561572
"Ssynth",0.87,1.7128126136462
"Ssynth",0.89,1.52659349249729
"Ssynth",0.21,-0.397989176935033
"Ssynth",0.68,1.24803800812906
"Ssynth",0.7,1.0212321961389
"Ssynth",0.32,-0.0836026263890465
"Ssynth",0.77,1.37201902885571
"Ssynth",0.85,1.63090570256996
"Ssynth",0.81,1.38197960257509
"Ssynth",0.86,1.51183877426671
"Ssynth",0.68,1.24282921188399
"Ssynth",0.62,1.0123843408673
"Ssynth",0.77,1.40545457299026
"Ssynth",0.74,1.66828445600312
"Ssynth",0.89,2.0409642102796
"Ssynth",0.83,1.69230894559428
"Ssynth",0.83,1.50147093818376
"Ssynth",0.75,1.39003097189933
"Ssynth",0.82,1.42528646684929
"Ssynth",0.82,1.6587397148643
"Ssynth",0.78,1.2410778293835
"Ssynth",0.8,1.60659970739925
"Ssynth",0.26,-0.404538600354127
"Ssynth",0.78,1.8875214926306
"Ssynth",0.84,2.35559772846975
"Ssynth",0.17,-0.784196913333842
"Ssynth",0.09,-1.1824796101953
"Ssynth",0.19,-0.638026882995403
"Ssynth",0.68,1.31564062121968
"Ssynth",0.12,-0.986624455300925
"Ssynth",0.18,-0.582499138364881
"Ssynth",0.12,-0.785922567625365
"Ssynth",0.76,1.64156895222417
"Ssynth",0.85,2.12726427485492
"Ssynth",0.03,-1.37247209765869
"Ssynth",0.04,-1.26020982427414
"Ssynth",0.14,-0.857335897389459
"Ssynth",0.17,-0.723674185337543
"Ssynth",0.72,1.67583574179713
"Ssynth",0.69,1.55229622202317
"Ssynth",0.21,-0.590980872783306
"Ssynth",0.12,-0.984012486118762
"Ssynth",0.26,-0.325404632232074
"Ssynth",0.13,-0.927011297240003
"Ssynth",0.2,-0.584600790413272
"Ssynth",0.13,-0.980267042503122
"Ssynth",0.12,-0.988072087827989
"Ssynth",0.75,1.83579926366001
"Ssynth",0.09,-1.11831016528862
"Ssynth",0.19,-0.722012728121186
"Ssynth",0.78,1.85658340744939
"Ssynth",0.76,1.66824077386742
"Ssynth",0.11,-1.0242235774998
"Ssynth",0.74,1.79105488503514
"Ssynth",0.86,2.3287208672206
"Ssynth",0.87,2.40872353769889
"Ssynth",0.92,2.55858922562322
"Ssynth",0.87,2.496155035931
"Ssynth",0.91,2.84285733167731
"Ssynth",0.93,2.86581707465239
"Ssynth",0.95,2.43334524724134
"Ssynth",0.79,1.78201386998293
"Ssynth",0.83,2.26144342599908
"Ssynth",0.81,2.10549558202074
"Ssynth",0.72,1.70277364529751
"Ssynth",0.69,1.65064473494732
"Ssynth",0.77,1.74441411725374
"Ssynth",0.71,1.51180223646215
"Ssynth",0.17,-0.80600330455119
"Ssynth",0.77,1.73791091528002
"Ssynth",0.86,2.38726717020418
"Ssynth",0.68,1.35922887914389
"Ssynth",0.79,1.76297705043992
"Ssynth",0.85,2.12938137261073
"Ssynth",0.76,1.61880762209858
"Ssynth",0.77,1.83696417940448
"Ssynth",0.19,-0.634150712721979
"Ssynth",0.73,1.81047072662215
"Ssynth",0.83,2.10179273857706
"Ssynth",0.85,2.01912950518886
"Ssynth",0.94,2.78038175559637
"Ssynth",0.83,2.0889668893193
"Ssynth",0.9,2.40121190196846
"Ssynth",0.76,1.67374600411113
"Ssynth",0.83,1.92614989540122
"Ssynth",0.95,2.671410506294
"Ssynth",0.83,2.15064558569955
"Ssynth",0.81,2.20292498939728
"Ssynth",0.89,2.28242027221199
"Ssynth",0.85,2.21146511843897
"Ssynth",0.33,-0.0561188211489969
"Ssynth",0.23,-0.504196501536476
"Ssynth",0.26,-0.374165343761775
"Ssynth",0.18,-0.659607103161878
"Ssynth",0.14,-0.908741692213258
"Ssynth",0.25,-0.360211686885638
"Ssynth",0.17,-0.699158146813538
"Ssynth",0.09,-1.1886589653207
"Ssynth",0.84,1.63332508826841
"Ssynth",0.05,-1.26440681160608
"Ssynth",0.22,-0.540554114558804
"Ssynth",0.06,-1.26932969710532
"Ssynth",0.75,1.83579926366001
"Ssynth",0.82,2.05896521701575
"Ssynth",0.84,2.08163978578659
"Ssynth",0.82,1.85645294902252
"Ssynth",0.7,1.77099585557773
"Ssynth",0.2,-0.479197173754912
"Ssynth",0.22,-0.431449545850553
"Ssynth",0.1,-1.10063578271152
"Ssynth",0.8,1.85937980664914
"Ssynth",0.22,-0.51155644213225
"Ssynth",0.14,-0.891804525474814
"Ssynth",0.1,-1.00345148471989
"Ssynth",0.18,-0.527606950226382
"Ssynth",0.15,-0.781109627759033
"Ssynth",0.29,-0.186940254855605
"Ssynth",0.88,2.30164341728187
"Ssynth",0.22,-0.528366229730245
"Ssynth",0.1,-0.858639312689257
"Ssynth",0.13,-0.646957241191136
"Ssynth",0.8,1.64794826837454
"Ssynth",0.73,1.33950850095576
"Ssynth",0.14,-0.722032464311865
"Ssynth",0.13,-0.777468852415338
"Ssynth",0.12,-0.814003717144165
"Ssynth",0.2,-0.603799302601128
"Ssynth",0.17,-0.514941796689481
"Ssynth",0.79,1.50257611841915
"Ssynth",0.78,1.06028123764954
"Ssynth",0.91,1.76875753460452
"Ssynth",0.85,1.7849691359733
"Ssynth",0.11,-0.858314257610329
"Ssynth",0.14,-0.719514550883648
"Ssynth",0.14,-0.652494902755188
"Ssynth",0.12,-0.862245766033723
"Ssynth",0.1,-0.81626077604893
"Ssynth",0.21,-0.478890396734727
"Ssynth",0.77,1.65577933759315
"Ssynth",0.12,-0.806463210735702
"Ssynth",0.15,-0.68111581833633
"Ssynth",0.9,1.89186136136933
"Ssynth",0.88,1.57350178238208
"Ssynth",0.25,-0.334165690448537
"Ssynth",0.83,1.71724705188857
"Ssynth",0.92,1.69973650731837
"Ssynth",0.88,1.93939893112683
"Ssynth",0.86,1.90596799367155
"Ssynth",0.93,1.65730978153454
"Ssynth",0.87,2.04734160956116
"Ssynth",0.93,2.08710799066282
"Ssynth",0.92,2.20647906114048
"Ssynth",0.81,1.50110532365471
"Ssynth",0.86,1.71735434499651
"Ssynth",0.92,2.13069239576587
"Ssynth",0.95,1.79677567568515
"Ssynth",0.23,-0.379196546313461
"Ssynth",0.22,-0.400976848658468
"Ssynth",0.2,-0.463676468441819
"Ssynth",0.07,-0.688003769897403
"Ssynth",0.67,1.14873533935647
"Ssynth",0.66,1.14052202439831
"Ssynth",0.73,1.11713616301117
"Ssynth",0.74,1.34938208556992
"Ssynth",0.85,1.66571315910506
"Ssynth",0.17,-0.50808004021798
"Ssynth",0.84,1.38727762851407
"Ssynth",0.15,-0.599034820144662
"Ssynth",0.76,1.2580389747025
"Ssynth",0.73,1.13199512820049
"Ssynth",0.76,1.53791523056512
"Ssynth",0.2,-0.509087371351139
"Ssynth",0.85,1.82474810527731
"Ssynth",0.87,1.79002703086735
"Ssynth",0.14,-0.677178408682771
"Ssynth",0.84,1.81037373194367
"Ssynth",0.79,1.2839166550446
"Ssynth",0.82,1.51706993253182
"Ssynth",0.89,1.78013541972058
"Ssynth",0.88,1.88760707395905
"Ssynth",0.71,1.24563377992184
"Ssynth",0.74,1.48570348938435
"Ssynth",0.78,1.59210712703571
"Ssynth",0.83,1.58256751265367
"Ssynth",0.12,-0.749982394773866
"Ssynth",0.79,1.4681512513406
"Ssynth",0.77,1.30169061713043
"Ssynth",0.77,1.50107376788271
"Ssynth",0.76,1.41598807466067
"Ssynth",0.73,1.44507671815408
"Ssynth",0.71,1.4613193916621
"Ssynth",0.77,1.48368020834342
"Ssynth",0.66,1.35244852584673
"Ssynth",0.8,1.56987866910033
"Ssynth",0.7,1.30831576408127
"Ssynth",0.67,1.09659016199775
"Ssynth",0.78,1.57306039298383
"Ssynth",0.84,1.72704966233659
"Ssynth",0.8,1.74931033637311
"Ssynth",0.11,-0.85020290308692
"Ssynth",0.1,-0.756556647541566
"Ssynth",0.74,1.15951499375277
"Ssynth",0.78,1.28788323260312
"Ssynth",0.7,1.24335859136013
"Ssynth",0.82,1.5011124076166
"Ssynth",0.89,1.94526728522587
"Ssynth",0.26,-0.311143961136889
"Ssynth",0.84,1.76776027633449
"Ssynth",0.83,1.77402001240376
"Ssynth",0.22,-0.358428370181246
"Ssynth",0.12,-0.805362764621592
"Ssynth",0.14,-0.683735655519088
"Ssynth",0.09,-0.817252528025779
"Ssynth",0.84,1.78882090711017
"Ssynth",0.19,-0.47017843546266
"Ssynth",0.72,1.16006889356035
"Ssynth",0.07,-1.04052919479914
"Ssynth",0.08,-0.818167258285865
"Ssynth",0.12,-0.715183104476106
"Ssynth",0.76,1.15199083827466
"Ssynth",0.17,-0.613860497857378
"Ssynth",0.11,-0.790877176930215
"Ssynth",0.11,-0.72001269333703
"Ssynth",0.12,-0.814003717144165
"Ssynth",0.11,-0.733071288826307
"Ssynth",0.71,1.09466165730589
"Ssynth",0.87,1.79002703086735
"Ssynth",0.84,1.45689049435904
"Ssynth",0.9,1.64992763847818
"Ssynth",0.8,1.4688450959788
"Ssynth",0.76,1.24534497031919
"Ssynth",0.75,1.02486659923039
"Ssynth",0.73,1.31380078558859
"Ssynth",0.17,-0.66104140887899
"Ssynth",0.79,1.60904398818692
"Ssynth",0.24,-0.307286856280448
"Ssynth",0.79,1.28150682708033
"Ssynth",0.74,1.15012991880569
"Ssynth",0.85,1.80328001945329
"Ssynth",0.83,1.75288431864844
"Ssynth",0.75,1.44766916091759
"Ssynth",0.76,1.20869342787718
"Ssynth",0.32,-0.0903988892134078
"Ssynth",0.79,1.63164460981345
"Ssynth",0.13,-0.690078503657455
"Ssynth",0.83,1.88756856227624
"Ssynth",0.14,-0.774778842548369
"Ssynth",0.89,1.31560693090643
"Ssynth",0.78,1.43519667691109
"Ssynth",0.85,1.5314814310283
"Ssynth",0.68,1.29061666060232
"Ssynth",0.78,1.36028836078884
"Ssynth",0.74,1.1972001857888
"Ssynth",0.21,-0.432270191628859
"Ssynth",0.89,1.43498446441177
"Ssynth",0.83,1.44156870467322
"Ssynth",0.1,-0.86768808111062
"Ssynth",0.85,1.516160239618
"Ssynth",0.17,-0.578906326296608
"Ssynth",0.28,-0.184303548714785
"Ssynth",0.86,1.71735434499651
"Ssynth",0.15,-0.555677983194704
"Ssynth",0.86,1.66229312138276
"Ssynth",0.77,1.48368020834342
"Ssynth",0.94,2.31766267705304
"Ssynth",0.18,-0.573166262140289
"Ssynth",0.19,-0.490732098550132
"Ssynth",0.87,1.79002703086735
"Ssynth",0.14,-0.597919660147961
"Ssynth",0.24,-0.310077698452335
"Ssynth",0.11,-0.746653523022962
"Ssynth",0.8,1.64501817466619
"Ssynth",0.84,1.58089554918941
"Ssynth",0.19,-0.450732324469457
"Ssynth",0.86,1.28458166406221
"Ssynth",0.23,-0.317123645056379
"Ssynth",0.84,1.54802633748721
"Ssynth",0.74,1.2349873561423
"Ssynth",0.8,1.32574581791605
"Ssynth",0.91,1.63131126823363
"Ssynth",0.16,-0.629628842316941
"Ssynth",0.14,-0.597457770957333
"Ssynth",0.88,1.33590757664609
"Ssynth",0.19,-0.508703131632716
"Ssynth",0.76,1.38948702758393
"Ssynth",0.85,1.45772354696994
"Ssynth",0.07,-0.984382873301833
"Ssynth",0.74,1.43159182948445
"Ssynth",0.24,-0.359377036623395
"Ssynth",0.27,-0.220838567892798
"Ssynth",0.71,0.947492581439987
"Ssynth",0.84,1.46988034806107
"Ssynth",0.07,-1.07759813092683
"Ssynth",0.19,-0.423678467137411
"Ssynth",0.17,-0.49510963909875
"Ssynth",0.62,0.930582897182746
"Ssynth",0.2,-0.467804124849215
"Ssynth",0.17,-0.639878569081628
"Ssynth",0.13,-0.611318784949455
"Ssynth",0.88,1.9794604576271
"Ssynth",0.79,1.28312865224287
"Ssynth",0.85,1.56303769454488
"Ssynth",0.78,1.65594290079602
"Ssynth",0.17,-0.620145319385488
"Ssynth",0.25,-0.337779260255747
"Ssynth",0.19,-0.49953580157431
"Ssynth",0.14,-0.588217594350198
"Ssynth",0.18,-0.482139206583291
"Ssynth",0.15,-0.569340505524886
"Ssynth",0.86,1.54621796677274
"Ssynth",0.86,1.64670611171324
"Ssynth",0.24,-0.396016228521477
"Ssynth",0.12,-0.702220878111854
"Ssynth",0.06,-0.895686668986429
"Ssynth",0.74,1.2480947606076
"Ssynth",0.13,-0.616290184333492
"Ssynth",0.16,-0.638800854965445
"Ssynth",0.12,-0.749982394773866
"Ssynth",0.73,1.23049372595371
"Ssynth",0.75,1.43067816476185
"Ssynth",0.91,1.90627310748577
"Ssynth",0.1,-0.80053592935676
"Ssynth",0.88,1.70845802604221
"Ssynth",0.09,-0.693393942308754
"Ssynth",0.76,1.31139276749108
"Ssynth",0.14,-0.623561611638407
"Ssynth",0.02,-1.27491917917968
"Ssynth",0.18,-0.597006684974889
"Ssynth",0.89,1.62018138584123
"Ssynth",0.11,-0.726478447282951
"Ssynth",0.69,1.20501579373378
"Ssynth",0.31,-0.117363583691966
"Ssynth",0.92,2.23452101065027
"Ssynth",0.91,2.06458089417844
"Ssynth",0.87,1.7128126136462
"Ssynth",0.84,1.54802633748721
"Ssynth",0.2,-0.44054826404268
"Ssynth",0.92,1.76148276310923
"Ssynth",0.92,1.44777293542829
"Ssynth",0.81,1.34187666359926
"Ssynth",0.77,1.37571513070043
"Ssynth",0.15,-0.62085667847913
"Ssynth",0.8,1.45321470293343
"Ssynth",0.23,-0.404393363094867
"Ssynth",0.84,1.66928180069538
"Ssynth",0.91,1.76705118504146
"Ssynth",0.95,1.76290158216597
"Ssynth",0.18,-0.468598666211778
"Ssynth",0.94,2.57201566031516
"Ssynth",0.8,1.56987866910033
"Ssynth",0.78,1.46742723637703
"Ssynth",0.68,1.16584155672357
"Ssynth",0.75,1.32170692470035
"Ssynth",0.94,2.1476709321029
"Ssynth",0.15,-0.6506241445691
"Ssynth",0.89,2.49917047658343
"Ssynth",0.67,0.994251324709945
"Ssynth",0.23,-0.354395602173095
"Ssynth",0.16,-0.514398953103751
"Ssynth",0.85,1.68410566170633
