"shrid2","lat","lon","d_name","sd_name","y_cons","y_05k","y_10k","wave","D","R_PC1","R_PC1_scaled"
"11-28-553-05336-595155",14.465,77.785,"Anantapur","Dharmavaram",0,0,1,"Treatment",1,-1.87695692470575,-0.0387826705099442
"11-28-553-05336-595156",14.445,77.765,"Anantapur","Dharmavaram",0,0,0,"Treatment",1,5.27758771283699,0.109048291231495
"11-28-553-05336-595157",14.415,77.785,"Anantapur","Dharmavaram",0,0,0,"Treatment",1,7.97335113991602,0.164749572059531
"11-28-553-05336-595159",14.395,77.665,"Anantapur","Dharmavaram",0,0,0,"Treatment",1,5.14602874999964,0.10632995079374
"11-28-553-05336-595160",14.355,77.745,"Anantapur","Dharmavaram",0,0,0,"Treatment",1,-51.0342966002411,-1.05449746006514
"11-28-553-05336-595161",14.375,77.775,"Anantapur","Dharmavaram",0,0,0,"Treatment",1,10.6290220649671,0.21962244053798
"11-28-553-05336-595162",14.395,77.835,"Anantapur","Dharmavaram",0,0,0,"Treatment",1,10.715895796366,0.221417471237123
"11-28-553-05336-595163",14.345,77.835,"Anantapur","Dharmavaram",0,0,0,"Treatment",1,-11.7945852571381,-0.243705919836567
"11-28-553-05336-595165",14.335,77.885,"Anantapur","Dharmavaram",0,0,0,"Treatment",1,-24.0799266356005,-0.497552100594166
"11-28-553-05336-803010",14.425,77.695,"Anantapur","Dharmavaram",0,0,0,"Treatment",1,7.20100023454503,0.148790851703839
"11-28-553-05336-803010",14.425,77.695,"Anantapur","Dharmavaram",0,0,0,"Treatment",1,7.20100023454503,0.148790851703839
"11-28-553-05337-595166",14.535,77.725,"Anantapur","Bathalapalle",0,0,0,"Control",0,6.44745777249649,0.133220761289824
"11-28-553-05337-595167",14.565,77.765,"Anantapur","Bathalapalle",0,0,0,"Control",0,1.7588441497625,0.0363421622737954
"11-28-553-05337-595168",14.525,77.745,"Anantapur","Bathalapalle",0,0,0,"Control",0,2.9001174340402,0.0599237507286729
"11-28-553-05337-595169",14.505,77.765,"Anantapur","Bathalapalle",0,0,0,"Control",0,-3.55761564018883,-0.0735093242462645
"11-28-553-05337-595170",14.485,77.795,"Anantapur","Bathalapalle",0,0,0,"Control",0,15.0892640770029,0.311782305301265
"11-28-553-05337-595171",14.475,77.815,"Anantapur","Bathalapalle",0,1,1,"Control",0,4.75698761137366,0.0982913783067824
"11-28-553-05337-595172",14.465,77.825,"Anantapur","Bathalapalle",0,0,0,"Control",0,-9.42955195448748,-0.194838358671772
"11-28-553-05337-595173",14.465,77.845,"Anantapur","Bathalapalle",0,0,0,"Control",0,-27.0037640993181,-0.557965967043321
"11-28-553-05337-595174",14.495,77.895,"Anantapur","Bathalapalle",0,0,0,"Control",0,34.6344430535518,0.715635066293214
"11-28-553-05337-595175",14.465,77.885,"Anantapur","Bathalapalle",0,0,0,"Control",0,-26.796303891463,-0.553679315187188
"11-28-553-05337-595176",14.435,77.875,"Anantapur","Bathalapalle",0,0,0,"Control",0,-46.3823300194872,-0.958376081492252
"11-28-553-05338-595177",14.585,77.815,"Anantapur","Tadimarri",0,0,0,"Holdout",NA,23.9158170501598,0.49416118208352
"11-28-553-05338-595178",14.615,77.875,"Anantapur","Tadimarri",0,0,0,"Holdout",NA,16.7046093444869,0.345159418246172
"11-28-553-05338-595179",14.625,77.905,"Anantapur","Tadimarri",0,0,0,"Holdout",NA,-4.32050793155687,-0.0892726057479649
"11-28-553-05338-595180",14.605,77.955,"Anantapur","Tadimarri",0,0,0,"Holdout",NA,54.55867956975,1.12732011340267
"11-28-553-05338-595181",14.575,77.915,"Anantapur","Tadimarri",0,0,0,"Holdout",NA,54.468700080801,1.12546090990864
"11-28-553-05338-595183",14.545,77.895,"Anantapur","Tadimarri",0,0,1,"Holdout",NA,41.8719907698915,0.865181081275311
"11-28-553-05338-595184",14.555,77.875,"Anantapur","Tadimarri",0,0,0,"Holdout",NA,50.9772958756018,1.05331968113297
"11-28-553-05338-595185",14.545,77.815,"Anantapur","Tadimarri",0,0,0,"Holdout",NA,3.64183535983776,0.0752495163596743
"11-28-553-05338-595186",14.525,77.845,"Anantapur","Tadimarri",0,0,0,"Holdout",NA,18.8730752988514,0.389965401544555
"11-28-553-05338-595187",14.515,77.905,"Anantapur","Tadimarri",0,0,0,"Holdout",NA,58.2795195261256,1.20420206426095
"11-28-553-05339-595188",14.535,77.955,"Anantapur","Mudigubba",0,0,0,"Treatment",1,74.8952823808887,1.54752568963859
"11-28-553-05339-595189",14.505,77.955,"Anantapur","Mudigubba",0,0,0,"Treatment",1,46.0989684630727,0.952521116078308
"11-28-553-05339-595190",14.475,77.975,"Anantapur","Mudigubba",0,0,0,"Treatment",1,-12.1408505169506,-0.250860634632406
"11-28-553-05339-595191",14.445,78.005,"Anantapur","Mudigubba",0,0,0,"Treatment",1,14.2537640024988,0.294518763621637
"11-28-553-05339-595192",14.445,77.985,"Anantapur","Mudigubba",0,1,1,"Treatment",1,-31.5021440531561,-0.650913858005487
"11-28-553-05339-595193",14.425,77.975,"Anantapur","Mudigubba",0,0,1,"Treatment",1,-9.6168468500172,-0.198708344245714
"11-28-553-05339-595194",14.445,77.955,"Anantapur","Mudigubba",0,0,0,"Treatment",1,-16.9736950090628,-0.350719407679512
"11-28-553-05339-595195",14.475,77.935,"Anantapur","Mudigubba",0,0,0,"Treatment",1,-7.90629111498098,-0.163363942577464
"11-28-553-05339-595196",14.465,77.925,"Anantapur","Mudigubba",0,0,1,"Treatment",1,-9.75080228613048,-0.201476201873886
"11-28-553-05339-595197",14.385,77.895,"Anantapur","Mudigubba",0,0,1,"Treatment",1,-4.15561460297289,-0.0858654931245557
"11-28-553-05339-595198",14.405,77.925,"Anantapur","Mudigubba",0,0,0,"Treatment",1,-8.54040594217119,-0.176466356428673
"11-28-553-05339-595199",14.405,77.965,"Anantapur","Mudigubba",0,0,0,"Treatment",1,0.299456853134368,0.00618753489448069
"11-28-553-05339-595200",14.405,77.995,"Anantapur","Mudigubba",0,0,0,"Treatment",1,-11.4950186985899,-0.237516118151163
"11-28-553-05339-595201",14.395,78.035,"Anantapur","Mudigubba",0,0,0,"Treatment",1,-33.1748146584649,-0.685475457210823
"11-28-553-05339-595202",14.395,78.085,"Anantapur","Mudigubba",0,1,1,"Treatment",1,-7.58887883908223,-0.156805403300425
"11-28-553-05339-595203",14.365,77.975,"Anantapur","Mudigubba",0,0,0,"Treatment",1,-4.00389932944454,-0.0827306724011135
"11-28-553-05339-595205",14.325,77.965,"Anantapur","Mudigubba",0,0,0,"Treatment",1,-29.6743391805165,-0.613146793029734
"11-28-553-05339-595206",14.295,77.955,"Anantapur","Mudigubba",0,0,1,"Treatment",1,-19.2549292621576,-0.397855468837465
"11-28-553-05339-595207",14.235,78.075,"Anantapur","Mudigubba",0,0,0,"Treatment",1,41.01490944339,0.847471616423771
"11-28-553-05339-595208",14.255,78.055,"Anantapur","Mudigubba",0,0,0,"Treatment",1,-29.8667650460367,-0.617122797402468
"11-28-553-05339-595209",14.315,78.045,"Anantapur","Mudigubba",0,0,0,"Treatment",1,29.4512685735693,0.60853759090271
"11-28-553-05339-595210",14.305,78.085,"Anantapur","Mudigubba",0,0,0,"Treatment",1,33.7008903508646,0.696345509673441
"11-28-553-05339-595211",14.335,78.075,"Anantapur","Mudigubba",0,0,0,"Treatment",1,31.07649901729,0.642118956554685
"11-28-553-05339-595212",14.355,78.105,"Anantapur","Mudigubba",0,0,0,"Treatment",1,37.7682281491972,0.780386981062085
"11-28-553-05339-595213",14.335,78.115,"Anantapur","Mudigubba",0,0,1,"Treatment",1,17.4272804664833,0.360091628806002
"11-28-553-05339-595214",14.325,78.135,"Anantapur","Mudigubba",0,0,0,"Treatment",1,51.9559532109493,1.07354121337984
"11-28-553-05340-595215",14.305,78.185,"Anantapur","Talupula",0,0,0,"Treatment",1,58.8046773972685,1.21505315221836
"11-28-553-05340-595216",14.275,78.125,"Anantapur","Talupula",0,0,0,"Treatment",1,23.0220574323449,0.47569385109869
"11-28-553-05340-595217",14.255,78.185,"Anantapur","Talupula",0,0,0,"Treatment",1,-9.91377580166458,-0.204843646311002
"11-28-553-05340-595218",14.285,78.235,"Anantapur","Talupula",0,0,0,"Treatment",1,8.84303131947932,0.182719361035013
"11-28-553-05340-595219",14.245,78.255,"Anantapur","Talupula",0,0,0,"Treatment",1,-45.827006463227,-0.94690169429382
"11-28-553-05340-595220",14.205,78.265,"Anantapur","Talupula",0,0,1,"Treatment",1,-23.8966702139924,-0.49376556009102
"11-28-553-05340-595221",14.195,78.265,"Anantapur","Talupula",0,0,0,"Treatment",1,-12.042514628349,-0.248828766816615
"11-28-553-05340-595222",14.185,78.295,"Anantapur","Talupula",0,0,0,"Treatment",1,9.64993437487867,0.199392016075259
"11-28-553-05340-595223",14.245,78.305,"Anantapur","Talupula",0,0,0,"Treatment",1,29.9511946743683,0.618867326759407
"11-28-553-05340-595224",14.235,78.365,"Anantapur","Talupula",0,0,0,"Treatment",1,56.6761925819613,1.17107328022933
"11-28-553-05340-595225",14.195,78.325,"Anantapur","Talupula",0,0,0,"Treatment",1,6.65956367497126,0.137603404929972
"11-28-553-05341-595226",14.155,78.355,"Anantapur","Nambulipulikunta",0,0,0,"Buffer",0,3.59358309934922,0.0742525027919918
"11-28-553-05341-595227",14.175,78.405,"Anantapur","Nambulipulikunta",0,0,0,"Buffer",0,9.04785831094594,0.186951603990103
"11-28-553-05341-595228",14.105,78.435,"Anantapur","Nambulipulikunta",0,0,0,"Buffer",0,-34.13630684099,-0.705342314048043
"11-28-553-05341-595229",14.055,78.415,"Anantapur","Nambulipulikunta",0,0,0,"Buffer",0,-90.8329500213543,-1.87683815529045
"11-28-553-05341-595230",14.095,78.395,"Anantapur","Nambulipulikunta",0,0,0,"Buffer",0,-77.2262976221193,-1.59569035173838
"11-28-553-05341-595231",14.085,78.365,"Anantapur","Nambulipulikunta",0,0,0,"Buffer",0,-25.1413650863194,-0.519484099756731
"11-28-553-05341-595232",14.055,78.285,"Anantapur","Nambulipulikunta",0,0,1,"Buffer",0,-41.9737025754338,-0.867282704061321
"11-28-553-05341-595233",14.045,78.305,"Anantapur","Nambulipulikunta",0,0,0,"Buffer",0,24.8918963537152,0.514329445682481
"11-28-553-05341-595234",14.025,78.325,"Anantapur","Nambulipulikunta",0,0,0,"Buffer",0,-1.55523687561247,-0.0321351217589873
"11-28-553-05341-595235",13.995,78.315,"Anantapur","Nambulipulikunta",0,0,0,"Buffer",0,27.7869152486684,0.574147847716739
"11-28-553-05341-595236",13.965,78.385,"Anantapur","Nambulipulikunta",0,0,0,"Buffer",0,-62.5352740192361,-1.29213670042923
"11-28-553-05341-595237",14.005,78.425,"Anantapur","Nambulipulikunta",0,0,0,"Buffer",0,-49.3451100440168,-1.01959459960118
"11-28-553-05342-595238",14.155,78.215,"Anantapur","Gandlapenta",0,0,0,"Buffer",0,17.4766519300609,0.361111767936166
"11-28-553-05342-595239",14.115,78.205,"Anantapur","Gandlapenta",0,0,0,"Buffer",0,-24.7876693006969,-0.512175851531107
"11-28-553-05342-595240",14.105,78.225,"Anantapur","Gandlapenta",0,0,0,"Buffer",0,11.0645496072159,0.228621539529925
"11-28-553-05342-595241",14.145,78.245,"Anantapur","Gandlapenta",0,0,1,"Buffer",0,22.490765769429,0.464716023511742
"11-28-553-05342-595242",14.115,78.255,"Anantapur","Gandlapenta",0,0,0,"Buffer",0,28.1905484411285,0.582487928889625
"11-28-553-05342-595243",14.125,78.285,"Anantapur","Gandlapenta",0,0,0,"Buffer",0,19.4684399599304,0.402267139096423
"11-28-553-05342-595244",14.095,78.295,"Anantapur","Gandlapenta",0,0,1,"Buffer",0,-3.01147361752401,-0.0622246507208109
"11-28-553-05342-595245",14.095,78.315,"Anantapur","Gandlapenta",0,0,0,"Buffer",0,2.64347878026006,0.0546209479745654
"11-28-553-05342-595246",14.075,78.325,"Anantapur","Gandlapenta",0,0,0,"Buffer",0,-36.8808582643266,-0.762051678097806
"11-28-553-05342-595247",14.065,78.275,"Anantapur","Gandlapenta",0,0,0,"Buffer",0,-33.896902777312,-0.700395621453154
"11-28-553-05342-595249",14.055,78.225,"Anantapur","Gandlapenta",0,0,0,"Buffer",0,-31.2400844947203,-0.645499045670149
"11-28-553-05342-595250",14.025,78.265,"Anantapur","Gandlapenta",0,0,0,"Buffer",0,15.1472831476237,0.312981125833351
"11-28-553-05343-595251",14.255,78.095,"Anantapur","Kadiri",0,0,0,"Buffer",0,2.27792008297098,0.0470675820329206
"11-28-553-05343-595252",14.205,78.105,"Anantapur","Kadiri",0,0,0,"Buffer",0,7.61739531845623,0.157394625785559
"11-28-553-05343-595253",14.185,78.095,"Anantapur","Kadiri",0,0,1,"Buffer",0,7.63107551822144,0.157677293263443
"11-28-553-05343-595254",14.175,78.115,"Anantapur","Kadiri",0,0,0,"Buffer",0,-33.3404647288099,-0.688898206030243
"11-28-553-05343-595255",14.175,78.165,"Anantapur","Kadiri",0,0,0,"Buffer",0,7.72789906938273,0.159677912368157
"11-28-553-05343-595256",14.185,78.165,"Anantapur","Kadiri",0,0,1,"Buffer",0,-3.23147119717046,-0.0667703563425588
"11-28-553-05343-595257",14.185,78.185,"Anantapur","Kadiri",0,0,0,"Buffer",0,21.9199590579153,0.452921715221491
"11-28-553-05343-595258",14.165,78.185,"Anantapur","Kadiri",0,0,0,"Buffer",0,28.7898982851663,0.594872010386406
"11-28-553-05343-595260",14.145,78.115,"Anantapur","Kadiri",0,0,1,"Buffer",0,51.9982160264248,1.0744144698866
"11-28-553-05343-595261",14.135,78.085,"Anantapur","Kadiri",0,0,0,"Buffer",0,-11.3359193454839,-0.234228723694403
"11-28-553-05343-595262",14.085,78.075,"Anantapur","Kadiri",0,0,0,"Buffer",0,-19.6812511394983,-0.406664355542565
"11-28-553-05343-595263",14.065,78.105,"Anantapur","Kadiri",0,0,0,"Buffer",0,-18.2908922282504,-0.37793602894341
"11-28-553-05343-595264",14.095,78.105,"Anantapur","Kadiri",0,0,0,"Buffer",0,0.64179629755937,0.01326113242937
"11-28-553-05343-595265",14.095,78.145,"Anantapur","Kadiri",0,0,1,"Buffer",0,-47.6062397580129,-0.983665147798659
"11-28-553-05343-595266",14.085,78.165,"Anantapur","Kadiri",0,0,1,"Buffer",0,-105.612907418122,-2.18222940339259
"11-28-553-05343-803011",14.135,78.155,"Anantapur","Kadiri",0,0,0,"Buffer",0,15.6893534339423,0.324181667002309
"11-28-553-05343-803011",14.135,78.155,"Anantapur","Kadiri",0,0,0,"Buffer",0,15.6893534339423,0.324181667002309
"11-28-553-05344-595267",14.235,78.025,"Anantapur","Nallamada",0,0,0,"Treatment",1,60.053414862219,1.24085522205765
"11-28-553-05344-595268",14.185,78.075,"Anantapur","Nallamada",0,0,1,"Treatment",1,53.1839007758387,1.09891371137686
"11-28-553-05344-595269",14.195,78.015,"Anantapur","Nallamada",0,0,0,"Treatment",1,43.7747790704192,0.904497493249502
"11-28-553-05344-595270",14.195,77.985,"Anantapur","Nallamada",0,0,0,"Treatment",1,-16.5003100967952,-0.340938079810344
"11-28-553-05344-595271",14.135,77.955,"Anantapur","Nallamada",0,0,0,"Treatment",1,-44.9659118825305,-0.929109305474729
"11-28-553-05344-595272",14.145,78.015,"Anantapur","Nallamada",0,0,0,"Treatment",1,-32.0995151528852,-0.663257053647332
"11-28-553-05344-595273",14.125,77.985,"Anantapur","Nallamada",0,1,1,"Treatment",1,-18.2909297822652,-0.377936804904202
"11-28-553-05344-595274",14.105,77.995,"Anantapur","Nallamada",0,0,0,"Treatment",1,-35.9011705655785,-0.741808855940791
"11-28-553-05344-595275",14.115,78.035,"Anantapur","Nallamada",0,0,0,"Treatment",1,-61.4959851674762,-1.27066236792222
"11-28-553-05344-595276",14.085,78.045,"Anantapur","Nallamada",0,0,0,"Treatment",1,-36.2300584341095,-0.74860450994439
"11-28-553-05345-595277",14.355,77.915,"Anantapur","Bukkapatnam",0,0,0,"Buffer",0,-9.88936671395319,-0.204339292911252
"11-28-553-05345-595278",14.325,77.925,"Anantapur","Bukkapatnam",0,0,0,"Buffer",0,-31.1188715080541,-0.642994479229906
"11-28-553-05345-595279",14.295,78.005,"Anantapur","Bukkapatnam",0,0,0,"Buffer",0,-17.9078422708464,-0.370021249391835
"11-28-553-05345-595280",14.265,77.965,"Anantapur","Bukkapatnam",0,0,0,"Buffer",0,-100.411901634999,-2.07476348824443
"11-28-553-05345-595281",14.285,77.905,"Anantapur","Bukkapatnam",0,0,0,"Buffer",0,-24.5108718475979,-0.506456517069975
"11-28-553-05345-595282",14.285,77.875,"Anantapur","Bukkapatnam",0,0,0,"Buffer",0,-27.6395139946229,-0.571102165531308
"11-28-553-05345-595283",14.205,77.815,"Anantapur","Bukkapatnam",0,0,0,"Buffer",0,-68.3221780116922,-1.41170875232769
"11-28-553-05345-595284",14.235,77.905,"Anantapur","Bukkapatnam",0,0,0,"Buffer",0,-29.6099738097007,-0.611816841907392
"11-28-553-05346-595285",14.245,77.755,"Anantapur","Kothacheruvu",0,0,0,"Buffer",0,-65.8190868109041,-1.35998856630812
"11-28-553-05346-595286",14.265,77.765,"Anantapur","Kothacheruvu",0,0,0,"Buffer",0,-25.9559259184285,-0.536314983804294
"11-28-553-05346-595288",14.265,77.785,"Anantapur","Kothacheruvu",0,0,0,"Buffer",0,-30.8208366052584,-0.636836325420701
"11-28-553-05346-595289",14.245,77.825,"Anantapur","Kothacheruvu",0,0,0,"Buffer",0,-9.48102489606847,-0.195901919644981
"11-28-553-05346-595290",14.245,77.775,"Anantapur","Kothacheruvu",0,0,0,"Buffer",0,-26.8594301635303,-0.554983663399917
"11-28-553-05346-595291",14.225,77.785,"Anantapur","Kothacheruvu",0,0,1,"Buffer",0,-11.7605039450417,-0.243001713852837
"11-28-553-05346-595292",14.225,77.775,"Anantapur","Kothacheruvu",0,0,0,"Buffer",0,-35.1335133764749,-0.725947119617642
"11-28-553-05346-595293",14.235,77.765,"Anantapur","Kothacheruvu",0,0,0,"Buffer",0,-34.4513617859422,-0.711852144914047
"11-28-553-05346-595294",14.235,77.735,"Anantapur","Kothacheruvu",0,0,1,"Buffer",0,-10.8893130608402,-0.225000709904092
"11-28-553-05346-595295",14.225,77.695,"Anantapur","Kothacheruvu",0,0,0,"Buffer",0,-97.2655313793844,-2.0097515322855
"11-28-553-05346-595296",14.205,77.735,"Anantapur","Kothacheruvu",0,0,1,"Buffer",0,-9.67880900333229,-0.199988638824921
"11-28-553-05346-595297",14.205,77.745,"Anantapur","Kothacheruvu",1,0,0,"Buffer",0,-78.1356080398409,-1.6144790015244
"11-28-553-05346-595298",14.195,77.765,"Anantapur","Kothacheruvu",0,0,0,"Buffer",0,-181.126876578852,-3.74253872445907
"11-28-553-05346-595299",14.185,77.745,"Anantapur","Kothacheruvu",0,0,1,"Buffer",0,-94.5115865924667,-1.95284807762025
"11-28-553-05346-595300",14.165,77.735,"Anantapur","Kothacheruvu",0,0,0,"Buffer",0,2.7512088253468,0.0568469227892381
"11-28-553-05346-595301",14.185,77.705,"Anantapur","Kothacheruvu",0,0,0,"Buffer",0,3.30894375715174,0.0683711350965972
"11-28-553-05346-595302",14.155,77.685,"Anantapur","Kothacheruvu",0,0,0,"Buffer",0,5.61938735339806,0.116110735055226
"11-28-553-05346-595304",14.125,77.695,"Anantapur","Kothacheruvu",0,0,0,"Buffer",0,-65.4058026928363,-1.35144907263779
"11-28-553-05346-595306",14.115,77.685,"Anantapur","Kothacheruvu",0,0,0,"Buffer",0,-27.5681533353276,-0.569627674081668
"11-28-553-05347-595308",14.215,77.525,"Anantapur","Chennekothapalle",0,0,0,"Buffer",0,-0.76530382298304,-0.015813109835435
"11-28-553-05347-595309",14.255,77.575,"Anantapur","Chennekothapalle",0,0,0,"Buffer",0,-38.952386868547,-0.804854690917078
"11-28-553-05347-595310",14.265,77.615,"Anantapur","Chennekothapalle",0,0,0,"Buffer",0,-15.2037052940374,-0.314146949878127
"11-28-553-05347-595311",14.305,77.655,"Anantapur","Chennekothapalle",0,0,0,"Buffer",0,-13.2998395070166,-0.274808274311686
"11-28-553-05347-595312",14.355,77.685,"Anantapur","Chennekothapalle",0,0,0,"Buffer",0,35.3722572693293,0.730880171415984
"11-28-553-05347-595313",14.315,77.705,"Anantapur","Chennekothapalle",0,0,0,"Buffer",0,-35.075479168327,-0.724747986306014
"11-28-553-05347-595314",14.255,77.675,"Anantapur","Chennekothapalle",0,0,0,"Buffer",0,-81.7674654677657,-1.68952234861048
"11-28-553-05347-595315",14.295,77.745,"Anantapur","Chennekothapalle",0,0,0,"Buffer",0,-11.7520531190343,-0.242827098444102
"11-28-553-05347-595316",14.295,77.775,"Anantapur","Chennekothapalle",0,0,1,"Buffer",0,6.71456022426407,0.138739772537737
"11-28-553-05347-595317",14.295,77.815,"Anantapur","Chennekothapalle",0,0,0,"Buffer",0,-4.05309093403588,-0.0837470951903688
"11-28-553-05347-595318",14.275,77.835,"Anantapur","Chennekothapalle",0,0,1,"Buffer",0,6.11552960957377,0.126362287125521
"11-28-553-05348-595319",14.365,77.355,"Anantapur","Ramagiri",0,0,0,"Treatment",1,-14.5062611570232,-0.299735992541343
"11-28-553-05348-595320",14.325,77.365,"Anantapur","Ramagiri",0,0,1,"Treatment",1,-0.940320773263912,-0.0194294020513378
"11-28-553-05348-595321",14.305,77.355,"Anantapur","Ramagiri",0,0,0,"Treatment",1,16.8332797876266,0.347818074571723
"11-28-553-05348-595322",14.235,77.385,"Anantapur","Ramagiri",1,0,0,"Treatment",1,-26.8847453051721,-0.555506738162201
"11-28-553-05348-595323",14.365,77.435,"Anantapur","Ramagiri",0,0,0,"Treatment",1,21.0327500827141,0.434589737057375
"11-28-553-05348-595324",14.315,77.485,"Anantapur","Ramagiri",0,0,0,"Treatment",1,15.1981916085167,0.314033023209895
"11-28-553-05348-595325",14.365,77.585,"Anantapur","Ramagiri",0,0,0,"Treatment",1,-33.5027631463997,-0.692251701238801
"11-28-553-05348-595326",14.335,77.585,"Anantapur","Ramagiri",0,0,0,"Treatment",1,-19.0262143563462,-0.393129641240655
"11-28-553-05348-595327",14.335,77.575,"Anantapur","Ramagiri",0,0,0,"Treatment",1,-19.1149828640495,-0.394963822803697
"11-28-553-05348-595328",14.295,77.545,"Anantapur","Ramagiri",0,0,0,"Treatment",1,-33.8538142200525,-0.699505303035643
"11-28-553-05349-595329",14.135,77.385,"Anantapur","Roddam",0,0,0,"Treatment",1,-35.9237120038862,-0.742274618986922
"11-28-553-05349-595330",14.155,77.425,"Anantapur","Roddam",0,0,0,"Treatment",1,-12.2664455697647,-0.253455745626621
"11-28-553-05349-595331",14.165,77.465,"Anantapur","Roddam",0,0,0,"Treatment",1,-51.8822910682346,-1.07201916747012
"11-28-553-05349-595332",14.145,77.525,"Anantapur","Roddam",0,0,0,"Treatment",1,-10.3727412700627,-0.214327032052057
"11-28-553-05349-595333",14.105,77.545,"Anantapur","Roddam",0,0,0,"Treatment",1,22.5194265629379,0.465308227891384
"11-28-553-05349-595335",14.085,77.505,"Anantapur","Roddam",0,0,0,"Treatment",1,-69.6024518419852,-1.43816244312326
"11-28-553-05349-595336",14.125,77.465,"Anantapur","Roddam",1,0,1,"Treatment",1,-37.348827046977,-0.771721095050097
"11-28-553-05349-595337",14.145,77.455,"Anantapur","Roddam",1,0,0,"Treatment",1,-36.706492920235,-0.75844884971147
"11-28-553-05349-595338",14.115,77.415,"Anantapur","Roddam",0,0,0,"Treatment",1,-6.77778692299539,-0.140046195818982
"11-28-553-05349-595339",14.085,77.435,"Anantapur","Roddam",0,0,0,"Treatment",1,-42.4849536714313,-0.877846442921246
"11-28-553-05349-595340",14.065,77.505,"Anantapur","Roddam",0,0,0,"Treatment",1,-29.1181480293546,-0.601654479129435
"11-28-553-05349-595341",14.055,77.515,"Anantapur","Roddam",0,0,0,"Treatment",1,-44.5041874474496,-0.919568912513958
"11-28-553-05349-595342",14.045,77.465,"Anantapur","Roddam",0,0,0,"Treatment",1,17.4227570060507,0.359998162689005
"11-28-553-05349-595343",14.045,77.435,"Anantapur","Roddam",0,0,0,"Treatment",1,-33.7698720680833,-0.69777084617152
"11-28-553-05349-595344",14.055,77.385,"Anantapur","Roddam",0,0,0,"Treatment",1,-35.4696626429462,-0.732892812442083
"11-28-553-05349-595345",14.035,77.365,"Anantapur","Roddam",1,0,0,"Treatment",1,-26.6598568918422,-0.550859975564255
"11-28-553-05349-595346",14.035,77.425,"Anantapur","Roddam",0,0,0,"Treatment",1,-32.1310341639303,-0.663908316019989
"11-28-553-05349-595347",14.015,77.435,"Anantapur","Roddam",0,0,0,"Treatment",1,-84.1409004863698,-1.73856351044626
"11-28-553-05349-595348",13.995,77.405,"Anantapur","Roddam",1,0,0,"Treatment",1,-6.23229667173096,-0.128774989536775
"11-28-553-05349-595349",13.985,77.455,"Anantapur","Roddam",0,0,0,"Treatment",1,-87.1185013835848,-1.80008826521649
"11-28-553-05350-595350",13.995,77.275,"Anantapur","Madakasira",0,0,0,"Buffer",0,-94.426220695284,-1.95108420258421
"11-28-553-05350-595351",14.025,77.305,"Anantapur","Madakasira",1,0,1,"Buffer",0,-37.6658746512635,-0.778272099290611
"11-28-553-05350-595352",14.005,77.315,"Anantapur","Madakasira",0,0,0,"Buffer",0,-82.9336560053251,-1.71361879044921
"11-28-553-05350-595353",13.975,77.325,"Anantapur","Madakasira",0,0,0,"Buffer",0,-89.2663953836333,-1.84446917998214
"11-28-553-05350-595354",13.955,77.345,"Anantapur","Madakasira",0,0,0,"Buffer",0,-125.453549051255,-2.59218716909054
"11-28-553-05350-595355",13.945,77.325,"Anantapur","Madakasira",0,0,0,"Buffer",0,-164.528686408837,-3.39957819512991
"11-28-553-05350-595356",13.965,77.295,"Anantapur","Madakasira",0,0,1,"Buffer",0,-59.3383864897141,-1.22608093000485
"11-28-553-05350-595357",13.955,77.265,"Anantapur","Madakasira",0,0,0,"Buffer",0,-151.372344632063,-3.12773494634316
"11-28-553-05350-595358",13.945,77.215,"Anantapur","Madakasira",0,0,0,"Buffer",0,-138.45484130684,-2.86082670317622
"11-28-553-05350-595359",13.895,77.205,"Anantapur","Madakasira",0,0,0,"Buffer",0,-79.1867489614859,-1.63619822772885
"11-28-553-05350-595360",13.895,77.255,"Anantapur","Madakasira",0,0,1,"Buffer",0,-67.4367071726072,-1.39341268844558
"11-28-553-05350-595361",13.875,77.255,"Anantapur","Madakasira",0,0,1,"Buffer",0,-81.6115292425722,-1.68630031236519
"11-28-553-05350-595362",13.875,77.285,"Anantapur","Madakasira",0,0,0,"Buffer",0,-47.8036043688713,-0.98774319912338
"11-28-553-05350-595363",13.905,77.295,"Anantapur","Madakasira",1,0,0,"Buffer",0,-54.6932849394285,-1.13010140029977
"11-28-553-05350-595364",13.925,77.325,"Anantapur","Madakasira",0,0,0,"Buffer",0,-171.121734334894,-3.53580721669504
"11-28-553-05350-595365",13.895,77.315,"Anantapur","Madakasira",1,0,1,"Buffer",0,-30.1973053414725,-0.623952594719289
"11-28-553-05350-595366",13.865,77.345,"Anantapur","Madakasira",0,0,0,"Buffer",0,-22.5267483083439,-0.465459513643284
"11-28-553-05350-595367",13.885,77.375,"Anantapur","Madakasira",0,0,0,"Buffer",0,26.5537564604948,0.54866767268519
"11-28-553-05350-595368",13.865,77.405,"Anantapur","Madakasira",0,0,0,"Buffer",0,-52.2791390741051,-1.08021904955139
"11-28-553-05351-595370",14.165,76.935,"Anantapur","Amarapuram",0,0,0,"Control",0,-10.5054018172853,-0.217068134005372
"11-28-553-05351-595371",14.155,77.005,"Anantapur","Amarapuram",1,0,0,"Control",0,-37.289553493439,-0.770496353732617
"11-28-553-05351-595372",14.125,76.975,"Anantapur","Amarapuram",0,0,0,"Control",0,-55.4570521857686,-1.14588276058098
