"shrid2","lat","lon","d_name","sd_name","y_cons","y_05k","y_10k","wave","D","R_PC1","R_PC1_scaled"
"11-28-539-04662-577471",16.735,79.495,"Nalgonda","Thripuraram",0,0,0,"Treatment",1,-31.8891782444544,-0.658910961891906
"11-28-539-04662-577472",16.765,79.525,"Nalgonda","Thripuraram",0,0,0,"Treatment",1,29.1252710312299,0.601801658338043
"11-28-539-04662-577473",16.785,79.515,"Nalgonda","Thripuraram",0,0,0,"Treatment",1,45.589021292149,0.941984319603606
"11-28-539-04663-577474",16.695,79.455,"Nalgonda","Dameracherla",0,0,0,"Control",0,31.035425709734,0.641270278285764
"11-28-539-04663-577475",16.655,79.455,"Nalgonda","Dameracherla",0,0,1,"Control",0,21.357923774569,0.441308646790312
"11-28-539-04663-577476",16.635,79.445,"Nalgonda","Dameracherla",0,0,0,"Control",0,12.2562397315771,0.253244867233782
"11-28-539-04663-577477",16.665,79.505,"Nalgonda","Dameracherla",0,0,0,"Control",0,3.92866863865709,0.0811762163266865
"11-28-539-04663-577478",16.705,79.505,"Nalgonda","Dameracherla",0,0,0,"Control",0,-10.6532447637194,-0.220122942671091
"11-28-539-04663-577479",16.735,79.535,"Nalgonda","Dameracherla",0,0,0,"Control",0,-40.6061263886105,-0.839025126088865
"11-28-539-04663-577480",16.735,79.565,"Nalgonda","Dameracherla",0,0,0,"Control",0,-76.9805631333381,-1.59061285657272
"11-28-539-04663-577481",16.795,79.575,"Nalgonda","Dameracherla",0,0,0,"Control",0,-23.0366290848624,-0.475994938241891
"11-28-539-04663-577482",16.775,79.605,"Nalgonda","Dameracherla",0,0,0,"Control",0,24.7811630746417,0.51204141646867
"11-28-539-04663-577483",16.785,79.655,"Nalgonda","Dameracherla",0,0,0,"Control",0,-27.1597266791629,-0.561188547842265
"11-28-539-04663-577484",16.745,79.635,"Nalgonda","Dameracherla",0,0,0,"Control",0,1.22582769680515,0.0253286961684587
"11-28-539-04663-577485",16.715,79.595,"Nalgonda","Dameracherla",0,0,0,"Control",0,-18.0051160310148,-0.372031170951685
"11-28-539-04663-577486",16.695,79.565,"Nalgonda","Dameracherla",0,0,0,"Control",0,18.7006762125408,0.386403201009959
"11-28-539-04663-577487",16.655,79.555,"Nalgonda","Dameracherla",0,0,1,"Control",0,-33.4486322833401,-0.691133220894993
"11-28-539-04663-577489",16.705,79.615,"Nalgonda","Dameracherla",0,0,0,"Control",0,49.2409138118995,1.01744164228746
"11-28-539-04663-577490",16.675,79.625,"Nalgonda","Dameracherla",0,0,1,"Control",0,-44.7795190683521,-0.925257959179802
"11-28-539-04663-577491",16.705,79.655,"Nalgonda","Dameracherla",0,0,0,"Control",0,-65.6086579668755,-1.35564057493105
"11-28-539-04664-577492",16.905,79.515,"Nalgonda","Miryalaguda",0,0,0,"Buffer",0,8.57230495432869,0.177125470584044
"11-28-539-04664-577493",16.885,79.515,"Nalgonda","Miryalaguda",0,0,0,"Buffer",0,0.964585680536071,0.0199307763190698
"11-28-539-04664-577494",16.855,79.505,"Nalgonda","Miryalaguda",0,0,0,"Buffer",0,8.6439799881509,0.178606457805395
"11-28-539-04664-577495",16.825,79.515,"Nalgonda","Miryalaguda",0,0,0,"Buffer",0,33.621739061161,0.694710044123538
"11-28-539-04664-577497",16.895,79.595,"Nalgonda","Miryalaguda",0,0,0,"Buffer",0,9.99458905029063,0.20651345212969
"11-28-539-04664-577498",16.925,79.595,"Nalgonda","Miryalaguda",0,0,0,"Buffer",0,-91.1355341458016,-1.88309030750849
"11-28-539-04664-577499",16.945,79.585,"Nalgonda","Miryalaguda",0,0,0,"Buffer",0,-55.5991503166758,-1.1488188668488
"11-28-539-04664-577500",16.975,79.585,"Nalgonda","Miryalaguda",0,0,0,"Buffer",0,-47.9739820557705,-0.991263632440886
"11-28-539-04664-577501",16.955,79.605,"Nalgonda","Miryalaguda",0,0,0,"Buffer",0,-118.855200987962,-2.45584863330409
"11-28-539-04664-577502",16.895,79.625,"Nalgonda","Miryalaguda",0,0,0,"Buffer",0,-13.6834917692371,-0.282735499001952
"11-28-539-04664-577503",16.845,79.605,"Nalgonda","Miryalaguda",0,0,0,"Buffer",0,-25.2477597416904,-0.521682482047214
"11-28-539-04664-577505",16.835,79.535,"Nalgonda","Miryalaguda",0,0,0,"Buffer",0,32.3463809192573,0.668357923865166
"11-28-539-04664-577506",16.775,79.555,"Nalgonda","Miryalaguda",0,0,0,"Buffer",0,41.6914790111357,0.86145125243862
"11-28-539-04664-577507",16.805,79.535,"Nalgonda","Miryalaguda",0,0,0,"Buffer",0,37.3783060385439,0.772330205468058
"11-28-539-04664-577508",16.825,79.565,"Nalgonda","Miryalaguda",0,0,0,"Buffer",0,-39.7006870408946,-0.820316462385937
"11-28-539-04664-577509",16.815,79.595,"Nalgonda","Miryalaguda",0,0,0,"Buffer",0,-1.47577943435112,-0.0304933303446822
"11-28-539-04664-577510",16.825,79.605,"Nalgonda","Miryalaguda",0,0,0,"Buffer",0,29.2499561922116,0.604377968668976
"11-28-539-04664-577511",16.815,79.625,"Nalgonda","Miryalaguda",0,0,0,"Buffer",0,-27.2140902435868,-0.56231183638397
"11-28-539-04664-577512",16.815,79.655,"Nalgonda","Miryalaguda",0,1,1,"Buffer",0,-4.7825349882364,-0.098819251635265
"11-28-539-04664-577513",16.835,79.645,"Nalgonda","Miryalaguda",0,0,1,"Buffer",0,8.86695805633584,0.183213747847875
"11-28-539-04664-577514",16.865,79.625,"Nalgonda","Miryalaguda",0,0,0,"Buffer",0,-57.9694129307546,-1.19779447879486
"11-28-539-04665-577515",16.965,79.635,"Nalgonda","Neredcherla",0,0,0,"Treatment",1,-94.8134127574238,-1.95908456848093
"11-28-539-04665-577516",16.945,79.625,"Nalgonda","Neredcherla",0,0,0,"Treatment",1,-73.6684586426799,-1.52217641273913
"11-28-539-04665-577517",16.915,79.635,"Nalgonda","Neredcherla",0,0,0,"Treatment",1,-47.5640212626396,-0.982792807057145
"11-28-539-04665-577518",16.945,79.655,"Nalgonda","Neredcherla",0,0,0,"Treatment",1,-31.5795626828455,-0.652513522423491
"11-28-539-04665-577519",16.955,79.675,"Nalgonda","Neredcherla",0,0,0,"Treatment",1,-198.55752068701,-4.10269985459729
"11-28-539-04665-577520",16.935,79.685,"Nalgonda","Neredcherla",0,0,0,"Treatment",1,-121.1342229809,-2.50293898357991
"11-28-539-04665-577521",16.915,79.685,"Nalgonda","Neredcherla",0,0,0,"Treatment",1,-19.9049790288935,-0.411287138784998
"11-28-539-04665-577522",16.905,79.665,"Nalgonda","Neredcherla",0,0,0,"Treatment",1,11.6475602793541,0.24066801246902
"11-28-539-04665-577523",16.895,79.655,"Nalgonda","Neredcherla",0,0,1,"Treatment",1,9.70916619251294,0.20061589502356
"11-28-539-04665-577524",16.885,79.645,"Nalgonda","Neredcherla",0,0,1,"Treatment",1,-13.5678418083807,-0.280345878724925
"11-28-539-04665-577525",16.865,79.655,"Nalgonda","Neredcherla",0,0,0,"Treatment",1,1.59349687337481,0.0329256699422701
"11-28-539-04665-577526",16.885,79.685,"Nalgonda","Neredcherla",0,0,0,"Treatment",1,-68.73007497388,-1.42013693375174
"11-28-539-04665-577527",16.845,79.695,"Nalgonda","Neredcherla",0,0,0,"Treatment",1,-0.55169161575359,-0.0113993421347296
"11-28-539-04665-577528",16.815,79.705,"Nalgonda","Neredcherla",0,0,0,"Treatment",1,40.4873494614038,0.83657089478957
"11-28-539-04665-577529",16.815,79.675,"Nalgonda","Neredcherla",0,0,0,"Treatment",1,19.5253707704796,0.403443473426917
"11-28-539-04665-577530",16.805,79.675,"Nalgonda","Neredcherla",0,0,0,"Treatment",1,-18.7400832718624,-0.387217450382079
"11-28-539-04665-577531",16.765,79.685,"Nalgonda","Neredcherla",0,0,0,"Treatment",1,-28.1999463482552,-0.582682113386234
"11-28-539-04665-577532",16.795,79.705,"Nalgonda","Neredcherla",0,0,0,"Treatment",1,-9.45780794263778,-0.195422198750327
"11-28-539-04665-577533",16.755,79.705,"Nalgonda","Neredcherla",0,0,0,"Treatment",1,18.099746074024,0.373986466638047
"11-28-539-04665-577534",16.735,79.685,"Nalgonda","Neredcherla",0,0,0,"Treatment",1,26.4186332114703,0.545875685092842
"11-28-539-04665-577535",16.705,79.705,"Nalgonda","Neredcherla",0,0,0,"Treatment",1,-21.5226592068552,-0.444712496877427
"11-28-539-04665-577536",16.705,79.725,"Nalgonda","Neredcherla",0,0,0,"Treatment",1,-4.69660195742682,-0.0970436581861338
"11-28-539-04665-577537",16.735,79.775,"Nalgonda","Neredcherla",0,0,1,"Treatment",1,-24.7246075469387,-0.510872836429593
"11-28-539-04665-577538",16.735,79.725,"Nalgonda","Neredcherla",0,0,0,"Treatment",1,10.9275146183648,0.225790050564466
"11-28-539-04665-577539",16.785,79.735,"Nalgonda","Neredcherla",0,0,0,"Treatment",1,-32.6182027799164,-0.673974450020127
"11-28-539-04665-577540",16.785,79.755,"Nalgonda","Neredcherla",1,0,0,"Treatment",1,15.6938512334231,0.324274602899233
"11-28-539-04665-577541",16.755,79.765,"Nalgonda","Neredcherla",0,0,0,"Treatment",1,27.9947579490242,0.578442402833958
"11-28-539-04666-577542",16.975,79.705,"Nalgonda","Garide Palle",0,0,0,"Buffer",0,-19.038141223285,-0.393376080434125
"11-28-539-04666-577543",16.975,79.725,"Nalgonda","Garide Palle",0,0,0,"Buffer",0,-59.8109142063342,-1.23584454604701
"11-28-539-04666-577544",16.975,79.755,"Nalgonda","Garide Palle",0,1,1,"Buffer",0,-30.3019361509915,-0.626114531499699
"11-28-539-04666-577545",16.925,79.735,"Nalgonda","Garide Palle",0,0,0,"Buffer",0,-279.797102748907,-5.78131479881931
"11-28-539-04666-577546",16.935,79.775,"Nalgonda","Garide Palle",0,0,0,"Buffer",0,33.5577475528678,0.693387817945139
"11-28-539-04666-577547",16.935,79.795,"Nalgonda","Garide Palle",0,0,0,"Buffer",0,-29.5915928224995,-0.611437044288765
"11-28-539-04666-577548",16.905,79.785,"Nalgonda","Garide Palle",0,0,0,"Buffer",0,-32.7400362880024,-0.676491838000094
"11-28-539-04666-577549",16.885,79.775,"Nalgonda","Garide Palle",0,0,0,"Buffer",0,-31.719619903843,-0.655407458338049
"11-28-539-04666-577550",16.875,79.735,"Nalgonda","Garide Palle",0,0,0,"Buffer",0,23.6481780197402,0.48863108376547
"11-28-539-04666-577551",16.815,79.745,"Nalgonda","Garide Palle",0,0,0,"Buffer",0,34.797617834482,0.719006669381729
"11-28-539-04666-577552",16.845,79.775,"Nalgonda","Garide Palle",0,0,0,"Buffer",0,-81.6835793111746,-1.68778904875229
"11-28-539-04667-577553",16.965,79.895,"Nalgonda","Chilkur",0,0,0,"Buffer",0,18.7695562262525,0.387826436056719
"11-28-539-04667-577554",16.995,79.815,"Nalgonda","Chilkur",0,0,0,"Buffer",0,-14.0187567120065,-0.289662919465264
"11-28-539-04667-577555",16.995,79.865,"Nalgonda","Chilkur",0,0,0,"Buffer",0,56.089590199595,1.15895259348569
"11-28-539-04667-577556",16.925,79.895,"Nalgonda","Chilkur",0,0,0,"Buffer",0,-102.656367159742,-2.12113981461148
"11-28-539-04668-577557",17.025,79.925,"Nalgonda","Kodad",0,0,0,"Buffer",0,21.5029229295918,0.44430469554319
"11-28-539-04668-577558",17.055,79.975,"Nalgonda","Kodad",0,0,0,"Buffer",0,36.4787492470043,0.753743090232724
"11-28-539-04668-577560",17.035,80.025,"Nalgonda","Kodad",0,0,0,"Buffer",0,-25.0561716203296,-0.517723787584621
"11-28-539-04668-577561",17.005,80.025,"Nalgonda","Kodad",0,0,0,"Buffer",0,20.9799795173361,0.433499363899238
"11-28-539-04668-577562",17.005,79.995,"Nalgonda","Kodad",0,0,0,"Buffer",0,-47.2746126917881,-0.976812895052584
"11-28-539-04668-577563",17.025,79.965,"Nalgonda","Kodad",0,0,0,"Buffer",0,8.80238713559976,0.181879549545043
"11-28-539-04668-577564",16.955,79.965,"Nalgonda","Kodad",0,0,0,"Buffer",0,-104.46906570792,-2.1585947447713
"11-28-539-04668-577565",16.925,79.945,"Nalgonda","Kodad",0,0,0,"Buffer",0,-5.52087757657557,-0.114075274269618
"11-28-539-04668-577566",16.905,79.925,"Nalgonda","Kodad",0,0,0,"Buffer",0,3.98107597910474,0.082259084340401
"11-28-539-04668-577567",16.895,79.955,"Nalgonda","Kodad",0,0,0,"Buffer",0,10.1749040129887,0.210239214662802
"11-28-539-04668-577568",16.895,79.995,"Nalgonda","Kodad",0,0,0,"Buffer",0,-39.5662044547245,-0.817537712506219
"11-28-539-04668-577569",16.935,79.985,"Nalgonda","Kodad",0,0,0,"Buffer",0,-131.410142536602,-2.7152654344802
"11-28-539-04668-577570",16.975,80.005,"Nalgonda","Kodad",0,0,0,"Buffer",0,25.5277137969662,0.527467039881637
"11-28-539-04668-577571",16.965,80.035,"Nalgonda","Kodad",0,0,0,"Buffer",0,-87.9468962276993,-1.81720499489128
"11-28-539-04668-577572",16.935,80.025,"Nalgonda","Kodad",0,0,0,"Buffer",0,-17.8209833555822,-0.368226524831455
"11-28-539-04669-577574",16.955,79.845,"Nalgonda","Huzurnagar",0,0,0,"Buffer",0,61.7138721036698,1.27516446231959
"11-28-539-04669-577575",16.935,79.835,"Nalgonda","Huzurnagar",0,0,0,"Buffer",0,15.708418376012,0.324575596855917
"11-28-539-04669-577576",16.885,79.815,"Nalgonda","Huzurnagar",0,0,0,"Buffer",0,-46.2241351172968,-0.955107375275689
"11-28-539-04669-577577",16.835,79.815,"Nalgonda","Huzurnagar",0,0,0,"Buffer",0,-167.390139248177,-3.45870303768072
"11-28-539-04669-577578",16.855,79.845,"Nalgonda","Huzurnagar",0,0,0,"Buffer",0,-12.9858864335205,-0.268321210892855
"11-28-539-04669-577579",16.895,79.865,"Nalgonda","Huzurnagar",0,0,0,"Buffer",0,-144.419796784304,-2.98407774844207
"11-28-539-04669-577580",16.855,79.905,"Nalgonda","Huzurnagar",0,0,0,"Buffer",0,-0.165897003759474,-0.00342785108741907
"11-28-539-04670-577581",16.805,79.785,"Nalgonda","Mattam Palle",0,0,0,"Treatment",1,3.94298247412248,0.081471976318448
"11-28-539-04670-577582",16.775,79.785,"Nalgonda","Mattam Palle",0,0,0,"Treatment",1,28.9220729701362,0.597603073198488
"11-28-539-04670-577583",16.765,79.795,"Nalgonda","Mattam Palle",0,0,0,"Treatment",1,-19.162903922852,-0.395953992908062
"11-28-539-04670-577584",16.795,79.815,"Nalgonda","Mattam Palle",0,0,0,"Treatment",1,-100.915952952667,-2.0851784615003
"11-28-539-04670-577585",16.805,79.865,"Nalgonda","Mattam Palle",0,0,0,"Treatment",1,-57.1729291826675,-1.1813371129587
"11-28-539-04670-577586",16.775,79.865,"Nalgonda","Mattam Palle",0,0,0,"Treatment",1,-90.7823421627316,-1.87579246911601
"11-28-539-04670-577587",16.745,79.835,"Nalgonda","Mattam Palle",0,0,0,"Treatment",1,17.634917075613,0.364381925557987
"11-28-539-04670-577588",16.715,79.815,"Nalgonda","Mattam Palle",0,0,0,"Treatment",1,-148.970524707391,-3.07810728065903
"11-28-539-04670-577589",16.715,79.865,"Nalgonda","Mattam Palle",0,0,0,"Treatment",1,-23.0173152329034,-0.475595865281323
"11-28-539-04670-577590",16.715,79.905,"Nalgonda","Mattam Palle",0,0,0,"Treatment",1,65.3468056864846,1.35023004548362
"11-28-539-04671-577591",16.825,79.915,"Nalgonda","Mella Cheruvu",0,0,0,"Treatment",1,-35.984592724719,-0.743532568439779
"11-28-539-04671-577592",16.865,79.935,"Nalgonda","Mella Cheruvu",0,0,0,"Treatment",1,38.5926028536699,0.797420644498612
"11-28-539-04671-577593",16.835,79.985,"Nalgonda","Mella Cheruvu",0,0,0,"Treatment",1,-149.809090977344,-3.09543417768063
"11-28-539-04671-577594",16.815,80.035,"Nalgonda","Mella Cheruvu",0,0,0,"Treatment",1,-20.532884634058,-0.424261254427133
"11-28-539-04671-577595",16.755,79.975,"Nalgonda","Mella Cheruvu",0,0,0,"Treatment",1,2.8761659758687,0.0594288531110072
"11-28-539-04671-577596",16.785,80.055,"Nalgonda","Mella Cheruvu",0,0,1,"Treatment",1,-74.9009912424082,-1.5476436491359
"11-28-539-04671-577597",16.775,80.005,"Nalgonda","Mella Cheruvu",0,0,0,"Treatment",1,31.7450774091128,0.65593347469244
"11-28-539-04671-577598",16.775,79.925,"Nalgonda","Mella Cheruvu",0,0,0,"Treatment",1,-47.2184755966294,-0.975652960886666
"11-28-539-04671-577599",16.695,79.945,"Nalgonda","Mella Cheruvu",0,0,0,"Treatment",1,-73.5369603934081,-1.51945932679698
"11-28-539-04671-577600",16.665,79.915,"Nalgonda","Mella Cheruvu",0,0,0,"Treatment",1,-36.7562603135637,-0.759477169750253
"11-28-539-04671-577601",16.655,79.955,"Nalgonda","Mella Cheruvu",0,0,1,"Treatment",1,-50.3341623087521,-1.04003091734265
"11-28-539-04671-577602",16.695,79.975,"Nalgonda","Mella Cheruvu",0,0,0,"Treatment",1,36.9506325464423,0.763493390988357
"11-28-539-04671-577603",16.725,80.005,"Nalgonda","Mella Cheruvu",0,0,0,"Treatment",1,46.6110904152929,0.96310284902723
"11-28-539-04671-577604",16.755,80.035,"Nalgonda","Mella Cheruvu",1,0,0,"Treatment",1,46.2934030903848,0.956538626542996
"11-28-541-04723-578681",18.565,80.405,"Khammam","Wazeed",1,0,1,"Buffer",0,4.91721098517032,0.10160199786984
"11-28-541-04723-578683",18.555,80.405,"Khammam","Wazeed",0,0,1,"Buffer",0,-19.0716909083995,-0.394069301661732
"11-28-541-04723-578684",18.545,80.385,"Khammam","Wazeed",0,0,0,"Buffer",0,23.1510079919009,0.478358295336864
"11-28-541-04723-578685",18.545,80.415,"Khammam","Wazeed",1,0,1,"Buffer",0,42.1156998901724,0.870216727212473
"11-28-541-04723-578686",18.545,80.435,"Khammam","Wazeed",1,1,1,"Buffer",0,0.838515686492476,0.017325851839543
"11-28-541-04723-578688",18.535,80.405,"Khammam","Wazeed",1,0,0,"Buffer",0,31.3824113659836,0.64843987829143
"11-28-541-04723-578689",18.525,80.395,"Khammam","Wazeed",1,0,0,"Buffer",0,44.4747915108494,0.918961518221371
"11-28-541-04723-578694",18.515,80.415,"Khammam","Wazeed",0,0,0,"Buffer",0,18.2765625842489,0.377639942307366
"11-28-541-04723-578698",18.495,80.425,"Khammam","Wazeed",1,0,0,"Buffer",0,47.3600513791212,0.978578274116977
"11-28-541-04723-578705",18.485,80.455,"Khammam","Wazeed",0,0,0,"Buffer",0,-3.98646018736001,-0.0823703356813209
"11-28-541-04723-578707",18.485,80.465,"Khammam","Wazeed",1,1,1,"Buffer",0,15.3468713517363,0.317105122210619
"11-28-541-04723-578708",18.475,80.485,"Khammam","Wazeed",1,0,0,"Buffer",0,24.093187838721,0.497826110543151
"11-28-541-04723-578710",18.465,80.475,"Khammam","Wazeed",0,0,1,"Buffer",0,67.5546277338186,1.39584922506057
"11-28-541-04723-578711",18.455,80.485,"Khammam","Wazeed",0,0,0,"Buffer",0,74.6859031301025,1.54319938550877
"11-28-541-04723-578712",18.465,80.485,"Khammam","Wazeed",1,0,1,"Buffer",0,55.0387278633272,1.13723912355874
"11-28-541-04723-578713",18.455,80.505,"Khammam","Wazeed",1,0,0,"Buffer",0,8.04423449103613,0.166214201116782
"11-28-541-04723-578715",18.525,80.575,"Khammam","Wazeed",0,0,1,"Buffer",0,24.8769898093854,0.514021438828635
"11-28-541-04723-578717",18.455,80.475,"Khammam","Wazeed",1,1,1,"Buffer",0,56.1862154835784,1.16094911588977
"11-28-541-04723-578718",18.425,80.485,"Khammam","Wazeed",0,0,1,"Buffer",0,26.2369810910473,0.542122293504008
"11-28-541-04723-578719",18.445,80.465,"Khammam","Wazeed",0,0,0,"Buffer",0,40.0347276546527,0.827218585119705
"11-28-541-04723-578722",18.425,80.515,"Khammam","Wazeed",0,0,0,"Buffer",0,20.7129893737875,0.427982673222775
"11-28-541-04723-578723",18.415,80.525,"Khammam","Wazeed",1,1,1,"Buffer",0,3.43055997019348,0.0708840332121489
"11-28-541-04723-578724",18.405,80.535,"Khammam","Wazeed",1,0,0,"Buffer",0,6.77159600115832,0.139918275738025
"11-28-541-04723-578725",18.395,80.525,"Khammam","Wazeed",1,0,0,"Buffer",0,36.1099427570728,0.746122616692456
"11-28-541-04723-578727",18.405,80.475,"Khammam","Wazeed",0,0,1,"Buffer",0,54.8676317974312,1.13370384671682
"11-28-541-04723-578729",18.385,80.475,"Khammam","Wazeed",0,0,1,"Buffer",0,26.5940154367246,0.549499524812235
"11-28-541-04723-578731",18.385,80.555,"Khammam","Wazeed",1,0,1,"Buffer",0,33.3068532332926,0.688203707643606
"11-28-541-04723-578732",18.375,80.535,"Khammam","Wazeed",0,0,0,"Buffer",0,15.2892069214547,0.315913629443618
"11-28-541-04723-578734",18.365,80.465,"Khammam","Wazeed",0,0,0,"Buffer",0,40.4250258543667,0.835283131663578
"11-28-541-04723-578735",18.355,80.455,"Khammam","Wazeed",1,0,1,"Buffer",0,51.3718723325459,1.06147262727639
"11-28-541-04723-578740",18.505,80.535,"Khammam","Wazeed",1,1,1,"Buffer",0,48.5983670212342,1.00416500277507
"11-28-541-04724-578743",18.335,80.485,"Khammam","Venkatapuram",1,1,1,"Holdout",NA,56.7872536018334,1.17336808139578
"11-28-541-04724-578745",18.315,80.485,"Khammam","Venkatapuram",1,0,1,"Holdout",NA,63.15858043449,1.30501578519209
"11-28-541-04724-578750",18.375,80.525,"Khammam","Venkatapuram",1,1,1,"Holdout",NA,10.3125188475014,0.213082684704088
"11-28-541-04724-578752",18.355,80.525,"Khammam","Venkatapuram",1,0,1,"Holdout",NA,22.4909603130301,0.46472004327388
"11-28-541-04724-578753",18.355,80.535,"Khammam","Venkatapuram",0,0,0,"Holdout",NA,42.5885710074568,0.879987438779647
"11-28-541-04724-578754",18.355,80.535,"Khammam","Venkatapuram",1,1,1,"Holdout",NA,42.5885710074568,0.879987438779647
"11-28-541-04724-578755",18.355,80.545,"Khammam","Venkatapuram",0,1,1,"Holdout",NA,42.9165377101664,0.886764059170876
"11-28-541-04724-578767",18.325,80.585,"Khammam","Venkatapuram",1,0,1,"Holdout",NA,-21.2928064264283,-0.439963157917243
"11-28-541-04724-578768",18.325,80.575,"Khammam","Venkatapuram",1,0,1,"Holdout",NA,2.24722295828943,0.0464333019082907
"11-28-541-04724-578770",18.335,80.565,"Khammam","Venkatapuram",1,0,1,"Holdout",NA,36.9042141176815,0.762534269015699
"11-28-541-04724-578771",18.325,80.555,"Khammam","Venkatapuram",0,0,0,"Holdout",NA,39.8692108549838,0.823798590009042
"11-28-541-04724-578773",18.305,80.535,"Khammam","Venkatapuram",1,0,0,"Holdout",NA,43.5912739623644,0.900705814256285
"11-28-541-04724-578776",18.295,80.545,"Khammam","Venkatapuram",0,0,0,"Holdout",NA,46.8408314128358,0.967849878270712
"11-28-541-04724-578777",18.315,80.555,"Khammam","Venkatapuram",0,0,0,"Holdout",NA,12.8848327855045,0.266233187303581
"11-28-541-04724-578778",18.315,80.565,"Khammam","Venkatapuram",0,0,1,"Holdout",NA,-16.8300240201476,-0.347750802192835
"11-28-541-04724-578779",18.305,80.585,"Khammam","Venkatapuram",1,0,1,"Holdout",NA,-54.5538622183811,-1.12722057475668
"11-28-541-04724-578787",18.285,80.595,"Khammam","Venkatapuram",1,0,0,"Holdout",NA,-53.7756004874628,-1.11113972181679
"11-28-541-04724-578789",18.265,80.605,"Khammam","Venkatapuram",0,0,0,"Holdout",NA,-53.6473907212128,-1.10849058423926
"11-28-541-04724-578790",18.255,80.605,"Khammam","Venkatapuram",1,1,1,"Holdout",NA,-7.21725627219442,-0.149126742497951
"11-28-541-04724-578791",18.255,80.615,"Khammam","Venkatapuram",0,0,0,"Holdout",NA,5.35804137450994,0.110710667075559
"11-28-541-04724-578792",18.235,80.605,"Khammam","Venkatapuram",0,0,1,"Holdout",NA,-18.7066353773943,-0.386526332406311
"11-28-541-04724-578796",18.225,80.625,"Khammam","Venkatapuram",1,0,0,"Holdout",NA,-1.75091088264239,-0.0361782409388222
"11-28-541-04724-578800",18.225,80.695,"Khammam","Venkatapuram",0,0,0,"Holdout",NA,4.16789070537966,0.0861191484048234
"11-28-541-04724-578801",18.235,80.695,"Khammam","Venkatapuram",1,1,1,"Holdout",NA,-13.5613089854162,-0.28021089410317
"11-28-541-04724-578802",18.235,80.715,"Khammam","Venkatapuram",1,1,1,"Holdout",NA,-14.0107481128644,-0.289497441580457
"11-28-541-04724-578804",18.205,80.665,"Khammam","Venkatapuram",1,0,1,"Holdout",NA,-25.0664115733727,-0.517935370876536
"11-28-541-04724-578806",18.185,80.675,"Khammam","Venkatapuram",1,0,0,"Holdout",NA,-7.51194944471947,-0.155215847719885
"11-28-541-04724-578808",18.165,80.695,"Khammam","Venkatapuram",1,0,1,"Holdout",NA,4.47997900260985,0.0925676808363203
"11-28-541-04724-578809",18.155,80.705,"Khammam","Venkatapuram",1,0,0,"Holdout",NA,11.2779092181263,0.233030087952719
"11-28-541-04724-578811",18.135,80.725,"Khammam","Venkatapuram",0,0,1,"Holdout",NA,15.4439663630379,0.319111350367431
"11-28-541-04724-578812",18.125,80.725,"Khammam","Venkatapuram",1,1,1,"Holdout",NA,4.81617495588531,0.0995143383280486
"11-28-541-04725-578813",18.035,80.475,"Khammam","Pinapaka",1,0,1,"Buffer",0,27.6083146376402,0.570457508018897
"11-28-541-04725-578814",18.015,80.455,"Khammam","Pinapaka",1,0,0,"Buffer",0,18.8397096571623,0.389275983118938
"11-28-541-04725-578815",18.005,80.555,"Khammam","Pinapaka",1,0,1,"Buffer",0,-11.8049999473032,-0.243921113638735
"11-28-541-04725-578816",17.945,80.575,"Khammam","Pinapaka",0,0,0,"Buffer",0,61.4794724357132,1.27032117317941
"11-28-541-04725-578817",18.015,80.605,"Khammam","Pinapaka",1,0,0,"Buffer",0,-48.8747716486752,-1.00987622046599
"11-28-541-04725-578818",17.995,80.595,"Khammam","Pinapaka",0,0,1,"Buffer",0,-62.393201016499,-1.28920111337287
"11-28-541-04725-578819",18.035,80.565,"Khammam","Pinapaka",0,0,0,"Buffer",0,-25.8451972372028,-0.53402704959363
"11-28-541-04725-578820",17.995,80.625,"Khammam","Pinapaka",0,0,1,"Buffer",0,52.5364937741792,1.08553664763038
"11-28-541-04725-578821",18.055,80.585,"Khammam","Pinapaka",0,0,0,"Buffer",0,-41.1370492551467,-0.849995333411177
"11-28-541-04725-578822",18.015,80.645,"Khammam","Pinapaka",1,0,0,"Buffer",0,17.0882067636564,0.353085509740492
"11-28-541-04725-578823",18.105,80.615,"Khammam","Pinapaka",0,0,0,"Buffer",0,13.5646909372934,0.280280773770416
"11-28-541-04725-578824",18.115,80.675,"Khammam","Pinapaka",0,0,0,"Buffer",0,20.2850008042358,0.419139348447196
"11-28-541-04725-578827",18.135,80.675,"Khammam","Pinapaka",0,0,1,"Buffer",0,52.9945310003632,1.09500085354291
"11-28-541-04725-578828",18.115,80.705,"Khammam","Pinapaka",1,1,1,"Buffer",0,48.9431435003606,1.01128895560187
"11-28-541-04725-578829",18.085,80.665,"Khammam","Pinapaka",1,0,0,"Buffer",0,-21.9536055870886,-0.453616937491943
"11-28-541-04725-578830",18.105,80.715,"Khammam","Pinapaka",0,0,0,"Buffer",0,55.9304241374198,1.15566382065108
"11-28-541-04725-578831",18.085,80.715,"Khammam","Pinapaka",1,0,0,"Buffer",0,40.3667113185942,0.83407820607523
"11-28-541-04725-578832",18.065,80.705,"Khammam","Pinapaka",1,0,1,"Buffer",0,2.12436938822706,0.0438948368716218
"11-28-541-04725-578833",18.075,80.685,"Khammam","Pinapaka",1,1,1,"Buffer",0,8.722882257505,0.180236777965954
