"S","Y","H"
"Ssynth",0.3,-0.165456255229106
"Ssynth",0.24,-0.35566102121517
"Ssynth",0.22,-0.461240129364438
"Ssynth",0.15,-0.655279190770448
"Ssynth",0.25,-0.417580167732653
"Ssynth",0.35,0.0432298375200766
"Ssynth",0.16,-0.667055675809957
"Ssynth",0.71,1.29448664782708
"Ssynth",0.22,-0.478029940780924
"Ssynth",0.25,-0.357295927202796
"Ssynth",0.23,-0.469401626684012
"Ssynth",0.13,-0.791797013833163
"Ssynth",0.37,0.106951091452441
"Ssynth",0.91,2.26873126756668
"Ssynth",0.32,-0.093313570697278
"Ssynth",0.13,-0.694987472695146
"Ssynth",0.11,-0.780994554396297
"Ssynth",0.13,-0.68220563913171
"Ssynth",0.16,-0.628826778251184
"Ssynth",0.77,1.57224305851745
"Ssynth",0.12,-0.763783532627891
"Ssynth",0.09,-0.933382820077236
"Ssynth",0.16,-0.747601168305366
"Ssynth",0.85,1.64097725144033
"Ssynth",0.14,-0.67554140779025
"Ssynth",0.7,1.16602023154541
"Ssynth",0.8,1.33379011018613
"Ssynth",0.91,2.10386684285341
"Ssynth",0.09,-0.993961637564689
"Ssynth",0.17,-0.651411873427667
"Ssynth",0.12,-0.86199019625434
"Ssynth",0.91,2.23952827518742
"Ssynth",0.37,0.100829609324193
"Ssynth",0.95,1.90429556538446
"Ssynth",0.24,-0.343552658582256
"Ssynth",0.85,1.75344233237169
"Ssynth",0.28,-0.264328560497629
"Ssynth",0.89,1.78984579237198
"Ssynth",0.17,-0.567093530001824
"Ssynth",0.32,-0.0943250426525564
"Ssynth",0.88,1.83628275083162
"Ssynth",0.92,1.79148114980082
"Ssynth",0.9,1.86274878441364
"Ssynth",0.8,1.41752130326557
"Ssynth",0.74,1.43856153802748
"Ssynth",0.79,1.56018235725883
"Ssynth",0.15,-0.581563770529286
"Ssynth",0.29,-0.203419534798867
"Ssynth",0.82,1.54358269657227
"Ssynth",0.8,1.56601893281641
"Ssynth",0.26,-0.294176205038741
"Ssynth",0.1,-0.87830989037818
"Ssynth",0.16,-0.678192298802701
"Ssynth",0.21,-0.435655841740258
"Ssynth",0.2,-0.467091853717182
"Ssynth",0.29,-0.198458180960416
"Ssynth",0.06,-0.920764120372328
"Ssynth",0.86,1.47568269937764
"Ssynth",0.18,-0.492613055191133
"Ssynth",0.11,-0.819780048570864
"Ssynth",0.12,-0.700727458920689
"Ssynth",0.73,1.0672063420789
"Ssynth",0.76,1.3633125260039
"Ssynth",0.14,-0.576904441473137
"Ssynth",0.15,-0.704225251138591
"Ssynth",0.09,-0.864484823252502
"Ssynth",0.19,-0.547960641168466
"Ssynth",0.17,-0.583618989757244
"Ssynth",0.09,-0.823131370224176
"Ssynth",0.19,-0.596025523318786
"Ssynth",0.87,2.00937908909841
"Ssynth",0.8,1.9319113920428
"Ssynth",0.28,-0.258990360966834
"Ssynth",0.19,-0.59184968058368
"Ssynth",0.8,1.52786765556952
"Ssynth",0.78,1.21677784725216
"Ssynth",0.21,-0.407353848680758
"Ssynth",0.8,1.91931949917089
"Ssynth",0.79,1.23358377589191
"Ssynth",0.26,-0.263834460409042
"Ssynth",0.75,1.51110251938142
"Ssynth",0.83,1.49562395610907
"Ssynth",0.78,1.41361977719061
"Ssynth",0.78,1.28472869921964
"Ssynth",0.67,1.11609134999768
"Ssynth",0.66,1.21548231192866
"Ssynth",0.82,1.56131350046415
"Ssynth",0.75,1.79632416301393
"Ssynth",0.9,2.01785960260827
"Ssynth",0.72,1.19254517421538
"Ssynth",0.78,1.38500310497601
"Ssynth",0.79,1.52588144913151
"Ssynth",0.8,1.52786765556952
"Ssynth",0.84,1.84097857710063
"Ssynth",0.81,1.46438813545275
"Ssynth",0.75,1.40711685524498
"Ssynth",0.23,-0.550342792519346
"Ssynth",0.81,2.08910377688806
"Ssynth",0.85,2.26647979791417
"Ssynth",0.1,-1.14328989113942
"Ssynth",0.05,-1.27594228764345
"Ssynth",0.12,-0.983095687832546
"Ssynth",0.66,1.29077912240461
"Ssynth",0.23,-0.487216693180236
"Ssynth",0.23,-0.44742472719995
"Ssynth",0.13,-0.805922395693593
"Ssynth",0.74,1.4005916480344
"Ssynth",0.86,2.37983941552466
"Ssynth",0.04,-1.40780209296449
"Ssynth",0.03,-1.33715477618723
"Ssynth",0.1,-1.16574913238139
"Ssynth",0.12,-0.933492174975255
"Ssynth",0.65,1.3154904667592
"Ssynth",0.75,1.91617261979723
"Ssynth",0.18,-0.649402863178538
"Ssynth",0.13,-0.917820066099515
"Ssynth",0.2,-0.592941885106783
"Ssynth",0.14,-0.88957561893224
"Ssynth",0.17,-0.705372752664108
"Ssynth",0.14,-0.981455056619143
"Ssynth",0.19,-0.656703274091794
"Ssynth",0.77,2.05242877794674
"Ssynth",0.08,-1.14418474995175
"Ssynth",0.18,-0.743869732126403
"Ssynth",0.77,1.89215940887586
"Ssynth",0.75,1.75986896999949
"Ssynth",0.14,-0.88957561893224
"Ssynth",0.72,1.54607334581673
"Ssynth",0.85,2.36963730939282
"Ssynth",0.82,2.30058178446426
"Ssynth",0.88,2.09463041080845
"Ssynth",0.84,2.38513458536016
"Ssynth",0.89,2.60782957649897
"Ssynth",0.9,2.57473859136049
"Ssynth",0.95,2.46749663679973
"Ssynth",0.77,1.71411651689965
"Ssynth",0.86,2.61347854445338
"Ssynth",0.83,2.20995187463728
"Ssynth",0.78,2.07701116603149
"Ssynth",0.74,2.01323979002653
"Ssynth",0.74,1.73196853546125
"Ssynth",0.67,1.40901056401639
"Ssynth",0.16,-0.867848831526553
"Ssynth",0.77,1.94398917994722
"Ssynth",0.79,1.95989747402624
"Ssynth",0.74,1.77607198393673
"Ssynth",0.74,1.73890203994901
"Ssynth",0.76,1.65877336826968
"Ssynth",0.83,2.03829011395538
"Ssynth",0.77,1.98894969207423
"Ssynth",0.27,-0.32347518710334
"Ssynth",0.68,1.49342183908127
"Ssynth",0.76,1.73961457387611
"Ssynth",0.83,1.86908434028407
"Ssynth",0.87,2.40106718086004
"Ssynth",0.83,2.12494165278463
"Ssynth",0.9,2.38419359988411
"Ssynth",0.79,1.95635052709244
"Ssynth",0.89,2.01988719892103
"Ssynth",0.93,2.62056978346619
"Ssynth",0.88,2.30825150356974
"Ssynth",0.74,1.77816314183423
"Ssynth",0.89,2.42297380144651
"Ssynth",0.92,2.52676621984472
"Ssynth",0.22,-0.591408987499883
"Ssynth",0.39,0.258110362440369
"Ssynth",0.22,-0.567754025799221
"Ssynth",0.23,-0.446496678115116
"Ssynth",0.25,-0.457786846595854
"Ssynth",0.17,-0.760674590894752
"Ssynth",0.17,-0.750581346472469
"Ssynth",0.09,-1.24608966643537
"Ssynth",0.83,1.6735907748997
"Ssynth",0.08,-1.15813929836019
"Ssynth",0.16,-0.794056208517048
"Ssynth",0.09,-1.17396327084138
"Ssynth",0.72,1.40287074338475
"Ssynth",0.83,2.20995187463728
"Ssynth",0.8,1.85069705695955
"Ssynth",0.8,1.8720205557483
"Ssynth",0.75,1.97740222505155
"Ssynth",0.19,-0.53303993541455
"Ssynth",0.15,-0.782155881712579
"Ssynth",0.18,-0.694712670631087
"Ssynth",0.82,2.04231308063027
"Ssynth",0.23,-0.441717226712747
"Ssynth",0.13,-0.977924243956178
"Ssynth",0.11,-0.929857194853234
"Ssynth",0.18,-0.525058415378136
"Ssynth",0.15,-0.758822011792452
"Ssynth",0.32,-0.0913058727604469
"Ssynth",0.88,2.28479228332979
"Ssynth",0.24,-0.438561295484028
"Ssynth",0.14,-0.780273592084923
"Ssynth",0.25,-0.283477743733648
"Ssynth",0.69,1.25931436089479
"Ssynth",0.76,1.42863165144334
"Ssynth",0.21,-0.45211476912968
"Ssynth",0.16,-0.570911307754441
"Ssynth",0.14,-0.75616713472131
"Ssynth",0.13,-0.82180430756521
"Ssynth",0.13,-0.669851732431936
"Ssynth",0.72,1.38531940747365
"Ssynth",0.82,1.18876745325541
"Ssynth",0.88,1.88915421877942
"Ssynth",0.71,1.36829048571501
"Ssynth",0.1,-0.815570201812242
"Ssynth",0.05,-1.00097846673128
"Ssynth",0.17,-0.523810427126086
"Ssynth",0.1,-0.943794597170478
"Ssynth",0.12,-0.794229924381897
"Ssynth",0.22,-0.455884752712889
"Ssynth",0.82,1.72850480156785
"Ssynth",0.09,-0.855861107287751
"Ssynth",0.21,-0.502504235395638
"Ssynth",0.87,1.82260661153117
"Ssynth",0.83,1.45112246338164
"Ssynth",0.31,-0.131312596554405
"Ssynth",0.85,1.8214671704018
"Ssynth",0.79,1.45169137219463
"Ssynth",0.9,2.1232902422296
"Ssynth",0.88,1.70189712920683
"Ssynth",0.87,1.44209792183144
"Ssynth",0.89,1.89407169285004
"Ssynth",0.89,1.84966024969554
"Ssynth",0.91,1.85535320344049
"Ssynth",0.87,1.60279035793647
"Ssynth",0.84,1.62594544604711
"Ssynth",0.87,1.68917313526068
"Ssynth",0.96,1.85884506298118
"Ssynth",0.1,-0.847045495820852
"Ssynth",0.18,-0.562168928718645
"Ssynth",0.17,-0.50370442936268
"Ssynth",0.12,-0.638603573874016
"Ssynth",0.72,1.30468739713536
"Ssynth",0.77,1.58533298293183
"Ssynth",0.79,1.34253719121982
"Ssynth",0.83,1.74675927054443
"Ssynth",0.87,1.86503337308299
"Ssynth",0.19,-0.418826790184996
"Ssynth",0.77,1.24609283224031
"Ssynth",0.22,-0.393734431268043
"Ssynth",0.78,1.5111028090186
"Ssynth",0.81,1.30025100713366
"Ssynth",0.86,1.94253045381625
"Ssynth",0.17,-0.612091773045439
"Ssynth",0.78,1.47720291953985
"Ssynth",0.87,1.90942039890603
"Ssynth",0.1,-0.922595942228576
"Ssynth",0.81,1.57887869729084
"Ssynth",0.79,1.35816045469253
"Ssynth",0.89,1.87046910633745
"Ssynth",0.84,1.57472949761472
"Ssynth",0.83,1.78599768556222
"Ssynth",0.81,1.69229411194992
"Ssynth",0.68,1.26667343709811
"Ssynth",0.84,1.91478276341752
"Ssynth",0.88,2.12165787524846
"Ssynth",0.11,-0.820925544217862
"Ssynth",0.79,1.54574796028282
"Ssynth",0.67,1.09134386052534
"Ssynth",0.81,1.67505639944678
"Ssynth",0.73,1.45473291006351
"Ssynth",0.78,1.64254488212946
"Ssynth",0.72,1.27363378694235
"Ssynth",0.78,1.7280504938439
"Ssynth",0.71,1.55323880302083
"Ssynth",0.8,1.44787021929568
"Ssynth",0.79,1.53529262524229
"Ssynth",0.71,1.03828150048308
"Ssynth",0.81,1.84624691981066
"Ssynth",0.81,1.56139117816877
"Ssynth",0.83,1.80779283632761
"Ssynth",0.15,-0.718117963394717
"Ssynth",0.05,-0.980589183129809
"Ssynth",0.69,1.074297304029
"Ssynth",0.78,1.34099758517987
"Ssynth",0.71,1.14861903033294
"Ssynth",0.82,1.40712066784958
"Ssynth",0.91,1.98334323903792
"Ssynth",0.28,-0.233922415488445
"Ssynth",0.88,1.92271904054495
"Ssynth",0.79,1.47792451419762
"Ssynth",0.17,-0.552042464635912
"Ssynth",0.11,-0.905112041220833
"Ssynth",0.18,-0.555337036329784
"Ssynth",0.16,-0.616052850301033
"Ssynth",0.81,1.61501303121001
"Ssynth",0.16,-0.583061670036746
"Ssynth",0.76,1.40937879480234
"Ssynth",0.09,-0.971290901515401
"Ssynth",0.11,-0.766166094874463
"Ssynth",0.13,-0.721945915841436
"Ssynth",0.75,1.28818721998728
"Ssynth",0.15,-0.703040253975032
"Ssynth",0.07,-0.895544991649048
"Ssynth",0.03,-0.960244641261951
"Ssynth",0.14,-0.645120171383858
"Ssynth",0.17,-0.533302076740726
"Ssynth",0.75,1.19892771501563
"Ssynth",0.8,1.52786765556952
"Ssynth",0.82,1.421122560791
"Ssynth",0.86,1.58826971229174
"Ssynth",0.79,1.37209836753142
"Ssynth",0.7,1.14091707101409
"Ssynth",0.89,1.50459628277652
"Ssynth",0.77,1.52902375985769
"Ssynth",0.11,-0.884840055406412
"Ssynth",0.77,1.47644924313513
"Ssynth",0.23,-0.351576830522671
"Ssynth",0.85,1.407133000026
"Ssynth",0.78,1.26317006589792
"Ssynth",0.87,1.93239196222026
"Ssynth",0.8,1.71760048012063
"Ssynth",0.78,1.49396756770904
"Ssynth",0.82,1.47991606261073
"Ssynth",0.26,-0.307704591638185
"Ssynth",0.77,1.55012460456927
"Ssynth",0.15,-0.625266871653136
"Ssynth",0.85,1.79431749699002
"Ssynth",0.19,-0.596025523318786
"Ssynth",0.91,1.48569119466021
"Ssynth",0.85,1.64097725144033
"Ssynth",0.85,1.54167219137676
"Ssynth",0.61,1.04255516249825
"Ssynth",0.91,1.62655043111697
"Ssynth",0.75,1.360131802035
"Ssynth",0.14,-0.573920044773145
"Ssynth",0.84,1.48111606073838
"Ssynth",0.81,1.27634796504387
"Ssynth",0.09,-0.982487554020208
"Ssynth",0.65,0.883143366377299
"Ssynth",0.1,-0.755570447818245
"Ssynth",0.17,-0.486531487196174
"Ssynth",0.77,1.42724980267506
"Ssynth",0.18,-0.49113675454211
"Ssynth",0.84,1.41093870024659
"Ssynth",0.81,1.67231149032848
"Ssynth",0.94,1.97479282134679
"Ssynth",0.26,-0.316586448624193
"Ssynth",0.14,-0.622853992739233
"Ssynth",0.83,1.7036858964054
"Ssynth",0.14,-0.709277530514397
"Ssynth",0.16,-0.616052850301033
"Ssynth",0.12,-0.72697874365775
"Ssynth",0.78,1.54886911077691
"Ssynth",0.81,1.37739739855527
"Ssynth",0.17,-0.499251929549343
"Ssynth",0.89,1.49730516125179
"Ssynth",0.24,-0.310179908104391
"Ssynth",0.89,2.00553273280933
"Ssynth",0.7,1.02942710499599
"Ssynth",0.76,1.26631603621138
"Ssynth",0.87,1.82260661153117
"Ssynth",0.08,-0.816266418931692
"Ssynth",0.17,-0.542337305003621
"Ssynth",0.78,1.28347884054364
"Ssynth",0.17,-0.556959946825184
"Ssynth",0.82,1.56231572328742
"Ssynth",0.87,1.48275237643241
"Ssynth",0.15,-0.668189832655751
"Ssynth",0.67,1.15629190575845
"Ssynth",0.21,-0.428032560952356
"Ssynth",0.19,-0.458433495383112
"Ssynth",0.73,1.09479835203029
"Ssynth",0.74,1.18050545222477
"Ssynth",0.09,-0.838848957424959
"Ssynth",0.18,-0.454542309729741
"Ssynth",0.13,-0.620699715983912
"Ssynth",0.69,1.12318424236907
"Ssynth",0.2,-0.433125754221968
"Ssynth",0.21,-0.502504235395638
"Ssynth",0.19,-0.427978506859087
"Ssynth",0.86,1.85121890768289
"Ssynth",0.85,1.67687966853736
"Ssynth",0.86,1.57223454797138
"Ssynth",0.77,1.54735933621017
"Ssynth",0.19,-0.559155955566266
"Ssynth",0.09,-0.949690591891111
"Ssynth",0.18,-0.540032745002858
"Ssynth",0.12,-0.676719764292806
"Ssynth",0.23,-0.366067729552875
"Ssynth",0.13,-0.714995165682037
"Ssynth",0.76,1.27935318398933
"Ssynth",0.79,1.4312851376093
"Ssynth",0.19,-0.553495280501971
"Ssynth",0.18,-0.577315617476622
"Ssynth",0.1,-0.847045495820852
"Ssynth",0.76,1.25353092915466
"Ssynth",0.14,-0.612340719273945
"Ssynth",0.22,-0.404092995517752
"Ssynth",0.12,-0.67096213949121
"Ssynth",0.74,1.28353840911041
"Ssynth",0.74,1.51110241341435
"Ssynth",0.89,1.91348033941641
"Ssynth",0.15,-0.668705468769925
"Ssynth",0.8,1.52786765556952
"Ssynth",0.05,-0.933341099233617
"Ssynth",0.83,1.36929133881454
"Ssynth",0.09,-0.745543644516421
"Ssynth",0.02,-1.31904913349368
"Ssynth",0.19,-0.547960641168466
"Ssynth",0.79,1.51110289716726
"Ssynth",0.12,-0.713665723281231
"Ssynth",0.76,1.3633125260039
"Ssynth",0.22,-0.378093871431536
"Ssynth",0.81,1.61501303121001
"Ssynth",0.86,1.62130637785056
"Ssynth",0.92,1.84826229603244
"Ssynth",0.81,1.56139117816877
"Ssynth",0.28,-0.209767220407576
"Ssynth",0.94,1.69693751308529
"Ssynth",0.89,1.36014073412724
"Ssynth",0.85,1.54167219137676
"Ssynth",0.77,1.46644374313003
"Ssynth",0.08,-0.899505451067923
"Ssynth",0.82,1.81502309874603
"Ssynth",0.12,-0.866439881978098
"Ssynth",0.85,1.81545538356425
"Ssynth",0.91,1.7971984793971
"Ssynth",0.93,1.8226002466455
"Ssynth",0.21,-0.417397367746067
"Ssynth",0.95,2.28427257551425
"Ssynth",0.78,1.5111028090186
"Ssynth",0.78,1.49396756770904
"Ssynth",0.71,1.33452156955655
"Ssynth",0.81,1.51110306244375
"Ssynth",0.8,1.56249636667585
"Ssynth",0.26,-0.313556900610435
"Ssynth",0.87,2.28863038425569
"Ssynth",0.7,1.14283310557957
"Ssynth",0.26,-0.271063437029697
"Ssynth",0.26,-0.245666882901259
"Ssynth",0.85,1.73367445718255
