shrid2,state_name,district_name,subdistrict_name,clusters,wave,D,Ycons_raw,urban,tot_p,tot_f,Ylowinc_raw,Ymidinc_raw,Ylowinc,Ymidinc,Ycons
11-28-532-04331-569925,andhra pradesh,adilabad,nennal,NENNAL ADILABAD,Treatment,1,19820.400390625,0,901,0.49500554938956715,0.04583333432674408,0.008333333767950535,0,0,0
11-28-532-04331-569926,andhra pradesh,adilabad,nennal,NENNAL ADILABAD,Treatment,1,18425.3125,0,776,0.4948453608247423,0.15075376629829407,0,0,1,1
11-28-532-04331-569928,andhra pradesh,adilabad,nennal,NENNAL ADILABAD,Treatment,1,14103.90625,0,542,0.511070110701107,0.028368793427944183,0.014184396713972092,0,0,1
11-28-532-04331-569929,andhra pradesh,adilabad,nennal,NENNAL ADILABAD,Treatment,1,19530.69140625,0,873,0.47995418098510884,0.05000000074505806,0.029999999329447746,0,0,0
11-28-532-04331-569930,andhra pradesh,adilabad,nennal,NENNAL ADILABAD,Treatment,1,21094.56640625,0,995,0.5015075376884423,0.058091286569833755,0.02489626593887806,0,0,0
11-28-532-04331-569932,andhra pradesh,adilabad,nennal,NENNAL ADILABAD,Treatment,1,19279.107421875,0,2082,0.5014409221902018,0.017241379246115685,0.0038314175326377153,0,0,0
11-28-532-04331-569936,andhra pradesh,adilabad,nennal,NENNAL ADILABAD,Treatment,1,21829.287109375,0,2313,0.49286640726329445,0.12948517501354218,0.032761309295892715,0,0,0
11-28-532-04331-569937,andhra pradesh,adilabad,nennal,NENNAL ADILABAD,Treatment,1,14604.7490234375,0,1327,0.520723436322532,0.03133903071284294,0.005698005668818951,0,0,1
11-28-532-04331-569939,andhra pradesh,adilabad,nennal,NENNAL ADILABAD,Treatment,1,23507.40234375,0,292,0.4897260273972603,0.15000000596046448,0,0,1,0
11-28-532-04331-569940,andhra pradesh,adilabad,nennal,NENNAL ADILABAD,Treatment,1,19489.869140625,0,985,0.47715736040609136,0.07777778059244156,0.003703703638166189,0,0,0
11-28-532-04331-569942,andhra pradesh,adilabad,nennal,NENNAL ADILABAD,Treatment,1,18927.783203125,0,537,0.5176908752327747,0.014705882407724857,0,0,1,1
11-28-532-04331-569943,andhra pradesh,adilabad,nennal,NENNAL ADILABAD,Treatment,1,24403.806640625,0,274,0.5036496350364964,0.11538461595773697,0.012820512987673283,0,0,0
11-28-532-04331-569944,andhra pradesh,adilabad,nennal,NENNAL ADILABAD,Treatment,1,22575.37109375,0,274,0.48175182481751827,0.21917808055877686,0.013698630034923553,0,0,0
11-28-532-04332-569945,andhra pradesh,adilabad,tandur,TANDUR ADILABAD,Holdout,NA,22348.140625,0,354,0.4576271186440678,0.020408162847161293,0,0,1,0
11-28-532-04332-569946,andhra pradesh,adilabad,tandur,TANDUR ADILABAD,Holdout,NA,14797.7431640625,0,557,0.4793536804308797,0,0,1,1,1
11-28-532-04332-569948,andhra pradesh,adilabad,tandur,TANDUR ADILABAD,Holdout,NA,19322.353515625,0,435,0.4827586206896552,0.1834862381219864,0.01834862306714058,0,0,0
11-28-532-04332-569949,andhra pradesh,adilabad,tandur,TANDUR ADILABAD,Holdout,NA,18388.14453125,0,276,0.5,0.032258063554763794,0.032258063554763794,0,0,1
11-28-532-04332-569950,andhra pradesh,adilabad,tandur,TANDUR ADILABAD,Holdout,NA,21439.375,0,486,0.5,0.2181818187236786,0.0181818176060915,0,0,0
11-28-532-04332-569952,andhra pradesh,adilabad,tandur,TANDUR ADILABAD,Holdout,NA,20943.0390625,0,2116,0.4976370510396975,0.04821428656578064,0.01785714365541935,0,0,0
11-28-532-04332-569954,andhra pradesh,adilabad,tandur,TANDUR ADILABAD,Holdout,NA,21117.5390625,0,2458,0.49389747762408465,0.1116504818201065,0.051779936999082565,0,0,0
11-28-532-04332-569955,andhra pradesh,adilabad,tandur,TANDUR ADILABAD,Holdout,NA,23611.0234375,0,101,0.5346534653465347,0.2068965584039688,0.03448275849223137,0,0,0
11-28-532-04332-569956,andhra pradesh,adilabad,tandur,TANDUR ADILABAD,Holdout,NA,25771.427734375,0,564,0.4858156028368794,0.39411765336990356,0.05882352963089943,0,0,0
11-28-532-04332-569957,andhra pradesh,adilabad,tandur,TANDUR ADILABAD,Holdout,NA,19559.177734375,0,382,0.518324607329843,0.1037735864520073,0.03773584961891174,0,0,0
11-28-532-04332-569958,andhra pradesh,adilabad,tandur,TANDUR ADILABAD,Holdout,NA,21289.234375,0,2826,0.4858457183297948,0.18581560254096985,0.11773049831390381,0,0,0
11-28-532-04332-569961,andhra pradesh,adilabad,tandur,TANDUR ADILABAD,Holdout,NA,22583.90234375,0,713,0.49228611500701264,0.08421052992343903,0.02631578966975212,0,0,0
11-28-532-04332-569962,andhra pradesh,adilabad,tandur,TANDUR ADILABAD,Holdout,NA,23696.0390625,0,1111,0.4977497749774977,0.3194444477558136,0.15625,0,0,0
11-28-532-04332-569963,andhra pradesh,adilabad,tandur,TANDUR ADILABAD,Holdout,NA,22684.287109375,0,6700,0.4961194029850746,0.12991656363010406,0.07270560413599014,0,0,0
11-28-532-04332-569965,andhra pradesh,adilabad,tandur,TANDUR ADILABAD,Holdout,NA,19026.755859375,0,483,0.5320910973084886,0.19801980257034302,0.07920791953802109,0,0,0
11-28-532-04332-569966,andhra pradesh,adilabad,tandur,TANDUR ADILABAD,Holdout,NA,24287.5078125,0,759,0.49538866930171277,0.2091836780309677,0.10204081982374191,0,0,0
11-28-532-04332-569968,andhra pradesh,adilabad,tandur,TANDUR ADILABAD,Holdout,NA,18841.705078125,0,109,0.45871559633027525,0,0,1,1,1
11-28-532-04333-569969,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,14020.259765625,0,1230,0.5008130081300813,0.0077821011655032635,0,0,1,1
11-28-532-04333-569970,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,12684.09375,0,309,0.49514563106796117,0.0555555559694767,0,0,1,1
11-28-532-04333-569971,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,15696.8984375,0,480,0.5020833333333333,0.01666666753590107,0,0,1,1
11-28-532-04333-569972,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,15386.412109375,0,2077,0.5117958594126143,0.0190677959471941,0.0021186440717428923,0,0,1
11-28-532-04333-569973,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,21558.15234375,0,955,0.512041884816754,0.1354166716337204,0.0069444444961845875,0,0,0
11-28-532-04333-569977,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,19057.060546875,0,206,0.30097087378640774,0,0,1,1,0
11-28-532-04333-569978,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,19085.70703125,0,368,0.49728260869565216,0.029126213863492012,0,0,1,0
11-28-532-04333-569980,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,27791.4296875,0,138,0.5144927536231884,0.8181818127632141,0,0,1,0
11-28-532-04333-569981,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,13291.9111328125,0,192,0.546875,0,0,1,1,1
11-28-532-04333-569983,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,17438.455078125,0,353,0.46742209631728043,0,0,1,1,1
11-28-532-04333-569985,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,17484.404296875,0,266,0.4699248120300752,0,0,1,1,1
11-28-532-04333-569986,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,19047.87890625,0,278,0.4748201438848921,0.04109589010477066,0.013698630034923553,0,0,0
11-28-532-04333-569987,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,12754.255859375,0,301,0.4950166112956811,0.013698630034923553,0,0,1,1
11-28-532-04333-569988,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,17110.5078125,0,290,0.5379310344827586,0.014705882407724857,0,0,1,1
11-28-532-04333-569989,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,18769.958984375,0,1415,0.5003533568904593,0.12777778506278992,0.01666666753590107,0,0,1
11-28-532-04333-569990,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,19645.451171875,0,1020,0.492156862745098,0.47058823704719543,0.011029412038624287,0,0,0
11-28-532-04333-569991,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,17300.29296875,0,713,0.5133239831697055,0.05027933046221733,0.005586592014878988,0,0,1
11-28-532-04333-569992,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,18969.794921875,0,2354,0.49830076465590484,0.1041666641831398,0.02976190485060215,0,0,0
11-28-532-04333-569993,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,13377.384765625,0,147,0.4897959183673469,0,0,1,1,1
11-28-532-04333-569994,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,16220.56640625,0,991,0.4651866801210898,0.125,0,0,1,1
11-28-532-04333-569995,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,16835.0703125,0,198,0.5151515151515151,0,0,1,1,1
11-28-532-04333-569996,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,23939.25390625,0,325,0.49538461538461537,0.053333334624767303,0,0,1,0
11-28-532-04333-569997,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,17932.77734375,0,603,0.5124378109452736,0.03311258181929588,0.0066225165501236916,0,0,1
11-28-532-04333-569998,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,16660.17578125,0,593,0.48903878583473864,0.07096774131059647,0,0,1,1
11-28-532-04333-570001,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,18530.31640625,0,431,0.44779582366589327,0.008849557489156723,0,0,1,1
11-28-532-04333-570002,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,18995.408203125,0,474,0.4957805907172996,0.0234375,0,0,1,0
11-28-532-04333-570004,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,17183.826171875,0,2603,0.4882827506723012,0.032258063554763794,0.004838709719479084,0,0,1
11-28-532-04333-570005,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,16407.390625,0,1328,0.4879518072289157,0.008771929889917374,0,0,1,1
11-28-532-04333-570006,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,18890.375,0,221,0.4841628959276018,0.07692307978868484,0,0,1,1
11-28-532-04333-570007,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,15847.0634765625,0,659,0.496206373292868,0.005847953259944916,0,0,1,1
11-28-532-04333-570008,andhra pradesh,adilabad,tiryani,TIRYANI ADILABAD,Holdout,NA,18726.5859375,0,556,0.46402877697841727,0.04575163498520851,0,0,1,1
11-28-532-04334-570009,andhra pradesh,adilabad,jannaram,JANNARAM ADILABAD,Buffer,0,22220.326171875,0,2264,0.5035335689045937,0.13564668595790863,0.022082019597291946,0,0,0
11-28-532-04334-570010,andhra pradesh,adilabad,jannaram,JANNARAM ADILABAD,Buffer,0,18098.693359375,0,582,0.4570446735395189,0.007299270015209913,0,0,1,1
11-28-532-04334-570011,andhra pradesh,adilabad,jannaram,JANNARAM ADILABAD,Buffer,0,19308.412109375,0,2819,0.5040794608017027,0.05528455227613449,0.017886178568005562,0,0,0
11-28-532-04334-570012,andhra pradesh,adilabad,jannaram,JANNARAM ADILABAD,Buffer,0,20464.869140625,0,4475,0.496536312849162,0.14368771016597748,0.022425249218940735,0,0,0
11-28-532-04334-570013,andhra pradesh,adilabad,jannaram,JANNARAM ADILABAD,Buffer,0,21013.642578125,0,1801,0.5002776235424764,0.15777777135372162,0.024444444105029106,0,0,0
11-28-532-04334-570014,andhra pradesh,adilabad,jannaram,JANNARAM ADILABAD,Buffer,0,22612.15234375,0,2508,0.5031897926634769,0.07591240853071213,0.020437955856323242,0,0,0
11-28-532-04334-570015,andhra pradesh,adilabad,jannaram,JANNARAM ADILABAD,Buffer,0,20408.666015625,0,1432,0.4937150837988827,0.04485488310456276,0.0343007929623127,0,0,0
11-28-532-04334-570016,andhra pradesh,adilabad,jannaram,JANNARAM ADILABAD,Buffer,0,19361.271484375,0,1877,0.48961108151305277,0.02610441856086254,0.01004016026854515,0,0,0
11-28-532-04334-570017,andhra pradesh,adilabad,jannaram,JANNARAM ADILABAD,Buffer,0,17242.453125,0,420,0.49523809523809526,0,0,1,1,1
11-28-532-04334-570018,andhra pradesh,adilabad,jannaram,JANNARAM ADILABAD,Buffer,0,19683.54296875,0,249,0.4939759036144578,0.01785714365541935,0,0,1,0
11-28-532-04334-570019,andhra pradesh,adilabad,jannaram,JANNARAM ADILABAD,Buffer,0,23157.546875,0,2761,0.49547265483520464,0.16248348355293274,0.026420079171657562,0,0,0
11-28-532-04334-570020,andhra pradesh,adilabad,jannaram,JANNARAM ADILABAD,Buffer,0,26803.818359375,0,904,0.4690265486725664,0.0878378376364708,0.006756756920367479,0,0,0
11-28-532-04334-570021,andhra pradesh,adilabad,jannaram,JANNARAM ADILABAD,Buffer,0,20821.58984375,0,3688,0.4953904555314534,0.0799584612250328,0.001038421643897891,0,0,0
11-28-532-04334-570022,andhra pradesh,adilabad,jannaram,JANNARAM ADILABAD,Buffer,0,20632.1484375,0,303,0.5016501650165016,0.04938271641731262,0,0,1,0
11-28-532-04334-570023,andhra pradesh,adilabad,jannaram,JANNARAM ADILABAD,Buffer,0,24940.365234375,0,6566,0.5063965884861408,0.26456600427627563,0.09690844267606735,0,0,0
11-28-532-04334-570024,andhra pradesh,adilabad,jannaram,JANNARAM ADILABAD,Buffer,0,20850.94921875,0,2719,0.5097462302317028,0.20395737886428833,0.06392694264650345,0,0,0
11-28-532-04334-570027,andhra pradesh,adilabad,jannaram,JANNARAM ADILABAD,Buffer,0,15088.369140625,0,195,0.5230769230769231,0,0,1,1,1
11-28-532-04334-570028,andhra pradesh,adilabad,jannaram,JANNARAM ADILABAD,Buffer,0,20867.6484375,0,269,0.5427509293680297,0,0,1,1,0
11-28-532-04334-570029,andhra pradesh,adilabad,jannaram,JANNARAM ADILABAD,Buffer,0,20860.951171875,0,824,0.4854368932038835,0.06976744532585144,0.013953488320112228,0,0,0
11-28-532-04334-570030,andhra pradesh,adilabad,jannaram,JANNARAM ADILABAD,Buffer,0,22504.033203125,0,4793,0.500938869184227,0.1394267976284027,0.013942680321633816,0,0,0
11-28-532-04334-570031,andhra pradesh,adilabad,jannaram,JANNARAM ADILABAD,Buffer,0,15628.7900390625,0,163,0.49079754601226994,0,0,1,1,1
11-28-532-04334-570032,andhra pradesh,adilabad,jannaram,JANNARAM ADILABAD,Buffer,0,22869.3125,0,2770,0.4956678700361011,0.10687022656202316,0.019083969295024872,0,0,0
11-28-532-04334-570033,andhra pradesh,adilabad,jannaram,JANNARAM ADILABAD,Buffer,0,22010.5859375,0,1275,0.48627450980392156,0.039436619728803635,0.002816901309415698,0,0,0
11-28-532-04334-570034,andhra pradesh,adilabad,jannaram,JANNARAM ADILABAD,Buffer,0,22244.8828125,0,1735,0.5152737752161384,0.11015118658542633,0.010799136012792587,0,0,0
11-28-532-04335-570035,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,20705.1953125,0,1882,0.4973432518597237,0.4188034236431122,0.04700854793190956,0,0,0
11-28-532-04335-570036,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,27184.064453125,0,1460,0.4767123287671233,0.373913049697876,0.17391304671764374,0,0,0
11-28-532-04335-570037,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,13816.1796875,0,245,0.4897959183673469,0,0,1,1,1
11-28-532-04335-570038,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,28117.703125,0,291,0.4536082474226804,0.28125,0.2604166567325592,0,0,0
11-28-532-04335-570039,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,22665.328125,0,454,0.4933920704845815,0.5643564462661743,0.39603960514068604,0,0,0
11-28-532-04335-570040,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,18707.783203125,0,901,0.5094339622641509,0.09545454382896423,0.00909090880304575,0,0,1
11-28-532-04335-570042,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,14898.6650390625,0,243,0.51440329218107,0,0,1,1,1
11-28-532-04335-570043,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,21748.7734375,0,841,0.4803804994054697,0.0833333358168602,0,0,1,0
11-28-532-04335-570044,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,26742.048828125,0,377,0.5305039787798409,0.8938053250312805,0.017699114978313446,0,0,0
11-28-532-04335-570045,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,11448.1572265625,0,107,0.4205607476635514,0,0,1,1,1
11-28-532-04335-570046,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,28069.677734375,0,812,0.4987684729064039,0.8954545259475708,0.10454545170068741,0,0,0
11-28-532-04335-570047,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,23015.00390625,0,2820,0.49326241134751775,0.19665272533893585,0.1311018168926239,0,0,0
11-28-532-04335-570048,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,19276.271484375,0,1025,0.5131707317073171,0.02489626593887806,0.016597511246800423,0,0,0
11-28-532-04335-570049,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,26354.28515625,0,732,0.5040983606557377,0.96517413854599,0.611940324306488,0,0,0
11-28-532-04335-570050,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,16152.1337890625,0,432,0.5254629629629629,0.01834862306714058,0,0,1,1
11-28-532-04335-570051,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,19130.76953125,0,1734,0.5005767012687428,0.07349666208028793,0.008908686228096485,0,0,0
11-28-532-04335-570052,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,21383.4140625,0,1579,0.5148828372387587,0.30287206172943115,0.2114882469177246,0,0,0
11-28-532-04335-570053,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,20567.453125,0,3652,0.494249726177437,0.13119834661483765,0.03305784985423088,0,0,0
11-28-532-04335-570054,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,22761.583984375,0,1138,0.5272407732864675,0.7368420958518982,0.05263157933950424,0,0,0
11-28-532-04335-570055,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,20709.294921875,0,633,0.48657187993680884,0.07999999821186066,0.013333333656191826,0,0,0
11-28-532-04335-570056,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,20904.056640625,0,1283,0.5300077942322681,0.128742516040802,0.002994012087583542,0,0,0
11-28-532-04335-570057,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,19504.630859375,0,1332,0.5277777777777778,0.020895522087812424,0,0,1,0
11-28-532-04335-570058,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,19215.02734375,0,712,0.5070224719101124,0.21686747670173645,0.04216867312788963,0,0,0
11-28-532-04335-570059,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,25609.34375,0,788,0.5152284263959391,0.18220339715480804,0.1355932205915451,0,0,0
11-28-532-04335-570060,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,19684.333984375,0,1782,0.5061728395061729,0.0527522936463356,0.027522936463356018,0,0,0
11-28-532-04335-570061,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,16741.982421875,0,670,0.49701492537313435,0.007042253389954567,0,0,1,1
11-28-532-04335-570062,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,19855.99609375,0,1095,0.4812785388127854,0.011111111380159855,0.003703703638166189,0,0,0
11-28-532-04335-570063,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,18329.375,0,872,0.5045871559633027,0.004761904943734407,0,0,1,1
11-28-532-04335-570064,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,23247.28125,0,2135,0.4927400468384075,0.06394316256046295,0.017761988565325737,0,0,0
11-28-532-04335-570065,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,20277.193359375,0,1100,0.51,0.02222222276031971,0.007407407276332378,0,0,0
11-28-532-04335-570066,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,25915.4375,0,434,0.5046082949308756,0.007194244768470526,0,0,1,0
11-28-532-04335-570067,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,17269.369140625,0,1095,0.45844748858447487,0.1147540956735611,0.008196720853447914,0,0,1
11-28-532-04335-570068,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,23042.30078125,0,3577,0.4878389712049203,0.35487404465675354,0.0711938664317131,0,0,0
11-28-532-04335-570069,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,21881.931640625,0,994,0.4869215291750503,0.06390977650880814,0.01879699155688286,0,0,0
11-28-532-04335-570070,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,21395.66796875,0,2379,0.5128205128205128,0.11605723202228546,0.0810810774564743,0,0,0
11-28-532-04335-570071,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,19268.154296875,0,433,0.5011547344110855,0.043478261679410934,0.008695651777088642,0,0,0
11-28-532-04335-570072,andhra pradesh,adilabad,kaddam peddur,KADDAM (PEDDUR) ADILABAD,Control,0,18963.119140625,0,1435,0.4968641114982578,0.01123595517128706,0,0,1,0
11-28-532-04336-570073,andhra pradesh,adilabad,sarangapur,SARANGAPUR ADILABAD,Holdout,NA,22115.125,0,1931,0.4940445365095805,0.39635536074638367,0.07972665131092072,0,0,0
11-28-532-04336-570074,andhra pradesh,adilabad,sarangapur,SARANGAPUR ADILABAD,Holdout,NA,18826.62109375,0,736,0.5095108695652174,0.2544378638267517,0.041420117020606995,0,0,1
11-28-532-04336-570075,andhra pradesh,adilabad,sarangapur,SARANGAPUR ADILABAD,Holdout,NA,21527.12890625,0,1756,0.5159453302961275,0.3315363824367523,0.07816711813211441,0,0,0
11-28-532-04336-570076,andhra pradesh,adilabad,sarangapur,SARANGAPUR ADILABAD,Holdout,NA,12078.34375,0,267,0.4868913857677903,0,0,1,1,1
11-28-532-04336-570078,andhra pradesh,adilabad,sarangapur,SARANGAPUR ADILABAD,Holdout,NA,20847.296875,0,962,0.5114345114345115,0.05263157933950424,0.004385964944958687,0,0,0
11-28-532-04336-570079,andhra pradesh,adilabad,sarangapur,SARANGAPUR ADILABAD,Holdout,NA,16860.439453125,0,798,0.5125313283208021,0.16763006150722504,0.005780346691608429,0,0,1
11-28-532-04336-570080,andhra pradesh,adilabad,sarangapur,SARANGAPUR ADILABAD,Holdout,NA,22770.015625,0,4099,0.5079287631129544,0.34872299432754517,0.05304518714547157,0,0,0
11-28-532-04336-570081,andhra pradesh,adilabad,sarangapur,SARANGAPUR ADILABAD,Holdout,NA,20913.654296875,0,3329,0.5262841694202464,0.2088998705148697,0.04202719405293465,0,0,0
11-28-532-04336-570082,andhra pradesh,adilabad,sarangapur,SARANGAPUR ADILABAD,Holdout,NA,22068.9375,0,3336,0.5188848920863309,0.1779141128063202,0.024539876729249954,0,0,0
11-28-532-04336-570083,andhra pradesh,adilabad,sarangapur,SARANGAPUR ADILABAD,Holdout,NA,21526.455078125,0,1281,0.5183450429352069,0.12286689132452011,0.037542663514614105,0,0,0
11-28-532-04336-570084,andhra pradesh,adilabad,sarangapur,SARANGAPUR ADILABAD,Holdout,NA,27444.869140625,0,1602,0.531210986267166,0.33747410774230957,0.03312629461288452,0,0,0
11-28-532-04336-570085,andhra pradesh,adilabad,sarangapur,SARANGAPUR ADILABAD,Holdout,NA,23894.263671875,0,1347,0.5100222717149221,0.37078651785850525,0.025280898436903954,0,0,0
11-28-532-04336-570086,andhra pradesh,adilabad,sarangapur,SARANGAPUR ADILABAD,Holdout,NA,25011.427734375,0,794,0.5340050377833753,0.2361111044883728,0.023148147389292717,0,0,0
11-28-532-04336-570087,andhra pradesh,adilabad,sarangapur,SARANGAPUR ADILABAD,Holdout,NA,25968.015625,0,786,0.5050890585241731,0.2925764322280884,0.043668121099472046,0,0,0
11-28-532-04336-570088,andhra pradesh,adilabad,sarangapur,SARANGAPUR ADILABAD,Holdout,NA,25579.037109375,0,1092,0.5393772893772893,0.17687074840068817,0.06802721321582794,0,0,0
11-28-532-04336-570089,andhra pradesh,adilabad,sarangapur,SARANGAPUR ADILABAD,Holdout,NA,23487.45703125,0,2511,0.5324571883711668,0.27142858505249023,0.03492063656449318,0,0,0
11-28-532-04336-570090,andhra pradesh,adilabad,sarangapur,SARANGAPUR ADILABAD,Holdout,NA,25906.88671875,0,840,0.5214285714285715,0.32765957713127136,0.025531914085149765,0,0,0
11-28-532-04336-570091,andhra pradesh,adilabad,sarangapur,SARANGAPUR ADILABAD,Holdout,NA,22109.4609375,0,326,0.5122699386503068,0.024390242993831635,0,0,1,0
11-28-532-04336-570092,andhra pradesh,adilabad,sarangapur,SARANGAPUR ADILABAD,Holdout,NA,23558.92578125,0,420,0.5166666666666667,0.1834862381219864,0.01834862306714058,0,0,0
11-28-532-04336-570093,andhra pradesh,adilabad,sarangapur,SARANGAPUR ADILABAD,Holdout,NA,22325.501953125,0,1982,0.5277497477295661,0.24750499427318573,0.03992015868425369,0,0,0
11-28-532-04336-570094,andhra pradesh,adilabad,sarangapur,SARANGAPUR ADILABAD,Holdout,NA,22359.62109375,0,2198,0.5254777070063694,0.41001856327056885,0.05380333960056305,0,0,0
11-28-532-04336-570095,andhra pradesh,adilabad,sarangapur,SARANGAPUR ADILABAD,Holdout,NA,22225.5625,0,2417,0.5349606950765412,0.07882534712553024,0.007727975491434336,0,0,0
11-28-532-04336-570096,andhra pradesh,adilabad,sarangapur,SARANGAPUR ADILABAD,Holdout,NA,20030.224609375,0,273,0.5311355311355311,0.078125,0.03125,0,0,0
11-28-532-04336-570097,andhra pradesh,adilabad,sarangapur,SARANGAPUR ADILABAD,Holdout,NA,23886.130859375,0,2785,0.5274685816876122,0.34951457381248474,0.042995840311050415,0,0,0
11-28-532-04336-570098,andhra pradesh,adilabad,sarangapur,SARANGAPUR ADILABAD,Holdout,NA,27213.19921875,0,1471,0.5057783820530252,0.496221661567688,0.13098236918449402,0,0,0
11-28-532-04336-570100,andhra pradesh,adilabad,sarangapur,SARANGAPUR ADILABAD,Holdout,NA,16724.53125,0,714,0.4677871148459384,0.1146496832370758,0.05095541477203369,0,0,1
