shrid2,state_name,district_name,subdistrict_name,clusters,wave,D,Ycons_raw,urban,tot_p,tot_f,Ylowinc_raw,Ymidinc_raw,Ylowinc,Ymidinc,Ycons
11-28-543-04817-582414,andhra pradesh,vizianagaram,salur,SALUR VIZIANAGARAM,Treatment,1,15906.1123046875,0,829,0.5102533172496985,0.10576923191547394,0.004807692486792803,0,0,1
11-28-543-04817-582415,andhra pradesh,vizianagaram,salur,SALUR VIZIANAGARAM,Treatment,1,19007.4765625,0,1321,0.4647993943981832,0.34812286496162415,0.020477816462516785,0,0,0
11-28-543-04817-582417,andhra pradesh,vizianagaram,salur,SALUR VIZIANAGARAM,Treatment,1,16176.408203125,0,455,0.4901098901098901,0,0,1,1,1
11-28-543-04817-582418,andhra pradesh,vizianagaram,salur,SALUR VIZIANAGARAM,Treatment,1,12933.6728515625,0,209,0.5454545454545454,0,0,1,1,1
11-28-543-04817-582419,andhra pradesh,vizianagaram,salur,SALUR VIZIANAGARAM,Treatment,1,12519.05859375,0,307,0.4592833876221498,0,0,1,1,1
11-28-543-04817-582420,andhra pradesh,vizianagaram,salur,SALUR VIZIANAGARAM,Treatment,1,15116.7666015625,0,1703,0.5044039929536113,0.07625272125005722,0.010893246158957481,0,0,1
11-28-543-04817-582421,andhra pradesh,vizianagaram,salur,SALUR VIZIANAGARAM,Treatment,1,20920.189453125,0,106,0.4339622641509434,0,0,1,1,0
11-28-543-04817-582423,andhra pradesh,vizianagaram,salur,SALUR VIZIANAGARAM,Treatment,1,23281.84765625,0,130,0.4,0.8484848737716675,0.03030303120613098,0,0,0
11-28-543-04817-582424,andhra pradesh,vizianagaram,salur,SALUR VIZIANAGARAM,Treatment,1,20559.4921875,0,1743,0.49225473321858865,0.2744680941104889,0.040425531566143036,0,0,0
11-28-543-04817-582425,andhra pradesh,vizianagaram,salur,SALUR VIZIANAGARAM,Treatment,1,20577.87109375,0,1038,0.5,0.49815496802330017,0.0479704812169075,0,0,0
11-28-543-04817-582426,andhra pradesh,vizianagaram,salur,SALUR VIZIANAGARAM,Treatment,1,18224.392578125,0,437,0.4851258581235698,0.24271844327449799,0,0,1,1
11-28-543-04817-582427,andhra pradesh,vizianagaram,salur,SALUR VIZIANAGARAM,Treatment,1,19439.08203125,0,1144,0.5314685314685315,0.3265306055545807,0.013605441898107529,0,0,0
11-28-543-04817-582428,andhra pradesh,vizianagaram,salur,SALUR VIZIANAGARAM,Treatment,1,15852.5439453125,0,135,0.5407407407407407,0,0,1,1,1
11-28-543-04817-582429,andhra pradesh,vizianagaram,salur,SALUR VIZIANAGARAM,Treatment,1,21735.03515625,0,1717,0.49097262667443214,0.08492568880319595,0,0,1,0
11-28-543-04817-582430,andhra pradesh,vizianagaram,salur,SALUR VIZIANAGARAM,Treatment,1,16159.787109375,0,1244,0.5176848874598071,0.026946106925606728,0.014970059506595135,0,0,1
11-28-543-04817-582431,andhra pradesh,vizianagaram,salur,SALUR VIZIANAGARAM,Treatment,1,19071.890625,0,707,0.49929278642149927,0.5249999761581421,0,0,1,0
11-28-543-04817-582432,andhra pradesh,vizianagaram,salur,SALUR VIZIANAGARAM,Treatment,1,17595.9296875,0,2043,0.5061184532550171,0.44731977581977844,0.0036968577187508345,0,0,1
11-28-543-04817-582433,andhra pradesh,vizianagaram,salur,SALUR VIZIANAGARAM,Treatment,1,16826.130859375,0,475,0.48,0.4521739184856415,0.008695651777088642,0,0,1
11-28-543-04817-582434,andhra pradesh,vizianagaram,salur,SALUR VIZIANAGARAM,Treatment,1,14791.3046875,0,283,0.519434628975265,0.05970149114727974,0,0,1,1
11-28-543-04817-582435,andhra pradesh,vizianagaram,salur,SALUR VIZIANAGARAM,Treatment,1,15799.7509765625,0,472,0.5211864406779662,0.1796875,0.0078125,0,0,1
11-28-543-04817-582436,andhra pradesh,vizianagaram,salur,SALUR VIZIANAGARAM,Treatment,1,18652.3515625,0,1906,0.506295907660021,0.20087336003780365,0.01965065486729145,0,0,1
11-28-543-04817-582437,andhra pradesh,vizianagaram,salur,SALUR VIZIANAGARAM,Treatment,1,16319.7880859375,0,2221,0.49437190454750113,0.08703071624040604,0.006825938355177641,0,0,1
11-28-543-04817-582438,andhra pradesh,vizianagaram,salur,SALUR VIZIANAGARAM,Treatment,1,23201.5,0,976,0.4682377049180328,0.867521345615387,0.04700854793190956,0,0,0
11-28-543-04817-582439,andhra pradesh,vizianagaram,salur,SALUR VIZIANAGARAM,Treatment,1,18376.59765625,0,149,0.49664429530201343,0.0714285746216774,0.0476190485060215,0,0,1
11-28-543-04818-582440,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,11077.2802734375,0,283,0.49469964664310956,0,0,1,1,1
11-28-543-04818-582441,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,17569.390625,0,190,0.48947368421052634,0,0,1,1,1
11-28-543-04818-582442,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,15050.447265625,0,160,0.50625,0,0,1,1,1
11-28-543-04818-582443,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,13569.4365234375,0,162,0.4691358024691358,0,0,1,1,1
11-28-543-04818-582444,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,25155.72265625,0,389,0.46272493573264784,0.008547008968889713,0,0,1,0
11-28-543-04818-582445,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,17169.517578125,0,2456,0.4837133550488599,0.021021021530032158,0.0015015015378594398,0,0,1
11-28-543-04818-582446,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,18976.650390625,0,973,0.5169578622816033,0.10276679694652557,0.003952569328248501,0,0,0
11-28-543-04818-582447,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,17578,0,2008,0.5144422310756972,0.08213552087545395,0.006160164251923561,0,0,1
11-28-543-04818-582448,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,15823.8720703125,0,251,0.5059760956175299,0,0,1,1,1
11-28-543-04818-582449,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,19212.61328125,0,1805,0.4997229916897507,0.0631808266043663,0.028322439640760422,0,0,0
11-28-543-04818-582450,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,19304.31640625,0,540,0.47962962962962963,0.8320610523223877,0.007633587811142206,0,0,0
11-28-543-04818-582451,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,18141.693359375,0,1044,0.4846743295019157,0.02545454539358616,0.014545454643666744,0,0,1
11-28-543-04818-582452,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,18212.2734375,0,1513,0.4904163912756114,0.07526881992816925,0.02150537632405758,0,0,1
11-28-543-04818-582453,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,21709.693359375,0,7218,0.4825436408977556,0.5719100832939148,0.04606741666793823,0,0,0
11-28-543-04818-582454,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,21770.9375,0,295,0.4915254237288136,0.9692307710647583,0,0,1,0
11-28-543-04818-582455,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,20387.08203125,0,329,0.5197568389057751,0.32608696818351746,0,0,1,0
11-28-543-04818-582457,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,15576.728515625,0,1103,0.4768812330009066,0.02158273383975029,0.003597122384235263,0,0,1
11-28-543-04818-582458,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,13560.216796875,0,660,0.5121212121212121,0,0,1,1,1
11-28-543-04818-582459,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,14361.2978515625,0,837,0.4934289127837515,0.026455026119947433,0.010582010261714458,0,0,1
11-28-543-04818-582461,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,16888.69921875,0,3706,0.4916351861845656,0.1833137422800064,0.014101057313382626,0,0,1
11-28-543-04818-582462,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,18911.8359375,0,2542,0.50786782061369,0.34521880745887756,0.029173418879508972,0,0,1
11-28-543-04818-582463,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,18531.46875,0,2610,0.5022988505747127,0.5103667974472046,0.03349282220005989,0,0,1
11-28-543-04818-582464,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,16631.30078125,0,1605,0.4834890965732087,0.14249363541603088,0.030534351244568825,0,0,1
11-28-543-04818-582466,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,16152.4794921875,0,877,0.4880273660205245,0.12033195048570633,0.004149377811700106,0,0,1
11-28-543-04818-582468,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,17060.46875,0,1232,0.45292207792207795,0.1825396865606308,0.0357142873108387,0,0,1
11-28-543-04818-582469,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,13987.7333984375,0,513,0.5224171539961013,0.008130080997943878,0.008130080997943878,0,0,1
11-28-543-04818-582470,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,15152.0478515625,0,603,0.5124378109452736,0,0,1,1,1
11-28-543-04818-582471,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,13013.0908203125,0,125,0.48,0,0,1,1,1
11-28-543-04818-582472,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,14714.220703125,0,413,0.5036319612590799,0.01923076994717121,0,0,1,1
11-28-543-04818-582473,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,15722.1435546875,0,138,0.4855072463768116,0,0,1,1,1
11-28-543-04818-582474,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,14026.6494140625,0,454,0.4977973568281938,0,0,1,1,1
11-28-543-04818-582475,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,12814.880859375,0,442,0.502262443438914,0.010989011265337467,0,0,1,1
11-28-543-04818-582476,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,11662.7646484375,0,909,0.49944994499449946,0.009302325546741486,0.009302325546741486,0,0,1
11-28-543-04818-582477,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,10081.2109375,0,150,0.46,0,0,1,1,1
11-28-543-04818-582478,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,14959.2841796875,0,167,0.47904191616766467,0.6111111044883728,0,0,1,1
11-28-543-04818-582479,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,12110.6904296875,0,413,0.5060532687651331,0.02298850566148758,0,0,1,1
11-28-543-04818-582480,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,10704.8818359375,0,342,0.47953216374269003,0.014285714365541935,0,0,1,1
11-28-543-04818-582481,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,12544.8369140625,0,502,0.4760956175298805,0,0,1,1,1
11-28-543-04818-582482,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,17191.474609375,0,364,0.4945054945054945,0.17777778208255768,0.011111111380159855,0,0,1
11-28-543-04818-582483,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,14912.5986328125,0,394,0.5025380710659898,0.20000000298023224,0,0,1,1
11-28-543-04818-582484,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,18203.857421875,0,333,0.5015015015015015,0.04395604506134987,0,0,1,1
11-28-543-04818-582485,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,20659.623046875,0,445,0.5168539325842697,0.4434782564640045,0,0,1,0
11-28-543-04818-582486,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,19796.212890625,0,733,0.4870395634379263,0.7157894968986511,0,0,1,0
11-28-543-04818-582487,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,15429.4443359375,0,600,0.49833333333333335,0.3529411852359772,0.019607843831181526,0,0,1
11-28-543-04818-582488,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,13704.9833984375,0,518,0.4980694980694981,0,0,1,1,1
11-28-543-04818-582489,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,22033.654296875,0,202,0.4801980198019802,0,0,1,1,0
11-28-543-04818-582490,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,15516.9990234375,0,252,0.503968253968254,0,0,1,1,1
11-28-543-04818-582491,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,16527.87109375,0,547,0.5319926873857403,0.022900763899087906,0.015267175622284412,0,0,1
11-28-543-04818-582492,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,17960.0390625,0,245,0.5061224489795918,0,0,1,1,1
11-28-543-04818-582493,andhra pradesh,vizianagaram,pachipenta,PACHIPENTA VIZIANAGARAM,Buffer,0,18352.07421875,0,684,0.47953216374269003,0.0941176488995552,0,0,1,1
11-28-543-04819-582494,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,16035.634765625,0,594,0.5134680134680135,0.03731343150138855,0.007462686393409967,0,0,1
11-28-543-04819-582495,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,20651.40234375,0,673,0.5141158989598811,0.05347593501210213,0.01604278013110161,0,0,0
11-28-543-04819-582496,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,17125.953125,0,1357,0.5033161385408991,0.06730769574642181,0.025641025975346565,0,0,1
11-28-543-04819-582497,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,19215.796875,0,1023,0.5239491691104594,0.0117647061124444,0.003921568859368563,0,0,0
11-28-543-04819-582498,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,17635.1953125,0,2624,0.5118140243902439,0.08841463178396225,0.02286585420370102,0,0,1
11-28-543-04819-582499,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,18216.099609375,0,5934,0.508257499157398,0.09764309972524643,0.02222222276031971,0,0,1
11-28-543-04819-582500,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,20182.556640625,0,2394,0.49081035923141186,0.11311475187540054,0.04262294992804527,0,0,0
11-28-543-04819-582501,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,20339.341796875,0,10214,0.49079694536910123,0.204276442527771,0.055364642292261124,0,0,0
11-28-543-04819-582502,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,17108.517578125,0,582,0.49828178694158076,0.007692307699471712,0.007692307699471712,0,0,1
11-28-543-04819-582503,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,20050.783203125,0,548,0.4762773722627737,0.02068965509533882,0.006896551698446274,0,0,0
11-28-543-04819-582504,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,18528.1640625,0,297,0.5050505050505051,0.10958904027938843,0,0,1,1
11-28-543-04819-582505,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,22203.650390625,0,1802,0.49278579356270813,0.24748490750789642,0.04024145007133484,0,0,0
11-28-543-04819-582506,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,19902.86328125,0,383,0.48825065274151436,0.10309278219938278,0.010309278033673763,0,0,0
11-28-543-04819-582508,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,20262.208984375,0,4431,0.4960505529225908,0.2896725535392761,0.06717044860124588,0,0,0
11-28-543-04819-582509,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,19209.078125,0,1874,0.5464247598719317,0.215130016207695,0.01182033121585846,0,0,0
11-28-543-04819-582510,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,21538.82421875,0,1364,0.501466275659824,0.41736695170402527,0.06722689419984818,0,0,0
11-28-543-04819-582511,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,18215.490234375,0,1132,0.5044169611307421,0.08759123831987381,0.010948904789984226,0,0,1
11-28-543-04819-582512,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,16766.779296875,0,2224,0.5,0.05954825505614281,0.02669404447078705,0,0,1
11-28-543-04819-582513,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,21209.474609375,0,1297,0.48033924441017734,0.1222570538520813,0.08777429163455963,0,0,0
11-28-543-04819-582514,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,16662.287109375,0,149,0.4899328859060403,0,0,1,1,1
11-28-543-04819-582515,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,15328.8544921875,0,129,0.5271317829457365,0.06060606241226196,0.06060606241226196,0,0,1
11-28-543-04819-582516,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,15104.58984375,0,263,0.5095057034220533,0,0,1,1,1
11-28-543-04819-582517,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,16964.96484375,0,329,0.5379939209726444,0,0,1,1,1
11-28-543-04819-582518,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,11132.2392578125,0,189,0.5238095238095238,0,0,1,1,1
11-28-543-04819-582519,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,16121.2265625,0,279,0.4551971326164875,0.01315789483487606,0.01315789483487606,0,0,1
11-28-543-04819-582520,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,16979.884765625,0,293,0.48464163822525597,0.02380952425301075,0.011904762126505375,0,0,1
11-28-543-04819-582521,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,20055.71875,0,2126,0.5061147695202258,0.04676258936524391,0.023381294682621956,0,0,0
11-28-543-04819-582522,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,17687.365234375,0,596,0.4949664429530201,0.020270269364118576,0,0,1,1
11-28-543-04819-582523,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,23350.65625,0,626,0.5111821086261981,0.07692307978868484,0.03550295904278755,0,0,0
11-28-543-04819-582524,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,18596.111328125,0,2058,0.5097181729834791,0.09830508381128311,0.008474576286971569,0,0,1
11-28-543-04819-582525,andhra pradesh,vizianagaram,ramabhadrapuram,RAMABHADRAPURAM VIZIANAGARAM,Buffer,0,21110.7109375,0,259,0.47104247104247104,0.03125,0.03125,0,0,0
11-28-543-04820-582526,andhra pradesh,vizianagaram,badangi,BADANGI VIZIANAGARAM,Treatment,1,18149.12109375,0,2825,0.4952212389380531,0.11684370040893555,0.009104704484343529,0,0,1
11-28-543-04820-582528,andhra pradesh,vizianagaram,badangi,BADANGI VIZIANAGARAM,Treatment,1,18781.203125,0,1796,0.5217149220489977,0.08849557489156723,0.044247787445783615,0,0,1
11-28-543-04820-582529,andhra pradesh,vizianagaram,badangi,BADANGI VIZIANAGARAM,Treatment,1,18289.537109375,0,4686,0.49615877080665816,0.05810927972197533,0.01908065937459469,0,0,1
11-28-543-04820-582530,andhra pradesh,vizianagaram,badangi,BADANGI VIZIANAGARAM,Treatment,1,19150.138671875,0,1267,0.4972375690607735,0.10882353037595749,0.020588235929608345,0,0,0
11-28-543-04820-582531,andhra pradesh,vizianagaram,badangi,BADANGI VIZIANAGARAM,Treatment,1,19708.298828125,0,1621,0.5070943861813695,0.08372092992067337,0.04883721098303795,0,0,0
11-28-543-04820-582532,andhra pradesh,vizianagaram,badangi,BADANGI VIZIANAGARAM,Treatment,1,18726.84375,0,537,0.5102420856610801,0.23571428656578064,0.02142857201397419,0,0,1
11-28-543-04820-582533,andhra pradesh,vizianagaram,badangi,BADANGI VIZIANAGARAM,Treatment,1,19718.970703125,0,667,0.5067466266866567,0.08139535039663315,0.01744186133146286,0,0,0
11-28-543-04820-582534,andhra pradesh,vizianagaram,badangi,BADANGI VIZIANAGARAM,Treatment,1,19632.556640625,0,2049,0.48121034651049294,0.1270417422056198,0.030852993950247765,0,0,0
11-28-543-04820-582535,andhra pradesh,vizianagaram,badangi,BADANGI VIZIANAGARAM,Treatment,1,17412.462890625,0,3263,0.49187863928899783,0.042630936950445175,0.015834348276257515,0,0,1
11-28-543-04820-582536,andhra pradesh,vizianagaram,badangi,BADANGI VIZIANAGARAM,Treatment,1,18042.955078125,0,1399,0.4781987133666905,0.05232558026909828,0.0029069767333567142,0,0,1
11-28-543-04820-582537,andhra pradesh,vizianagaram,badangi,BADANGI VIZIANAGARAM,Treatment,1,18595.140625,0,1930,0.4937823834196891,0.14105263352394104,0.012631579302251339,0,0,1
11-28-543-04820-582538,andhra pradesh,vizianagaram,badangi,BADANGI VIZIANAGARAM,Treatment,1,19534.169921875,0,1029,0.5072886297376094,0.14942528307437897,0.08045977354049683,0,0,0
11-28-543-04820-582539,andhra pradesh,vizianagaram,badangi,BADANGI VIZIANAGARAM,Treatment,1,17912.5234375,0,583,0.5025728987993139,0.8248175382614136,0.029197080060839653,0,0,1
11-28-543-04820-582540,andhra pradesh,vizianagaram,badangi,BADANGI VIZIANAGARAM,Treatment,1,20459.69921875,0,3701,0.4947311537422318,0.3502645492553711,0.06666667014360428,0,0,0
11-28-543-04820-582541,andhra pradesh,vizianagaram,badangi,BADANGI VIZIANAGARAM,Treatment,1,19459.466796875,0,3960,0.43308080808080807,0.22334454953670502,0.05948372557759285,0,0,0
11-28-543-04820-582542,andhra pradesh,vizianagaram,badangi,BADANGI VIZIANAGARAM,Treatment,1,20929.7734375,0,1004,0.5069721115537849,0.06367041170597076,0.026217227801680565,0,0,0
11-28-543-04820-582543,andhra pradesh,vizianagaram,badangi,BADANGI VIZIANAGARAM,Treatment,1,17416.40625,0,457,0.48358862144420134,0.21153846383094788,0.01923076994717121,0,0,1
11-28-543-04820-582544,andhra pradesh,vizianagaram,badangi,BADANGI VIZIANAGARAM,Treatment,1,18028.71875,0,1012,0.4990118577075099,0.10646387934684753,0.03802281245589256,0,0,1
11-28-543-04820-582545,andhra pradesh,vizianagaram,badangi,BADANGI VIZIANAGARAM,Treatment,1,19248.037109375,0,2102,0.4933396764985728,0.2126789391040802,0.047034766525030136,0,0,0
11-28-543-04820-582546,andhra pradesh,vizianagaram,badangi,BADANGI VIZIANAGARAM,Treatment,1,17060.591796875,0,1082,0.4953789279112754,0.11428571492433548,0.016326529905200005,0,0,1
11-28-543-04820-582547,andhra pradesh,vizianagaram,badangi,BADANGI VIZIANAGARAM,Treatment,1,15366.31640625,0,780,0.48205128205128206,0.02222222276031971,0,0,1,1
11-28-543-04820-582548,andhra pradesh,vizianagaram,badangi,BADANGI VIZIANAGARAM,Treatment,1,18119.669921875,0,852,0.49178403755868544,0.2070707082748413,0.020202020183205605,0,0,1
11-28-543-04820-582549,andhra pradesh,vizianagaram,badangi,BADANGI VIZIANAGARAM,Treatment,1,17749.474609375,0,1516,0.5112137203166227,0.04825737327337265,0.013404825702309608,0,0,1
11-28-543-04820-582550,andhra pradesh,vizianagaram,badangi,BADANGI VIZIANAGARAM,Treatment,1,17034.861328125,0,882,0.5011337868480725,0.34328359365463257,0.02985074557363987,0,0,1
11-28-543-04820-582551,andhra pradesh,vizianagaram,badangi,BADANGI VIZIANAGARAM,Treatment,1,17701.958984375,0,5795,0.4938740293356342,0.2246376872062683,0.01666666753590107,0,0,1
11-28-543-04820-582553,andhra pradesh,vizianagaram,badangi,BADANGI VIZIANAGARAM,Treatment,1,20627.845703125,0,747,0.500669344042838,0.054644808173179626,0.02185792289674282,0,0,0
11-28-543-04820-582554,andhra pradesh,vizianagaram,badangi,BADANGI VIZIANAGARAM,Treatment,1,16687.77734375,0,392,0.5178571428571429,0.009708737954497337,0,0,1,1
11-28-543-04821-582555,andhra pradesh,vizianagaram,therlam,THERLAM VIZIANAGARAM,Control,0,17170.5390625,0,3614,0.48422800221361373,0.0376470573246479,0.0235294122248888,0,0,1
11-28-543-04821-582556,andhra pradesh,vizianagaram,therlam,THERLAM VIZIANAGARAM,Control,0,19968.310546875,0,1969,0.4987303199593702,0.08739837259054184,0.014227642677724361,0,0,0
11-28-543-04821-582557,andhra pradesh,vizianagaram,therlam,THERLAM VIZIANAGARAM,Control,0,27503.064453125,0,265,0.47547169811320755,0.5432098507881165,0.1111111119389534,0,0,0
11-28-543-04821-582558,andhra pradesh,vizianagaram,therlam,THERLAM VIZIANAGARAM,Control,0,19692.751953125,0,2487,0.49939686369119424,0.06309147924184799,0.031545739620923996,0,0,0
11-28-543-04821-582559,andhra pradesh,vizianagaram,therlam,THERLAM VIZIANAGARAM,Control,0,18575.9921875,0,654,0.4740061162079511,0.1192052960395813,0.0794702023267746,0,0,1
11-28-543-04821-582560,andhra pradesh,vizianagaram,therlam,THERLAM VIZIANAGARAM,Control,0,15964.478515625,0,1427,0.49754730203223546,0.044692736119031906,0.008379888720810413,0,0,1
11-28-543-04821-582561,andhra pradesh,vizianagaram,therlam,THERLAM VIZIANAGARAM,Control,0,20933.033203125,0,485,0.4824742268041237,0.26923078298568726,0.03846153989434242,0,0,0
11-28-543-04821-582563,andhra pradesh,vizianagaram,therlam,THERLAM VIZIANAGARAM,Control,0,20635.36328125,0,324,0.5061728395061729,0.1975308656692505,0.06172839552164078,0,0,0
