"pc11_tv_id","village_id","district","R_bal","R_max","R_prob","Y","Y_recon","S","D","rabovemed","baseline_complete","listing_not_complete","vill_added_back"
"035897",1030,"Bathinda",0,0,0.128038346767426,NA,NA,"e",1,1,0,0,1
"035897",1030,"Bathinda",0,0,0.106743514537811,NA,1,"o",1,1,0,0,1
"800222",1031,"Bathinda",1,1,0.669947981834412,1,1,"e",1,1,0,0,1
"800222",1031,"Bathinda",1,1,0.581568002700806,1,1,"o",1,1,0,0,1
"800222",1031,"Bathinda",0,0,0.134114503860474,NA,NA,"e",1,1,0,0,1
"800222",1031,"Bathinda",0,0,0.307491600513458,NA,NA,"e",1,1,0,0,1
"800222",1031,"Bathinda",1,1,0.659062922000885,1,1,"e",1,1,0,0,1
"800222",1031,"Bathinda",1,1,0.774275243282318,1,1,"e",1,1,0,0,1
"800222",1031,"Bathinda",0,0,0.127762019634247,NA,NA,"e",1,1,0,0,1
"800222",1031,"Bathinda",0,0,0.303626537322998,NA,NA,"e",1,1,0,0,1
"800222",1031,"Bathinda",0,0,0.16967248916626,NA,NA,"e",1,1,0,0,1
"800222",1031,"Bathinda",0,0,0.325050950050354,NA,NA,"e",1,1,0,0,1
"800222",1031,"Bathinda",0,0,0.248198747634888,NA,NA,"e",1,1,0,0,1
"035868",1032,"Bathinda",0,0,0.191640973091125,1,1,"e",1,1,0,0,0
"035868",1032,"Bathinda",1,1,0.660349249839783,1,1,"e",1,1,0,0,0
"035868",1032,"Bathinda",1,1,0.75881016254425,NA,NA,"e",1,1,0,0,0
"035868",1032,"Bathinda",0,0,0.240139842033386,NA,NA,"e",1,1,0,0,0
"035868",1032,"Bathinda",1,0,0.420870721340179,NA,NA,"e",1,1,0,0,0
"035868",1032,"Bathinda",0,0,0.343977093696594,NA,NA,"e",1,1,0,0,0
"035868",1032,"Bathinda",1,0,0.355202853679657,NA,NA,"e",1,1,0,0,0
"035868",1032,"Bathinda",1,0,0.385245740413666,NA,NA,"e",1,1,0,0,0
"035868",1032,"Bathinda",1,1,0.585641145706177,NA,NA,"e",1,1,0,0,0
"035868",1032,"Bathinda",0,0,0.221469044685364,1,1,"e",1,1,0,0,0
"035868",1032,"Bathinda",0,0,0.100393533706665,NA,NA,"e",1,1,0,0,0
"035868",1032,"Bathinda",0,0,0.143403887748718,NA,NA,"e",1,1,0,0,0
"035868",1032,"Bathinda",0,0,0.250647068023682,NA,NA,"e",1,1,0,0,0
"035656",1033,"Bathinda",0,0,0.279771625995636,NA,NA,"e",0,1,1,0,0
"035656",1033,"Bathinda",0,0,0.217196822166443,NA,NA,"e",0,1,1,0,0
"035656",1033,"Bathinda",0,0,0.0916833281517029,0,0,"o",0,1,1,0,0
"035656",1033,"Bathinda",1,1,0.56385999917984,NA,NA,"e",0,1,1,0,0
"035656",1033,"Bathinda",0,0,0.203740835189819,NA,NA,"e",0,1,1,0,0
"035656",1033,"Bathinda",1,1,0.712748885154724,NA,NA,"e",0,1,1,0,0
"035656",1033,"Bathinda",1,0,0.419295132160187,0,0,"o",0,1,1,0,0
"035656",1033,"Bathinda",0,0,0.163802087306976,NA,NA,"e",0,1,1,0,0
"035656",1033,"Bathinda",0,0,0.131218552589417,NA,NA,"e",0,1,1,0,0
"035656",1033,"Bathinda",1,1,0.57166337966919,NA,1,"o",0,1,1,0,0
"035656",1033,"Bathinda",1,1,0.486723005771637,NA,NA,"e",0,1,1,0,0
"035656",1033,"Bathinda",0,0,0.232875406742096,NA,1,"o",0,1,1,0,0
"035656",1033,"Bathinda",1,0,0.361756682395935,NA,1,"o",0,1,1,0,0
"035656",1033,"Bathinda",0,0,0.300725877285004,NA,NA,"e",0,1,1,0,0
"035656",1033,"Bathinda",0,0,0.240160703659058,NA,NA,"e",0,1,1,0,0
"035656",1033,"Bathinda",0,0,0.0601131319999695,NA,1,"o",0,1,1,0,0
"035656",1033,"Bathinda",1,0,0.419111549854279,NA,NA,"e",0,1,1,0,0
"035714",1034,"Bathinda",0,0,0.261763870716095,0,0,"o",0,0,0,0,0
"035714",1034,"Bathinda",0,0,0.27173513174057,NA,NA,"e",0,0,0,0,0
"035714",1034,"Bathinda",1,1,0.442824184894562,0,0,"o",0,0,0,0,0
"035714",1034,"Bathinda",1,0,0.365387082099915,NA,NA,"e",0,0,0,0,0
"035714",1034,"Bathinda",0,0,0.343777060508728,NA,1,"o",0,0,0,0,0
"035714",1034,"Bathinda",0,0,0.151958584785461,NA,NA,"e",0,0,0,0,0
"035714",1034,"Bathinda",0,0,0.169709622859955,0,0,"o",0,0,0,0,0
"035714",1034,"Bathinda",0,0,0.115244507789612,NA,NA,"e",0,0,0,0,0
"035714",1034,"Bathinda",0,0,0.201243221759796,0,0,"o",0,0,0,0,0
"035714",1034,"Bathinda",0,0,0.117210328578949,NA,NA,"e",0,0,0,0,0
