"sample","rsv_coef","rsv_se","naive_coef","naive_se","cp_coef","cp_se","J","p_value"
"obs",0.141703027366304,0.0782220920627356,0.192876049221287,0.0988717284550246,0.075208826439243,0.0379626076540053,1.74390556923588,0.186644725218152
"val",0.121041155548019,0.0683574637264398,0.15646685890703,0.0803299772719462,0.0588403653545994,0.0319903974699785,1.32419679110169,0.249840244582055
